osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,junction,tunnel
440763990,False,2,SP43,Via delle Croci,secondary,False,9.691,"LINESTRING (11.7602747 42.2511084, 11.7601583 42.2510953)",,,
440763990,False,2,SP43,Via delle Croci,secondary,True,17.604,"LINESTRING (11.7602747 42.2511084, 11.7604883 42.2511165)",,,
101394898,False,,,Via Ettore Sacconi,residential,True,62.46,"LINESTRING (11.7602747 42.2511084, 11.7603025 42.2513196, 11.7603157 42.2513801, 11.7603406 42.2514515, 11.7604475 42.2515342, 11.7605247 42.2516163)",,,
34835267,False,2,SP43,Via IV Novembre,secondary,True,49.466,"LINESTRING (11.7571209 42.2501567, 11.7576431 42.2503769)",,,
96850322,True,,SP43,Via IV Novembre,secondary,False,22.307000000000002,"LINESTRING (11.7571209 42.2501567, 11.7570628 42.2501476, 11.7568513 42.2501532)",,,
100316201,True,1,,,tertiary,False,24.509,"LINESTRING (11.7531026 42.252483, 11.7531926 42.2525366, 11.7532983 42.2526465)",,,
299413304,True,,,Via della Ripa,residential,False,69.626,"LINESTRING (11.7557542 42.2560002, 11.7556871 42.2560315, 11.7554243 42.2561179, 11.7552044 42.2561605, 11.7550843 42.2561662, 11.7549592 42.2561363)",,,
147409783,True,,,Via Antica,residential,False,27.512999999999998,"LINESTRING (11.7563276 42.2558175, 11.7560726 42.2558725, 11.7560051 42.2558819)",,,
383505222,False,,,,residential,False,35.687000000000005,"LINESTRING (11.7563276 42.2558175, 11.7563348 42.2557347, 11.7564643 42.2556291, 11.7565506 42.2555583)",,,
147409783,True,,,Via Antica,residential,False,34.808,"LINESTRING (11.7567146 42.2556957, 11.7566918 42.2557043, 11.756623 42.2557308, 11.7564902 42.255784, 11.7563276 42.2558175)",,,
299415406,False,,,Via San Martino,residential,True,11.337,"LINESTRING (11.7567146 42.2556957, 11.756762 42.2556628, 11.756815 42.2556259)",,,
1163078675,True,,,,residential,False,20.386,"LINESTRING (11.7565506 42.2555583, 11.7567146 42.2556957)",,,
383505222,False,,,,residential,True,35.687,"LINESTRING (11.7565506 42.2555583, 11.7564643 42.2556291, 11.7563348 42.2557347, 11.7563276 42.2558175)",,,
"[147462592, 147456212, 127886452, 147456214]",False,,,"['Corso Vittorio Emanuele', 'Via Dante Alighieri']",residential,False,105.09700000000001,"LINESTRING (11.7578819 42.2542096, 11.7580774 42.2542686, 11.7582515 42.2543055, 11.7584929 42.2543567, 11.7585405 42.2543639, 11.7591137 42.2544505)",50,,
127886452,False,,,Corso Vittorio Emanuele,residential,True,32.744,"LINESTRING (11.7578819 42.2542096, 11.7578358 42.2541984, 11.7575115 42.2541023)",50,,
147045984,False,,,Via Felice Cavallotti,residential,False,41.241,"LINESTRING (11.7578819 42.2542096, 11.7579895 42.2540246, 11.7580877 42.2538715)",50,,
127886452,False,,,Corso Vittorio Emanuele,residential,False,32.744,"LINESTRING (11.7575115 42.2541023, 11.7578358 42.2541984, 11.7578819 42.2542096)",50,,
102316419,True,,,Via Lunga,residential,False,81.692,"LINESTRING (11.7560533 42.2517085, 11.7569626 42.252003)",50,,
147020738,True,,,Via Felice Cavallotti,residential,False,22.925,"LINESTRING (11.7580877 42.2538715, 11.7582443 42.253701)",,,
147045984,False,,,Via Felice Cavallotti,residential,True,41.241,"LINESTRING (11.7580877 42.2538715, 11.7579895 42.2540246, 11.7578819 42.2542096)",50,,
96850323,False,,,Via Cere,unclassified,True,42.894,"LINESTRING (11.7596081 42.2491489, 11.7597578 42.2487794)",,,
101394927,False,,,Via Angelo Jacopucci,residential,True,66.858,"LINESTRING (11.7596081 42.2491489, 11.7603814 42.2493329)",,,
101394927,False,,,Via Angelo Jacopucci,residential,False,67.292,"LINESTRING (11.7596081 42.2491489, 11.7590099 42.2490135, 11.7588263 42.2489719)",,,
108110944,False,,,Via della Gabelletta,unclassified,True,189.77499999999995,"LINESTRING (11.7557335 42.2489265, 11.7557227 42.2490066, 11.7557477 42.2491437, 11.7557539 42.2493289, 11.7557101 42.2501226, 11.7557345 42.2505542, 11.7557476 42.2505838, 11.7557708 42.2506255)",,,
83121259,True,,,Via Giovan Battista Marzi,unclassified,False,46.593,"LINESTRING (11.754064 42.2492066, 11.7544675 42.2492123, 11.7545356 42.2492336, 11.7546015 42.2492774)",,,
420346553,False,2,SP43,Via delle Rose,secondary,True,142.809,"LINESTRING (11.754064 42.2492066, 11.7540674 42.2493681, 11.7540921 42.249601, 11.754107 42.2496904, 11.7541339 42.2498513, 11.7541406 42.2500417, 11.7541274 42.2501248, 11.7540906 42.2502042, 11.7540217 42.2502961, 11.7539301 42.2503753, 11.753869 42.2504281)",50,,
96850319,False,2,SP43,Circonvallazione Vincenzo Cardarelli,secondary,True,51.432,"LINESTRING (11.7558384 42.2505831, 11.7563441 42.2503114)",,,
401279611,False,2,SP43,Circonvallazione Vincenzo Cardarelli,secondary,False,7.293,"LINESTRING (11.7558384 42.2505831, 11.7557708 42.2506255)",,,
384217713,True,,,,unclassified,False,34.510000000000005,"LINESTRING (11.7558384 42.2505831, 11.7557754 42.250716, 11.7557534 42.2508323, 11.755767 42.2508834)",,,
101568581,False,2,,Via cavalier Giuseppe Volpini,tertiary,True,125.245,"LINESTRING (11.7534247 42.2527653, 11.754153 42.2530255, 11.7547941 42.2532565)",50,,
83121259,True,,,Via Giovan Battista Marzi,unclassified,False,192.671,"LINESTRING (11.7546015 42.2492774, 11.7546968 42.2494055, 11.7547674 42.2495554, 11.7547957 42.2496584, 11.7548025 42.2497563, 11.7547935 42.2498382, 11.7547494 42.2499658, 11.7547437 42.2500114, 11.7547684 42.2500488, 11.7548479 42.2501192, 11.7553265 42.2504188, 11.7556861 42.2506723)",,,
384217710,False,2,SP43,Circonvallazione Vincenzo Cardarelli,secondary,False,8.7,"LINESTRING (11.7557708 42.2506255, 11.7556861 42.2506723)",,,
401279611,False,2,SP43,Circonvallazione Vincenzo Cardarelli,secondary,True,7.293,"LINESTRING (11.7557708 42.2506255, 11.7558384 42.2505831)",,,
108110944,False,,,Via della Gabelletta,unclassified,False,189.775,"LINESTRING (11.7557708 42.2506255, 11.7557476 42.2505838, 11.7557345 42.2505542, 11.7557101 42.2501226, 11.7557539 42.2493289, 11.7557477 42.2491437, 11.7557227 42.2490066, 11.7557335 42.2489265)",,,
384217710,False,2,SP43,Circonvallazione Vincenzo Cardarelli,secondary,True,8.7,"LINESTRING (11.7556861 42.2506723, 11.7557708 42.2506255)",,,
384217710,False,2,SP43,Circonvallazione Vincenzo Cardarelli,secondary,False,23.121,"LINESTRING (11.7556861 42.2506723, 11.7555697 42.2507405, 11.7554659 42.2508014)",,,
440763991,True,,,,secondary,False,11.912,"LINESTRING (11.7566644 42.250087, 11.7566608 42.2500604, 11.7566669 42.250034, 11.7566824 42.2500098, 11.7567061 42.2499895)",,roundabout,
96850324,False,,,,residential,True,59.245,"LINESTRING (11.756071 42.2497631, 11.7564894 42.2498675, 11.7565955 42.249902, 11.7566619 42.2499477, 11.7567061 42.2499895)",,,
96850319,False,2,SP43,Circonvallazione Vincenzo Cardarelli,secondary,False,51.432,"LINESTRING (11.7563441 42.2503114, 11.7558384 42.2505831)",,,
34835266,True,,SP43,Circonvallazione Vincenzo Cardarelli,secondary,False,36.3,"LINESTRING (11.7563441 42.2503114, 11.7565011 42.2502027, 11.7566644 42.250087)",,,
96850317,True,,,,residential,False,22.856,"LINESTRING (11.7568655 42.2497918, 11.7568701 42.249891, 11.7568915 42.2499961)",,,
299263521,False,2,,Viale L. Dasti,residential,True,45.237,"LINESTRING (11.7568655 42.2497918, 11.7568975 42.2496968, 11.7569987 42.2493971)",,,
431089925,True,1,,,secondary,False,5.336,"LINESTRING (11.7568513 42.2501532, 11.7568206 42.2501607, 11.7567882 42.2501626)",,roundabout,
