osmid,highway,oneway,reversed,length,name,geometry,bridge,maxspeed,access,tunnel,junction
1149254220,tertiary,True,False,79.214,,"LINESTRING (14.2773389 37.5634482, 14.2772175 37.5635831, 14.2771742 37.5636677, 14.2771114 37.5639636, 14.2770896 37.5640545, 14.2770749 37.5641162)",,,no,,
1149254226,tertiary,False,False,43.141999999999996,,"LINESTRING (14.2770958 37.5645618, 14.2770637 37.5644872, 14.2770003 37.56434, 14.2769282 37.5641974)",,,,,
1149254229,tertiary,False,True,54.388999999999996,Via Ottavio Catalano,"LINESTRING (14.2770958 37.5645618, 14.2771049 37.5646865, 14.2771052 37.5647654, 14.2771372 37.5650496)",,,,,
178829805,residential,False,True,102.51700000000001,Via Ottavio Catalano,"LINESTRING (14.2771372 37.5650496, 14.2770569 37.5651136, 14.2769657 37.5651962, 14.2768879 37.5652983, 14.2765918 37.56576, 14.2765179 37.5658212)",,,,,
1149254229,tertiary,False,False,54.388999999999996,Via Ottavio Catalano,"LINESTRING (14.2771372 37.5650496, 14.2771052 37.5647654, 14.2771049 37.5646865, 14.2770958 37.5645618)",,,,,
1178308145,tertiary,False,False,59.984,Via Fontanagrande,"LINESTRING (14.2771372 37.5650496, 14.2772242 37.5650906, 14.27774 37.5652997)",,,,,
1180784580,residential,False,False,29.167,,"LINESTRING (14.2789489 37.5652867, 14.2791105 37.5650578)",,,,,
178844323,residential,False,False,149.325,Via Paolo Lo Manto,"LINESTRING (14.2789489 37.5652867, 14.2794055 37.5655186, 14.2795386 37.5655807, 14.2796275 37.5656065, 14.2797267 37.5656199, 14.2797972 37.565624, 14.2805225 37.5655489)",,,,,
178844323,residential,False,True,326.439,Via Paolo Lo Manto,"LINESTRING (14.2789489 37.5652867, 14.2786477 37.5651322, 14.2785457 37.5650759, 14.2784772 37.5650381, 14.278414 37.5649282, 14.2784308 37.56461, 14.2784224 37.5645743, 14.2784054 37.5645505, 14.2783776 37.5645329, 14.2783391 37.5645303, 14.2783084 37.5645329, 14.2782739 37.5645497, 14.2782276 37.5646022, 14.2780785 37.5648056, 14.2780668 37.5648687, 14.2780758 37.564931, 14.2781442 37.5650249, 14.2782513 37.5651146, 14.2783455 37.5651806, 14.2786289 37.565361, 14.2789235 37.5655859, 14.2790462 37.5656958, 14.2791673 37.5658354, 14.2791793 37.5658992, 14.279161 37.5659579, 14.2791222 37.5660065)",,,,,
166490306,residential,False,False,37.077999999999996,Via San Nicola,"LINESTRING (14.2805225 37.5655489, 14.2804715 37.5654983, 14.2803692 37.5654331, 14.2803013 37.5654099, 14.2801694 37.5653923)",,,,,
178844323,residential,False,True,149.325,Via Paolo Lo Manto,"LINESTRING (14.2805225 37.5655489, 14.2797972 37.565624, 14.2797267 37.5656199, 14.2796275 37.5656065, 14.2795386 37.5655807, 14.2794055 37.5655186, 14.2789489 37.5652867)",,,,,
331374521,residential,False,False,25.671,,"LINESTRING (14.2805225 37.5655489, 14.2805638 37.5655684, 14.2805904 37.5655965, 14.2806475 37.5657475)",,,,,
331374521,residential,False,True,23.106,,"LINESTRING (14.280714 37.5659485, 14.2806475 37.5657475)",,,,,
160097185,residential,True,False,194.03400000000002,Via Candrilli,"LINESTRING (14.280714 37.5659485, 14.2806768 37.5659544, 14.2806307 37.565982, 14.2805086 37.5660552, 14.2800411 37.5663598, 14.279716 37.5664575, 14.279621 37.5665048, 14.27948 37.5665893, 14.2791326 37.5667063, 14.2789307 37.5667867, 14.2789238 37.5668717)",,,,,
331374522,residential,True,False,2.343,Via Bagni,"LINESTRING (14.2812535 37.5660091, 14.2812271 37.5660066)",,,,,
1180346640,residential,False,True,9.806,Via Grottone,"LINESTRING (14.2812535 37.5660091, 14.2812387 37.5660965)",,,,,
160097180,residential,False,False,31.951,Via Fontanagrande,"LINESTRING (14.2791222 37.5660065, 14.2792399 37.5660482, 14.2793701 37.566088, 14.2794608 37.5661077)",,,,,
160097180,residential,False,True,129.461,Via Fontanagrande,"LINESTRING (14.2791222 37.5660065, 14.2790108 37.56596, 14.2788673 37.5658877, 14.2786478 37.5657021, 14.2785721 37.5656528, 14.2784473 37.5655869, 14.2779098 37.5653685)",,,,,
178844323,residential,False,False,326.439,Via Paolo Lo Manto,"LINESTRING (14.2791222 37.5660065, 14.279161 37.5659579, 14.2791793 37.5658992, 14.2791673 37.5658354, 14.2790462 37.5656958, 14.2789235 37.5655859, 14.2786289 37.565361, 14.2783455 37.5651806, 14.2782513 37.5651146, 14.2781442 37.5650249, 14.2780758 37.564931, 14.2780668 37.5648687, 14.2780785 37.5648056, 14.2782276 37.5646022, 14.2782739 37.5645497, 14.2783084 37.5645329, 14.2783391 37.5645303, 14.2783776 37.5645329, 14.2784054 37.5645505, 14.2784224 37.5645743, 14.2784308 37.56461, 14.278414 37.5649282, 14.2784772 37.5650381, 14.2785457 37.5650759, 14.2786477 37.5651322, 14.2789489 37.5652867)",,,,,
331374522,residential,True,False,12.234,Via Bagni,"LINESTRING (14.2818599 37.5661244, 14.2817312 37.5660832)",,,,,
1180346632,residential,False,False,34.734,,"LINESTRING (14.2818599 37.5661244, 14.2819447 37.5659911, 14.2819244 37.5659433, 14.2818792 37.5658365)",,,,,
331374522,residential,True,False,36.464,Via Bagni,"LINESTRING (14.2819623 37.5664391, 14.281902 37.5661833, 14.2818599 37.5661244)",,,,,
331376951,residential,False,False,17.087,Via Bagni,"LINESTRING (14.2819623 37.5664391, 14.281974 37.5664911, 14.2819575 37.5665911)",,,,,
331374179,residential,False,False,28.75,,"LINESTRING (14.2792499 37.5668848, 14.2792871 37.5669758, 14.2793503 37.5671308)",,,,,
166490305,residential,True,False,78.181,Largo Rosso,"LINESTRING (14.2811158 37.5668724, 14.2811152 37.5675755)",,,,,
331446572,tertiary,True,False,57.096999999999994,Via Roma,"LINESTRING (14.2811158 37.5668724, 14.2815319 37.5669757, 14.2817295 37.5670361)",,,,,
331446572,tertiary,True,False,85.11800000000001,Via Roma,"LINESTRING (14.2797287 37.5670196, 14.2803185 37.5668826, 14.2805736 37.5668407, 14.2806189 37.5668333, 14.2806631 37.5668304)",,,,,
"[331246339, 1180109789]",tertiary,False,True,48.042,Via Maestro Francesco Chiaramonte,"LINESTRING (14.2797287 37.5670196, 14.2797994 37.5673513, 14.2798196 37.5674456)",,,,,
331374179,residential,False,True,28.75,,"LINESTRING (14.2793503 37.5671308, 14.2792871 37.5669758, 14.2792499 37.5668848)",,,,,
1180109843,tertiary,True,False,35.57,Via Roma,"LINESTRING (14.2793503 37.5671308, 14.2794318 37.5671062, 14.2797287 37.5670196)",,,,,
1180109843,tertiary,True,False,8.49,Via Roma,"LINESTRING (14.2792601 37.5671576, 14.2793503 37.5671308)",,,,,
232866310,tertiary,False,True,26.679,,"LINESTRING (14.2798196 37.5674456, 14.2798794 37.5676808)",,,,,
160097183,residential,True,False,54.537000000000006,,"LINESTRING (14.2798196 37.5674456, 14.2801658 37.5674383, 14.2801721 37.5676542)",,,,,
331246338,tertiary,True,False,28.573,,"LINESTRING (14.2798196 37.5674456, 14.2795618 37.5674998, 14.2795044 37.5674975)",,,,,
"[331246339, 1180109789]",tertiary,False,False,48.042,Via Maestro Francesco Chiaramonte,"LINESTRING (14.2798196 37.5674456, 14.2797994 37.5673513, 14.2797287 37.5670196)",,,,,
331246824,residential,False,True,37.888,Via Marchese Mario Grimaldi,"LINESTRING (14.2782835 37.5678778, 14.2784483 37.5681925)",,,,,
331247300,tertiary,True,False,63.467999999999996,Via Vulturo,"LINESTRING (14.2782835 37.5678778, 14.2779788 37.5679978, 14.2776664 37.5681691)",,,,,
166490328,residential,False,True,252.777,Via Valverde,"LINESTRING (14.2814356 37.5633342, 14.2815102 37.5632503, 14.2815466 37.5632227, 14.2815708 37.5632174, 14.2816193 37.5632161, 14.2816499 37.5632152, 14.2817017 37.56322, 14.281733 37.5632493, 14.2817323 37.5632819, 14.2817166 37.563318, 14.2814474 37.5634512, 14.2813755 37.5635112, 14.281351 37.5635645, 14.2813253 37.5638361, 14.2813267 37.5638977, 14.2816864 37.5640741, 14.2817786 37.564087, 14.2820179 37.5641423, 14.2823092 37.5642836, 14.2823817 37.5643188, 14.2825551 37.5644024, 14.2826374 37.5644152)",,,,,
166490328,residential,False,False,252.777,Via Valverde,"LINESTRING (14.2826374 37.5644152, 14.2825551 37.5644024, 14.2823817 37.5643188, 14.2823092 37.5642836, 14.2820179 37.5641423, 14.2817786 37.564087, 14.2816864 37.5640741, 14.2813267 37.5638977, 14.2813253 37.5638361, 14.281351 37.5635645, 14.2813755 37.5635112, 14.2814474 37.5634512, 14.2817166 37.563318, 14.2817323 37.5632819, 14.281733 37.5632493, 14.2817017 37.56322, 14.2816499 37.5632152, 14.2816193 37.5632161, 14.2815708 37.5632174, 14.2815466 37.5632227, 14.2815102 37.5632503, 14.2814356 37.5633342)",,,,,
331486896,tertiary,False,True,37.829,Via Valverde,"LINESTRING (14.2826374 37.5644152, 14.2825642 37.5646421, 14.2825534 37.5646756, 14.2825311 37.5647448)",,,,,
331496543,tertiary,True,False,107.631,Via Valverde,"LINESTRING (14.2826374 37.5644152, 14.2826964 37.5643839, 14.282751 37.5643814, 14.2829633 37.5644344, 14.2830674 37.5644952, 14.2831188 37.5645343, 14.2831939 37.56463, 14.2832516 37.5647342, 14.2832623 37.5647852, 14.2832515 37.564849, 14.2831868 37.5650323)",,,,,
166490324,residential,False,True,11.292,Via San Nicola,"LINESTRING (14.2804408 37.5647294, 14.2803661 37.5648119)",,,,,
331504734,residential,False,False,63.607,Via San Luca,"LINESTRING (14.2804408 37.5647294, 14.2803985 37.5647132, 14.2801981 37.5645853, 14.2801333 37.5645189, 14.2801056 37.5644863, 14.2799582 37.5643147)",,,,,
331504734,residential,False,True,103.553,Via San Luca,"LINESTRING (14.2804408 37.5647294, 14.2806279 37.5647284, 14.2807585 37.5647552, 14.2811654 37.5648689, 14.2812636 37.5649098, 14.2813518 37.564955, 14.2814041 37.5649784, 14.2815131 37.564999, 14.2815304 37.5650216)",,,,,
166490311,residential,False,True,63.10300000000001,Via Sacramento,"LINESTRING (14.2801856 37.5648283, 14.2801567 37.5649491, 14.2801439 37.5650736, 14.280162 37.5651967, 14.2801694 37.5653923)",,,,,
166490324,residential,False,False,16.851,Via San Nicola,"LINESTRING (14.2801856 37.5648283, 14.2802504 37.5648396, 14.2802872 37.5648409, 14.2803287 37.5648315, 14.2803661 37.5648119)",,,,,
166490324,residential,False,True,19.627,Via San Nicola,"LINESTRING (14.2801856 37.5648283, 14.2800838 37.5648061, 14.2799667 37.5648062)",,,,,
"[331505385, 166490306]",residential,False,True,255.412,"['Via San Nicola', 'Via Fazzi']","LINESTRING (14.2801856 37.5648283, 14.2801927 37.5647778, 14.2799045 37.564634, 14.2797981 37.5645307, 14.2796556 37.5643924, 14.2795819 37.5643552, 14.2795242 37.5643081, 14.279509 37.5642664, 14.2794956 37.5642432, 14.279431 37.5642096, 14.2793717 37.5641962, 14.2792817 37.5641968, 14.2791327 37.5642106, 14.2789104 37.5642645, 14.2788901 37.5643344, 14.2786539 37.5644165, 14.2786203 37.5644418, 14.278531 37.5645669, 14.2785318 37.5645951, 14.2785691 37.5647286, 14.2786252 37.5647802, 14.2789098 37.5649562)",,,,,
166490313,residential,False,True,63.507,Via Sebastiano Ajala,"LINESTRING (14.2799667 37.5648062, 14.279778 37.5653574)",,,,,
166490324,residential,False,False,19.627,Via San Nicola,"LINESTRING (14.2799667 37.5648062, 14.2800838 37.5648061, 14.2801856 37.5648283)",,,,,
166490324,residential,False,True,85.60900000000001,Via San Nicola,"LINESTRING (14.2799667 37.5648062, 14.2797833 37.5647609, 14.279679 37.564717, 14.2795795 37.5646712, 14.2794834 37.5646134, 14.279392 37.56457, 14.279396 37.5645029, 14.2793005 37.5644682, 14.2791857 37.5644215)",,,,,
"[331505385, 166490306]",residential,False,False,255.412,"['Via San Nicola', 'Via Fazzi']","LINESTRING (14.2789098 37.5649562, 14.2786252 37.5647802, 14.2785691 37.5647286, 14.2785318 37.5645951, 14.278531 37.5645669, 14.2786203 37.5644418, 14.2786539 37.5644165, 14.2788901 37.5643344, 14.2789104 37.5642645, 14.2791327 37.5642106, 14.2792817 37.5641968, 14.2793717 37.5641962, 14.279431 37.5642096, 14.2794956 37.5642432, 14.279509 37.5642664, 14.2795242 37.5643081, 14.2795819 37.5643552, 14.2796556 37.5643924, 14.2797981 37.5645307, 14.2799045 37.564634, 14.2801927 37.5647778, 14.2801856 37.5648283)",,,,,
166490306,residential,False,True,23.716,Via San Nicola,"LINESTRING (14.2789098 37.5649562, 14.278934 37.5649647, 14.2790683 37.5650119, 14.2791243 37.5650316, 14.2791519 37.5650479)",,,,,
178829811,residential,False,False,64.643,Via Burrasca,"LINESTRING (14.2789098 37.5649562, 14.2789641 37.5648315, 14.2791179 37.5646164, 14.2791857 37.5644215)",,,,,
178829822,residential,False,False,175.82999999999998,Via Valverde,"LINESTRING (14.28196 37.5650207, 14.2822729 37.5650071, 14.2824816 37.5650441, 14.2829021 37.5651233, 14.2829707 37.5651389, 14.2831033 37.5651828, 14.283274 37.5652511, 14.2833211 37.565278, 14.283341 37.5652893, 14.2835179 37.5653364, 14.2835884 37.5653663, 14.283687 37.5654248, 14.2838332 37.56547)",,,,,
331486656,residential,True,False,38.314,Via Valverde,"LINESTRING (14.28196 37.5650207, 14.2817008 37.5650331, 14.2816468 37.5650432, 14.2815304 37.5650216)",,,,,
1178308141,residential,False,False,45.703,Via Valverde,"LINESTRING (14.28196 37.5650207, 14.2819932 37.564998, 14.2820361 37.5649762, 14.2821408 37.5649374, 14.2824284 37.5648497)",,,,,
166490306,residential,False,False,39.179,Via San Nicola,"LINESTRING (14.2795181 37.5652473, 14.2793016 37.5651362, 14.2791519 37.5650479)",,,,,
166490306,residential,False,True,26.439999999999998,Via San Nicola,"LINESTRING (14.2795181 37.5652473, 14.279656 37.5653306, 14.279778 37.5653574)",,,,,
1180784559,residential,False,False,45.263,,"LINESTRING (14.2795181 37.5652473, 14.2796087 37.5649969, 14.279594 37.5649576, 14.2795672 37.5649246, 14.2794894 37.5649002)",,,,,
166490313,residential,False,False,63.507,Via Sebastiano Ajala,"LINESTRING (14.279778 37.5653574, 14.2799667 37.5648062)",,,,,
166490306,residential,False,False,26.439999999999998,Via San Nicola,"LINESTRING (14.279778 37.5653574, 14.279656 37.5653306, 14.2795181 37.5652473)",,,,,
166490306,residential,False,True,34.760999999999996,Via San Nicola,"LINESTRING (14.279778 37.5653574, 14.2798676 37.5653722, 14.2801694 37.5653923)",,,,,
166490306,residential,False,False,34.760999999999996,Via San Nicola,"LINESTRING (14.2801694 37.5653923, 14.2798676 37.5653722, 14.279778 37.5653574)",,,,,
166490306,residential,False,True,37.078,Via San Nicola,"LINESTRING (14.2801694 37.5653923, 14.2803013 37.5654099, 14.2803692 37.5654331, 14.2804715 37.5654983, 14.2805225 37.5655489)",,,,,
166490311,residential,False,False,63.10300000000001,Via Sacramento,"LINESTRING (14.2801694 37.5653923, 14.280162 37.5651967, 14.2801439 37.5650736, 14.2801567 37.5649491, 14.2801856 37.5648283)",,,,,
"[331386643, 1180784716]",residential,False,True,41.794,Via Croce Valverde,"LINESTRING (14.2826157 37.5654037, 14.2824676 37.5653503, 14.282314 37.5653116, 14.2822725 37.5654261)",,,,,
178829822,residential,False,True,175.82999999999998,Via Valverde,"LINESTRING (14.2838332 37.56547, 14.283687 37.5654248, 14.2835884 37.5653663, 14.2835179 37.5653364, 14.283341 37.5652893, 14.2833211 37.565278, 14.283274 37.5652511, 14.2831033 37.5651828, 14.2829707 37.5651389, 14.2829021 37.5651233, 14.2824816 37.5650441, 14.2822729 37.5650071, 14.28196 37.5650207)",,,,,
331387856,residential,False,False,49.774,Via Sergente Gesualdo La Paglia,"LINESTRING (14.2838332 37.56547, 14.2839457 37.5654907, 14.2841575 37.5655436, 14.2843694 37.5656085)",,,,,
331388021,residential,False,True,53.528,Via Croce Valverde,"LINESTRING (14.2838332 37.56547, 14.2837474 37.5654785, 14.2836274 37.5654599, 14.2835723 37.5654699, 14.2835194 37.5655061, 14.2834865 37.565522, 14.2834225 37.5655287, 14.2833926 37.5655255, 14.2832587 37.5654962)",,,,,
178829816,residential,False,True,10.523,Via Grottone,"LINESTRING (14.280947 37.5656154, 14.281063 37.5656378)",,,,,
166490327,residential,False,True,32.089,,"LINESTRING (14.280947 37.5656154, 14.2808481 37.5657117, 14.280805 37.5657287, 14.2806475 37.5657475)",,,,,
285474598,residential,False,False,8.188,Via Tribuna,"LINESTRING (14.2856266 37.5656904, 14.2856209 37.5657639)",,,,,
331242258,residential,False,False,10.667,Via Portosalvo,"LINESTRING (14.2856266 37.5656904, 14.2855821 37.5656931, 14.2855076 37.5657065)",,,,,
331242258,residential,False,True,33.795,Via Portosalvo,"LINESTRING (14.2856266 37.5656904, 14.2858549 37.565735, 14.2860019 37.5657505)",,,,,
331374521,residential,False,False,23.106,,"LINESTRING (14.2806475 37.5657475, 14.280714 37.5659485)",,,,,
166490327,residential,False,False,32.089,,"LINESTRING (14.2806475 37.5657475, 14.280805 37.5657287, 14.2808481 37.5657117, 14.280947 37.5656154)",,,,,
331374521,residential,False,True,25.671,,"LINESTRING (14.2806475 37.5657475, 14.2805904 37.5655965, 14.2805638 37.5655684, 14.2805225 37.5655489)",,,,,
331242258,residential,False,True,15.558,Via Portosalvo,"LINESTRING (14.2847629 37.5660338, 14.28492 37.56597)",,,,,
166490326,residential,True,False,58.35,Via Tre Palazzi,"LINESTRING (14.2847629 37.5660338, 14.2846097 37.5663029, 14.2845471 37.566527)",,,,,
331242258,residential,False,False,85.35600000000001,Via Portosalvo,"LINESTRING (14.2847629 37.5660338, 14.2844784 37.5660183, 14.2843537 37.5660324, 14.2841692 37.5660596, 14.2837996 37.5660626)",,,,,
331242937,residential,False,False,74.025,Via San Francesco di Paola,"LINESTRING (14.2847629 37.5660338, 14.2852313 37.5661007, 14.2855952 37.5660975)",,,,,
178829818,residential,True,False,8.215,Via Salvatore,"LINESTRING (14.2837996 37.5660626, 14.2838545 37.5660029)",,,,,
331242258,residential,False,True,85.35600000000001,Via Portosalvo,"LINESTRING (14.2837996 37.5660626, 14.2841692 37.5660596, 14.2843537 37.5660324, 14.2844784 37.5660183, 14.2847629 37.5660338)",,,,,
285474598,residential,False,True,37.164,Via Tribuna,"LINESTRING (14.2855952 37.5660975, 14.2856209 37.5657639)",,,,,
331242937,residential,False,False,22.301000000000002,Via San Francesco di Paola,"LINESTRING (14.2855952 37.5660975, 14.2857613 37.5661198, 14.2857498 37.5661862)",,,,,
331242937,residential,False,True,74.025,Via San Francesco di Paola,"LINESTRING (14.2855952 37.5660975, 14.2852313 37.5661007, 14.2847629 37.5660338)",,,,,
160097180,residential,False,True,56.583,Via Fontanagrande,"LINESTRING (14.2800885 37.5661227, 14.2799548 37.5661565, 14.2798863 37.5661641, 14.2797088 37.5661499, 14.2795886 37.5661354, 14.2794608 37.5661077)",,,,,
"[1180346592, 331242937]",residential,False,"[False, True]",60.431000000000004,Via San Francesco di Paola,"LINESTRING (14.2857498 37.5661862, 14.2856634 37.566476, 14.2856254 37.5665591, 14.2855608 37.5665874, 14.2855294 37.566683)",,,,,
331242937,residential,False,True,22.301000000000002,Via San Francesco di Paola,"LINESTRING (14.2857498 37.5661862, 14.2857613 37.5661198, 14.2855952 37.5660975)",,,,,
1178646947,residential,False,True,47.824,,"LINESTRING (14.2825054 37.5664696, 14.2824634 37.5668984)",,,,,
"[178829820, 1178646948]",residential,True,False,29.712,Via Orfanotrofio,"LINESTRING (14.2825054 37.5664696, 14.2825081 37.5664143, 14.282505 37.5662275, 14.282477 37.5662159)",,,,,
1178646948,residential,True,False,42.019,,"LINESTRING (14.2829809 37.5664968, 14.2825054 37.5664696)",,,,,
"[166490307, 1178646948]",residential,True,False,37.522,Via Simone Polizzi,"LINESTRING (14.2833969 37.5665593, 14.2831855 37.5665099, 14.2830215 37.5664978, 14.2829809 37.5664968)",,,,,
178829818,residential,True,False,66.053,Via Salvatore,"LINESTRING (14.2833969 37.5665593, 14.2835061 37.5663668, 14.2837996 37.5660626)",,,,,
331376951,residential,False,False,53.407,Via Bagni,"LINESTRING (14.2819575 37.5665911, 14.2817295 37.5670361)",,,,,
331376951,residential,False,True,17.087,Via Bagni,"LINESTRING (14.2819575 37.5665911, 14.281974 37.5664911, 14.2819623 37.5664391)",,,,,
331377480,residential,False,False,73.692,Via Orfanotrofio,"LINESTRING (14.2819575 37.5665911, 14.2823335 37.5665029, 14.2823562 37.5664984, 14.2824347 37.5664831, 14.282477 37.5662159)",,,,,
"[166490307, 331385782]",residential,True,False,36.861,Via Simone Polizzi,"LINESTRING (14.2835218 37.5667969, 14.2835632 37.5666092, 14.2834857 37.5665861, 14.2833969 37.5665593)",,,,,
331446572,tertiary,True,False,69.106,Via Roma,"LINESTRING (14.2835218 37.5667969, 14.283835 37.56667, 14.2838552 37.5666626, 14.2839852 37.5666152, 14.2841272 37.5665695, 14.2842389 37.5665526)",,,,,
