osmid,oneway,highway,reversed,length,name,geometry,lanes,ref,tunnel,junction
"[223046348, 364707373, 364707372, 223046373]",False,secondary,True,82.328,Via Enrico Robutti,"LINESTRING (8.1716614 44.0073179, 8.1712316 44.0075862, 8.1711481 44.0076382, 8.1710823 44.0076767, 8.1709467 44.0077664, 8.1709294 44.0077796, 8.1708913 44.0078087)",,SP18,yes,
1177289935,True,primary,False,5.297,Via Giuseppe Mazzini,"LINESTRING (8.1721243 44.0075591, 8.1720601 44.0075474)",1,SS1,,
223046593,False,primary,True,157.11499999999998,Via Giuseppe Mazzini,"LINESTRING (8.1721243 44.0075591, 8.1721816 44.0076057, 8.1723804 44.0077675, 8.1726213 44.0079634, 8.1730973 44.0083507, 8.1733302 44.0085319, 8.1733874 44.008576, 8.1734259 44.0086168)",2,SS1,,
"[223046374, 223046318, 223046431]",False,secondary,True,182.168,Via Adelasia,"LINESTRING (8.1708913 44.0078087, 8.17094 44.0078449, 8.1709884 44.0078809, 8.1712384 44.0080698, 8.1714307 44.0082121, 8.1716573 44.0083937, 8.171907 44.0086125, 8.1721383 44.0088163, 8.172325 44.0089807, 8.1723587 44.0090102, 8.1723911 44.0090402)",,SP18,,
"[223046373, 223046348, 364707373, 364707372]",False,secondary,False,82.328,Via Enrico Robutti,"LINESTRING (8.1708913 44.0078087, 8.1709294 44.0077796, 8.1709467 44.0077664, 8.1710823 44.0076767, 8.1711481 44.0076382, 8.1712316 44.0075862, 8.1716614 44.0073179)",,SP18,yes,
223047018,False,residential,True,10.428,Viale Guglielmo Marconi,"LINESTRING (8.1740877 44.008372, 8.1741724 44.0084433)",,,,
223047450,False,residential,False,59.517,Viale Gibb,"LINESTRING (8.1740877 44.008372, 8.1739638 44.008418, 8.1735469 44.0085728, 8.1735167 44.008584, 8.1734259 44.0086168)",,,,
223047588,True,residential,False,165.51999999999998,Corso Dante Alighieri,"LINESTRING (8.1740877 44.008372, 8.1740516 44.0083376, 8.17402 44.0083076, 8.173987 44.0082762, 8.1739779 44.0082688, 8.173692 44.0080368, 8.1736534 44.0080055, 8.173414 44.0077982, 8.1733369 44.0077335, 8.1731904 44.0076118, 8.1730598 44.0075032, 8.1728155 44.007292, 8.1728031 44.0072813, 8.1727859 44.0072664, 8.1727672 44.0072503, 8.1727508 44.0072361)",,,,
985222436,True,living_street,False,102.86,Piazza dei Partigiani,"LINESTRING (8.1740877 44.008372, 8.1742812 44.0083155, 8.1743577 44.0082994, 8.1744005 44.0082937, 8.1744287 44.0082953, 8.174465 44.0083023, 8.1744976 44.0083218, 8.1745481 44.0083508, 8.1747794 44.0085075, 8.1750994 44.0087486)",,,,
223047018,False,residential,False,10.428,Viale Guglielmo Marconi,"LINESTRING (8.1741724 44.0084433, 8.1740877 44.008372)",,,,
223046593,False,primary,False,157.115,Via Giuseppe Mazzini,"LINESTRING (8.1734259 44.0086168, 8.1733874 44.008576, 8.1733302 44.0085319, 8.1730973 44.0083507, 8.1726213 44.0079634, 8.1723804 44.0077675, 8.1721816 44.0076057, 8.1721243 44.0075591)",2,SS1,,
223047450,False,residential,False,179.246,Viale Gibb,"LINESTRING (8.1734259 44.0086168, 8.1733527 44.0086449, 8.1733159 44.0086586, 8.1730454 44.0087592, 8.1729721 44.0087864, 8.1729967 44.0088201, 8.1730174 44.0088479, 8.1730616 44.0089106, 8.1731165 44.0089888, 8.1731845 44.009112, 8.1732318 44.0092176, 8.1732439 44.0092279, 8.1732582 44.0092394, 8.1733102 44.0092686, 8.1735243 44.0093734, 8.1736645 44.0094505, 8.1737702 44.0095411, 8.1738233 44.0095984, 8.1739603 44.0097684)",,,,
223047450,False,residential,True,59.516999999999996,Viale Gibb,"LINESTRING (8.1734259 44.0086168, 8.1735167 44.008584, 8.1735469 44.0085728, 8.1739638 44.008418, 8.1740877 44.008372)",,,,
516067857,False,primary,True,101.795,Viale Daniel Hanbury,"LINESTRING (8.1734259 44.0086168, 8.1734767 44.0086707, 8.1734891 44.0086852, 8.1737002 44.008931, 8.1738138 44.0090703, 8.1740527 44.0093566, 8.1740876 44.0093987)",2,SS1,,
"[985222436, 214392159]",True,living_street,False,111.71000000000001,"['Via Antonio Gramsci', 'Piazza dei Partigiani']","LINESTRING (8.1750994 44.0087486, 8.1751758 44.0088062, 8.1754917 44.0090405, 8.175907 44.0093485, 8.1759792 44.0094093, 8.1760601 44.0094775)",,,,
1090939691,True,unclassified,False,33.904,,"LINESTRING (8.1750994 44.0087486, 8.1750769 44.0087612, 8.1747939 44.0089515, 8.1747879 44.0089553)",,,,
1090939690,True,residential,False,75.265,Viale Guglielmo Marconi,"LINESTRING (8.1747879 44.0089553, 8.1747696 44.0089395, 8.1745089 44.0087269, 8.1742746 44.0085292, 8.1741724 44.0084433)",,,,
"[223046368, 223046319]",False,secondary,"[False, True]",17.128,Via Adelasia,"LINESTRING (8.1721907 44.009048, 8.17227 44.0090678, 8.1723502 44.00906, 8.1723647 44.009053, 8.1723911 44.0090402)",,SP18,,
223046368,False,secondary,True,339.353,Via Adelasia,"LINESTRING (8.1721907 44.009048, 8.1721164 44.0090227, 8.1717761 44.0089512, 8.1714789 44.0088664, 8.1713532 44.0088237, 8.1711864 44.0087487, 8.1710539 44.0086769, 8.1708521 44.0085585, 8.1706776 44.0084524, 8.1705098 44.0083314, 8.1702761 44.0081403, 8.1701917 44.008047, 8.1701335 44.0079763, 8.1700121 44.0078063, 8.1698968 44.0076548, 8.1698217 44.0075714, 8.1697617 44.0075127, 8.1695865 44.0073858, 8.1694567 44.0073035, 8.1693896 44.0072665, 8.1692873 44.0072229, 8.1692089 44.0071979, 8.1691721 44.0071904, 8.1691018 44.0071761, 8.1690336 44.0071756)",,SP18,,
223048031,False,residential,False,118.28900000000002,,"LINESTRING (8.1721907 44.009048, 8.172093 44.0091098, 8.17182 44.0092484, 8.1716167 44.0093561, 8.1714178 44.0094405, 8.1712767 44.0095114, 8.1711637 44.0095617, 8.1709598 44.0096324)",,,,
223047118,False,residential,True,15.855,Parco Fuor del Vento,"LINESTRING (8.1723911 44.0090402, 8.1725129 44.0091527)",,,,
"[223046368, 223046319]",False,secondary,"[False, True]",17.128,Via Adelasia,"LINESTRING (8.1723911 44.0090402, 8.1723647 44.009053, 8.1723502 44.00906, 8.17227 44.0090678, 8.1721907 44.009048)",,SP18,,
"[223046318, 223046374, 223046431]",False,secondary,False,182.168,Via Adelasia,"LINESTRING (8.1723911 44.0090402, 8.1723587 44.0090102, 8.172325 44.0089807, 8.1721383 44.0088163, 8.171907 44.0086125, 8.1716573 44.0083937, 8.1714307 44.0082121, 8.1712384 44.0080698, 8.1709884 44.0078809, 8.17094 44.0078449, 8.1708913 44.0078087)",,SP18,,
223047118,False,residential,False,15.855,Parco Fuor del Vento,"LINESTRING (8.1725129 44.0091527, 8.1723911 44.0090402)",,,,
"[223047334, 223046702, 223047127]",False,residential,False,154.74099999999999,Via Cardellino,"LINESTRING (8.1725129 44.0091527, 8.1724873 44.0091761, 8.1724413 44.0092181, 8.172331 44.009304, 8.1721907 44.0093941, 8.1720313 44.0094741, 8.1718311 44.0095833, 8.1717271 44.0096551, 8.1715641 44.0097767, 8.1714527 44.0098521, 8.1713662 44.009938, 8.1712547 44.0101186, 8.171232 44.0101652)",,,,
"[223047594, 223046811, 223047234]",False,residential,True,344.88800000000003,Parco Fuor del Vento,"LINESTRING (8.1725129 44.0091527, 8.1725381 44.009176, 8.1725555 44.0091911, 8.1725943 44.0092249, 8.1728011 44.0094049, 8.1730004 44.0095786, 8.1730637 44.0096309, 8.173175 44.0096984, 8.1733129 44.0098296, 8.1734623 44.009978, 8.1735108 44.010057, 8.1736164 44.0101841, 8.1736788 44.0102343, 8.1737067 44.0102521, 8.1738735 44.0103584, 8.1741319 44.01052, 8.1743624 44.0106357, 8.174663 44.0107776, 8.1747788 44.0108272, 8.1748908 44.0108752, 8.1752964 44.0110483, 8.1756332 44.0111775, 8.1756704 44.0111854)",,,,
"[223047025, 223046802, 998220228]",False,residential,"[False, True]",162.126,Via Cardellino,"LINESTRING (8.1704721 44.0093964, 8.1704866 44.0094391, 8.1704878 44.0094427, 8.1704698 44.0095389, 8.1704734 44.0095862, 8.1704853 44.009653, 8.1705213 44.0097369, 8.1706332 44.0099392, 8.1706605 44.010074, 8.1706733 44.010192, 8.1706647 44.0102457, 8.1706352 44.0103275, 8.1705223 44.0105289, 8.17044 44.0107059, 8.1704387 44.010723, 8.1704446 44.0107489, 8.1704611 44.0107718, 8.1704824 44.010794)",,,,
"[223047691, 223047470, 223047182, 223047089, 223047801, 223046846]",False,residential,"[False, True]",398.6439999999999,Via Virgilio,"LINESTRING (8.1704721 44.0093964, 8.1704418 44.0094207, 8.1703627 44.0094842, 8.1703169 44.0095288, 8.1702941 44.009551, 8.1702782 44.0095664, 8.1702401 44.0096036, 8.1701114 44.0097641, 8.1700646 44.0098226, 8.1700214 44.0098764, 8.170016 44.0098806, 8.1700082 44.0098811, 8.1699962 44.0098757, 8.169988 44.0098633, 8.1699857 44.0098597, 8.1699725 44.0098261, 8.1699725 44.0097965, 8.1699811 44.0097771, 8.1700883 44.0096414, 8.1701341 44.0095795, 8.1701518 44.0095425, 8.1701708 44.0094256, 8.1701672 44.0094157, 8.1701596 44.0094096, 8.1701329 44.0094043, 8.1701177 44.0093786, 8.1701358 44.0092736, 8.1701154 44.0091852, 8.1700934 44.0091509, 8.1700501 44.0091156, 8.1699772 44.0090776, 8.1698716 44.0090338, 8.1697176 44.0089786, 8.1696468 44.0089652, 8.1696309 44.0089657, 8.1696203 44.0089679, 8.1696055 44.0089763, 8.1695974 44.0089852, 8.1695967 44.0089936, 8.1696587 44.0090319, 8.169818 44.0091454, 8.1698515 44.0091797, 8.1698696 44.009226, 8.1698672 44.0092768, 8.1698419 44.0093397, 8.169773 44.009417, 8.1695853 44.0095788, 8.1693969 44.0097276, 8.1691987 44.0098767, 8.1691204 44.0099809, 8.1690463 44.0101091, 8.168988 44.0102172, 8.1689792 44.0102239, 8.1689672 44.0102253, 8.1689515 44.0102221, 8.16894 44.0102155, 8.1689356 44.0102081, 8.1689307 44.0101389, 8.1689373 44.0100962, 8.1689487 44.010024, 8.1689538 44.0099978)",,,,
"[223047148, 223047301, 223047342]",False,residential,False,300.46299999999997,Via Virgilio,"LINESTRING (8.1704721 44.0093964, 8.1705603 44.0093284, 8.1706528 44.0092282, 8.1706796 44.0091251, 8.1706885 44.0090289, 8.1706689 44.0089716, 8.1706186 44.008918, 8.170523 44.0088285, 8.1704372 44.0087259, 8.1703807 44.0086736, 8.1702468 44.008595, 8.1701361 44.0085281, 8.1700509 44.0084681, 8.1699811 44.0084004, 8.1699073 44.0082974, 8.1697804 44.0081203, 8.1697033 44.0080181, 8.169665 44.0079132, 8.1695552 44.007636, 8.1695133 44.0074792, 8.1695008 44.0074182, 8.1694165 44.0073582, 8.1692638 44.0072672, 8.1691685 44.0072251, 8.169135 44.0072128, 8.1690336 44.0071756)",,,,
146648943,True,unclassified,False,74.631,,"LINESTRING (8.1740876 44.0093987, 8.1741151 44.0093847, 8.1747879 44.0089553)",,,,
516067857,False,primary,False,101.795,Viale Daniel Hanbury,"LINESTRING (8.1740876 44.0093987, 8.1740527 44.0093566, 8.1738138 44.0090703, 8.1737002 44.008931, 8.1734891 44.0086852, 8.1734767 44.0086707, 8.1734259 44.0086168)",2,SS1,,
516067857,False,primary,True,249.07300000000004,Viale Daniel Hanbury,"LINESTRING (8.1740876 44.0093987, 8.174291 44.0096438, 8.1744837 44.0098766, 8.174675 44.0101146, 8.1748182 44.0102793, 8.1749463 44.0104295, 8.1750522 44.0105396, 8.1752336 44.0106811, 8.1753593 44.0107665, 8.1754759 44.0108361, 8.1755776 44.0108863, 8.1757983 44.0109757, 8.1759806 44.0110417, 8.1760562 44.0110691)",2,SS1,,
223048031,False,residential,True,118.28900000000002,,"LINESTRING (8.1709598 44.0096324, 8.1711637 44.0095617, 8.1712767 44.0095114, 8.1714178 44.0094405, 8.1716167 44.0093561, 8.17182 44.0092484, 8.172093 44.0091098, 8.1721907 44.009048)",,,,
223047450,False,residential,True,179.24599999999998,Viale Gibb,"LINESTRING (8.1739603 44.0097684, 8.1738233 44.0095984, 8.1737702 44.0095411, 8.1736645 44.0094505, 8.1735243 44.0093734, 8.1733102 44.0092686, 8.1732582 44.0092394, 8.1732439 44.0092279, 8.1732318 44.0092176, 8.1731845 44.009112, 8.1731165 44.0089888, 8.1730616 44.0089106, 8.1730174 44.0088479, 8.1729967 44.0088201, 8.1729721 44.0087864, 8.1730454 44.0087592, 8.1733159 44.0086586, 8.1733527 44.0086449, 8.1734259 44.0086168)",,,,
214392159,True,living_street,False,48.188,Via Antonio Gramsci,"LINESTRING (8.1766891 44.0099006, 8.1771226 44.0102016)",,,,
"[223047691, 223047470, 223047182, 223047089, 223047801, 223046846]",False,residential,"[False, True]",398.64399999999995,Via Virgilio,"LINESTRING (8.1689538 44.0099978, 8.1689487 44.010024, 8.1689373 44.0100962, 8.1689307 44.0101389, 8.1689356 44.0102081, 8.16894 44.0102155, 8.1689515 44.0102221, 8.1689672 44.0102253, 8.1689792 44.0102239, 8.168988 44.0102172, 8.1690463 44.0101091, 8.1691204 44.0099809, 8.1691987 44.0098767, 8.1693969 44.0097276, 8.1695853 44.0095788, 8.169773 44.009417, 8.1698419 44.0093397, 8.1698672 44.0092768, 8.1698696 44.009226, 8.1698515 44.0091797, 8.169818 44.0091454, 8.1696587 44.0090319, 8.1695967 44.0089936, 8.1695974 44.0089852, 8.1696055 44.0089763, 8.1696203 44.0089679, 8.1696309 44.0089657, 8.1696468 44.0089652, 8.1697176 44.0089786, 8.1698716 44.0090338, 8.1699772 44.0090776, 8.1700501 44.0091156, 8.1700934 44.0091509, 8.1701154 44.0091852, 8.1701358 44.0092736, 8.1701177 44.0093786, 8.1701329 44.0094043, 8.1701596 44.0094096, 8.1701672 44.0094157, 8.1701708 44.0094256, 8.1701518 44.0095425, 8.1701341 44.0095795, 8.1700883 44.0096414, 8.1699811 44.0097771, 8.1699725 44.0097965, 8.1699725 44.0098261, 8.1699857 44.0098597, 8.169988 44.0098633, 8.1699962 44.0098757, 8.1700082 44.0098811, 8.170016 44.0098806, 8.1700214 44.0098764, 8.1700646 44.0098226, 8.1701114 44.0097641, 8.1702401 44.0096036, 8.1702782 44.0095664, 8.1702941 44.009551, 8.1703169 44.0095288, 8.1703627 44.0094842, 8.1704418 44.0094207, 8.1704721 44.0093964)",,,,
