osmid,oneway,name,highway,reversed,length,lanes,geometry,maxspeed,bridge,junction,tunnel
689006716,True,Piazza Parrocchiale,tertiary,False,8.872,,"LINESTRING (9.1560909 45.5971158, 9.156203 45.5971304)",,,,
52127535,False,Via Umberto Primo,tertiary,False,60.957,2,"LINESTRING (9.1560909 45.5971158, 9.1560013 45.5971043, 9.1559117 45.5970928, 9.1558023 45.5970787, 9.1553177 45.5970277)",,,,
168484602,True,Via Madonnina,tertiary,False,70.90299999999999,,"LINESTRING (9.1560909 45.5971158, 9.1560736 45.5970844, 9.1561582 45.5966643, 9.1561986 45.5964868)",,,,
55894804,False,Via Bainsizza,residential,False,63.977,,"LINESTRING (9.1506113 45.5984503, 9.1504047 45.5990072)",,,,
27948129,True,Via Napoli,residential,False,46.573,,"LINESTRING (9.1506113 45.5984503, 9.1505031 45.5984501, 9.1501893 45.5984494, 9.1500127 45.598451)",,,,
"[168985184, 55894805]",True,"['Via Napoli', 'Via Alessandro Manzoni']",residential,False,240.985,1,"LINESTRING (9.1506113 45.5984503, 9.1512612 45.5984575, 9.1521672 45.5973515, 9.1523612 45.5970909, 9.1523865 45.5970475, 9.1524012 45.5970057, 9.1524017 45.5969518)",,,,
51257061,True,Via Luigi Boccherini,residential,False,54.199,,"LINESTRING (9.1519886 45.6016176, 9.1519014 45.6016173, 9.151292 45.6016107)",,,,
59359119,True,Via Vincenzo Bellini,residential,False,62.647,,"LINESTRING (9.1519886 45.6016176, 9.1519758 45.6011346, 9.1519733 45.6010543)",,,,
48800844,False,Via Tiziano Vecellio,tertiary,False,30.344,,"LINESTRING (9.1597668 45.5930249, 9.1601563 45.5930385)",,,,
48800844,False,Via Tiziano Vecellio,tertiary,True,66.727,,"LINESTRING (9.1597668 45.5930249, 9.1589108 45.5929885)",,,,
168483967,True,Via Paolo Veronese,residential,False,193.03799999999998,,"LINESTRING (9.1597668 45.5930249, 9.1597224 45.5931133, 9.1592422 45.5940825, 9.1589868 45.5945978, 9.1589535 45.594665)",,,,
48800844,False,Via Tiziano Vecellio,tertiary,True,30.344,,"LINESTRING (9.1601563 45.5930385, 9.1597668 45.5930249)",,,,
168484499,True,Via Michelangelo Buonarroti,residential,False,39.671,,"LINESTRING (9.1589535 45.594665, 9.1584618 45.5945706)",,,,
48800825,True,Via Andrea Solari,residential,False,52.991,,"LINESTRING (9.1578189 45.5944859, 9.1577899 45.5945702, 9.1576401 45.5949457)",,,,
"[48800825, 508451207]",True,Via Andrea Solari,residential,False,278.297,,"LINESTRING (9.1576401 45.5949457, 9.1576236 45.5949736, 9.1572726 45.5961784, 9.1572766 45.5962203, 9.1572962 45.5962588, 9.1573194 45.5962819, 9.1573612 45.5963091, 9.1577189 45.5964885, 9.1577566 45.5965277, 9.1577752 45.5965674, 9.1577767 45.5966053, 9.1576429 45.5970401, 9.1576031 45.5971756, 9.1575781 45.5972475)",,,,
168484573,True,Via Luigi Galvani,residential,False,78.342,,"LINESTRING (9.1576401 45.5949457, 9.1575328 45.5949316, 9.1570229 45.5948503, 9.1569218 45.5948334, 9.1568569 45.5948223, 9.1566589 45.594788)",,,,
168484603,True,Via Luigi Galvani,residential,False,106.663,,"LINESTRING (9.1576401 45.5949457, 9.15778 45.5949701, 9.1588473 45.5951323, 9.1589783 45.5951537)",,,,
24705530,True,Via Vittorio Emanuele Secondo,tertiary,False,69.43300000000002,,"LINESTRING (9.1575781 45.5972475, 9.1576165 45.5972626, 9.1576637 45.5972882, 9.1577199 45.5973142, 9.157826 45.597344, 9.1578593 45.5973534, 9.1580442 45.5974033, 9.1582477 45.5974583, 9.1583536 45.5974874, 9.1583628 45.5974927, 9.1583675 45.5974981, 9.158378 45.59751)",,,,
193371646,True,Via Dante Alighieri,tertiary,False,93.039,,"LINESTRING (9.1578009 45.5991317, 9.1577126 45.59912, 9.1567034 45.5990088, 9.1566205 45.5989979)",,,,
323076448,False,Via Bagatti Valsecchi,residential,True,41.733000000000004,,"LINESTRING (9.1578009 45.5991317, 9.1577829 45.5991826, 9.157709 45.599395, 9.1576917 45.5994448, 9.1576737 45.5994963)",,,,
48799340,True,Via Vincenzo Monti,tertiary,False,121.92999999999999,,"LINESTRING (9.1582289 45.6016848, 9.1582443 45.6016312, 9.1585499 45.6006115)",,,,
52491566,False,Via Papa Giovanni Paolo II,tertiary,True,105.727,,"LINESTRING (9.1582289 45.6016848, 9.1569298 45.6014932, 9.1568991 45.6014887)",,,,
486839194,True,Via Vittorio Emanuele Secondo,tertiary,False,34.901,2,"LINESTRING (9.1624206 45.5983308, 9.162291 45.5983051, 9.1620572 45.598257, 9.1619894 45.5982443)",,,,
49405393,True,Via Giuseppe Parini,residential,False,145.481,,"LINESTRING (9.162005 45.5996064, 9.1624084 45.5983726, 9.1624206 45.5983308)",,,,
49406333,True,Via Nicolò Tommaseo,residential,False,152.546,,"LINESTRING (9.162005 45.5996064, 9.1619947 45.5996389, 9.1619136 45.5999147, 9.1618086 45.6002532, 9.1615889 45.600947)",,,,
168546704,True,Via Italia,unclassified,False,52.102,,"LINESTRING (9.1512694 45.5996287, 9.151939 45.5996207)",,,,
"[74147474, 655235391]",True,Via Pietro Mascagni,residential,False,53.55800000000001,,"LINESTRING (9.1512851 45.601047, 9.1514776 45.6010449, 9.1516395 45.6010481, 9.1518306 45.6010502, 9.1519733 45.6010543)",,,,
"[720514240, 720514241, 74149790, 720514239]",True,Via Amilcare Ponchielli,residential,False,157.717,,"LINESTRING (9.1512851 45.601047, 9.1512871 45.600974, 9.1512799 45.6006433, 9.151274 45.6003655, 9.1512694 45.5996287)",,,,
45772659,False,Via Madonnina,tertiary,True,24.165,2,"LINESTRING (9.156835 45.5942529, 9.1568402 45.5942266, 9.156892 45.5940393)",,,,
168484398,True,Via Michelangelo Buonarroti,residential,False,82.46400000000001,,"LINESTRING (9.156835 45.5942529, 9.1568465 45.5942735, 9.1568706 45.5942868, 9.1569116 45.5943004, 9.156958 45.5943103, 9.1577068 45.594436, 9.1577517 45.5944506, 9.1577839 45.5944657, 9.1578189 45.5944859)",,,,
708822533,False,Piazzale Stazione,residential,True,12.668,1,"LINESTRING (9.1535192 45.5957124, 9.1536787 45.5957353)",,,,
491138116,True,Piazzale Stazione,residential,False,76.72399999999999,1,"LINESTRING (9.1535192 45.5957124, 9.1534964 45.5956594, 9.15357 45.5954536, 9.1535917 45.5954393, 9.153625 45.5954325, 9.1536574 45.5954313, 9.1537241 45.5954407, 9.1537548 45.5954694, 9.1536902 45.5957019, 9.1536787 45.5957353)",,,,
249023568,False,Via Umberto Primo,tertiary,True,29.628,2,"LINESTRING (9.1529846 45.5969511, 9.1533652 45.5969422)",50,,,
249023568,False,Via Umberto Primo,tertiary,False,45.352999999999994,2,"LINESTRING (9.1529846 45.5969511, 9.1529127 45.596951, 9.152755 45.5969518, 9.1525532 45.5969529, 9.1525026 45.5969527, 9.1524017 45.5969518)",50,,,
249023568,False,Via Umberto Primo,tertiary,False,73.366,2,"LINESTRING (9.1543081 45.5969502, 9.1542003 45.596949, 9.1534686 45.5969428, 9.1533652 45.5969422)",50,,,
249023568,False,Via Umberto Primo,tertiary,True,22.392000000000003,2,"LINESTRING (9.1543081 45.5969502, 9.1543642 45.5969494, 9.1544616 45.5969538, 9.1545946 45.5969657)",50,,,
249023568,False,Via Umberto Primo,tertiary,False,29.628,2,"LINESTRING (9.1533652 45.5969422, 9.1529846 45.5969511)",50,,,
55894817,True,Via Silvio Pellico,residential,False,137.643,,"LINESTRING (9.1533652 45.5969422, 9.1533556 45.5965358, 9.1535093 45.5957859, 9.1535192 45.5957124)",,,,
249023568,False,Via Umberto Primo,tertiary,True,73.366,2,"LINESTRING (9.1533652 45.5969422, 9.1534686 45.5969428, 9.1542003 45.596949, 9.1543081 45.5969502)",50,,,
51257070,False,Via Gioacchino Rossini,residential,True,27.313,,"LINESTRING (9.1518903 45.5984063, 9.1515393 45.5984111)",,,,
51257062,False,Via Domenico Scarlatti,residential,True,135.096,,"LINESTRING (9.1518903 45.5984063, 9.1519314 45.5992222, 9.151938 45.5995081, 9.151939 45.5995728, 9.151939 45.5996207)",,,,
"[655235394, 52491534]",True,"['Via Gioacchino Rossini', 'Via Cesare Battisti']",residential,False,176.475,1,"LINESTRING (9.1518903 45.5984063, 9.1529356 45.5984155, 9.1529611 45.5984047, 9.1529713 45.5983827, 9.1529685 45.598311, 9.1529661 45.5980122, 9.1529712 45.5975711)",,,,
51257070,False,Via Gioacchino Rossini,residential,False,27.313,,"LINESTRING (9.1515393 45.5984111, 9.1518903 45.5984063)",,,,
51257063,True,Via Giuseppe Verdi,unclassified,False,296.73500000000007,1,"LINESTRING (9.1545946 45.5969657, 9.1545711 45.5972619, 9.1544048 45.598015, 9.1543494 45.5982871, 9.1543143 45.5984023, 9.1543195 45.5985367, 9.1541243 45.5995103, 9.1541128 45.5995706, 9.1541013 45.5996086)",,,,
249023568,False,Via Umberto Primo,tertiary,False,22.392,2,"LINESTRING (9.1545946 45.5969657, 9.1544616 45.5969538, 9.1543642 45.5969494, 9.1543081 45.5969502)",50,,,
"[249023568, 249023569, 52127535]",False,Via Umberto Primo,tertiary,True,56.682,2,"LINESTRING (9.1545946 45.5969657, 9.1546424 45.5969707, 9.1548435 45.596989, 9.1553177 45.5970277)",50,yes,,
51257062,False,Via Domenico Scarlatti,residential,False,135.096,,"LINESTRING (9.151939 45.5996207, 9.151939 45.5995728, 9.151938 45.5995081, 9.1519314 45.5992222, 9.1518903 45.5984063)",,,,
249023567,False,Via Italia,unclassified,True,75.68299999999999,,"LINESTRING (9.151939 45.5996207, 9.1526995 45.5996137, 9.1529117 45.5996113)",,,,
249023567,False,Via Italia,unclassified,False,92.59100000000001,,"LINESTRING (9.1541013 45.5996086, 9.1539997 45.599602, 9.1530144 45.5996096, 9.1529117 45.5996113)",,,,
"[168348825, 249023566, 249023567]",False,Via Italia,unclassified,True,91.68100000000001,,"LINESTRING (9.1541013 45.5996086, 9.1542215 45.5996283, 9.1544173 45.5996628, 9.1545912 45.5996908, 9.1552458 45.5998049)",,yes,,
52128607,True,Via Italia,unclassified,False,63.233,,"LINESTRING (9.1560392 45.5999283, 9.1552458 45.5998049)",,,,
168348735,True,Via Gaetana Agnesi,tertiary,False,25.052,,"LINESTRING (9.1560392 45.5999283, 9.155966 45.6001477)",,,,
51257078,True,Via Don Longoni,residential,False,64.125,,"LINESTRING (9.1552458 45.5998049, 9.1550732 45.6003688)",,,,
"[168348825, 249023566, 249023567]",False,Via Italia,unclassified,False,91.68100000000001,,"LINESTRING (9.1552458 45.5998049, 9.1545912 45.5996908, 9.1544173 45.5996628, 9.1542215 45.5996283, 9.1541013 45.5996086)",,yes,,
168485235,True,Via Piave,unclassified,False,125.904,,"LINESTRING (9.1552458 45.5998049, 9.1554306 45.5992579, 9.1557795 45.5992972, 9.1562385 45.5993312)",,,,
168348735,True,Via Gaetana Agnesi,tertiary,False,43.469,,"LINESTRING (9.1557126 45.6009097, 9.1556309 45.6011784, 9.1556091 45.6012502, 9.1556192 45.6012714, 9.1556293 45.6012906)",,,,
51257078,True,Via Don Longoni,residential,False,108.643,,"LINESTRING (9.1550732 45.6003688, 9.1549388 45.600778, 9.1557126 45.6009097)",,,,
51257061,True,Via Luigi Boccherini,residential,False,68.59700000000001,,"LINESTRING (9.1528703 45.6016227, 9.1520763 45.601617, 9.1519886 45.6016176)",,,,
168547007,False,Via Giacomo Puccini,residential,False,96.652,,"LINESTRING (9.1528703 45.6016227, 9.1529278 45.6016302, 9.1541115 45.6016448)",,,,
193371646,True,Via Dante Alighieri,tertiary,False,15.358,,"LINESTRING (9.1589566 45.5992713, 9.1587623 45.5992469)",,,,
48800844,False,Via Tiziano Vecellio,tertiary,False,9.276,,"LINESTRING (9.1587917 45.5929848, 9.1589108 45.5929885)",,,,
222701746,True,Via Crivelli,residential,False,67.931,,"LINESTRING (9.1560246 45.5938932, 9.1560031 45.5939636, 9.1558689 45.5944126, 9.15586 45.5944423, 9.1558447 45.594491)",,,,
"[360925202, 710499663]",False,"['Via privata Fontana', 'Via Pietro Volpi']",residential,True,39.76,,"LINESTRING (9.1553371 45.5965887, 9.155412 45.5963048, 9.1554276 45.5962368)",,,,
48800844,False,Via Tiziano Vecellio,tertiary,False,66.727,,"LINESTRING (9.1589108 45.5929885, 9.1597668 45.5930249)",,,,
48800844,False,Via Tiziano Vecellio,tertiary,True,9.276,,"LINESTRING (9.1589108 45.5929885, 9.1587917 45.5929848)",,,,
249023568,False,Via Umberto Primo,tertiary,True,58.263,2,"LINESTRING (9.1498943 45.5969784, 9.1506428 45.5969624)",50,,,
55894807,True,Via Libertà,residential,False,172.632,,"LINESTRING (9.1506428 45.5969624, 9.1500127 45.598451)",,,,
249023568,False,Via Umberto Primo,tertiary,False,58.263,2,"LINESTRING (9.1506428 45.5969624, 9.1498943 45.5969784)",50,,,
249023568,False,Via Umberto Primo,tertiary,True,46.482,2,"LINESTRING (9.1506428 45.5969624, 9.1508187 45.5969611, 9.150922 45.5969603, 9.1510803 45.5969591, 9.1512402 45.5969579)",50,,,
