osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,width,tunnel,junction
191047367,Via Papa Giovanni Ventitreesimo,unclassified,False,False,14.776,"LINESTRING (9.6545221 45.6526832, 9.6546329 45.6526542, 9.6547043 45.652649)",,,,,
194634570,Via Bergamo,unclassified,False,True,56.693999999999996,"LINESTRING (9.6545221 45.6526832, 9.6544151 45.6524955, 9.6541163 45.6522694)",1,,,,
"[404661184, 677365259, 404661183]",Via Bergamo,unclassified,False,True,191.144,"LINESTRING (9.6545221 45.6526832, 9.6545955 45.6528735, 9.6547865 45.6533951, 9.6547987 45.6534171, 9.6548734 45.6536319, 9.6548866 45.6536834, 9.6551232 45.6543497)",2,,,,
34259386,Piazza Libertà,unclassified,True,False,37.738,"LINESTRING (9.6534672 45.6515591, 9.6534227 45.6514754, 9.653386 45.651413, 9.6533214 45.6513431, 9.6532279 45.6512682)",1,,,,
36933321,Via Dante Alighieri,unclassified,True,False,81.351,"LINESTRING (9.6527537 45.6505179, 9.6526305 45.6502742, 9.6525489 45.6498864, 9.652532 45.6498061)",1,50,,,
30160084,Via Carrara Beora,unclassified,False,False,54.495000000000005,"LINESTRING (9.652532 45.6498061, 9.6527111 45.6497628, 9.6531674 45.6496524, 9.6531946 45.649646)",,,,,
36933321,Via Dante Alighieri,unclassified,True,False,51.306,"LINESTRING (9.652532 45.6498061, 9.652515 45.6496821, 9.6523943 45.649356)",1,50,,,
31505615,Via Arturo Toscanini,residential,False,True,79.988,"LINESTRING (9.6475467 45.6548064, 9.6475811 45.6548455, 9.6480513 45.6554333)",,,,,
202543764,Via Santuario,residential,False,False,72.894,"LINESTRING (9.6475467 45.6548064, 9.6477404 45.6547398, 9.6483964 45.654529)",,,,,
202543763,Via Esterna del Molino,unclassified,False,False,7.933,"LINESTRING (9.6476832 45.6536727, 9.6477043 45.6536029)",,,,,
202543763,Via Esterna del Molino,unclassified,False,False,176.44700000000003,"LINESTRING (9.6476922 45.6531377, 9.6477888 45.653073, 9.6489414 45.6525453, 9.6494393 45.6523121, 9.6495646 45.6522435)",,,,,
202543763,Via Esterna del Molino,unclassified,False,True,53.024,"LINESTRING (9.6476922 45.6531377, 9.6476443 45.6532339, 9.6476265 45.6533016, 9.6477043 45.6536029)",,,,,
