osmid,oneway,ref,name,highway,reversed,length,geometry,junction,lanes,bridge
173204038,False,SS660,Via Vincenzo Padula,secondary,False,23.31,"LINESTRING (16.3857962 39.4903977, 16.3860348 39.4902975)",,,
264609582,False,,,residential,False,15.105,"LINESTRING (16.3857962 39.4903977, 16.3858335 39.4904542, 16.3859048 39.4905013)",,,
294432666,False,,,secondary,True,64.587,"LINESTRING (16.3857962 39.4903977, 16.385619 39.4904884, 16.3855571 39.490512, 16.3854241 39.4905627, 16.3852791 39.4906006, 16.3852601 39.4906056, 16.3851527 39.4906208, 16.3851131 39.4906264)",,,
"[228197362, 1235043757]",True,,Via Vincenzo Padula,residential,False,295.97,"LINESTRING (16.3857962 39.4903977, 16.3855304 39.4904062, 16.3854432 39.4904095, 16.385234 39.490426, 16.385014 39.4904053, 16.3847995 39.4903474, 16.3846117 39.4902646, 16.3843971 39.4901528, 16.3842791 39.4900203, 16.3841343 39.4898464, 16.3840109 39.4896767, 16.383952 39.4896085, 16.3838821 39.4895277, 16.3838017 39.48942, 16.3837427 39.489242, 16.3837251 39.4891982, 16.383689 39.4891054, 16.383634 39.4890008, 16.3834306 39.4888632)",,,
264602190,False,,,residential,True,132.224,"LINESTRING (16.3826282 39.4891395, 16.3826085 39.4891822, 16.3826147 39.489244, 16.3826332 39.4892761, 16.3826778 39.4893213, 16.3828088 39.4894152, 16.3828997 39.4895032, 16.3829228 39.4895805, 16.3828827 39.4896375, 16.3827626 39.4897731, 16.3826871 39.489823, 16.38255 39.4899787, 16.3825453 39.4900869, 16.382541 39.4901445)",,,
264609579,False,,,secondary,True,55.645,"LINESTRING (16.3826282 39.4891395, 16.3824933 39.4891065, 16.382373 39.4890916, 16.3822397 39.4890899, 16.3820743 39.4891148, 16.3819913 39.48911)",,,
264609581,True,,,secondary,False,140.166,"LINESTRING (16.3826282 39.4891395, 16.3827887 39.4891451, 16.3829316 39.4892358, 16.383067 39.489322, 16.383284 39.4894597, 16.3834685 39.4896021, 16.3835074 39.4896321, 16.3837352 39.4898311, 16.3838428 39.4899339)",,,
228195056,True,,,residential,False,198.889,"LINESTRING (16.3823816 39.4908252, 16.3823077 39.4906496, 16.3822809 39.4905212, 16.3822514 39.4903515, 16.3822433 39.4901963, 16.3822058 39.490128, 16.3821119 39.4900928, 16.3820448 39.4900493, 16.381967 39.4898154, 16.3819397 39.4897264, 16.3819322 39.4895546, 16.381951 39.4894283, 16.3819429 39.4892979, 16.3819402 39.4891696, 16.381951 39.4891364)",,,
264602190,False,,,residential,False,81.215,"LINESTRING (16.3823816 39.4908252, 16.3823713 39.4907249, 16.3823693 39.4906681, 16.3823605 39.4905125, 16.3823642 39.4904443, 16.3823651 39.490427, 16.3823697 39.4903663, 16.3823898 39.4903009, 16.3824236 39.4902225, 16.3824845 39.4901712, 16.3824899 39.4901666, 16.382541 39.4901445)",,,
264602190,False,,,residential,True,40.994,"LINESTRING (16.3823816 39.4908252, 16.3824248 39.4909142, 16.3824897 39.491086, 16.382524 39.4911769)",,,
227105349,True,,,residential,False,2.35,"LINESTRING (16.3831314 39.4925423, 16.3831558 39.4925327)",roundabout,,
303684459,False,,,secondary,True,135.49099999999999,"LINESTRING (16.3794705 39.4929117, 16.3794939 39.4927978, 16.3795186 39.4925851, 16.379497 39.4923397, 16.3794594 39.4922018, 16.3794003 39.4920624, 16.3792332 39.4917305)",,,
431717135,False,SS660,Via Suor Maria Teresa De Vincenti,residential,False,83.292,"LINESTRING (16.3794705 39.4929117, 16.380135 39.4928688, 16.3802544 39.4928594, 16.3803591 39.4928512, 16.3804375 39.4928471)",,,
431717138,False,SP177,,secondary,True,173.185,"LINESTRING (16.3794705 39.4929117, 16.3795394 39.4930857, 16.3797954 39.4935727, 16.3798862 39.4936937, 16.3799794 39.4937842, 16.3803707 39.4941042, 16.3804836 39.4942319)",,2,
435656753,False,SP184,,residential,True,31.624,"LINESTRING (16.3889289 39.4965572, 16.3891694 39.4967727)",,,
435656753,False,SP184,,residential,False,239.17,"LINESTRING (16.3889289 39.4965572, 16.3889052 39.4965107, 16.3887951 39.4962944, 16.3886816 39.4960398, 16.388527 39.4956987, 16.3884568 39.4955386, 16.3883822 39.4953686, 16.3882681 39.4951128, 16.3882609 39.4950966, 16.388243 39.4950565, 16.3881729 39.494896, 16.3880228 39.4945589, 16.3880115 39.4945265)",,,
265024927,False,,Via Guido Dorso,residential,True,73.121,"LINESTRING (16.3876414 39.4935786, 16.3868442 39.4938109)",,,
435656753,False,SP184,,residential,False,19.843,"LINESTRING (16.3876414 39.4935786, 16.3875613 39.4934112)",,,
435656753,False,SP184,,residential,True,26.427,"LINESTRING (16.3876414 39.4935786, 16.3877479 39.4938016)",,,
265024927,False,,Via Guido Dorso,residential,False,97.994,"LINESTRING (16.3876414 39.4935786, 16.3881498 39.4934284, 16.3887087 39.4932651)",,,
227915208,False,,Via Anna Frank,residential,False,55.963,"LINESTRING (16.386638 39.4914549, 16.3866776 39.4914543, 16.3867843 39.4914527, 16.3868969 39.4914693, 16.3870176 39.4914983, 16.3870975 39.491593, 16.3871477 39.4916757)",,,
303684447,False,SP184,,residential,False,44.846999999999994,"LINESTRING (16.386638 39.4914549, 16.3865642 39.4913232, 16.3865153 39.4912404, 16.3864739 39.49119, 16.3864643 39.4911624, 16.3864726 39.4911304, 16.3865126 39.4910937)",,,
303684447,False,SP184,,residential,True,93.019,"LINESTRING (16.386638 39.4914549, 16.3867709 39.4916654, 16.3868859 39.4918474, 16.3869053 39.4919033, 16.3870199 39.4922337)",,,
173204018,False,,,residential,False,154.05100000000002,"LINESTRING (16.3804836 39.4942319, 16.3804685 39.4935586, 16.3804669 39.4935143, 16.3804452 39.4929159, 16.3804375 39.4928471)",,,
431717138,False,SP177,,secondary,False,173.185,"LINESTRING (16.3804836 39.4942319, 16.3803707 39.4941042, 16.3799794 39.4937842, 16.3798862 39.4936937, 16.3797954 39.4935727, 16.3795394 39.4930857, 16.3794705 39.4929117)",,2,
173204038,False,SS660,Via Vincenzo Padula,secondary,True,292.837,"LINESTRING (16.3900777 39.4896884, 16.3900481 39.4897514, 16.3899231 39.4898156, 16.389703 39.4898447, 16.3892962 39.4899175, 16.3889733 39.4899088, 16.3886096 39.4898761, 16.388351 39.4898095, 16.3879873 39.4897519, 16.3878197 39.4897445, 16.3876429 39.4897763, 16.3875225 39.4898413, 16.3870206 39.4902235)",,,
227114662,True,,Via Aldo Moro,residential,False,13.956,"LINESTRING (16.3832236 39.4927418, 16.3831857 39.4926945, 16.383129 39.49264)",,,
542407503,False,,Via Aldo Moro,residential,True,126.57700000000001,"LINESTRING (16.3832236 39.4927418, 16.3833004 39.4931398, 16.3833031 39.4931854, 16.3833052 39.4932168, 16.3833169 39.4933905, 16.3833229 39.4937841, 16.3833177 39.4938753)",,2,
173204026,False,,Via Pastrengo,residential,True,302.661,"LINESTRING (16.3792332 39.4917305, 16.3792848 39.4916554, 16.3793654 39.4915777, 16.3795184 39.4914901, 16.3797792 39.4914104, 16.3799128 39.4913847, 16.3801104 39.4913468, 16.380253 39.4913194, 16.3806529 39.4912345, 16.3809089 39.4912111, 16.3813044 39.491266, 16.3815102 39.4913045, 16.3816573 39.4913168, 16.3817665 39.4913189, 16.3818932 39.4913214, 16.3820182 39.4912997, 16.3821407 39.4912751, 16.3822743 39.4912399, 16.3824763 39.4911889, 16.382524 39.4911769)",,,
227911992,False,,Via San Gianno Bosco,secondary,False,473.85400000000004,"LINESTRING (16.3792332 39.4917305, 16.3791328 39.491672, 16.3788737 39.4914266, 16.3782224 39.4908259, 16.3780694 39.4906638, 16.3780403 39.490633, 16.377992 39.4905751, 16.3779652 39.4905171, 16.3779813 39.4904178, 16.3780188 39.4903391, 16.3780993 39.490277, 16.3782924 39.4901859, 16.3787216 39.490099, 16.3791078 39.4900203, 16.3793546 39.4899706, 16.3794833 39.4899375, 16.3796603 39.4898837, 16.3798964 39.4897968, 16.3799822 39.4897429, 16.3800471 39.4896686, 16.3801485 39.4895525, 16.3802337 39.4894547, 16.380347 39.4893248, 16.3805026 39.4891592, 16.3806143 39.4890314)",,,
303684459,False,,,secondary,False,135.49099999999999,"LINESTRING (16.3792332 39.4917305, 16.3794003 39.4920624, 16.3794594 39.4922018, 16.379497 39.4923397, 16.3795186 39.4925851, 16.3794939 39.4927978, 16.3794705 39.4929117)",,,
173204038,False,SS660,Via Vincenzo Padula,secondary,True,23.31,"LINESTRING (16.3860348 39.4902975, 16.3857962 39.4903977)",,,
173204038,False,SS660,Via Vincenzo Padula,secondary,False,93.469,"LINESTRING (16.3860348 39.4902975, 16.3861583 39.4902898, 16.3861994 39.4903003, 16.3862681 39.4903178, 16.3865198 39.4903883, 16.3866144 39.4904112, 16.3867202 39.4903973, 16.3870206 39.4902235)",,,
264602187,True,,,residential,False,25.391,"LINESTRING (16.3860348 39.4902975, 16.3859571 39.4903929, 16.3859048 39.4905013)",,,
422225605,False,,,unclassified,False,86.316,"LINESTRING (16.3860348 39.4902975, 16.3861218 39.4902214, 16.3861126 39.4901619, 16.3860571 39.4901429, 16.3859462 39.4901643, 16.385675 39.490238, 16.3855641 39.4902618, 16.3853454 39.4902713)",,,
173204038,False,SS660,Via Vincenzo Padula,secondary,False,292.837,"LINESTRING (16.3870206 39.4902235, 16.3875225 39.4898413, 16.3876429 39.4897763, 16.3878197 39.4897445, 16.3879873 39.4897519, 16.388351 39.4898095, 16.3886096 39.4898761, 16.3889733 39.4899088, 16.3892962 39.4899175, 16.389703 39.4898447, 16.3899231 39.4898156, 16.3900481 39.4897514, 16.3900777 39.4896884)",,,
173204038,False,SS660,Via Vincenzo Padula,secondary,True,93.46900000000002,"LINESTRING (16.3870206 39.4902235, 16.3867202 39.4903973, 16.3866144 39.4904112, 16.3865198 39.4903883, 16.3862681 39.4903178, 16.3861994 39.4903003, 16.3861583 39.4902898, 16.3860348 39.4902975)",,,
173204076,False,,Via Enrico Berlinguer,residential,True,107.643,"LINESTRING (16.3833177 39.4938753, 16.3836217 39.4938596, 16.3839819 39.4938678, 16.3843722 39.4939168, 16.3845584 39.4939588)",,,
542407503,False,,Via Aldo Moro,residential,False,126.57699999999998,"LINESTRING (16.3833177 39.4938753, 16.3833229 39.4937841, 16.3833169 39.4933905, 16.3833052 39.4932168, 16.3833031 39.4931854, 16.3833004 39.4931398, 16.3832236 39.4927418)",,2,
173204076,False,,Via Enrico Berlinguer,residential,False,95.77799999999999,"LINESTRING (16.385382 39.4944822, 16.3853791 39.4943218, 16.385355 39.4942411, 16.3852826 39.4941853, 16.3850677 39.4941003, 16.3847246 39.4939989, 16.3846408 39.493974)",,,
173204076,False,,Via Enrico Berlinguer,residential,True,490.6959999999999,"LINESTRING (16.385382 39.4944822, 16.3852667 39.494867, 16.3853077 39.4952501, 16.3853756 39.4957427, 16.3854558 39.4959995, 16.3856913 39.496243, 16.3859305 39.4964504, 16.3865823 39.4967946, 16.3869871 39.4969301, 16.3871559 39.4969678, 16.3873468 39.4970104, 16.3876268 39.4970361, 16.3877501 39.4970511, 16.3879122 39.4970461, 16.3880188 39.4970369, 16.3882507 39.4970168, 16.3886284 39.4969622, 16.3886977 39.4969485)",,,
265598271,False,,,residential,True,71.64699999999999,"LINESTRING (16.385382 39.4944822, 16.3854823 39.4944625, 16.3857463 39.4944106, 16.3861957 39.4943384)",,,
263326882,True,,,residential,False,13.215,"LINESTRING (16.3886977 39.4969485, 16.388816 39.4968724)",,,
173204076,False,,Via Enrico Berlinguer,residential,False,490.696,"LINESTRING (16.3886977 39.4969485, 16.3886284 39.4969622, 16.3882507 39.4970168, 16.3880188 39.4970369, 16.3879122 39.4970461, 16.3877501 39.4970511, 16.3876268 39.4970361, 16.3873468 39.4970104, 16.3871559 39.4969678, 16.3869871 39.4969301, 16.3865823 39.4967946, 16.3859305 39.4964504, 16.3856913 39.496243, 16.3854558 39.4959995, 16.3853756 39.4957427, 16.3853077 39.4952501, 16.3852667 39.494867, 16.385382 39.4944822)",,,
173204087,False,,Via Raffaele Capalbo,residential,False,334.49399999999997,"LINESTRING (16.3816131 39.4927809, 16.3817195 39.4934573, 16.3818747 39.4938678, 16.38198 39.4941219, 16.3820136 39.4942029, 16.3820751 39.4945533, 16.3820985 39.4950959, 16.3821106 39.4953768, 16.3821268 39.4957464)",,,
