osmid,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,lanes,tunnel
240049215,Bahnhofstraße - Via Stazione,residential,False,True,66.425,"LINESTRING (11.5706806 46.6415405, 11.570693 46.6416194, 11.570682 46.6417125, 11.5707386 46.6418476, 11.5708227 46.6419399, 11.5710185 46.6420522)",,,,
"[240997945, 34717695, 240997943]",Griesbruck - Gries,unclassified,False,True,34.175000000000004,"LINESTRING (11.5706806 46.6415405, 11.5707435 46.6415078, 11.5709796 46.6413851, 11.5710405 46.6413579)",,,,yes
"[374137293, 37545336, 37545020, 683951357, 683951358]","['St. Andreasplatz - Piazza S. Andrea', 'Bahnhofstraße - Via Stazione']",residential,False,"[False, True]",421.08699999999993,"LINESTRING (11.5706806 46.6415405, 11.5706309 46.6414837, 11.5705781 46.6414233, 11.570347 46.6412378, 11.5702217 46.6411678, 11.5700566 46.641111, 11.569848 46.6410693, 11.5697568 46.6410511, 11.5697195 46.6410436, 11.5695885 46.6410073, 11.5694198 46.6409805, 11.5691299 46.6409235, 11.56898 46.6409035, 11.5688315 46.6408571, 11.5686849 46.6407347, 11.5683749 46.6404273, 11.5680595 46.6401481, 11.5677086 46.6398656, 11.5673264 46.6395561, 11.567322 46.6394304, 11.5673283 46.6393662, 11.5673893 46.6393282, 11.5674206 46.6393223, 11.5676144 46.6392856, 11.5677892 46.6392012, 11.5678501 46.6391436)",yes,,,
258932994,Seebegg,residential,False,False,100.19200000000001,"LINESTRING (11.5686497 46.6384836, 11.5684157 46.6383893, 11.5681958 46.6382496, 11.5679866 46.6381409, 11.5677881 46.6380415, 11.5676413 46.6379815, 11.5675876 46.6379595)",,,,
258932994,Seebegg,residential,False,True,44.102000000000004,"LINESTRING (11.5686497 46.6384836, 11.5687205 46.6385249, 11.5687276 46.6385627, 11.5686606 46.6388538)",,,,
258932995,Seebegg,residential,False,False,100.55600000000001,"LINESTRING (11.5686497 46.6384836, 11.5686887 46.6384324, 11.5687326 46.6384055, 11.568796 46.6384003, 11.5690461 46.6384263, 11.5692553 46.6384577, 11.5696388 46.6385885, 11.5697408 46.6386032, 11.5698507 46.6385939)",,,,
374138740,Ländweg - Via Länd,residential,False,False,100.52,"LINESTRING (11.5726941 46.6429917, 11.5720206 46.6437685)",,,,
240997939,Bahnhofstraße - Via Stazione,residential,False,True,30.173000000000005,"LINESTRING (11.5726941 46.6429917, 11.5725923 46.642944, 11.5725426 46.6429173, 11.5724972 46.6428905, 11.5724749 46.6428736, 11.5724636 46.6428575, 11.5724646 46.6428413, 11.5724768 46.6428203, 11.5724947 46.6428011)",,,,
240049215,Bahnhofstraße - Via Stazione,residential,False,False,140.14299999999997,"LINESTRING (11.5724947 46.6428011, 11.5723171 46.6427166, 11.572292 46.6427043, 11.5720805 46.6426007, 11.5717044 46.6424116, 11.5710684 46.6420784, 11.5710185 46.6420522)",,,,
240997939,Bahnhofstraße - Via Stazione,residential,False,False,30.172999999999995,"LINESTRING (11.5724947 46.6428011, 11.5724768 46.6428203, 11.5724646 46.6428413, 11.5724636 46.6428575, 11.5724749 46.6428736, 11.5724972 46.6428905, 11.5725426 46.6429173, 11.5725923 46.642944, 11.5726941 46.6429917)",,,,
"[240997945, 240997943, 34717695]",Griesbruck - Gries,unclassified,False,False,34.175,"LINESTRING (11.5710405 46.6413579, 11.5709796 46.6413851, 11.5707435 46.6415078, 11.5706806 46.6415405)",,,,yes
"[374137295, 374137299, 385450565, 258932991]","['Griesbruck - Gries', 'Seebegg']",residential,False,False,355.18199999999996,"LINESTRING (11.5710405 46.6413579, 11.5710075 46.6413432, 11.5709866 46.6413312, 11.5706299 46.6410909, 11.5705319 46.6410312, 11.5704432 46.6409669, 11.5700813 46.6406692, 11.57 46.6405995, 11.5699872 46.6405882, 11.5699655 46.6405703, 11.5695959 46.6402375, 11.5694477 46.6401385, 11.5692654 46.6399728, 11.5691681 46.6398282, 11.5689891 46.6396726, 11.5686047 46.6393385, 11.5686015 46.6393015, 11.5686323 46.639261, 11.5689022 46.6391231, 11.5689931 46.6390776, 11.5690514 46.6390324, 11.5690789 46.6389908, 11.5690846 46.6389272)",yes,"['30', '50']",,
"[436110610, 347948631]",Griesbruck - Gries,unclassified,False,True,117.84,"LINESTRING (11.5710405 46.6413579, 11.5710844 46.641367, 11.5711526 46.6413717, 11.5713253 46.6413787, 11.571425 46.6413776, 11.5717126 46.6413605, 11.5719022 46.6413226, 11.5720501 46.6412829, 11.5721555 46.6412742, 11.5722736 46.6412754, 11.5723865 46.6412843, 11.572557 46.6413067)",,,2,
105699481,Josef-von-Perlath-Straße - Via Josef von Perlath,residential,False,False,126.16399999999997,"LINESTRING (11.571631 46.6429835, 11.5709842 46.6424647, 11.5709402 46.6424222, 11.57091 46.6423834, 11.570889 46.6423398, 11.5708797 46.6423011, 11.5708859 46.6422543, 11.5709036 46.642203, 11.5709293 46.6421563, 11.5709657 46.6421118, 11.5710022 46.6420724, 11.5710185 46.6420522)",,,,
"[374137297, 374137298, 258932997]",Seebegg,residential,False,True,95.1,"LINESTRING (11.5701404 46.6390285, 11.5700823 46.6390532, 11.5699922 46.6390916, 11.5698937 46.6391335, 11.5697274 46.639187, 11.5696201 46.6391887, 11.5695128 46.639163, 11.569384 46.6391023, 11.5691963 46.6390065, 11.5690846 46.6389272)",yes,,,
374138740,Ländweg - Via Länd,residential,False,True,100.52,"LINESTRING (11.5720206 46.6437685, 11.5726941 46.6429917)",,,,
"[374137297, 374137298, 258932997]",Seebegg,residential,False,False,95.10000000000001,"LINESTRING (11.5690846 46.6389272, 11.5691963 46.6390065, 11.569384 46.6391023, 11.5695128 46.639163, 11.5696201 46.6391887, 11.5697274 46.639187, 11.5698937 46.6391335, 11.5699922 46.6390916, 11.5700823 46.6390532, 11.5701404 46.6390285)",yes,,,
283918780,Seebegg,residential,False,False,35.416,"LINESTRING (11.5690846 46.6389272, 11.5690645 46.6388989, 11.5690206 46.6388745, 11.5688603 46.6388603, 11.5686606 46.6388538)",,50,,
"[258932991, 374137299, 385450565, 374137295]","['Griesbruck - Gries', 'Seebegg']",residential,False,True,355.182,"LINESTRING (11.5690846 46.6389272, 11.5690789 46.6389908, 11.5690514 46.6390324, 11.5689931 46.6390776, 11.5689022 46.6391231, 11.5686323 46.639261, 11.5686015 46.6393015, 11.5686047 46.6393385, 11.5689891 46.6396726, 11.5691681 46.6398282, 11.5692654 46.6399728, 11.5694477 46.6401385, 11.5695959 46.6402375, 11.5699655 46.6405703, 11.5699872 46.6405882, 11.57 46.6405995, 11.5700813 46.6406692, 11.5704432 46.6409669, 11.5705319 46.6410312, 11.5706299 46.6410909, 11.5709866 46.6413312, 11.5710075 46.6413432, 11.5710405 46.6413579)",yes,"['50', '30']",,
683924555,Seebegg,residential,False,True,35.233,"LINESTRING (11.5682333 46.6389675, 11.5684563 46.6388882, 11.5686606 46.6388538)",,50,,
258932995,Seebegg,residential,False,True,100.556,"LINESTRING (11.5698507 46.6385939, 11.5697408 46.6386032, 11.5696388 46.6385885, 11.5692553 46.6384577, 11.5690461 46.6384263, 11.568796 46.6384003, 11.5687326 46.6384055, 11.5686887 46.6384324, 11.5686497 46.6384836)",,,,
258932994,Seebegg,residential,False,True,100.19200000000001,"LINESTRING (11.5675876 46.6379595, 11.5676413 46.6379815, 11.5677881 46.6380415, 11.5679866 46.6381409, 11.5681958 46.6382496, 11.5684157 46.6383893, 11.5686497 46.6384836)",,,,
