osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry,tunnel,bridge,ref
24340029,True,Piazza Vittorio Veneto,residential,False,13.341,,,"LINESTRING (13.9267078 42.0440486, 13.9268638 42.0440798)",,,
61269501,False,Piazza Vittorio Veneto,secondary,False,33.273,2,,"LINESTRING (13.9267078 42.0440486, 13.9265821 42.0443329)",,,
23977630,False,Viale Giuseppe Mazzini,secondary,True,92.10999999999999,2,50,"LINESTRING (13.9267078 42.0440486, 13.9267512 42.043983, 13.9268221 42.0438971, 13.9269261 42.0438117, 13.9274708 42.0434549)",,,
227567856,False,Via Giordano Bruno,residential,True,59.211999999999996,,,"LINESTRING (13.9267078 42.0440486, 13.9263645 42.0439814, 13.9261414 42.0439285, 13.9260403 42.0438704)",,,
24340028,True,Via Umberto Postiglione,residential,False,12.286,,,"LINESTRING (13.9265821 42.0443329, 13.9267221 42.0443703)",,,
61269501,False,Piazza Vittorio Veneto,secondary,True,33.273,2,,"LINESTRING (13.9265821 42.0443329, 13.9267078 42.0440486)",,,
61269501,False,Piazza Vittorio Veneto,secondary,False,31.265,2,,"LINESTRING (13.9265821 42.0443329, 13.9265205 42.0444782, 13.9265036 42.0445181, 13.9264684 42.0446011)",,,
23977629,False,Circonvallazione Orientale Madre Teresa di Calcutta,tertiary,False,7.927,,,"LINESTRING (13.9264684 42.0446011, 13.9265511 42.0446373)",,,
61269209,False,Via Circonvallazione Occidentale,secondary,False,6.19,2,,"LINESTRING (13.9264684 42.0446011, 13.9263999 42.0445785)",,,
61269501,False,Piazza Vittorio Veneto,secondary,True,31.265,2,,"LINESTRING (13.9264684 42.0446011, 13.9265036 42.0445181, 13.9265205 42.0444782, 13.9265821 42.0443329)",,,
61374184,False,Via Debeli,residential,False,95.883,,,"LINESTRING (13.9269601 42.0454718, 13.927907 42.0459709)",,,
"[23977629, 1159137030]",False,Circonvallazione Orientale Madre Teresa di Calcutta,tertiary,False,32.378,,,"LINESTRING (13.9269601 42.0454718, 13.9269221 42.0455936, 13.9269087 42.0456724, 13.9268936 42.0457584)",,,
23977629,False,Circonvallazione Orientale Madre Teresa di Calcutta,tertiary,True,44.949,,,"LINESTRING (13.9269601 42.0454718, 13.92698 42.0454069, 13.927048 42.0452115, 13.927058 42.0451482, 13.9270452 42.0450767)",,,
854148606,True,Circonvallazione Orientale Madre Teresa di Calcutta,tertiary,False,49.117,,,"LINESTRING (13.9270615 42.0460651, 13.9272528 42.046223, 13.9274593 42.0463935)",,,
23977440,True,Via Iapasseri,tertiary,False,34.556,,,"LINESTRING (13.9252018 42.0510644, 13.9251564 42.0511162, 13.9251247 42.0511673, 13.9250987 42.0512289, 13.9250773 42.0512954, 13.9250578 42.0513534)",,,
823502579,False,Circonvallazione Orientale Madre Teresa di Calcutta,tertiary,False,23.064999999999998,,,"LINESTRING (13.9252018 42.0510644, 13.9250851 42.0511219, 13.9249734 42.0511837)",,,
854148604,False,Circonvallazione Orientale Madre Teresa di Calcutta,tertiary,True,195.88800000000003,,,"LINESTRING (13.9252018 42.0510644, 13.925341 42.0509899, 13.9255661 42.0508729, 13.9256946 42.050802, 13.9258151 42.0507292, 13.925927 42.0506493, 13.9261391 42.0504879, 13.9263504 42.0503199, 13.9266487 42.0500829, 13.9269217 42.0498605)",,,
24359357,True,Via Trieste,secondary,False,68.399,,,"LINESTRING (13.9260202 42.0444757, 13.9253383 42.0441265)",,,
491755580,False,Via Circonvallazione Occidentale,secondary,False,53.986999999999995,,,"LINESTRING (13.9260202 42.0444757, 13.9256963 42.0448092, 13.9256378 42.0448695)",,,
994924814,False,Via Circonvallazione Occidentale,secondary,True,33.373,2,,"LINESTRING (13.9260202 42.0444757, 13.9263472 42.0445642, 13.9263999 42.0445785)",,,
491755580,False,Via Circonvallazione Occidentale,secondary,False,7.119,,,"LINESTRING (13.9256378 42.0448695, 13.9255794 42.0449166)",,,
61374375,True,Via Giacomo Veneziani,residential,False,68.294,,,"LINESTRING (13.9256378 42.0448695, 13.9254857 42.0447894, 13.9249582 42.0445195)",,,
491755580,False,Via Circonvallazione Occidentale,secondary,True,53.986999999999995,,,"LINESTRING (13.9256378 42.0448695, 13.9256963 42.0448092, 13.9260202 42.0444757)",,,
"[227579010, 909004290, 24550254]",False,,residential,False,45.391,,,"LINESTRING (13.9244179 42.0457211, 13.9244736 42.0457637, 13.924534 42.0458064, 13.9245851 42.0458387, 13.9246589 42.0458844, 13.9247024 42.0459104, 13.9248302 42.0459906)",yes,,
491755580,False,Via Circonvallazione Occidentale,secondary,False,99.93200000000002,,,"LINESTRING (13.9244179 42.0457211, 13.9239738 42.0458677, 13.923605 42.0459784, 13.9232971 42.0460589)",,,
491755580,False,Via Circonvallazione Occidentale,secondary,True,131.579,,,"LINESTRING (13.9244179 42.0457211, 13.9245031 42.0456878, 13.9245742 42.0456507, 13.9246804 42.0455815, 13.9254637 42.04501, 13.9255794 42.0449166)",,,
23977629,False,Circonvallazione Orientale Madre Teresa di Calcutta,tertiary,False,44.949,,,"LINESTRING (13.9270452 42.0450767, 13.927058 42.0451482, 13.927048 42.0452115, 13.92698 42.0454069, 13.9269601 42.0454718)",,,
23977629,False,Circonvallazione Orientale Madre Teresa di Calcutta,tertiary,True,65.069,,,"LINESTRING (13.9270452 42.0450767, 13.9269959 42.0450003, 13.926942 42.0449247, 13.9268834 42.0448524, 13.9268154 42.0447847, 13.9267572 42.0447447, 13.9266901 42.0447045, 13.9265836 42.044653, 13.9265511 42.0446373)",,,
24340029,True,Piazza Vittorio Veneto,residential,False,34.356,,,"LINESTRING (13.9268638 42.0440798, 13.9267221 42.0443703)",,,
24340028,True,Via Umberto Postiglione,residential,False,75.446,,,"LINESTRING (13.9267221 42.0443703, 13.9275528 42.0446528)",,,
