osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,lanes,tunnel
183712207,,Via Don Giovanni Colletto,residential,True,False,35.22,"LINESTRING (13.2993347 37.8145124, 13.2992869 37.8146689, 13.2992406 37.8148203)",,,
1099997480,,Via Francesca Morvillo,residential,True,False,11.997,"LINESTRING (13.2983017 37.8146549, 13.2981672 37.8146362)",,,
1268206372,,Via Dietro San Leonardo,residential,True,False,61.63,"LINESTRING (13.2983017 37.8146549, 13.2983999 37.8145448, 13.2987809 37.8142525)",,,
489167407,,Via San Giovanni,residential,False,False,52.258,"LINESTRING (13.3034969 37.8148912, 13.3039525 37.8151934)",,,
489167407,,Via San Giovanni,residential,False,True,72.747,"LINESTRING (13.3034969 37.8148912, 13.3028611 37.814472)",,,
1076322490,,Via San Giovanni,residential,False,True,124.37099999999998,"LINESTRING (13.3034969 37.8148912, 13.3033269 37.8150363, 13.3031228 37.8152046, 13.3028299 37.8153902, 13.3025076 37.81558, 13.3024154 37.8155701)",,,
183454836,,Via Francesco Crispi,residential,False,True,23.878,"LINESTRING (13.3028611 37.814472, 13.3026494 37.8146067)",,,
489167407,,Via San Giovanni,residential,False,False,72.747,"LINESTRING (13.3028611 37.814472, 13.3034969 37.8148912)",,,
489167423,,Via Giovan Battista Sgarlata,residential,True,False,66.847,"LINESTRING (13.3028611 37.814472, 13.3032475 37.8139541)",,,
489149138,,Madonna della Grazie,residential,False,False,23.348,"LINESTRING (13.2987202 37.8124372, 13.2989614 37.8125254)",,,
489149138,,Madonna della Grazie,residential,False,True,10.061,"LINESTRING (13.2987202 37.8124372, 13.2986183 37.8123959)",,,
489149140,,Via Salvatore Ferreri,residential,False,False,38.286,"LINESTRING (13.2987202 37.8124372, 13.2988993 37.8121233)",,,
1096899563,,Via San Giovanni,residential,False,True,10.479,"LINESTRING (13.3016604 37.8140167, 13.3017751 37.8140426)",,,
1096904130,,Via Umberto Primo,residential,False,False,15.67,"LINESTRING (13.3016604 37.8140167, 13.3014878 37.8140523)",,,
1100613113,,Via Madonna delle Grazie,residential,False,False,7.975,"LINESTRING (13.2985474 37.8123511, 13.2986183 37.8123959)",,,
1100613113,,Via Madonna delle Grazie,residential,False,True,10.313,"LINESTRING (13.2985474 37.8123511, 13.2984486 37.812301)",,,
489149139,,Via Basile,residential,False,False,57.55,"LINESTRING (13.2985474 37.8123511, 13.2987343 37.8120215, 13.2987688 37.8120023, 13.2988147 37.8118847)",,,
489149159,,Via Puccio,residential,True,False,31.522,"LINESTRING (13.3010358 37.8139132, 13.3007009 37.8138114)",,,
1096904129,,Via Carmine,residential,True,False,31.078999999999997,"LINESTRING (13.3010358 37.8139132, 13.3011072 37.8137422, 13.3011382 37.8137155, 13.3011881 37.8137127, 13.3012143 37.8137012)",,,
489149165,,Via Adriano Cazoneri,residential,False,False,3.863,"LINESTRING (13.3012143 37.8137012, 13.3012566 37.8136917)",,,
489149165,,Via Adriano Cazoneri,residential,False,True,51.276,"LINESTRING (13.3012143 37.8137012, 13.3007293 37.8135605, 13.3006656 37.813544)",,,
308940046,,Via Lombardia,residential,False,True,28.174,"LINESTRING (13.3047136 37.8124398, 13.304917 37.8122439)",,,
1097210230,,,residential,False,False,6.753,"LINESTRING (13.3047136 37.8124398, 13.3046624 37.8124851)",,,
1097210230,,,residential,False,True,15.647,"LINESTRING (13.3047136 37.8124398, 13.3045741 37.8123523)",,,
1268176576,,Via Borgognoni,residential,False,False,34.541,"LINESTRING (13.3044633 37.8127502, 13.3042841 37.8130267)",,,
462864112,,Via Generale Vincenzo Streva,residential,False,True,87.203,"LINESTRING (13.3044633 37.8127502, 13.3046781 37.8128179, 13.3049313 37.8129151, 13.3052175 37.8130377, 13.3053471 37.8131039)",,,
1268176576,,Via Borgognoni,residential,False,True,34.357,"LINESTRING (13.3044633 37.8127502, 13.304628 37.8125167, 13.3046624 37.8124851)",,,
489167422,,Via Ostieri,residential,False,True,6.832,"LINESTRING (13.30375 37.8108199, 13.3038191 37.8108481)",,,
489167432,SP80,Via San Bernardo,tertiary,True,False,26.649,"LINESTRING (13.30375 37.8108199, 13.3036152 37.8109253, 13.3035344 37.8109885)",,,
489167423,,Via Giovan Battista Sgarlata,residential,True,False,84.47899999999998,"LINESTRING (13.3035271 37.8137124, 13.3035941 37.8136568, 13.3039875 37.8133306, 13.3039985 37.8133215, 13.3040683 37.8132638, 13.3041103 37.813229, 13.3041216 37.8131375)",,,
1096922954,,Via Cesare Terranova,residential,False,True,69.06,"LINESTRING (13.3035271 37.8137124, 13.3036938 37.8138225, 13.3041234 37.8141171)",,,
1268176576,,Via Borgognoni,residential,False,True,18.856,"LINESTRING (13.3041216 37.8131375, 13.3042841 37.8130267)",,,
1097210227,,Via Borgognomi,residential,True,False,71.07000000000001,"LINESTRING (13.3041216 37.8131375, 13.3039875 37.8132072, 13.3034684 37.8135143)",,,
489167430,SP80,Via Ferdinando Firmaturi,tertiary,True,False,36.361,"LINESTRING (13.3029137 37.811272, 13.3026091 37.8114934)",,,
183454838,,Via Consolazione,residential,False,False,155.466,"LINESTRING (13.3004823 37.8151317, 13.3004294 37.8152561, 13.3003632 37.8154316, 13.3003337 37.8157325, 13.3004383 37.8165101)",,,
183454834,,Via Birtone,residential,True,False,47.443,"LINESTRING (13.3020351 37.8150542, 13.3020007 37.8150188, 13.3018438 37.8149633, 13.301547 37.8148881)",,,
183454836,,Via Francesco Crispi,residential,False,False,36.915,"LINESTRING (13.3020351 37.8150542, 13.3021991 37.8149464, 13.3022418 37.8149142, 13.3023487 37.8148335)",,,
183454836,,Via Francesco Crispi,residential,False,True,131.175,"LINESTRING (13.3020351 37.8150542, 13.3018231 37.8151871, 13.3016698 37.8153386, 13.3011843 37.8160085)",,,
489167410,,Via Don Salvatore Governali,residential,False,False,85.293,"LINESTRING (13.3020351 37.8150542, 13.3020767 37.8151009, 13.3022991 37.8152406, 13.3021422 37.815436, 13.3024154 37.8155701)",,,
640245237,,Discesa Santa Maria,residential,True,False,22.581000000000003,"LINESTRING (13.2995479 37.8145119, 13.2997248 37.8145878, 13.2997738 37.8146088)",,,
640296176,,Via Schillaci,residential,False,True,69.524,"LINESTRING (13.2995479 37.8145119, 13.2994863 37.8144496, 13.2990128 37.8140516)",,,
489149122,,Discesa Calì,residential,False,True,20.9,"LINESTRING (13.2996334 37.8127571, 13.2996209 37.8129448)",,,
489149123,,Discesa Campo,residential,False,False,19.177,"LINESTRING (13.2996334 37.8127571, 13.2998301 37.8128319)",,,
489149138,,Madonna della Grazie,residential,False,True,64.41,"LINESTRING (13.2996334 37.8127571, 13.2989614 37.8125254)",,,
183454838,,Via Consolazione,residential,False,True,155.466,"LINESTRING (13.3004383 37.8165101, 13.3003337 37.8157325, 13.3003632 37.8154316, 13.3004294 37.8152561, 13.3004823 37.8151317)",,,
640296179,,Via Luigi Pirandello,residential,False,False,157.631,"LINESTRING (13.3004383 37.8165101, 13.2996458 37.8161708, 13.2988438 37.8158604)",,,
183454836,,Via Francesco Crispi,residential,False,False,131.175,"LINESTRING (13.3011843 37.8160085, 13.3016698 37.8153386, 13.3018231 37.8151871, 13.3020351 37.8150542)",,,
183454837,,Via Antonello Gagini,residential,False,False,89.854,"LINESTRING (13.3011843 37.8160085, 13.3018294 37.8162598, 13.3020979 37.8163718)",,,
183454837,,Via Antonello Gagini,residential,False,True,89.854,"LINESTRING (13.3020979 37.8163718, 13.3018294 37.8162598, 13.3011843 37.8160085)",,,
1096734443,SP80,Via Francesco Bentivegna,tertiary,False,True,4.72,"LINESTRING (13.2989696 37.8137634, 13.298929 37.8137912)",,,
1096734443,SP80,Via Francesco Bentivegna,tertiary,False,False,36.468,"LINESTRING (13.2989696 37.8137634, 13.2991647 37.8136317, 13.2993097 37.8135811)",,,
489149157,,Via Umberto Primo,residential,True,False,21.601,"LINESTRING (13.3009418 37.814766, 13.3008327 37.8149401)",,,
"[183454835, 1100210607]",,Via Dietro San Leonardo,residential,True,False,125.25,"LINESTRING (13.3004162 37.8137243, 13.3002563 37.8136702, 13.3000118 37.8135987, 13.2999408 37.8135788, 13.2998667 37.813572, 13.2997394 37.8135923, 13.2997158 37.8135972, 13.2995586 37.8136299, 13.2994921 37.813652, 13.299356 37.8137837, 13.2991928 37.8139195)",,,
1100549233,,Largo San Rocco,residential,False,True,21.235,"LINESTRING (13.3004162 37.8137243, 13.3004864 37.8136123, 13.3005154 37.8135888, 13.3005537 37.8135752)",,,
1100549234,,Via Camillo Finocchiaro Aprile,residential,True,False,72.21000000000001,"LINESTRING (13.3004162 37.8137243, 13.3003404 37.8138517, 13.3002177 37.8140111, 13.3001362 37.8141215, 13.3000172 37.8142915)",,,
183454836,,Via Francesco Crispi,residential,False,False,23.878,"LINESTRING (13.3026494 37.8146067, 13.3028611 37.814472)",,,
183454836,,Via Francesco Crispi,residential,False,True,20.833,"LINESTRING (13.3026494 37.8146067, 13.3024779 37.8147361)",,,
489167408,,Via Catania,residential,False,False,4.875,"LINESTRING (13.3026494 37.8146067, 13.3026348 37.8145644)",,,
1100549234,,Via Camillo Finocchiaro Aprile,residential,True,False,41.255,"LINESTRING (13.3000172 37.8142915, 13.2997738 37.8146088)",,,
550197394,,Via Amari,residential,True,False,83.39999999999999,"LINESTRING (13.3000172 37.8142915, 13.2992294 37.813936, 13.2991928 37.8139195)",,,
489149157,,Via Umberto Primo,residential,True,False,9.655,"LINESTRING (13.3005641 37.8150737, 13.3004823 37.8151317)",,,
489149158,,Via Misericordia,residential,True,False,60.623999999999995,"LINESTRING (13.3005641 37.8150737, 13.3006012 37.8149317, 13.3007628 37.8145524)",,,
489149164,,Via Marsala,residential,True,False,10.424,"LINESTRING (13.3006656 37.813544, 13.3005537 37.8135752)",,,
489149165,,Via Adriano Cazoneri,residential,False,False,51.276,"LINESTRING (13.3006656 37.813544, 13.3007293 37.8135605, 13.3012143 37.8137012)",,,
183712227,,Via Luigi Natoli,residential,False,False,21.53,"LINESTRING (13.2966683 37.8152386, 13.296812 37.8153336, 13.2968559 37.8153632)",,,
183712227,,Via Luigi Natoli,residential,False,True,58.644999999999996,"LINESTRING (13.2966683 37.8152386, 13.2964448 37.8150344, 13.2965071 37.8148918, 13.2965077 37.8147852)",,,
1099897902,,,residential,False,True,42.388999999999996,"LINESTRING (13.2966683 37.8152386, 13.2964204 37.8154572, 13.2963577 37.8155296)",,,
183712230,,Via Maria Montessori,residential,False,False,6.312,"LINESTRING (13.3054906 37.8143812, 13.3055307 37.8144283)",,,
183712214,,Via Suor Maria Cira Destro,residential,False,False,71.531,"LINESTRING (13.3054906 37.8143812, 13.3053888 37.8143772, 13.3052955 37.8143802, 13.3052004 37.8143816, 13.3051218 37.8143813, 13.3050169 37.8143027, 13.3049374 37.8142798, 13.3048655 37.8142666, 13.3048161 37.8142336, 13.3047569 37.814194)",,,
183712230,,Via Maria Montessori,residential,False,True,130.48499999999999,"LINESTRING (13.3054906 37.8143812, 13.3055867 37.8142849, 13.3058331 37.8139682, 13.3060022 37.8137024, 13.3062255 37.813364)",,,
183712227,,Via Luigi Natoli,residential,False,False,58.644999999999996,"LINESTRING (13.2965077 37.8147852, 13.2965071 37.8148918, 13.2964448 37.8150344, 13.2966683 37.8152386)",,,
183712227,,Via Luigi Natoli,residential,False,True,55.719,"LINESTRING (13.2965077 37.8147852, 13.2965066 37.8146722, 13.296524 37.8146447, 13.2967096 37.8144866, 13.2968331 37.8143838)",,,
"[183712232, 489149134]",,"['Via Luigi Pirandello', 'Via Giuseppe Letizia']",residential,False,True,85.754,"LINESTRING (13.2965077 37.8147852, 13.296688 37.8147992, 13.2967493 37.8147919, 13.2968023 37.8147702, 13.2969514 37.8146526, 13.2970458 37.8145339, 13.2968331 37.8143838)",,,
147775076,SP4,Via Santa Lucia,tertiary,False,False,135.94299999999998,"LINESTRING (13.2962743 37.8164542, 13.2964435 37.8157797, 13.2965016 37.8156729, 13.2965961 37.8155681, 13.2968308 37.8153833, 13.2968559 37.8153632)",,,
1096734443,SP80,Via Francesco Bentivegna,tertiary,False,False,7.979,"LINESTRING (13.3008526 37.8128296, 13.3009267 37.8127881)",,,
489149164,,Via Marsala,residential,True,False,27.475,"LINESTRING (13.3008526 37.8128296, 13.3009465 37.8129815, 13.3009601 37.8130588)",,,
1096734443,SP80,Via Francesco Bentivegna,tertiary,False,True,165.224,"LINESTRING (13.3008526 37.8128296, 13.3007602 37.8128849, 13.3006897 37.8129814, 13.3005404 37.8131025, 13.3003319 37.8132717, 13.3002232 37.8133409, 13.3001406 37.8133843, 13.3000808 37.8134021, 13.2998371 37.8134719, 13.2998269 37.8134747, 13.2995364 37.8135543, 13.2994575 37.8135676, 13.2994332 37.8135639, 13.2993097 37.8135811)",,,
183712232,,Via Giuseppe Letizia,residential,False,False,49.025,"LINESTRING (13.2959933 37.8137706, 13.2964018 37.814071)",,,
1100613111,,Via Guardia,residential,False,False,31.815,"LINESTRING (13.2959933 37.8137706, 13.2962545 37.8135724)",,,
1268726312,,,residential,False,False,26.447,"LINESTRING (13.2972638 37.8131364, 13.2970482 37.8129704)",,,
489149130,,Via Virgadamo,residential,False,False,48.759,"LINESTRING (13.2972638 37.8131364, 13.2971498 37.8132296, 13.2968314 37.8134089)",,,
489149130,,Via Virgadamo,residential,False,True,58.654,"LINESTRING (13.2972638 37.8131364, 13.2977086 37.812821, 13.2977633 37.8127865)",,,
1097218756,SP80,Via Ferdinando Firmaturi,tertiary,False,False,36.147,"LINESTRING (13.3017269 37.8114966, 13.3015363 37.8117847)",,,
1097218756,SP80,Via Ferdinando Firmaturi,tertiary,False,True,23.951,"LINESTRING (13.3017269 37.8114966, 13.3019356 37.811358)",,,
"[1097252757, 1097252758]",,"['Vicolo Valenti', ""Piazza Sant'Agostino""]",residential,False,True,18.651,"LINESTRING (13.3017269 37.8114966, 13.3016912 37.8114888, 13.3015319 37.8115003, 13.3015166 37.8115008)",,,
489149113,,Via Sicilia,residential,True,False,31.887,"LINESTRING (13.2985761 37.8136677, 13.2987742 37.813908)",,,
489149114,,Via Trento e Trieste,residential,False,True,128.806,"LINESTRING (13.2985761 37.8136677, 13.2982837 37.8138394, 13.2979404 37.8140682, 13.2974925 37.8144072, 13.2974658 37.8144219)",,,
1096734443,SP80,Via Francesco Bentivegna,tertiary,False,True,22.58,"LINESTRING (13.301145 37.8126809, 13.3009267 37.8127881)",,,
1096734443,SP80,Via Francesco Bentivegna,tertiary,False,False,45.578,"LINESTRING (13.301145 37.8126809, 13.3011651 37.8125602, 13.3011794 37.812387, 13.3012123 37.8122754)",,,
1100613111,,Via Guardia,residential,False,False,36.894,"LINESTRING (13.2974027 37.8121568, 13.2976358 37.8118808)",,,
183712237,,Via Bianchino,residential,False,False,65.674,"LINESTRING (13.2974027 37.8121568, 13.2976622 37.8122855, 13.2978874 37.8123972, 13.2979908 37.8124485, 13.2980362 37.8124704)",,,
1100613111,,Via Guardia,residential,False,True,40.245,"LINESTRING (13.2974027 37.8121568, 13.2972656 37.8123327, 13.2972144 37.8124827)",,,
183712236,,Vicolo Rosso di San Secondo,residential,False,False,64.051,"LINESTRING (13.2959066 37.8144938, 13.2964018 37.814071)",,,
810527798,,Via Napoli,residential,False,False,20.117,"LINESTRING (13.3052218 37.8139143, 13.3053991 37.8137998)",,,
810527798,,Via Napoli,residential,False,True,20.582,"LINESTRING (13.3052218 37.8139143, 13.3050267 37.8140168)",,,
1096923023,,Vicolo Primo San Giovanni,residential,False,True,13.98,"LINESTRING (13.3052218 37.8139143, 13.3051002 37.8138332)",,,
183712213,,Via Umberto Primo,residential,True,False,63.421,"LINESTRING (13.3022568 37.81337, 13.3020671 37.8135914, 13.301846 37.813839)",,,
489149166,,Via Gagliardo,residential,False,True,88.05499999999999,"LINESTRING (13.3022568 37.81337, 13.3021703 37.8133195, 13.3019783 37.8132759, 13.3018099 37.8132411, 13.3017556 37.813222, 13.3016859 37.8131939, 13.301511 37.8132125, 13.301306 37.8132342)",,,
489149167,,Via Maiuri,residential,False,True,83.594,"LINESTRING (13.3022568 37.81337, 13.3025264 37.8134896, 13.3029062 37.8136842, 13.3030629 37.8137687)",,,
955310408,,Via Napoli,residential,False,True,45.34,"LINESTRING (13.307062 37.8130444, 13.3069679 37.813046, 13.3068809 37.8130474, 13.3067959 37.8130657, 13.3067124 37.8130929, 13.3065874 37.8131674)",,,
183712231,,Via Miano,residential,False,True,59.090999999999994,"LINESTRING (13.2972144 37.8124827, 13.2973597 37.8125427, 13.2975678 37.8126557, 13.2977633 37.8127865)",,,
1100613111,,Via Guardia,residential,False,False,40.245,"LINESTRING (13.2972144 37.8124827, 13.2972656 37.8123327, 13.2974027 37.8121568)",,,
1100613111,,Via Guardia,residential,False,True,57.772000000000006,"LINESTRING (13.2972144 37.8124827, 13.2971706 37.8128133, 13.2971384 37.8128841, 13.2970482 37.8129704)",,,
810527798,,Via Napoli,residential,False,False,20.582,"LINESTRING (13.3050267 37.8140168, 13.3052218 37.8139143)",,,
810527798,,Via Napoli,residential,False,True,30.821,"LINESTRING (13.3050267 37.8140168, 13.3047569 37.814194)",,,
1096923020,,Cortile San Giovanni,residential,False,False,31.952,"LINESTRING (13.3050267 37.8140168, 13.3047382 37.8138418)",,,
183712230,,Via Maria Montessori,residential,False,True,6.312,"LINESTRING (13.3055307 37.8144283, 13.3054906 37.8143812)",,,
256278743,,Via Salvatore Aldisio,primary,False,True,160.112,"LINESTRING (13.3055307 37.8144283, 13.3049249 37.8147678, 13.3044617 37.8150033, 13.3040184 37.8152315)",,2,
810527798,,Via Napoli,residential,False,False,30.821,"LINESTRING (13.3047569 37.814194, 13.3050267 37.8140168)",,,
183712214,,Via Suor Maria Cira Destro,residential,False,True,71.531,"LINESTRING (13.3047569 37.814194, 13.3048161 37.8142336, 13.3048655 37.8142666, 13.3049374 37.8142798, 13.3050169 37.8143027, 13.3051218 37.8143813, 13.3052004 37.8143816, 13.3052955 37.8143802, 13.3053888 37.8143772, 13.3054906 37.8143812)",,,
489167450,,Via Ettore Majorana,residential,False,True,31.675,"LINESTRING (13.3047569 37.814194, 13.3046722 37.8141774, 13.304407 37.8142296)",,,
810527798,,Via Napoli,residential,False,True,136.185,"LINESTRING (13.3047569 37.814194, 13.3045185 37.8143724, 13.3043632 37.8144975, 13.3042064 37.814654, 13.3040828 37.814799, 13.303985 37.8149577, 13.3039567 37.8150336, 13.3039518 37.8150918, 13.3039489 37.8151449, 13.3039525 37.8151934)",,,
1100210606,,Discesa San Rocco,residential,False,False,30.39,"LINESTRING (13.3005537 37.8135752, 13.3003059 37.8135028, 13.3002328 37.8134739)",,,
1100549233,,Largo San Rocco,residential,False,False,21.235,"LINESTRING (13.3005537 37.8135752, 13.3005154 37.8135888, 13.3004864 37.8136123, 13.3004162 37.8137243)",,,
1100613112,,Via San Martino,residential,False,True,43.618,"LINESTRING (13.3012123 37.8122754, 13.3007383 37.8121586)",,,
810527799,SP80,Via Francesco Bentivegna,tertiary,False,False,61.615,"LINESTRING (13.3012123 37.8122754, 13.3012828 37.8121539, 13.3013794 37.8120028, 13.3014304 37.8119204, 13.3014353 37.8119154, 13.3015363 37.8117847)",,,
1096734443,SP80,Via Francesco Bentivegna,tertiary,False,True,45.577999999999996,"LINESTRING (13.3012123 37.8122754, 13.3011794 37.812387, 13.3011651 37.8125602, 13.301145 37.8126809)",,,
489149123,,Discesa Campo,residential,False,True,55.051,"LINESTRING (13.3003906 37.8130528, 13.3002157 37.8129918, 13.2998301 37.8128319)",,,
1100613113,,Via Madonna delle Grazie,residential,False,False,4.225,"LINESTRING (13.2984126 37.8122758, 13.2984486 37.812301)",,,
1100613113,,Via Madonna delle Grazie,residential,False,True,20.269,"LINESTRING (13.2984126 37.8122758, 13.2982258 37.8121688)",,,
489149137,,Via Calabrese,residential,False,False,64.86,"LINESTRING (13.2984126 37.8122758, 13.2984233 37.8122036, 13.2982963 37.8119496, 13.2982208 37.8117197)",,,
489149155,,Via Ventiquattro Maggio,residential,False,False,27.659,"LINESTRING (13.3032629 37.8121736, 13.3035692 37.8122312)",,,
183712213,,Via Umberto Primo,residential,True,False,88.971,"LINESTRING (13.3032629 37.8121736, 13.3030754 37.8124379, 13.3027491 37.812863)",,,
183712230,,Via Maria Montessori,residential,False,False,130.485,"LINESTRING (13.3062255 37.813364, 13.3060022 37.8137024, 13.3058331 37.8139682, 13.3055867 37.8142849, 13.3054906 37.8143812)",,,
462864112,,Via Generale Vincenzo Streva,residential,False,False,82.79500000000002,"LINESTRING (13.3062255 37.813364, 13.3059868 37.8133238, 13.3057318 37.8132501, 13.3055482 37.8131819, 13.3053471 37.8131039)",,,
810527798,,Via Napoli,residential,False,False,39.281,"LINESTRING (13.3062255 37.813364, 13.3064066 37.8132948, 13.3064869 37.81326, 13.3065874 37.8131674)",,,
810527798,,Via Napoli,residential,False,True,58.418,"LINESTRING (13.3062255 37.813364, 13.3059668 37.813461, 13.3057169 37.8135483, 13.3056209 37.8135827)",,,
183712232,,Via Giuseppe Letizia,residential,False,True,49.025,"LINESTRING (13.2964018 37.814071, 13.2959933 37.8137706)",,,
183712236,,Vicolo Rosso di San Secondo,residential,False,True,64.051,"LINESTRING (13.2964018 37.814071, 13.2959066 37.8144938)",,,
183712232,,Via Giuseppe Letizia,residential,False,False,29.62,"LINESTRING (13.2964018 37.814071, 13.2965804 37.8142009, 13.2966493 37.8142519)",,,
183712232,,Via Giuseppe Letizia,residential,False,True,21.813,"LINESTRING (13.2968331 37.8143838, 13.2966493 37.8142519)",,,
183712227,,Via Luigi Natoli,residential,False,False,55.718999999999994,"LINESTRING (13.2968331 37.8143838, 13.2967096 37.8144866, 13.296524 37.8146447, 13.2965066 37.8146722, 13.2965077 37.8147852)",,,
"[183712232, 489149134]",,"['Via Luigi Pirandello', 'Via Giuseppe Letizia']",residential,False,False,85.75399999999999,"LINESTRING (13.2968331 37.8143838, 13.2970458 37.8145339, 13.2969514 37.8146526, 13.2968023 37.8147702, 13.2967493 37.8147919, 13.296688 37.8147992, 13.2965077 37.8147852)",,,
810527798,,Via Napoli,residential,False,False,58.418,"LINESTRING (13.3056209 37.8135827, 13.3057169 37.8135483, 13.3059668 37.813461, 13.3062255 37.813364)",,,
810527798,,Via Napoli,residential,False,True,31.086,"LINESTRING (13.3056209 37.8135827, 13.3055584 37.8136359, 13.3054785 37.8137084, 13.3053991 37.8137998)",,,
183712207,,Via Don Giovanni Colletto,residential,True,False,92.405,"LINESTRING (13.2991437 37.8150837, 13.2991547 37.8152597, 13.2991577 37.8153187, 13.2990476 37.8155076, 13.2988438 37.8158604)",,,
1099997465,,Via Paolo Nieli,residential,False,False,92.39099999999999,"LINESTRING (13.2991437 37.8150837, 13.2992242 37.8151042, 13.2993342 37.8151322, 13.3001266 37.8153787)",,,
