osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,bridge,tunnel,junction,maxspeed,access
27770895,True,Via Monte Pertica,residential,False,163.548,"LINESTRING (11.784659 45.6515439, 11.7845921 45.6515803, 11.7845473 45.6516172, 11.7845375 45.6516358, 11.7845319 45.6516696, 11.7845237 45.6517289, 11.784522 45.6518855, 11.7844193 45.6526434, 11.784375 45.6527924, 11.7843719 45.6528724, 11.7843576 45.6529321, 11.784347 45.65295, 11.7843296 45.6529655)",,,,,,,
"[275274917, 722605974]",True,Riva del Grappa,tertiary,False,136.073,"LINESTRING (11.784659 45.6515439, 11.7844582 45.6515833, 11.7842779 45.6516041, 11.7840074 45.651626, 11.7835197 45.6516187, 11.7830579 45.6515983, 11.7829821 45.6515757, 11.7829377 45.6515541)",,,,,,,
31133586,True,Riva del Pasubio,tertiary,False,80.622,"LINESTRING (11.7814554 45.6506663, 11.7810986 45.6503728, 11.7808278 45.6500905)",,,,,,,
71500989,False,Via Monte Cengio,residential,True,115.52700000000002,"LINESTRING (11.7814554 45.6506663, 11.7811611 45.6507163, 11.7807397 45.6507839, 11.7805472 45.6508463, 11.7800418 45.650977)",,,,,,,
27896256,False,Via Borgo Vicenza,tertiary,False,61.319,"LINESTRING (11.7795677 45.648253, 11.7795061 45.6482473, 11.7793253 45.6482272, 11.7790194 45.648193, 11.778788 45.6481694)",,,,,,,
"[27770911, 1131683039]",True,Riva IV Novembre,tertiary,False,207.56400000000002,"LINESTRING (11.7795677 45.648253, 11.7795957 45.6482239, 11.779637 45.6481981, 11.7796636 45.6481745, 11.7796856 45.6481386, 11.7797568 45.6480266, 11.7798428 45.647934, 11.7801531 45.6476152, 11.7802239 45.6475425, 11.7806764 45.6470777, 11.7810426 45.6467015)",1,,,,,,
27770897,False,Via Borgo Padova,tertiary,False,80.16,"LINESTRING (11.7843069 45.6459424, 11.7844441 45.6455413, 11.7845368 45.6452397)",,,,,,,
31133587,True,Riva dell'Ospedale,tertiary,False,133.055,"LINESTRING (11.7843069 45.6459424, 11.7844769 45.6459531, 11.784701 45.6459658, 11.7850805 45.6460475, 11.7854485 45.6461351, 11.7856836 45.6462151, 11.7858645 45.6463541)",,SP68,,,,,
"[31901395, 65294101, 65294075]",True,Via Giuseppe Garibaldi,"['unclassified', 'residential']",False,93.94200000000001,"LINESTRING (11.7843069 45.6459424, 11.7842168 45.6461134, 11.7841062 45.6463441, 11.78407 45.6464359, 11.7840566 45.6464736, 11.7840002 45.6466329, 11.7839711 45.6467523)",,,yes,,,,
296337185,False,Via Borgo Padova,tertiary,True,85.805,"LINESTRING (11.7849991 45.6443222, 11.7849813 45.6443454, 11.7849322 45.6444145, 11.7846598 45.6449612, 11.7846178 45.6450455)",,,,,,,
171895813,True,Via Venticinque Aprile,residential,False,125.90899999999999,"LINESTRING (11.7885804 45.6445451, 11.7885487 45.6448245, 11.7883175 45.6455367, 11.7883267 45.6456126, 11.788335 45.6456578)",,,,,,,
69921926,True,Riva dell'Ospedale,tertiary,False,250.31699999999998,"LINESTRING (11.7858645 45.6463541, 11.7863087 45.6467768, 11.7863907 45.6468872, 11.7865641 45.6471468, 11.7866838 45.6473733, 11.7867369 45.6474855, 11.7869211 45.6479113, 11.7871617 45.6483941)",,,,,,,
32489384,True,Via del Lavoro,residential,False,114.209,"LINESTRING (11.7871617 45.6483941, 11.7873586 45.6483452, 11.7882327 45.6481037, 11.7883164 45.6480858, 11.7884746 45.6480684, 11.7885453 45.6480565)",,,,,,,
