osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,access,junction
722925010,2,Viale Venezia,unclassified,False,False,23.506,"LINESTRING (12.6093231 45.7779854, 12.609032 45.7779265)",,,,,
40929928,2,Viale Venezia,unclassified,False,True,25.218000000000004,"LINESTRING (12.6093231 45.7779854, 12.609502 45.7780184, 12.6096375 45.7780433)",,,,,
131578373,2,Via Callalta,primary,False,False,27.317,"LINESTRING (12.609321 45.7791766, 12.6096668 45.7791298)",SR53,70,,,
40929928,2,Viale Venezia,unclassified,False,False,9.208,"LINESTRING (12.609753 45.7780625, 12.6096375 45.7780433)",,,,,
722925021,1,Viale Venezia,unclassified,True,False,10.799,"LINESTRING (12.609753 45.7780625, 12.6098016 45.7780635, 12.6098323 45.7780697, 12.6098822 45.7780912)",,,,,
44130543,2,Via Vittorio Veneto,unclassified,False,False,142.442,"LINESTRING (12.605225 45.7761717, 12.6052164 45.7756928, 12.6051992 45.775148, 12.6051366 45.7748946)",,,,,
722925019,2,Viale Venezia,unclassified,False,False,81.883,"LINESTRING (12.605225 45.7761717, 12.6046908 45.7759897, 12.6042645 45.7758668)",,,,,
722925019,2,Viale Venezia,unclassified,False,True,87.642,"LINESTRING (12.605225 45.7761717, 12.605559 45.7762668, 12.6059476 45.776447, 12.6061963 45.7765673)",,,,,
42779495,2,Via Riva Monticano,residential,False,False,84.512,"LINESTRING (12.6114211 45.774603, 12.6115261 45.7746369, 12.6117919 45.7747338, 12.6122186 45.7749452, 12.6123363 45.7750108)",,,,,
42779495,2,Via Riva Monticano,residential,False,True,75.468,"LINESTRING (12.6114211 45.774603, 12.6113202 45.7745665, 12.6110077 45.7744668, 12.6108795 45.7744258, 12.610538 45.7743182)",,,,,
42779506,2,Via Cesare Battisti,residential,False,False,130.07,"LINESTRING (12.6114211 45.774603, 12.6114586 45.774546, 12.6116937 45.7742745, 12.6123261 45.7736193)",,50,,,
41686920,,Via Albano Capoluogo,tertiary,False,False,13.964,"LINESTRING (12.6141961 45.7728682, 12.6141449 45.7729886)",,,,,
177479640,,Via Albano Capoluogo,residential,False,True,83.753,"LINESTRING (12.6141961 45.7728682, 12.6134041 45.7723562)",,,,,
131578386,,Via Lepido,residential,False,True,187.242,"LINESTRING (12.6135478 45.7738792, 12.6153714 45.7749827)",,,,,
131578375,,Via Contarina,tertiary,False,False,30.178,"LINESTRING (12.6135478 45.7738792, 12.6133409 45.7740577, 12.6133059 45.7740917)",,,,,
"[41686920, 131578375]",,"['Via Contarina', 'Via Albano Capoluogo']",tertiary,False,True,67.089,"LINESTRING (12.6135478 45.7738792, 12.6138613 45.7735267, 12.6139267 45.7734157, 12.613964 45.7733523)",,,,,
"[855333314, 41687042, 691470703]",1,"['Via Bocca di Palazzo', 'Via Squero']",tertiary,True,False,279.925,"LINESTRING (12.6123363 45.7750108, 12.612412 45.7750614, 12.6125393 45.7751654, 12.6126619 45.7752834, 12.6127719 45.775436, 12.6128503 45.7755695, 12.6128981 45.7756835, 12.6129101 45.7757667, 12.6129096 45.7758592, 12.6128858 45.775988, 12.6128517 45.7761079, 12.6127781 45.7762097, 12.6125995 45.7763751, 12.6124247 45.7764969, 12.6123675 45.7765249, 12.612269 45.7765577, 12.6120216 45.776602, 12.6119102 45.7766346, 12.6118538 45.7766626, 12.6115571 45.7768868, 12.6114979 45.7769379)",,,,,
42779495,2,Via Riva Monticano,residential,False,True,84.512,"LINESTRING (12.6123363 45.7750108, 12.6122186 45.7749452, 12.6117919 45.7747338, 12.6115261 45.7746369, 12.6114211 45.774603)",,,,,
131578375,,Via Contarina,tertiary,False,True,126.886,"LINESTRING (12.6123363 45.7750108, 12.6124202 45.7749291, 12.6133059 45.7740917)",,,,,
"[722925025, 42779501]",2,Via Cordamola,unclassified,True,False,163.61300000000003,"LINESTRING (12.6115473 45.7769627, 12.6115094 45.7769884, 12.61084 45.7774407, 12.6107755 45.7774833, 12.6103423 45.7777997, 12.6101944 45.7779163, 12.6100866 45.7780216)",,,,,
"[42779504, 197903930, 197903932]",2,Via Quattro Novembre,tertiary,False,False,63.313,"LINESTRING (12.6115473 45.7769627, 12.6116434 45.7769869, 12.6121189 45.7772558, 12.6121982 45.7773006)",,,yes,,
261268132,,Via Quattro Novembre,tertiary,False,True,4.72,"LINESTRING (12.6115473 45.7769627, 12.611528 45.776953, 12.6114979 45.7769379)",,,,,
"[131961770, 131961759]",,Via Quattro Novembre,tertiary,False,False,143.006,"LINESTRING (12.6130918 45.7784807, 12.6131309 45.7784993, 12.6131826 45.7785136, 12.6132524 45.7785121, 12.613363 45.7785041, 12.6138408 45.7784568, 12.6141186 45.7784359, 12.6144689 45.7784142, 12.6148139 45.7784085, 12.6149144 45.7784172)",,,,delivery,
"[131961760, 131961769, 131961770, 131961756]",2,Via Quattro Novembre,tertiary,False,True,156.945,"LINESTRING (12.6130918 45.7784807, 12.6130811 45.7784456, 12.6130006 45.7781181, 12.6129464 45.777903, 12.612901 45.777786, 12.6128575 45.7776968, 12.6128271 45.7776642, 12.6127762 45.777624, 12.6126131 45.7775266, 12.6121982 45.7773006)",,,,,
"[131961767, 186059527]",,Via Quattro Novembre,tertiary,False,False,133.30200000000002,"LINESTRING (12.6130918 45.7784807, 12.6130701 45.7785133, 12.6130506 45.7785256, 12.6130035 45.7785432, 12.612909 45.778563, 12.6125471 45.7786154, 12.6121718 45.7786688, 12.6117382 45.7787578, 12.6115859 45.7788098, 12.6115403 45.7788397, 12.6115086 45.7788686)",,,,delivery,
"[186059527, 131961767]",,Via Quattro Novembre,tertiary,False,True,133.30200000000002,"LINESTRING (12.6115086 45.7788686, 12.6115403 45.7788397, 12.6115859 45.7788098, 12.6117382 45.7787578, 12.6121718 45.7786688, 12.6125471 45.7786154, 12.612909 45.778563, 12.6130035 45.7785432, 12.6130506 45.7785256, 12.6130701 45.7785133, 12.6130918 45.7784807)",,,,delivery,
"[131961788, 1105169774]",2,Via Callalta,primary,False,False,268.868,"LINESTRING (12.6115086 45.7788686, 12.6128023 45.7786855, 12.6128862 45.7786736, 12.6140081 45.7785306, 12.6146185 45.7784566, 12.6149144 45.7784172)",SR53,70,,,
"[131961780, 131961788, 684189950]",2,Via Callalta,primary,False,True,117.13300000000001,"LINESTRING (12.6115086 45.7788686, 12.6110212 45.7789414, 12.6101506 45.7790666, 12.6100298 45.7790829)",SR53,70,yes,,
41687501,,Borgo Guglielmo Marconi,secondary,True,False,16.728,"LINESTRING (12.6110046 45.779742, 12.611076 45.7797691, 12.6111754 45.7798322)",SP51,,,,
160980157,,Borgo Guglielmo Marconi,secondary,True,False,6.418999999999999,"LINESTRING (12.6110046 45.779742, 12.611 45.779761, 12.610988 45.7797783, 12.6109694 45.7797925)",SP51,,,,roundabout
34719854,,Borgo Guglielmo Marconi,secondary,True,False,16.589,"LINESTRING (12.6111754 45.7798322, 12.6110614 45.7798135, 12.6109694 45.7797925)",SP51,,,,
131578373,2,Via Callalta,primary,False,True,27.317,"LINESTRING (12.6096668 45.7791298, 12.609321 45.7791766)",SR53,70,,,
684189950,2,Via Callalta,primary,False,False,8.192,"LINESTRING (12.6096668 45.7791298, 12.6097707 45.7791165)",SR53,70,,,
131961951,1,Borgo Guglielmo Marconi,secondary,True,False,5.027,"LINESTRING (12.6097396 45.7793091, 12.6096855 45.7792842)",,,,,
160980158,1,Borgo Guglielmo Marconi,secondary,True,False,20.808999999999997,"LINESTRING (12.6097396 45.7793091, 12.6097355 45.7792912, 12.6097371 45.7792742, 12.6097428 45.7792602, 12.6097508 45.7792486, 12.6097639 45.7792363, 12.6097851 45.7792236, 12.6098111 45.7792148, 12.6098324 45.7792114, 12.6098506 45.7792101, 12.6098823 45.7792151, 12.6099085 45.77922)",SP51,,,,roundabout
160980158,1,Borgo Guglielmo Marconi,secondary,True,False,4.316,"LINESTRING (12.6099085 45.77922, 12.6099249 45.7792339, 12.6099427 45.7792506)",SP51,,,,roundabout
722925010,2,Viale Venezia,unclassified,False,True,23.506,"LINESTRING (12.609032 45.7779265, 12.6093231 45.7779854)",,,,,
42771133,,Piazza San Rocco,residential,False,False,24.456000000000003,"LINESTRING (12.609032 45.7779265, 12.6090458 45.7779869, 12.6090816 45.7781437)",,,,,
722925019,2,Viale Venezia,unclassified,False,False,25.571,"LINESTRING (12.609032 45.7779265, 12.6089307 45.777921, 12.608879 45.7779235, 12.608705 45.7779433)",,,,,
160980156,2,Via Piave,residential,False,True,20.601,"LINESTRING (12.6043451 45.7791568, 12.6045691 45.7790572)",,,,,
42771138,,Via della Stazione,unclassified,True,False,231.103,"LINESTRING (12.6077496 45.7786577, 12.6075869 45.7786672, 12.6074713 45.7786892, 12.6073297 45.778711, 12.6057495 45.7788982, 12.6057192 45.7789064, 12.605156 45.7790596, 12.6048466 45.7790879)",,,,,
"[684189954, 257005557]",2,Via Stazione,"['unclassified', 'residential']",False,False,94.673,"LINESTRING (12.6077496 45.7786577, 12.6076937 45.778739, 12.6076532 45.7787637, 12.607587 45.7787786, 12.6066343 45.7788987)",,,,,
257005557,2,Via Stazione,unclassified,False,True,66.771,"LINESTRING (12.6077496 45.7786577, 12.6079545 45.7783618, 12.6081241 45.778117)",,,,,
160980156,2,Via Piave,residential,False,False,57.946,"LINESTRING (12.6055982 45.7785997, 12.6055592 45.7786171, 12.6050934 45.7788242, 12.6049682 45.7788799)",,,,,
160980156,2,Via Piave,residential,False,True,180.62599999999998,"LINESTRING (12.6055982 45.7785997, 12.6059932 45.7783906, 12.6073625 45.7776456, 12.6074252 45.7775944)",,,,,
42771161,2,Via Foro Boario,residential,False,True,154.61800000000002,"LINESTRING (12.6069163 45.7771928, 12.606602 45.7774268, 12.6064925 45.7774967, 12.6061397 45.7777217, 12.6061196 45.7777345, 12.6058718 45.7777904, 12.6055552 45.7777763, 12.605512 45.7777744, 12.6052626 45.7777249)",,,,,
722925019,2,Viale Venezia,unclassified,False,False,89.221,"LINESTRING (12.6069163 45.7771928, 12.6062703 45.7766223, 12.6061963 45.7765673)",,,,,
722925019,2,Viale Venezia,unclassified,False,True,38.607,"LINESTRING (12.6069163 45.7771928, 12.6070074 45.777273, 12.6072291 45.7774629)",,,,,
42771161,2,Via Foro Boario,residential,False,False,154.618,"LINESTRING (12.6052626 45.7777249, 12.605512 45.7777744, 12.6055552 45.7777763, 12.6058718 45.7777904, 12.6061196 45.7777345, 12.6061397 45.7777217, 12.6064925 45.7774967, 12.606602 45.7774268, 12.6069163 45.7771928)",,,,,
42771164,1,Via Padova,residential,True,False,147.689,"LINESTRING (12.6061963 45.7765673, 12.6052626 45.7777249)",,,,,
722925019,2,Viale Venezia,unclassified,False,False,87.642,"LINESTRING (12.6061963 45.7765673, 12.6059476 45.776447, 12.605559 45.7762668, 12.605225 45.7761717)",,,,,
722925019,2,Viale Venezia,unclassified,False,True,89.221,"LINESTRING (12.6061963 45.7765673, 12.6062703 45.7766223, 12.6069163 45.7771928)",,,,,
722925019,2,Viale Venezia,unclassified,False,True,81.883,"LINESTRING (12.6042645 45.7758668, 12.6046908 45.7759897, 12.605225 45.7761717)",,,,,
40929930,2,Viale Madonna,tertiary,False,False,26.683,"LINESTRING (12.6047936 45.7749133, 12.6051366 45.7748946)",,,,,
"[42779484, 42779487]",2,"['Via Alessandro Manzoni', 'Via Dante Alighieri']",residential,False,False,399.67400000000004,"LINESTRING (12.6047936 45.7749133, 12.6047976 45.7748644, 12.6048191 45.7745824, 12.6048513 45.774163, 12.604855 45.7741154, 12.6048748 45.7738581, 12.6048985 45.7737991, 12.6050006 45.7737573, 12.6051149 45.7737507, 12.6054616 45.7737408, 12.6068676 45.7738041, 12.6070178 45.7738114, 12.6081791 45.7738683, 12.6084206 45.7739033)",,50,,,
