osmid,oneway,name,highway,reversed,length,geometry,ref,bridge,lanes
46875463,False,Via Cesare Battisti,residential,False,49.355000000000004,"LINESTRING (11.3177134 43.5829275, 11.3175992 43.5829157, 11.3173355 43.5828885, 11.3172868 43.5828835, 11.3172158 43.5828759, 11.3171105 43.5828527)",,,
93759729,False,Via 4 Novembre,primary,False,72.009,"LINESTRING (11.3177134 43.5829275, 11.3177414 43.5828467, 11.3178438 43.5825778, 11.3179221 43.5823778, 11.3179528 43.5823036)",SR222,,
"[561808975, 96352071, 96352087]",False,Viale Giuliano Vanghetti,secondary,True,84.091,"LINESTRING (11.3177134 43.5829275, 11.3178167 43.5829369, 11.3181058 43.5829633, 11.3183203 43.5829879, 11.3184803 43.5830029, 11.3187483 43.5830266)",SP16,yes,
1088397240,False,Viale Vittorio Veneto,primary,True,61.046,"LINESTRING (11.3177134 43.5829275, 11.3176682 43.5829944, 11.317592 43.583107, 11.317484 43.583257, 11.3173369 43.583402)",SR222,,
46839558,True,Via Gino Cuccuini,unclassified,False,28.572,"LINESTRING (11.3178677 43.5816236, 11.3182129 43.5815645)",,,
"[28562292, 28562293]",True,"['Via Giuseppe Garibaldi', 'Piazza Santa Croce']",unclassified,False,217.754,"LINESTRING (11.3178677 43.5816236, 11.3175394 43.5816742, 11.3174984 43.581672, 11.3174355 43.5816577, 11.3174005 43.5816293, 11.317339 43.5815616, 11.3173623 43.5813447, 11.3174037 43.5812076, 11.317415 43.5811061, 11.3173276 43.5808839, 11.3173225 43.580871, 11.3172199 43.5806073, 11.3170813 43.5801934, 11.317066 43.5801373, 11.3170788 43.5800808)",,,
46953906,False,Via 4 Novembre,primary,False,36.096000000000004,"LINESTRING (11.3178677 43.5816236, 11.3178648 43.5814048, 11.317866 43.581299)",SR222,,2
93759729,False,Via 4 Novembre,primary,True,77.057,"LINESTRING (11.3178677 43.5816236, 11.3179155 43.5817817, 11.3179817 43.5820006, 11.3179994 43.5821007, 11.3179861 43.5821993, 11.3179528 43.5823036)",SR222,,
46953906,False,Via 4 Novembre,primary,True,25.758,"LINESTRING (11.3178991 43.5810686, 11.317866 43.581299)",SR222,,2
232305630,True,Piazza Trieste,residential,False,46.18299999999999,"LINESTRING (11.3178991 43.5810686, 11.3178171 43.5810728, 11.3177366 43.5810767, 11.3177216 43.5811085, 11.3177166 43.5812468, 11.3177849 43.5812905, 11.317866 43.581299)",,,
46839557,True,Piazza Trieste,residential,False,72.846,"LINESTRING (11.3178991 43.5810686, 11.3181002 43.5810618, 11.3182129 43.5815645)",,,
46953906,False,Via 4 Novembre,primary,False,129.402,"LINESTRING (11.3178991 43.5810686, 11.3178865 43.5809981, 11.3178425 43.5809161, 11.3177558 43.5807922, 11.3174007 43.5803719, 11.3171983 43.5801904, 11.3170788 43.5800808)",SR222,,2
46875463,False,Via Cesare Battisti,residential,True,49.355000000000004,"LINESTRING (11.3171105 43.5828527, 11.3172158 43.5828759, 11.3172868 43.5828835, 11.3173355 43.5828885, 11.3175992 43.5829157, 11.3177134 43.5829275)",,,
44888297,False,Via Sagrona,residential,False,49.507,"LINESTRING (11.3155395 43.5818208, 11.3158252 43.582215)",,,
46839041,False,Via l'maggio,tertiary,True,15.828,"LINESTRING (11.3137463 43.5865429, 11.3137113 43.5864949, 11.3136554 43.5864167)",,,
"[197206689, 197206693, 843841007]",False,"['Viale Lino Falsettacci', ""Via l'maggio""]",tertiary,False,34.232,"LINESTRING (11.3137463 43.5865429, 11.3137843 43.5865673, 11.3139149 43.5866946, 11.313942 43.5867211, 11.3140122 43.5867822)",,yes,
46839038,True,Via 1 Maggio,residential,False,265.893,"LINESTRING (11.3136554 43.5864167, 11.3139657 43.5860155, 11.3143305 43.5854948, 11.3146417 43.5851684, 11.3152893 43.5843414)",,,
46839041,False,Via l'maggio,tertiary,False,15.828,"LINESTRING (11.3136554 43.5864167, 11.3137113 43.5864949, 11.3137463 43.5865429)",,,
"[843841008, 46839044]",False,Piazza Trento,residential,False,46.291,"LINESTRING (11.3152893 43.5843414, 11.3154564 43.584171, 11.3155451 43.5841621, 11.3156562 43.5841634, 11.3157374 43.5841828)",,,
