osmid,name,highway,oneway,reversed,length,geometry,maxspeed,junction,ref,tunnel
108720504,Via Roma,primary,False,True,60.587,"LINESTRING (14.228062 40.9234657, 14.2283504 40.9229663)",,,,
108720504,Via Roma,primary,False,False,94.844,"LINESTRING (14.228062 40.9234657, 14.2277509 40.9240613, 14.2276476 40.9242591)",,,,
203007950,Via Gioachino Puccini,residential,True,False,65.251,"LINESTRING (14.228062 40.9234657, 14.2281686 40.9235347, 14.2281989 40.9235676, 14.2282223 40.9235986, 14.2282461 40.9236406, 14.228259 40.9236676, 14.228265 40.9236934, 14.2283008 40.9239966)",,,,
108720525,Via Roma,primary,True,False,73.473,"LINESTRING (14.231245 40.9209587, 14.2307918 40.9215238)",,,,
510427527,Corso Europa,primary,True,False,12.206,"LINESTRING (14.2254068 40.9184552, 14.2252982 40.9185281)",50,,,
510427483,,primary,True,False,7.7989999999999995,"LINESTRING (14.2254068 40.9184552, 14.2253612 40.9184617, 14.2253149 40.9184592)",,roundabout,,
108720525,Via Roma,primary,True,False,11.985,"LINESTRING (14.2334699 40.9180939, 14.2334069 40.9181906)",,,,
494952507,Via Roma,primary,False,True,6.4,"LINESTRING (14.2334699 40.9180939, 14.2335031 40.9180421)",,,,
108720511,Via Giulio Cesare,tertiary,True,False,22.021,"LINESTRING (14.2334699 40.9180939, 14.2335575 40.9181226, 14.2336456 40.9181347, 14.2337222 40.918141)",,,SP434,
108720525,Via Roma,primary,True,False,97.151,"LINESTRING (14.2328349 40.9189375, 14.2322528 40.9196924)",,,,
108720506,Via Signorelli,tertiary,True,False,37.473,"LINESTRING (14.2249737 40.9222346, 14.2245297 40.9222027)",,,,
510427525,,primary,True,False,17.669999999999998,"LINESTRING (14.2249737 40.9222346, 14.224943 40.9222023, 14.224931 40.9221636, 14.2249395 40.9221244, 14.2249672 40.9220907)",,roundabout,,
510427477,,primary,True,False,2.836,"LINESTRING (14.2249672 40.9220907, 14.2249946 40.9220758)",,roundabout,,
202828095,Via Santo Stefano,residential,False,True,92.115,"LINESTRING (14.2334607 40.9214419, 14.2334292 40.9215651, 14.2334289 40.9216285, 14.2334599 40.9222676)",,,,
411679196,Via Santo Stefano,residential,True,False,60.50999999999999,"LINESTRING (14.2334607 40.9214419, 14.2334799 40.9211411, 14.2335041 40.9210578, 14.2335198 40.9209005)",,,,
108720525,Via Roma,primary,True,False,11.226,"LINESTRING (14.2320381 40.9199632, 14.2319679 40.9200491)",,,,
108720528,Via Michelangelo,residential,True,False,121.99499999999999,"LINESTRING (14.2320381 40.9199632, 14.2322514 40.920069, 14.2323333 40.9200906, 14.2324114 40.9200925, 14.233443 40.9200728)",,,,
108720523,Via Salvo D'Acquisto,residential,True,False,64.153,"LINESTRING (14.2334948 40.9192277, 14.2328349 40.9189375)",,,,
108720550,Via Giacomo Matteotti,residential,True,False,45.647,"LINESTRING (14.2334948 40.9192277, 14.2334987 40.9188172)",,,,
108720552,Via Signorelli,tertiary,True,False,38.915,"LINESTRING (14.2245297 40.9222027, 14.2246956 40.9221664, 14.224828 40.922139, 14.2249672 40.9220907)",,,,
108720548,,primary,True,False,5.779,"LINESTRING (14.2251641 40.9222297, 14.2251214 40.9222529, 14.2251061 40.9222569)",,roundabout,,
108720511,Via Giulio Cesare,tertiary,True,False,39.85,"LINESTRING (14.2337222 40.918141, 14.233772 40.9181308, 14.2338165 40.9181226, 14.2338681 40.9181151, 14.2341911 40.918093)",,,SP434,
108720555,Via Giacomo Matteotti,residential,True,False,9.698,"LINESTRING (14.2335212 40.9182027, 14.2334069 40.9181906)",,,,
108720550,Via Giacomo Matteotti,residential,True,False,12.865,"LINESTRING (14.2335212 40.9182027, 14.2335034 40.918155, 14.2334699 40.9180939)",,,,
108720550,Via Giacomo Matteotti,residential,True,False,24.891000000000002,"LINESTRING (14.233443 40.9200728, 14.2334531 40.9199051, 14.2334568 40.9198492)",,,,
572155566,Via Giacomo Matteotti,residential,True,False,30.175,"LINESTRING (14.233443 40.9200728, 14.2334146 40.9201379, 14.2333856 40.9202903, 14.2333908 40.920339)",,,,
494952505,,primary,True,False,7.800000000000001,"LINESTRING (14.2254839 40.9184172, 14.2254486 40.91844, 14.2254068 40.9184552)",,roundabout,,
30196329,Corso Europa,primary,True,False,27.441,"LINESTRING (14.2252877 40.9182, 14.2254442 40.9179834)",,,,
"[494952505, 510427511]",,primary,True,False,17.863,"LINESTRING (14.2252877 40.9182, 14.225344 40.9181914, 14.2253955 40.9181956, 14.2254432 40.9182107, 14.2254832 40.9182354)",,roundabout,,
407500107,Via Madonna delle Grazie,tertiary,False,False,76.097,"LINESTRING (14.2242315 40.9182308, 14.2248863 40.918217, 14.2251365 40.9182278)",,,SP240,
202828068,Via Don Raffaele Abete,residential,False,True,82.817,"LINESTRING (14.2302819 40.9197461, 14.2292964 40.9197595)",,,,
202828114,Via Gabriele D'Annunzio,residential,False,True,127.27100000000002,"LINESTRING (14.2335198 40.9209005, 14.2347014 40.9208346, 14.2347141 40.9208319, 14.234724 40.9208269, 14.2347288 40.9208209, 14.2347304 40.9208123, 14.23472 40.9205978)",,,,
411679196,Via Santo Stefano,residential,True,False,64.074,"LINESTRING (14.2335198 40.9209005, 14.2335103 40.9206691, 14.2334881 40.9205502, 14.2334601 40.9204652, 14.2334326 40.9204012, 14.2333908 40.920339)",,,,
"[202828112, 571412952]","['Piazza Guglielmo Marconi', 'Via Pizzone']",residential,True,False,62.364,"LINESTRING (14.2314019 40.9220927, 14.2314707 40.9220337, 14.2318911 40.9216709)",,,,
571412951,Vico Orefici,residential,False,True,74.226,"LINESTRING (14.2314019 40.9220927, 14.2313831 40.9220765, 14.2312653 40.9219933, 14.2311184 40.9218494, 14.2309018 40.9216538, 14.2308185 40.9215932)",,,,
571412962,Via Carlo Alberto Dalla Chiesa,tertiary,False,False,68.778,"LINESTRING (14.2272437 40.9191565, 14.2279426 40.9194785)",50,,SP68,
571412962,Via Carlo Alberto Dalla Chiesa,tertiary,False,True,109.34700000000001,"LINESTRING (14.2272437 40.9191565, 14.2266074 40.9188839, 14.2261248 40.9186548)",50,,SP68,
411681122,Via Giuseppe Saragat,residential,True,False,63.045,"LINESTRING (14.235914 40.9241846, 14.2358183 40.9241791, 14.2351654 40.9241456)",,,,
202828089,Via Ezio Vanoni,residential,False,False,11.864,"LINESTRING (14.2342868 40.9195712, 14.2341456 40.9195712)",,,,
346956384,Via Po,residential,False,False,101.742,"LINESTRING (14.2302598 40.9173189, 14.2314691 40.9173652)",50,,,
346956384,Via Po,residential,False,True,66.703,"LINESTRING (14.2302598 40.9173189, 14.2294675 40.9172815)",50,,,
202828110,Via Berlino,residential,True,False,81.011,"LINESTRING (14.2317929 40.922352, 14.2317156 40.9230782)",,,,
571412967,Via Lavinaio,residential,True,False,59.089,"LINESTRING (14.2317929 40.922352, 14.2315476 40.9223447, 14.2314219 40.9223297, 14.2310919 40.9223155)",,,,
571415193,Via Berlino,residential,False,True,71.658,"LINESTRING (14.2316415 40.9237202, 14.2317156 40.9230782)",,,,
