osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,junction
588996067,Via Unità d'Italia,unclassified,False,True,30.341,,"LINESTRING (18.0682692 40.4073043, 18.0680851 40.4075384)",,
77467421,Via Calvario,residential,True,False,86.022,30,"LINESTRING (18.0698117 40.4064398, 18.0696423 40.406478, 18.0688862 40.4067554)",,
382425987,Via Papa Giovanni XXIII,primary,False,False,92.443,30,"LINESTRING (18.0698117 40.4064398, 18.0698775 40.4063787, 18.0705036 40.4057967)",2,
382425987,Via Papa Giovanni XXIII,primary,False,True,52.015,30,"LINESTRING (18.0698117 40.4064398, 18.0697331 40.4065396, 18.0694956 40.4068409)",2,
1161666563,,primary,True,False,2.787,,"LINESTRING (18.0672296 40.4098026, 18.0672414 40.409826)",,roundabout
261221957,Via Quarta,residential,False,False,72.589,30,"LINESTRING (18.0663372 40.4074778, 18.0655971 40.4071483)",,
310938341,Via Calvario,residential,False,False,104.56700000000001,30,"LINESTRING (18.0663372 40.4074778, 18.0656685 40.4076295, 18.0651421 40.4077113)",,
382425986,Via Quarta,unclassified,False,True,130.429,,"LINESTRING (18.0663372 40.4074778, 18.066414 40.4075118, 18.0676692 40.408067)",,
588996072,Via Ada Negri,residential,False,True,105.33200000000001,30,"LINESTRING (18.0663372 40.4074778, 18.0663458 40.4071568, 18.0661958 40.4066666, 18.066069 40.4065906)",,
261221970,Via Petrarca,residential,False,False,64.012,30,"LINESTRING (18.067209 40.408652, 18.067867 40.4089355)",,
588996067,Via Unità d'Italia,unclassified,False,False,75.826,,"LINESTRING (18.067209 40.408652, 18.0676692 40.408067)",,
588996067,Via Unità d'Italia,unclassified,False,True,67.728,,"LINESTRING (18.067209 40.408652, 18.0668093 40.4091796)",,
261221970,Via Petrarca,residential,False,True,203.969,30,"LINESTRING (18.067209 40.408652, 18.0671415 40.4086189, 18.0663024 40.4082081, 18.0651421 40.4077113)",,
382425986,Via Quarta,unclassified,False,True,62.458,,"LINESTRING (18.0676692 40.408067, 18.0683044 40.4083526)",,
588996067,Via Unità d'Italia,unclassified,False,False,68.519,,"LINESTRING (18.0676692 40.408067, 18.0680851 40.4075384)",,
588996067,Via Unità d'Italia,unclassified,False,True,75.826,,"LINESTRING (18.0676692 40.408067, 18.067209 40.408652)",,
382425986,Via Quarta,unclassified,False,False,130.429,,"LINESTRING (18.0676692 40.408067, 18.066414 40.4075118, 18.0663372 40.4074778)",,
135763030,Via Luigi Cadorna,unclassified,True,False,9.79,30,"LINESTRING (18.0719153 40.4044445, 18.0718123 40.4044045)",,
311006668,Via John Fitzgerald Kennedy,primary,False,False,10.374,,"LINESTRING (18.0719153 40.4044445, 18.0720126 40.4043878)",2,
311006668,Via John Fitzgerald Kennedy,primary,False,True,60.878,,"LINESTRING (18.0719153 40.4044445, 18.0717489 40.4046055, 18.0714706 40.4048747)",2,
306247582,Via Papa Giovanni XXIII,primary,False,True,74.65,30,"LINESTRING (18.0683044 40.4083526, 18.067867 40.4089355)",2,
382425986,Via Quarta,unclassified,False,False,62.458,,"LINESTRING (18.0683044 40.4083526, 18.0676692 40.408067)",,
382425987,Via Papa Giovanni XXIII,primary,False,False,48.889,30,"LINESTRING (18.0683044 40.4083526, 18.0683574 40.4082854, 18.0686015 40.4079756)",2,
306247565,Via De Amicis,unclassified,False,True,40.203,,"LINESTRING (18.0665836 40.4094788, 18.0670026 40.4096489)",,
588996067,Via Unità d'Italia,unclassified,False,False,38.367,,"LINESTRING (18.0665836 40.4094788, 18.0668093 40.4091796)",,
588996067,Via Unità d'Italia,unclassified,False,True,24.948,,"LINESTRING (18.0665836 40.4094788, 18.0664803 40.4095799, 18.0663874 40.4096452)",,
588996067,Via Unità d'Italia,unclassified,False,False,24.948,,"LINESTRING (18.0663874 40.4096452, 18.0664803 40.4095799, 18.0665836 40.4094788)",,
306247593,Corso Umberto,residential,True,False,62.787,30,"LINESTRING (18.0712475 40.4050905, 18.0719116 40.4053417)",,
311006668,Via John Fitzgerald Kennedy,primary,False,False,30.54,,"LINESTRING (18.0712475 40.4050905, 18.0713429 40.4049982, 18.0714706 40.4048747)",2,
312427685,Largo Margherita,primary,False,True,26.711,,"LINESTRING (18.0712475 40.4050905, 18.0711585 40.4051812, 18.0710588 40.405283)",2,
261221970,Via Petrarca,residential,False,True,64.012,30,"LINESTRING (18.067867 40.4089355, 18.067209 40.408652)",,
306247582,Via Papa Giovanni XXIII,primary,False,False,74.65,30,"LINESTRING (18.067867 40.4089355, 18.0683044 40.4083526)",2,
306247582,Via Papa Giovanni XXIII,primary,False,True,92.268,30,"LINESTRING (18.067867 40.4089355, 18.0676266 40.4092344, 18.0673312 40.4096016, 18.0672978 40.4096431)",2,
77467432,Via Giuseppe Pisanelli,residential,True,False,51.226,,"LINESTRING (18.0707241 40.4071453, 18.0713039 40.4072769)",,
306247559,Via Giuseppe Elia,residential,True,False,48.485,,"LINESTRING (18.0707241 40.4071453, 18.0706716 40.4075795)",,
77467436,Via Pascoli,unclassified,False,False,65.307,,"LINESTRING (18.0717949 40.4095885, 18.0725512 40.4097039)",,
77467436,Via Pascoli,unclassified,False,True,66.132,,"LINESTRING (18.0717949 40.4095885, 18.071017 40.4095349)",,
372822838,Via Leonardo da Vinci,residential,False,False,80.427,,"LINESTRING (18.0717949 40.4095885, 18.0720405 40.4088898)",,
77465898,Via Enrico Fermi,residential,False,True,41.339,30,"LINESTRING (18.0730034 40.4080305, 18.0728974 40.4083934)",,
77469599,Via San Martino,residential,False,False,63.369,30,"LINESTRING (18.0730034 40.4080305, 18.0737331 40.4081572)",,
77469599,Via San Martino,residential,False,True,54.226,30,"LINESTRING (18.0730034 40.4080305, 18.0723861 40.4079006)",,
382425984,Via Guglielmo Pepe,tertiary,False,False,12.201,,"LINESTRING (18.0751656 40.408811, 18.0751992 40.4087043)",,
382425984,Via Guglielmo Pepe,tertiary,False,True,7.682,,"LINESTRING (18.0751656 40.408811, 18.0751451 40.4088783)",,
402038257,Via Guglielmo Marconi,residential,True,False,61.376,30,"LINESTRING (18.0751656 40.408811, 18.0744618 40.4086788)",,
306247559,Via Giuseppe Elia,residential,True,False,72.332,,"LINESTRING (18.0706233 40.4079786, 18.0706025 40.4086289)",,
77465901,Via Solferino,residential,False,False,36.436,30,"LINESTRING (18.0706233 40.4079786, 18.0710164 40.4080588, 18.0710392 40.4080627)",,
77465898,Via Enrico Fermi,residential,False,False,69.727,30,"LINESTRING (18.072742 40.4090092, 18.0728974 40.4083934)",,
77465898,Via Enrico Fermi,residential,False,True,65.54,30,"LINESTRING (18.072742 40.4090092, 18.0725865 40.4095866)",,
77469610,Via Raffaello,residential,False,False,62.703,30,"LINESTRING (18.072742 40.4090092, 18.073463 40.409138)",,
77469610,Via Raffaello,residential,False,True,60.86,30,"LINESTRING (18.072742 40.4090092, 18.0720405 40.4088898)",,
589005975,Via Guglielmo Marconi,residential,True,False,63.629,30,"LINESTRING (18.0736262 40.408533, 18.0728974 40.4083934)",,
808815941,Via Michelangelo,residential,False,True,42.756,30,"LINESTRING (18.0736262 40.408533, 18.0737331 40.4081572)",,
975272945,Via Michelangelo,residential,True,False,68.677,30,"LINESTRING (18.0736262 40.408533, 18.073463 40.409138)",,
77465898,Via Enrico Fermi,residential,False,False,41.339,30,"LINESTRING (18.0728974 40.4083934, 18.0730034 40.4080305)",,
