osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,tunnel
279365237,2,SS113,Via John Fitzgerald Kennedy,secondary,False,False,17.941,"LINESTRING (14.9637191 38.1420268, 14.963558 38.1421267)",,,
310822860,2,SS113,Via John Fitzgerald Kennedy,secondary,False,True,12.821,"LINESTRING (14.9637191 38.1420268, 14.9638355 38.1419567)",,,
279365239,1,,Via Pio La Torre,residential,True,False,43.00999999999999,"LINESTRING (14.9637191 38.1420268, 14.9637271 38.1421247, 14.9637215 38.1421929, 14.9637284 38.1422676, 14.9637386 38.1423211, 14.9637579 38.1424112)",,,
234502676,2,SS113,Via Giuseppe Garibaldi,tertiary,True,False,250.226,"LINESTRING (14.9640157 38.1418734, 14.9640946 38.1418397, 14.964162 38.1418219, 14.9642137 38.1418159, 14.9642783 38.141818, 14.9644526 38.1418158, 14.9644964 38.1418133, 14.964529 38.1418084, 14.9645757 38.1417929, 14.9646462 38.1417546, 14.9647455 38.1416847, 14.9648342 38.1416202, 14.9649018 38.1415576, 14.9649638 38.1415002, 14.965036 38.1414191, 14.9653209 38.1410421, 14.9653571 38.1409874, 14.9654013 38.1408962, 14.9654121 38.1408528, 14.9654185 38.1407998, 14.9654137 38.1407484, 14.9654056 38.1407, 14.965391 38.1406405, 14.965355 38.1405334, 14.9653007 38.1403824, 14.9652433 38.1402429)",,,
256273771,2,,Via Giuseppe Garibaldi,secondary,False,False,162.1,"LINESTRING (14.9640157 38.1418734, 14.9641487 38.1418959, 14.9642055 38.1419007, 14.9643505 38.1418994, 14.9645124 38.1418954, 14.9645796 38.1418917, 14.9646395 38.1418828, 14.9646896 38.1418676, 14.9647609 38.141837, 14.964838 38.141797, 14.9649064 38.1417566, 14.9655613 38.141376, 14.9656526 38.1413481)",,,
310822860,2,SS113,Via John Fitzgerald Kennedy,secondary,False,False,18.299,"LINESTRING (14.9640157 38.1418734, 14.9639281 38.1419095, 14.9638355 38.1419567)",,,
47424150,1,,Largo Jan Palach,secondary,True,False,14.454,"LINESTRING (14.9657908 38.1414194, 14.9656526 38.1413481)",,,
159578326,1,,Largo Jan Palach,secondary,True,False,42.58,"LINESTRING (14.9657908 38.1414194, 14.9657793 38.1411563, 14.9657753 38.1410652, 14.965774 38.1410367)",,,
159585109,2,,Via Carlo Cattaneo,secondary,True,False,24.287,"LINESTRING (14.965774 38.1410367, 14.9658795 38.1410247, 14.9660489 38.1410057)",,,
232486247,2,,Via Carlo Cattaneo,secondary,True,False,33.650999999999996,"LINESTRING (14.9679323 38.141696, 14.9680354 38.1417229, 14.9680825 38.1417136, 14.9681222 38.1416774, 14.9681509 38.1416218, 14.9681466 38.1415507)",,,
525622412,,,,secondary,True,False,27.755000000000003,"LINESTRING (14.9679323 38.141696, 14.9679762 38.1417198, 14.9680366 38.1417514, 14.9680781 38.1417873, 14.9680942 38.1418263, 14.9680948 38.1418874)",,,
27464427,2,,Via Giuseppe Mazzini,secondary,True,False,43.524,"LINESTRING (14.9681466 38.1415507, 14.9682069 38.1416059, 14.9682303 38.1416593, 14.9682286 38.141697, 14.9682278 38.1417153, 14.9682076 38.1417764, 14.9681698 38.1418262, 14.9680948 38.1418874)",,,
159579544,2,,Via Giuseppe Mazzini,secondary,False,True,78.068,"LINESTRING (14.9681466 38.1415507, 14.9681388 38.141535, 14.9681054 38.1414744, 14.968083 38.1414246, 14.9680684 38.1413749, 14.9680603 38.1413214, 14.9680587 38.1412718, 14.9680635 38.1412158, 14.968083 38.1411406, 14.9681258 38.1410334, 14.9682088 38.1408801)",,,
159579544,2,,Via Giuseppe Mazzini,secondary,False,False,78.06799999999998,"LINESTRING (14.9682088 38.1408801, 14.9681258 38.1410334, 14.968083 38.1411406, 14.9680635 38.1412158, 14.9680587 38.1412718, 14.9680603 38.1413214, 14.9680684 38.1413749, 14.968083 38.1414246, 14.9681054 38.1414744, 14.9681388 38.141535, 14.9681466 38.1415507)",,,
159583346,2,,Via Tenente Colonnello Lionti,secondary,False,True,60.681999999999995,"LINESTRING (14.9682088 38.1408801, 14.9683281 38.1407238, 14.9683525 38.1406805, 14.9683801 38.1406146, 14.9684271 38.1405171, 14.9684573 38.1404766, 14.9684983 38.140446, 14.9685568 38.140424)",,,
232585717,,,Via Giuseppe Mazzini,residential,False,True,269.7319999999999,"LINESTRING (14.9682088 38.1408801, 14.9682407 38.1405829, 14.968255 38.1404784, 14.9682407 38.1403958, 14.9682192 38.1403436, 14.9681935 38.1403016, 14.9681572 38.1402644, 14.9681068 38.140226, 14.968048 38.1401886, 14.9677502 38.1400209, 14.9672892 38.1397608, 14.9671645 38.1396857, 14.967113 38.1396472, 14.9670734 38.1396113, 14.9670416 38.1395766, 14.9670182 38.1395445, 14.9669975 38.1395084, 14.9669817 38.1394712, 14.9669666 38.1394137, 14.9669474 38.1393146, 14.9668966 38.13903, 14.9668924 38.1389976, 14.9668361 38.1389343)",,,
159583346,2,,Via Tenente Colonnello Lionti,secondary,False,False,60.681999999999995,"LINESTRING (14.9685568 38.140424, 14.9684983 38.140446, 14.9684573 38.1404766, 14.9684271 38.1405171, 14.9683801 38.1406146, 14.9683525 38.1406805, 14.9683281 38.1407238, 14.9682088 38.1408801)",,,
159583346,2,,Via Tenente Colonnello Lionti,secondary,False,True,83.439,"LINESTRING (14.9685568 38.140424, 14.9686618 38.1404024, 14.9687481 38.1403797, 14.9687963 38.1403603, 14.9688442 38.1403351, 14.9689025 38.1402942, 14.9689428 38.1402578, 14.9691855 38.1400067, 14.9692134 38.1399778, 14.9692474 38.1399427)",,,
159582601,2,SS113,Via Trieste,tertiary,False,False,31.321999999999996,"LINESTRING (14.9692474 38.1399427, 14.9690908 38.13985, 14.9689604 38.1397742)",,,
159583346,2,,Via Tenente Colonnello Lionti,secondary,False,False,83.43900000000001,"LINESTRING (14.9692474 38.1399427, 14.9692134 38.1399778, 14.9691855 38.1400067, 14.9689428 38.1402578, 14.9689025 38.1402942, 14.9688442 38.1403351, 14.9687963 38.1403603, 14.9687481 38.1403797, 14.9686618 38.1404024, 14.9685568 38.140424)",,,
27464427,2,,Via Giuseppe Mazzini,secondary,True,False,19.43,"LINESTRING (14.9680948 38.1418874, 14.9679802 38.1420371)",,,
27464427,2,,Via Giuseppe Mazzini,secondary,True,False,94.67399999999999,"LINESTRING (14.9679802 38.1420371, 14.9679259 38.1420422, 14.9678686 38.1420327, 14.9678141 38.142024, 14.9676524 38.1419848, 14.9675115 38.1419567, 14.9669953 38.1418742, 14.9669385 38.1418689, 14.9669233 38.1418693)",,,
279365240,1,,Via Pio La Torre,residential,True,False,25.455,"LINESTRING (14.9638495 38.1426239, 14.9636753 38.1424405)",,,
279365235,2,SS113,Via John Fitzgerald Kennedy,secondary,False,True,16.92,"LINESTRING (14.9634019 38.1422166, 14.963558 38.1421267)",,,
"[232484985, 171787141, 232535799]",2,SS113,"['Via John Fitzgerald Kennedy', 'Ponte della Provvidenza']",secondary,False,False,172.11599999999996,"LINESTRING (14.9634019 38.1422166, 14.9632834 38.1422783, 14.9627843 38.1425464, 14.9620394 38.1429681, 14.9619886 38.1429994, 14.9619462 38.1430335, 14.9619061 38.1430784, 14.9618864 38.1431172, 14.9618763 38.1431603)",yes,50,
234499256,,,Via Porta San Michele,residential,False,False,128.02,"LINESTRING (14.9652433 38.1402429, 14.9652011 38.1402626, 14.9651956 38.140289, 14.9652019 38.1403445, 14.9652569 38.1405409, 14.9652789 38.1406895, 14.9652437 38.1408118, 14.9650145 38.1411133, 14.9649041 38.1412346, 14.9648475 38.1412646)",,,
234502676,2,SS113,Via Giuseppe Garibaldi,tertiary,True,False,248.69400000000002,"LINESTRING (14.9652433 38.1402429, 14.9651961 38.1401276, 14.9651751 38.140055, 14.9651238 38.1398421, 14.9651119 38.1397698, 14.9651108 38.1397109, 14.9651125 38.1396544, 14.965167 38.1394477, 14.9652234 38.1392154, 14.9652508 38.1390773, 14.9652766 38.1389617, 14.9652979 38.1388785, 14.9653072 38.1388464, 14.965332 38.1388104, 14.965528 38.1386176, 14.9655721 38.1385837, 14.9656229 38.1385592, 14.9657239 38.1385221, 14.96586 38.1384828, 14.9659388 38.1384669, 14.9660263 38.138458, 14.9661473 38.1384589)",,,
159578446,1,,Via Nicolò Gatto Ceraolo,residential,True,False,122.91799999999999,"LINESTRING (14.9661473 38.1384589, 14.9658909 38.1388246, 14.9658124 38.1389332, 14.9657108 38.1390981, 14.9656682 38.1391673, 14.9656454 38.1392043, 14.9655237 38.1394478)",,,
255040785,2,SS113,Via Giuseppe Garibaldi,tertiary,False,True,33.591,"LINESTRING (14.9661473 38.1384589, 14.9662 38.1384636, 14.9665252 38.1385123)",,,
135251308,,,Via Cesare Battisti,tertiary,True,False,20.754,"LINESTRING (14.9646924 38.1365326, 14.9649297 38.1365322)",,,
159594023,,,Via Vittorio Emanuele II,tertiary,False,False,124.245,"LINESTRING (14.9646924 38.1365326, 14.9647941 38.1360193, 14.9649106 38.1354285)",,,
254091313,,,Via Monte di Pietà,residential,False,False,59.888999999999996,"LINESTRING (14.9646924 38.1365326, 14.9640791 38.1365461, 14.9640079 38.1365476)",,,
"[234502473, 962713802, 159588139]",,,"['Via Venti Settembre', 'Piazza Vittorio Scaffidi']",residential,False,False,198.497,"LINESTRING (14.9650448 38.1379535, 14.9650333 38.1380179, 14.9650195 38.1381513, 14.9649519 38.1383884, 14.9648849 38.1385167, 14.9648211 38.1386315, 14.964781 38.138705, 14.9647505 38.1387842, 14.9647166 38.1388596, 14.9646762 38.1389365, 14.9645987 38.1389844, 14.96437 38.1392368, 14.9641888 38.1394531, 14.964173 38.1394723, 14.9641641 38.1394837, 14.9641256 38.1395475)",,,
159588140,,,Via Vittorio Emanuele II,tertiary,True,False,172.146,"LINESTRING (14.9650448 38.1379535, 14.9650057 38.1379753, 14.9649705 38.1379677, 14.9649413 38.1379457, 14.9649302 38.1378906, 14.9648623 38.1376504, 14.9648069 38.1374991, 14.9647673 38.1373701, 14.9647626 38.1373441, 14.9647103 38.1371963, 14.9646531 38.137078, 14.9646304 38.1370187, 14.9646238 38.1369543, 14.9646492 38.1368093, 14.9646924 38.1365326)",,,
159587328,,,Via Venti Settembre,tertiary,True,False,64.003,"LINESTRING (14.9658962 38.1370282, 14.96578 38.1370556, 14.9655733 38.1371022, 14.965411 38.1371493, 14.965252 38.137215, 14.9652291 38.1372435)",,,
110738434,2,SP132,Strada Provinciale 132 di Montagnareale,tertiary,False,False,30.561999999999998,"LINESTRING (14.9618763 38.1431603, 14.9617991 38.1431668, 14.9617378 38.1431832, 14.9617031 38.1432085, 14.9616742 38.14324, 14.9616559 38.143273, 14.9616516 38.1433237)",,,
"[232484985, 171787141, 232535799]",2,SS113,"['Via John Fitzgerald Kennedy', 'Ponte della Provvidenza']",secondary,False,True,172.11599999999999,"LINESTRING (14.9618763 38.1431603, 14.9618864 38.1431172, 14.9619061 38.1430784, 14.9619462 38.1430335, 14.9619886 38.1429994, 14.9620394 38.1429681, 14.9627843 38.1425464, 14.9632834 38.1422783, 14.9634019 38.1422166)",yes,50,
159585539,2,SS113,Via Giuseppe Garibaldi,tertiary,True,False,33.931,"LINESTRING (14.9665252 38.1385123, 14.9666363 38.1385317, 14.9667394 38.138556, 14.9668928 38.138607)",,,
255040785,2,SS113,Via Giuseppe Garibaldi,tertiary,False,False,33.591,"LINESTRING (14.9665252 38.1385123, 14.9662 38.1384636, 14.9661473 38.1384589)",,,
110738434,2,SP132,Strada Provinciale 132 di Montagnareale,tertiary,False,True,30.561999999999998,"LINESTRING (14.9616516 38.1433237, 14.9616559 38.143273, 14.9616742 38.14324, 14.9617031 38.1432085, 14.9617378 38.1431832, 14.9617991 38.1431668, 14.9618763 38.1431603)",,,
678804560,,,,unclassified,False,False,21.336000000000002,"LINESTRING (14.9616516 38.1433237, 14.9615912 38.1433156, 14.9615277 38.1432489, 14.9614591 38.1432218)",,,
279365233,,,Via Fontanelle,residential,True,False,40.161,"LINESTRING (14.9692255 38.1394794, 14.9690381 38.1396943, 14.9689604 38.1397742)",,,
135251292,,,Corso Giacomo Matteotti,residential,True,False,119.981,"LINESTRING (14.9662836 38.1421074, 14.9663364 38.142179, 14.9665827 38.1425129, 14.9669623 38.1430451)",,,
159578786,2,,Corso Giacomo Matteotti,secondary,True,False,87.949,"LINESTRING (14.9662836 38.1421074, 14.9662343 38.1420428, 14.965801 38.1414518, 14.9657908 38.1414194)",,,
386392297,,,Via Capitano Francesco Nardi,residential,False,True,57.376000000000005,"LINESTRING (14.9662836 38.1421074, 14.9660891 38.1421652, 14.9659442 38.1421941, 14.9657895 38.1422115, 14.9656471 38.1422115)",,,
232539647,,,Via Sant'Antonino,residential,False,False,11.786,"LINESTRING (14.9677498 38.13869, 14.9678724 38.138646)",,,
159576427,,,,residential,True,False,39.221000000000004,"LINESTRING (14.9677498 38.13869, 14.9679223 38.1387731, 14.968131 38.1388758)",,,
232539647,,,Via Sant'Antonino,residential,False,True,11.786,"LINESTRING (14.9678724 38.138646, 14.9677498 38.13869)",,,
232539647,,,Via Sant'Antonino,residential,False,False,51.161,"LINESTRING (14.9678724 38.138646, 14.9679586 38.1386142, 14.9681979 38.1384667, 14.968261 38.1383293)",,,
279365246,1,,Via Fontanelle,tertiary,True,False,35.337,"LINESTRING (14.9678724 38.138646, 14.9678869 38.1387073, 14.968131 38.1388758)",,,
159582601,2,SS113,Via Trieste,tertiary,False,False,4.967,"LINESTRING (14.9689604 38.1397742, 14.9689136 38.1397489)",,,
