osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,junction,maxspeed,access
16571689,True,SP10,Piazza Massimo Troisi,residential,False,29.052999999999997,"LINESTRING (14.3389942 40.831726, 14.3388064 40.831699, 14.3386524 40.8317042)",,,,
674218361,True,,Via Sant'Anna,residential,False,96.98400000000001,"LINESTRING (14.3389942 40.831726, 14.3390004 40.8317675, 14.3389754 40.8318748, 14.338899 40.8321011, 14.3387004 40.8325653)",,,,
612800737,True,,,residential,False,12.925999999999998,"LINESTRING (14.3389663 40.8316117, 14.3389784 40.8316572, 14.3389873 40.8316961, 14.3389942 40.831726)",1,,,
171547185,True,,Piazza Massimo Troisi,unclassified,False,17.372,"LINESTRING (14.338404 40.831226, 14.3384444 40.8312546, 14.3384829 40.8312829, 14.3385405 40.8313424)",,,,
171547185,True,,Piazza Massimo Troisi,unclassified,False,23.038,"LINESTRING (14.3387328 40.8315157, 14.3388429 40.8315893, 14.3389663 40.8316117)",,,,
1151053280,True,,Piazza Massimo Troisi,unclassified,False,22.731,"LINESTRING (14.3387328 40.8315157, 14.3387315 40.8315997, 14.338685 40.8316612, 14.3386524 40.8317042)",1,,,
108188343,True,SP10,Via Flotard De Lauzieres,residential,False,43.959,"LINESTRING (14.334113 40.831205, 14.3339392 40.8311975, 14.3337035 40.8312314, 14.3335955 40.8312391)",,,,
17733739,False,,Via Regina dei Gigli,residential,True,127.696,"LINESTRING (14.3335955 40.8312391, 14.3331448 40.8323357)",,,,
16571931,True,,Via Alcide De Gasperi,unclassified,False,29.033,"LINESTRING (14.3335955 40.8312391, 14.3335171 40.8311959, 14.3334977 40.8311553, 14.3334829 40.8310112)",,,,
16572272,True,SP10,Via Guglielmo Marconi,residential,False,243.28200000000004,"LINESTRING (14.3335955 40.8312391, 14.3334648 40.8312304, 14.3323868 40.8312799, 14.3320219 40.8312817, 14.3316993 40.8312517, 14.3316218 40.8312352, 14.3307461 40.8310481)",,,,
210869678,True,,Via Sandriana,residential,False,143.61700000000002,"LINESTRING (14.3335955 40.8312391, 14.3336914 40.8313461, 14.3338445 40.831505, 14.3341339 40.8318078, 14.3344413 40.8321534, 14.3345259 40.8323167)",1,,,
51511645,True,,,residential,False,83.78099999999999,"LINESTRING (14.3334475 40.8306896, 14.3340415 40.8310356, 14.3340837 40.8310625, 14.3341072 40.8311477, 14.334113 40.831205)",,,,
745356378,False,,Via Alcide De Gasperi,unclassified,False,110.158,"LINESTRING (14.3334475 40.8306896, 14.3334487 40.8305059, 14.3334696 40.8303774, 14.3334877 40.8303256, 14.3336791 40.8298037, 14.3336792 40.8297214)",,,,
17733739,False,,Via Regina dei Gigli,residential,False,127.696,"LINESTRING (14.3331448 40.8323357, 14.3335955 40.8312391)",,,,
210869677,False,,,unclassified,True,37.801,"LINESTRING (14.3331448 40.8323357, 14.3330139 40.8326609)",,,,
203104841,False,,Via E. A. Mario,residential,True,110.401,"LINESTRING (14.3331448 40.8323357, 14.3338132 40.8324815, 14.3343772 40.8326034, 14.3344061 40.8326096)",,,,
16571931,True,,Via Alcide De Gasperi,unclassified,False,35.884,"LINESTRING (14.3334829 40.8310112, 14.3334475 40.8306896)",,,,
507330090,False,,Largo Arso,residential,True,9.99,"LINESTRING (14.3304972 40.8252583, 14.3304269 40.8253307)",,,,
136231981,True,,Largo Arso,residential,False,131.656,"LINESTRING (14.3303634 40.8258114, 14.3298162 40.8256735, 14.3297574 40.8256586, 14.3294826 40.8255894, 14.3288789 40.8254372)",,,,
196931308,True,,,secondary,False,140.286,"LINESTRING (14.3303634 40.8258114, 14.3301068 40.8262763, 14.329748 40.8269838)",,,,
136231983,True,,Largo Arso,secondary,False,130.81699999999998,"LINESTRING (14.3288789 40.8254372, 14.3298742 40.8253647, 14.3301661 40.8253434, 14.3303285 40.8253316, 14.3304269 40.8253307)",,,,
