osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,name,geometry,width
79560396,False,2,SP1,secondary,70,False,212.679,,"LINESTRING (10.6763537 45.1698845, 10.6750592 45.1715654)",
79560396,False,2,SP1,secondary,70,True,14.815,,"LINESTRING (10.6763537 45.1698845, 10.6764454 45.169768)",
79560396,False,2,SP1,secondary,70,False,107.193,,"LINESTRING (10.6770886 45.1689173, 10.6764454 45.169768)",
107178516,True,1,,unclassified,,False,123.24699999999999,Via Francesca,"LINESTRING (10.6770886 45.1689173, 10.6770209 45.1691959, 10.6768449 45.1696756, 10.6767572 45.17)",
100772952,False,,,residential,,True,96.571,Via Giuseppe Di Vittorio,"LINESTRING (10.6769702 45.1732903, 10.6768759 45.1732954, 10.6757419 45.1733571)",
79560370,False,2,,residential,30,False,39.142,Via Francesca,"LINESTRING (10.6757419 45.1733571, 10.6757103 45.173463, 10.6756821 45.1735896, 10.6756648 45.1737046)",
100772952,False,,,residential,,False,96.571,Via Giuseppe Di Vittorio,"LINESTRING (10.6757419 45.1733571, 10.6768759 45.1732954, 10.6769702 45.1732903)",
1089072234,False,,,residential,30,True,55.584,Via Francesca,"LINESTRING (10.6757419 45.1733571, 10.6758066 45.1731691, 10.675909 45.1728713)",
107178516,True,1,,unclassified,,False,32.093,Via Francesca,"LINESTRING (10.6767572 45.17, 10.6767435 45.1701611, 10.676705 45.1702854)",
79560396,False,2,SP1,secondary,70,False,14.815,,"LINESTRING (10.6764454 45.169768, 10.6763537 45.1698845)",
79560396,False,2,SP1,secondary,70,True,107.193,,"LINESTRING (10.6764454 45.169768, 10.6770886 45.1689173)",
107178492,True,1,,unclassified,,False,37.25,Via Francesca,"LINESTRING (10.6764454 45.169768, 10.6765256 45.1698, 10.6766749 45.1698666, 10.6767572 45.17)",
79560370,False,2,,residential,30,True,39.142,Via Francesca,"LINESTRING (10.6756648 45.1737046, 10.6756821 45.1735896, 10.6757103 45.173463, 10.6757419 45.1733571)",
"[581930513, 1022697307]",False,2,,residential,30,False,99.148,Via Francesca,"LINESTRING (10.6766711 45.1706184, 10.6766267 45.1707973, 10.676544 45.1710799, 10.6764966 45.1712107, 10.6764106 45.1714907)",
581930513,False,2,,residential,30,True,37.123000000000005,Via Francesca,"LINESTRING (10.6766711 45.1706184, 10.6766918 45.1704111, 10.676705 45.1702854)",
107178495,False,,,residential,,False,52.419,Piazza Platana,"LINESTRING (10.675909 45.1728713, 10.6765754 45.1728322)",4
1022697307,False,,,residential,30,True,158.48,Via Francesca,"LINESTRING (10.675909 45.1728713, 10.6761027 45.1723084, 10.6764106 45.1714907)",
1089072234,False,,,residential,30,False,55.584,Via Francesca,"LINESTRING (10.675909 45.1728713, 10.6758066 45.1731691, 10.6757419 45.1733571)",
107178516,True,1,,unclassified,,False,56.238,Via Francesca,"LINESTRING (10.676705 45.1702854, 10.6766551 45.170074, 10.6765264 45.1699514, 10.6763537 45.1698845)",
581930513,False,2,,residential,30,False,37.123000000000005,Via Francesca,"LINESTRING (10.676705 45.1702854, 10.6766918 45.1704111, 10.6766711 45.1706184)",
1022697307,False,,,residential,30,False,158.48,Via Francesca,"LINESTRING (10.6764106 45.1714907, 10.6761027 45.1723084, 10.675909 45.1728713)",
"[581930513, 1022697307]",False,2,,residential,30,True,99.148,Via Francesca,"LINESTRING (10.6764106 45.1714907, 10.6764966 45.1712107, 10.676544 45.1710799, 10.6766267 45.1707973, 10.6766711 45.1706184)",
107178495,False,,,residential,,True,41.309,Piazza Platana,"LINESTRING (10.676994 45.1727046, 10.676964 45.1727976, 10.6768185 45.1728101, 10.6765754 45.1728322)",4
107178495,False,,,residential,,True,52.419,Piazza Platana,"LINESTRING (10.6765754 45.1728322, 10.675909 45.1728713)",4
129384199,False,,,residential,,False,58.195,Piazza Platana,"LINESTRING (10.6765754 45.1728322, 10.6767703 45.1723272)",
107178495,False,,,residential,,False,41.309,Piazza Platana,"LINESTRING (10.6765754 45.1728322, 10.6768185 45.1728101, 10.676964 45.1727976, 10.676994 45.1727046)",4
617614783,True,1,,unclassified,,False,30.211,Via Enzo Ferrari,"LINESTRING (10.6746997 45.1716633, 10.6750592 45.1715654)",
617614785,False,,,unclassified,,False,22.472,Via Enzo Ferrari,"LINESTRING (10.6746997 45.1716633, 10.6744149 45.1716403)",
617614784,True,1,,unclassified,,False,20.663,Via Enzo Ferrari,"LINESTRING (10.6746997 45.1716633, 10.6747441 45.171688, 10.6748765 45.1718002)",
79560396,False,2,SP1,secondary,70,False,29.779,,"LINESTRING (10.6750592 45.1715654, 10.6748765 45.1718002)",
79560396,False,2,SP1,secondary,70,True,212.679,,"LINESTRING (10.6750592 45.1715654, 10.6763537 45.1698845)",
79560396,False,2,SP1,secondary,70,False,43.591,,"LINESTRING (10.6748765 45.1718002, 10.6746127 45.1721453)",
79560396,False,2,SP1,secondary,70,True,29.779,,"LINESTRING (10.6748765 45.1718002, 10.6750592 45.1715654)",
617614786,True,1,,unclassified,,False,24.163999999999998,Via Enzo Ferrari,"LINESTRING (10.6748765 45.1718002, 10.6747572 45.1717947, 10.6746617 45.171789, 10.674576 45.1717638)",
79560396,False,2,SP1,secondary,70,True,43.591,,"LINESTRING (10.6746127 45.1721453, 10.6748765 45.1718002)",
617614791,True,1,,unclassified,,False,43.111000000000004,Via Enzo Ferrari,"LINESTRING (10.6746127 45.1721453, 10.674628 45.1719708, 10.674628 45.1718819, 10.674607 45.1718194, 10.674576 45.1717638)",
617614792,False,2,,unclassified,,True,18.657,Via Enzo Ferrari,"LINESTRING (10.674576 45.1717638, 10.6744149 45.1716403)",
617614785,False,,,unclassified,,True,22.472,Via Enzo Ferrari,"LINESTRING (10.6744149 45.1716403, 10.6746997 45.1716633)",
617614792,False,2,,unclassified,,False,18.657,Via Enzo Ferrari,"LINESTRING (10.6744149 45.1716403, 10.674576 45.1717638)",
617614792,False,2,,unclassified,,True,57.775,Via Enzo Ferrari,"LINESTRING (10.6744149 45.1716403, 10.6742373 45.171582, 10.6737752 45.1714301, 10.6737469 45.1714208)",
"[617614792, 617614787, 617614789, 617614790]",False,2,,unclassified,,"[False, True]",658.4119999999999,Via Enzo Ferrari,"LINESTRING (10.6737469 45.1714208, 10.67407 45.1709993, 10.6740932 45.170969, 10.6744459 45.1705089, 10.6747005 45.1701768, 10.6751519 45.1695879, 10.6751546 45.1695086, 10.6751117 45.16945, 10.6746049 45.1690832, 10.6744745 45.1690382, 10.6743945 45.1690559, 10.6742949 45.1691373, 10.6742214 45.1692349, 10.6728791 45.1710176, 10.6728605 45.1710753, 10.672892 45.17112, 10.6735268 45.1713456, 10.6737469 45.1714208)",
"[617614792, 617614787, 617614789, 617614790]",False,2,,unclassified,,"[False, True]",658.4119999999999,Via Enzo Ferrari,"LINESTRING (10.6737469 45.1714208, 10.6735268 45.1713456, 10.672892 45.17112, 10.6728605 45.1710753, 10.6728791 45.1710176, 10.6742214 45.1692349, 10.6742949 45.1691373, 10.6743945 45.1690559, 10.6744745 45.1690382, 10.6746049 45.1690832, 10.6751117 45.16945, 10.6751546 45.1695086, 10.6751519 45.1695879, 10.6747005 45.1701768, 10.6744459 45.1705089, 10.6740932 45.170969, 10.67407 45.1709993, 10.6737469 45.1714208)",
