osmid,oneway,lanes,name,highway,maxspeed,reversed,length,tunnel,geometry,junction,width,access
5462237,True,2,Viale Fratelli Rosselli,tertiary,30,False,64.933,,"LINESTRING (10.5156313 43.3095843, 10.5159607 43.3090518)",,,
"[26704685, 33692982, 33692983]",False,2,Via Roma,tertiary,50,False,144.712,yes,"LINESTRING (10.5156313 43.3095843, 10.5150408 43.3094109, 10.5143922 43.3092012, 10.5139902 43.3090675)",,,
26704681,True,,Via Roma,tertiary,,False,85.29299999999999,,"LINESTRING (10.5166067 43.3098752, 10.5165042 43.3098446, 10.5156313 43.3095843)",,,
161869153,True,,Piazza della Libertà,tertiary,50,False,27.517000000000003,,"LINESTRING (10.5166067 43.3098752, 10.516709 43.309906, 10.5169209 43.3099699)",,,
422500147,False,,Viale Italia,tertiary,,True,4.962,,"LINESTRING (10.5163407 43.3103724, 10.5163185 43.310414)",,,
162138330,True,,Viale Italia,tertiary,,False,59.328,,"LINESTRING (10.5163407 43.3103724, 10.5165518 43.3099778, 10.5166067 43.3098752)",,,
171359187,True,,,secondary,,False,16.493,,"LINESTRING (10.5149626 43.3144283, 10.5149219 43.3144267, 10.5148858 43.3144129, 10.5148608 43.3143895, 10.5148514 43.3143606, 10.5148593 43.3143315)",roundabout,,
25399192,False,,Viale Fratelli Rosselli,tertiary,,True,36.574,,"LINESTRING (10.5143624 43.31159, 10.5141875 43.3118933)",,,
1174859555,True,,Viale Fratelli Rosselli,tertiary,,False,100.087,,"LINESTRING (10.5143624 43.31159, 10.5148433 43.3107607)",,,
161869612,True,,Viale Fratelli Rosselli,tertiary,,False,53.278,,"LINESTRING (10.5149657 43.3105486, 10.5152485 43.3101159)",,,
196606255,True,1,Piazza Antonio Gramsci,tertiary,50,False,96.61,,"LINESTRING (10.5149657 43.3105486, 10.5160764 43.3108675)",,,
196606230,False,,Via Armando Diaz,residential,,False,47.815,,"LINESTRING (10.5155239 43.3119023, 10.5160763 43.3120551)",,,
196606231,True,,Via Armando Diaz,tertiary,50,False,54.931,,"LINESTRING (10.5155239 43.3119023, 10.514887 43.3117312)",,,
26704683,True,,Piazza della Libertà,tertiary,50,False,88.632,,"LINESTRING (10.5176882 43.3107481, 10.5174209 43.3106736, 10.5170325 43.3105653, 10.5166653 43.3104629)",,,
164952578,False,,Via Carlo Ginori,residential,,False,27.101,,"LINESTRING (10.5114541 43.3106432, 10.5117346 43.3107764)",,,
22919726,False,,Via Carlo Ginori,unclassified,,False,27.135,,"LINESTRING (10.5125634 43.3111604, 10.512797 43.3109853)",,,
