osmid,highway,oneway,reversed,length,name,geometry,maxspeed,lanes,ref,tunnel,junction
38115507,residential,False,True,12.915,,"LINESTRING (13.5061161 43.2489021, 13.5062745 43.2488887)",,,,,
213755404,residential,False,False,36.104,Via della portarella,"LINESTRING (13.5061161 43.2489021, 13.5060333 43.2489708, 13.5060192 43.249016, 13.5059696 43.2491994)",,,,,
213755406,unclassified,False,False,73.232,Viale Italia,"LINESTRING (13.5061161 43.2489021, 13.5063348 43.2487273, 13.5066968 43.2483977)",50,,,,
215666727,unclassified,False,True,53.614999999999995,Viale Montolmo,"LINESTRING (13.5061161 43.2489021, 13.5057849 43.2489325, 13.5054621 43.2489755)",,2,,,
38115507,residential,False,False,15.944,,"LINESTRING (13.5064713 43.2488923, 13.5062745 43.2488887)",,,,,
204164525,residential,False,True,47.547000000000004,Via Filippo Corridoni,"LINESTRING (13.5064713 43.2488923, 13.5064961 43.2488329, 13.5067087 43.2486208, 13.5068107 43.2485496)",,,,,
115727732,residential,False,False,35.06,,"LINESTRING (13.5059696 43.2491994, 13.5055379 43.2492227)",,,,,
213755404,residential,False,False,32.916,Via della portarella,"LINESTRING (13.5059696 43.2491994, 13.5059145 43.2492836, 13.5059252 43.2493592, 13.5059733 43.249481)",,,,,
213755404,residential,False,True,36.104,Via della portarella,"LINESTRING (13.5059696 43.2491994, 13.5060192 43.249016, 13.5060333 43.2489708, 13.5061161 43.2489021)",,,,,
45821220,residential,False,False,160.44400000000002,,"LINESTRING (13.5059733 43.249481, 13.5050839 43.2494998, 13.5040003 43.2495935)",,,,,
213755404,residential,False,False,52.748999999999995,Via della portarella,"LINESTRING (13.5059733 43.249481, 13.5061589 43.2497741, 13.5062223 43.2499185)",,,,,
213755404,residential,False,True,32.916,Via della portarella,"LINESTRING (13.5059733 43.249481, 13.5059252 43.2493592, 13.5059145 43.2492836, 13.5059696 43.2491994)",,,,,
45821219,residential,False,False,188.387,,"LINESTRING (13.5062223 43.2499185, 13.5061472 43.2499106, 13.5059313 43.2499009, 13.5054304 43.2498823, 13.5047185 43.2499328, 13.5039037 43.2499765)",,,,,
49916384,residential,False,True,75.14,,"LINESTRING (13.5062223 43.2499185, 13.506284 43.2499263, 13.5065885 43.2499507, 13.5068379 43.249936, 13.5070607 43.2497805)",,,,,
213755404,residential,False,False,41.857,Via della portarella,"LINESTRING (13.5062223 43.2499185, 13.5063095 43.2502457, 13.5062961 43.2502877)",,,,,
213755404,residential,False,True,52.748999999999995,Via della portarella,"LINESTRING (13.5062223 43.2499185, 13.5061589 43.2497741, 13.5059733 43.249481)",,,,,
38115510,secondary,False,False,53.888,Via Trento,"LINESTRING (13.5062961 43.2502877, 13.5066066 43.250343, 13.5069461 43.2503905)",,2,SP34,,
213755404,residential,False,True,41.857,Via della portarella,"LINESTRING (13.5062961 43.2502877, 13.5063095 43.2502457, 13.5062223 43.2499185)",,,,,
221538288,secondary,False,True,174.103,Via Zegalara,"LINESTRING (13.5062961 43.2502877, 13.5061994 43.2502692, 13.5058837 43.2502282, 13.5056203 43.2502169, 13.5053729 43.2502266, 13.5052037 43.2502482, 13.5051248 43.2502583, 13.504574 43.2503721, 13.5045396 43.2503765, 13.504187 43.2504218)",50,,SP34,,
221871358,tertiary,True,False,46.277,Via Grazie,"LINESTRING (13.5062961 43.2502877, 13.5062004 43.2506255, 13.5061749 43.2506943)",50,,,,
38115510,secondary,False,False,93.07000000000001,Via Trento,"LINESTRING (13.5069461 43.2503905, 13.5070873 43.2504103, 13.5072395 43.2504171, 13.5073235 43.2504163, 13.507416 43.25041, 13.5075314 43.2503922, 13.5076643 43.2503675, 13.5080609 43.250265)",,2,SP34,,
38115510,secondary,False,True,53.888,Via Trento,"LINESTRING (13.5069461 43.2503905, 13.5066066 43.250343, 13.5062961 43.2502877)",,2,SP34,,
41917198,residential,False,False,79.387,Via Crocifisso,"LINESTRING (13.5069461 43.2503905, 13.5069414 43.2504128, 13.5069373 43.2504533, 13.5069705 43.25048, 13.5073391 43.2505764, 13.5077725 43.2506708)",,,,,
38115510,secondary,False,False,23.974,Via Trento,"LINESTRING (13.5115805 43.2507701, 13.5118764 43.2507761)",,2,SP34,,
