osmid,name,highway,oneway,reversed,length,geometry,junction,lanes,ref,maxspeed,tunnel,bridge,width
34760955,Via Sile,tertiary,True,False,21.523,"LINESTRING (12.296093 45.6530758, 12.2961156 45.6531683, 12.2960996 45.6532674)",,,,,,,
19372814,Via Sile,tertiary,False,False,47.732,"LINESTRING (12.2950238 45.6520178, 12.2953892 45.6523628)",,,,,,,
38503172,,primary_link,True,False,221.8,"LINESTRING (12.2950238 45.6520178, 12.2972751 45.651418, 12.297701 45.6513296)",,1,,,,,
675639948,Via Sile,tertiary,False,True,191.547,"LINESTRING (12.2950238 45.6520178, 12.2944372 45.6514477, 12.2935679 45.650628)",,,,,,,
19372774,Via Roma,tertiary,False,True,9.558,"LINESTRING (12.3010775 45.6536304, 12.3012003 45.6536258)",,,,,,,
19372774,Via Roma,tertiary,False,False,81.692,"LINESTRING (12.3010775 45.6536304, 12.3009349 45.6536243, 12.3008012 45.6536115, 12.3007093 45.6535932, 12.3005834 45.6535524, 12.3004194 45.6534819, 12.3003853 45.6534672, 12.3001254 45.6533539)",,,,,,,
129209479,Via Posta,residential,False,True,251.894,"LINESTRING (12.3010775 45.6536304, 12.3013146 45.6519919, 12.3012986 45.6519348, 12.3012615 45.6519072, 12.3011224 45.6519072, 12.3009833 45.6519088, 12.3009347 45.6518926, 12.3008419 45.6518408, 12.3007678 45.6518246, 12.3005499 45.65181)",,,,,,,
39370661,Via Alzaia sul Sile,unclassified,False,True,65.603,"LINESTRING (12.2941393 45.6501938, 12.2935679 45.650628)",,,,,,,
39370664,Via Sile,unclassified,False,False,416.966,"LINESTRING (12.2941393 45.6501938, 12.2944753 45.650374, 12.2952513 45.6509725, 12.2954539 45.6511425, 12.2957601 45.6514097, 12.2960058 45.6515014, 12.298057 45.6502735)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,False,52.739,"LINESTRING (12.2943365 45.6567865, 12.2941029 45.6572318)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,True,31.305,"LINESTRING (12.2943365 45.6567865, 12.2944733 45.6565217)",,,,,,,
129209529,Via Armando Diaz,residential,False,False,106.775,"LINESTRING (12.2943365 45.6567865, 12.2933867 45.6560927)",,,,,,,
129209529,Via Armando Diaz,residential,False,True,152.56,"LINESTRING (12.2943365 45.6567865, 12.295731 45.6577521)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,False,31.305,"LINESTRING (12.2944733 45.6565217, 12.2943365 45.6567865)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,True,58.869,"LINESTRING (12.2944733 45.6565217, 12.2947366 45.6560253)",,,,,,,
129209522,Viale della Libertà,tertiary,False,False,169.121,"LINESTRING (12.2944733 45.6565217, 12.2965774 45.6569095)",,2,,,,,
794542662,Viale della Libertà,tertiary,False,False,71.143,"LINESTRING (12.2992678 45.6573812, 12.2997338 45.6574384, 12.3001758 45.6574488)",,2,,,,,
"[129209522, 794542662, 794542663]",Viale della Libertà,tertiary,False,True,95.325,"LINESTRING (12.2992678 45.6573812, 12.2988365 45.6573037, 12.2985384 45.6572475, 12.2982752 45.6572011, 12.2980803 45.6571667)",,2,,,,yes,
129209522,Viale della Libertà,tertiary,False,True,62.38,"LINESTRING (12.2980803 45.6571667, 12.2973007 45.6570333)",,2,,,,,
129209524,Via Don Giovanni Minzoni,residential,False,True,38.091,"LINESTRING (12.2980803 45.6571667, 12.2982801 45.6568539)",,,,,,,
"[129209522, 794542662, 794542663]",Viale della Libertà,tertiary,False,False,95.325,"LINESTRING (12.2980803 45.6571667, 12.2982752 45.6572011, 12.2985384 45.6572475, 12.2988365 45.6573037, 12.2992678 45.6573812)",,2,,,,yes,
34760956,Via Lanzaghe,tertiary,False,False,30.347,"LINESTRING (12.2949678 45.6555891, 12.2948321 45.655845)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,True,42.064,"LINESTRING (12.2949678 45.6555891, 12.2951605 45.6552356)",,,,,,,
"[129209482, 129209525]","['Via Vittorio Veneto', 'Via Monte Grappa']",residential,False,True,308.757,"LINESTRING (12.2949678 45.6555891, 12.2964477 45.6557631, 12.2964906 45.656243, 12.2949886 45.6560331, 12.2947366 45.6560253)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,True,24.905,"LINESTRING (12.2937752 45.6577953, 12.2938893 45.657586)",,,,,,,
129209507,Via Lanzaghe,residential,False,True,127.48399999999998,"LINESTRING (12.2937752 45.6577953, 12.2945981 45.6580992, 12.2946882 45.6581178, 12.2947628 45.658132, 12.2948201 45.6581365, 12.2948543 45.6581313, 12.2948665 45.6581248, 12.2948774 45.658119, 12.2948968 45.6580964, 12.2949957 45.6578696, 12.2950124 45.6578444)",,,,,,,
129209529,Via Armando Diaz,residential,False,True,106.775,"LINESTRING (12.2933867 45.6560927, 12.2943365 45.6567865)",,,,,,,
432785215,,residential,False,False,31.132,"LINESTRING (12.2933867 45.6560927, 12.2931061 45.6562925)",,,,,,,
432785216,,residential,False,False,22.844,"LINESTRING (12.2933867 45.6560927, 12.2935904 45.6559446)",,,,,,,
129209499,Via 4 novembre,residential,False,False,202.176,"LINESTRING (12.2973226 45.6563729, 12.2972248 45.655649, 12.2972005 45.655507, 12.2966462 45.6546417)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,False,58.869,"LINESTRING (12.2947366 45.6560253, 12.2944733 45.6565217)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,True,21.378,"LINESTRING (12.2947366 45.6560253, 12.2948321 45.655845)",,,,,,,
"[129209482, 129209525]","['Via Vittorio Veneto', 'Via Monte Grappa']",residential,False,False,308.757,"LINESTRING (12.2947366 45.6560253, 12.2949886 45.6560331, 12.2964906 45.656243, 12.2964477 45.6557631, 12.2949678 45.6555891)",,,,,,,
794542662,Viale della Libertà,tertiary,False,False,31.712,"LINESTRING (12.3006813 45.6574286, 12.301088 45.6574056)",,2,,,,,
794542662,Viale della Libertà,tertiary,False,True,39.351,"LINESTRING (12.3006813 45.6574286, 12.3001758 45.6574488)",,2,,,,,
19372774,Via Roma,tertiary,False,True,81.692,"LINESTRING (12.3001254 45.6533539, 12.3003853 45.6534672, 12.3004194 45.6534819, 12.3005834 45.6535524, 12.3007093 45.6535932, 12.3008012 45.6536115, 12.3009349 45.6536243, 12.3010775 45.6536304)",,,,,,,
"[129209481, 129209493]","['Via Macello', 'Via delle Industrie']","['residential', 'unclassified']",False,"[False, True]",507.7190000000001,"LINESTRING (12.3001254 45.6533539, 12.3003959 45.6527934, 12.3004226 45.6526547, 12.3004174 45.6524184, 12.3002844 45.6521259, 12.3001568 45.6518958, 12.2999974 45.6517638, 12.2997804 45.6515962, 12.2996513 45.6514882, 12.299602 45.6513984, 12.2995727 45.6513149, 12.2995771 45.6511969, 12.2996005 45.6510731, 12.2996426 45.6508805, 12.2996902 45.6507005, 12.2997849 45.6498945, 12.2998951 45.6494851, 12.2999298 45.6492865, 12.2997978 45.6490812, 12.2997675 45.6490342)",,,,,,,
692532146,Via Roma,tertiary,False,False,130.65800000000002,"LINESTRING (12.3001254 45.6533539, 12.2999736 45.6532877, 12.2997608 45.6532168, 12.2995957 45.6531617, 12.2990625 45.6531137, 12.2987811 45.6531376, 12.2985208 45.6531604)",,,,,,,
129209487,Via Venticinque Aprile,residential,False,False,25.073,"LINESTRING (12.2942528 45.6541157, 12.2939314 45.6540964)",,,,,,,
129209487,Via Venticinque Aprile,residential,False,True,67.074,"LINESTRING (12.2942528 45.6541157, 12.2945397 45.6546846)",,,,,,,
129209500,Via Venticinque Aprile,residential,False,False,112.581,"LINESTRING (12.2942528 45.6541157, 12.2956935 45.6542204)",,,,,,,
129209475,Via dei Mille,residential,False,False,44.235,"LINESTRING (12.2924645 45.6567894, 12.2927999 45.656468)",,,,,,,
129209475,Via dei Mille,residential,False,True,45.585,"LINESTRING (12.2924645 45.6567894, 12.2921328 45.6571275)",,,,,,,
129209492,Via Camillo Benso conte di Cavour,residential,False,True,136.508,"LINESTRING (12.2924645 45.6567894, 12.2941029 45.6572318)",,,,,,,
129209529,Via Armando Diaz,residential,False,False,152.56,"LINESTRING (12.295731 45.6577521, 12.2943365 45.6567865)",,,,,,,
129209506,Via Piave,residential,False,False,34.477,"LINESTRING (12.2947418 45.6551332, 12.2951605 45.6552356)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,False,73.679,"LINESTRING (12.2954957 45.6546158, 12.2951605 45.6552356)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,True,46.577,"LINESTRING (12.2954957 45.6546158, 12.2956935 45.6542204)",,,,,,,
129209499,Via 4 novembre,residential,False,True,89.467,"LINESTRING (12.2954957 45.6546158, 12.2966462 45.6546417)",,,,,,,
19372774,Via Roma,tertiary,False,False,9.558,"LINESTRING (12.3012003 45.6536258, 12.3010775 45.6536304)",,,,,,,
19372774,Via Roma,tertiary,False,True,49.949,"LINESTRING (12.3012003 45.6536258, 12.3013694 45.6536231, 12.3018406 45.6535906)",,,,,,,
129209487,Via Venticinque Aprile,residential,False,True,25.073,"LINESTRING (12.2939314 45.6540964, 12.2942528 45.6541157)",,,,,,,
129209483,,residential,True,False,69.834,"LINESTRING (12.2989408 45.6558096, 12.2980457 45.6558643)",,,,,,,
129209524,Via Don Giovanni Minzoni,residential,False,False,127.231,"LINESTRING (12.2989408 45.6558096, 12.2988942 45.655942, 12.2982801 45.6568539)",,,,,,,
129209524,Via Don Giovanni Minzoni,residential,False,True,108.60900000000001,"LINESTRING (12.2989408 45.6558096, 12.2989797 45.6556581, 12.2989674 45.655394, 12.2988874 45.6551741, 12.2987392 45.6549411, 12.2986947 45.654871)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,False,24.905,"LINESTRING (12.2938893 45.657586, 12.2937752 45.6577953)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,True,23.188,"LINESTRING (12.2938893 45.657586, 12.2939969 45.6573915)",,,,,,,
129209494,Via Mazzini,residential,True,False,145.731,"LINESTRING (12.2938893 45.657586, 12.293508 45.6574879, 12.2930145 45.6573529, 12.2921328 45.6571275)",,,,,,,
129209521,Via Leopardi,residential,False,False,197.525,"LINESTRING (12.2934867 45.6548987, 12.2922215 45.6533581)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,False,42.064,"LINESTRING (12.2951605 45.6552356, 12.2949678 45.6555891)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,True,73.679,"LINESTRING (12.2951605 45.6552356, 12.2954957 45.6546158)",,,,,,,
129209506,Via Piave,residential,False,True,34.477,"LINESTRING (12.2951605 45.6552356, 12.2947418 45.6551332)",,,,,,,
129209487,Via Venticinque Aprile,residential,False,False,67.074,"LINESTRING (12.2945397 45.6546846, 12.2942528 45.6541157)",,,,,,,
129209484,Via Verdi,residential,False,False,190.81,"LINESTRING (12.2940149 45.6547582, 12.2936697 45.654202, 12.2929303 45.65322)",,,,,,,
129209524,Via Don Giovanni Minzoni,residential,False,True,97.793,"LINESTRING (12.2986947 45.654871, 12.2981809 45.6540682)",,,,,,,
129209516,Via Guglielmo Marconi,residential,False,True,157.668,"LINESTRING (12.2986947 45.654871, 12.2978209 45.655142, 12.2979926 45.6554065, 12.2980457 45.6558643)",,,,,,,
129209524,Via Don Giovanni Minzoni,residential,False,False,108.609,"LINESTRING (12.2986947 45.654871, 12.2987392 45.6549411, 12.2988874 45.6551741, 12.2989674 45.655394, 12.2989797 45.6556581, 12.2989408 45.6558096)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,False,19.576,"LINESTRING (12.2941029 45.6572318, 12.2939969 45.6573915)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,True,52.739,"LINESTRING (12.2941029 45.6572318, 12.2943365 45.6567865)",,,,,,,
129209492,Via Camillo Benso conte di Cavour,residential,False,False,136.508,"LINESTRING (12.2941029 45.6572318, 12.2924645 45.6567894)",,,,,,,
129209475,Via dei Mille,residential,False,True,44.235,"LINESTRING (12.2927999 45.656468, 12.2924645 45.6567894)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,False,46.577,"LINESTRING (12.2956935 45.6542204, 12.2954957 45.6546158)",,,,,,,
129209500,Via Venticinque Aprile,residential,False,True,112.581,"LINESTRING (12.2956935 45.6542204, 12.2942528 45.6541157)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,True,66.75,"LINESTRING (12.2956935 45.6542204, 12.2958384 45.6539471, 12.2959422 45.6537514, 12.2959777 45.6536544)",,,,,,,
129209516,Via Guglielmo Marconi,residential,False,False,157.668,"LINESTRING (12.2980457 45.6558643, 12.2979926 45.6554065, 12.2978209 45.655142, 12.2986947 45.654871)",,,,,,,
129209516,Via Guglielmo Marconi,residential,False,True,118.323,"LINESTRING (12.2980457 45.6558643, 12.2981049 45.6564771, 12.298066 45.6567144, 12.2981288 45.6567902, 12.2982801 45.6568539)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,False,23.188,"LINESTRING (12.2939969 45.6573915, 12.2938893 45.657586)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,True,19.576,"LINESTRING (12.2939969 45.6573915, 12.2941029 45.6572318)",,,,,,,
129209523,Via Lanzaghe,residential,False,True,109.30299999999998,"LINESTRING (12.2939969 45.6573915, 12.2950101 45.6576378, 12.295038 45.657645, 12.2950645 45.6576621, 12.2950677 45.6576919, 12.2950503 45.657741, 12.2950124 45.6578444)",,,,,,,
129209521,Via Leopardi,residential,False,True,197.525,"LINESTRING (12.2922215 45.6533581, 12.2934867 45.6548987)",,,,,,,
"[1234890192, 34760953]",Via Treviso,tertiary,False,True,57.216,"LINESTRING (12.2922215 45.6533581, 12.292639 45.6532691, 12.2927287 45.653254, 12.2929303 45.65322)",,,,,,,
692532146,Via Roma,tertiary,False,True,12.723,"LINESTRING (12.2977269 45.653227, 12.2978894 45.6532132)",,,,,,,
129209524,Via Don Giovanni Minzoni,residential,False,False,100.24199999999999,"LINESTRING (12.2977269 45.653227, 12.2978429 45.6535313, 12.2981809 45.6540682)",,,,,,,
692532146,Via Roma,tertiary,False,False,44.825,"LINESTRING (12.2977269 45.653227, 12.2974212 45.6532494, 12.2971529 45.6532659)",,,,,,,
129209499,Via 4 novembre,residential,False,False,89.467,"LINESTRING (12.2966462 45.6546417, 12.2954957 45.6546158)",,,,,,,
361587574,,residential,False,False,42.903,"LINESTRING (12.2966462 45.6546417, 12.2964211 45.6542894)",,,,,,,
129209499,Via 4 novembre,residential,False,True,202.176,"LINESTRING (12.2966462 45.6546417, 12.2972005 45.655507, 12.2972248 45.655649, 12.2973226 45.6563729)",,,,,,,
39370664,Via Sile,unclassified,False,True,416.966,"LINESTRING (12.298057 45.6502735, 12.2960058 45.6515014, 12.2957601 45.6514097, 12.2954539 45.6511425, 12.2952513 45.6509725, 12.2944753 45.650374, 12.2941393 45.6501938)",,,,,,,
129209484,Via Verdi,residential,False,True,190.81,"LINESTRING (12.2929303 45.65322, 12.2936697 45.654202, 12.2940149 45.6547582)",,,,,,,
"[1234890192, 34760953]",Via Treviso,tertiary,False,False,57.216,"LINESTRING (12.2929303 45.65322, 12.2927287 45.653254, 12.292639 45.6532691, 12.2922215 45.6533581)",,,,,,,
1234890192,Via Treviso,tertiary,False,True,205.244,"LINESTRING (12.2929303 45.65322, 12.2931076 45.653202, 12.2934919 45.6531914, 12.2937531 45.6531925, 12.2942808 45.6532067, 12.2955623 45.6532941)",,,,,,,
129209475,Via dei Mille,residential,False,False,45.585,"LINESTRING (12.2921328 45.6571275, 12.2924645 45.6567894)",,,,,,,
430052759,,residential,False,False,34.0,"LINESTRING (12.2921328 45.6571275, 12.2917222 45.657022)",,,,,,,
692532146,Via Roma,tertiary,False,False,62.108,"LINESTRING (12.2971529 45.6532659, 12.2963578 45.6533215)",,,,,,,
164698156,,residential,False,False,70.53,"LINESTRING (12.2971529 45.6532659, 12.2971807 45.6535004, 12.2971527 45.6536163, 12.297202 45.6537384, 12.2973022 45.6538762)",,,,,,,
692532146,Via Roma,tertiary,False,True,44.825,"LINESTRING (12.2971529 45.6532659, 12.2974212 45.6532494, 12.2977269 45.653227)",,,,,,,
164698156,,residential,False,True,70.53,"LINESTRING (12.2973022 45.6538762, 12.297202 45.6537384, 12.2971527 45.6536163, 12.2971807 45.6535004, 12.2971529 45.6532659)",,,,,,,
164698160,,residential,False,False,69.721,"LINESTRING (12.3012687 45.6564742, 12.3011537 45.6565392, 12.3010608 45.6570588)",,,,,,,
330361694,,residential,False,False,79.83800000000001,"LINESTRING (12.3012687 45.6564742, 12.3013602 45.6558764, 12.3015265 45.6558651)",,,,20,,,
129209524,Via Don Giovanni Minzoni,residential,False,False,38.091,"LINESTRING (12.2982801 45.6568539, 12.2980803 45.6571667)",,,,,,,
129209516,Via Guglielmo Marconi,residential,False,False,118.32300000000001,"LINESTRING (12.2982801 45.6568539, 12.2981288 45.6567902, 12.298066 45.6567144, 12.2981049 45.6564771, 12.2980457 45.6558643)",,,,,,,
129209524,Via Don Giovanni Minzoni,residential,False,True,127.231,"LINESTRING (12.2982801 45.6568539, 12.2988942 45.655942, 12.2989408 45.6558096)",,,,,,,
129209522,Viale della Libertà,tertiary,False,False,57.876,"LINESTRING (12.2965774 45.6569095, 12.2973007 45.6570333)",,2,,,,,
129209522,Viale della Libertà,tertiary,False,True,169.121,"LINESTRING (12.2965774 45.6569095, 12.2944733 45.6565217)",,2,,,,,
164698155,,residential,False,False,94.398,"LINESTRING (12.2965774 45.6569095, 12.2962711 45.657731)",,,,,,,
164698160,,residential,False,False,38.62,"LINESTRING (12.3010608 45.6570588, 12.301088 45.6574056)",,,,,,,
164698157,,residential,False,False,129.595,"LINESTRING (12.3010608 45.6570588, 12.3007643 45.6569536, 12.3003671 45.656944, 12.3001138 45.6569753, 12.3001758 45.6574488)",,,,,,,
164698160,,residential,False,True,69.721,"LINESTRING (12.3010608 45.6570588, 12.3011537 45.6565392, 12.3012687 45.6564742)",,,,,,,
164698160,,residential,False,True,38.62,"LINESTRING (12.301088 45.6574056, 12.3010608 45.6570588)",,,,,,,
794542662,Viale della Libertà,tertiary,False,True,31.712,"LINESTRING (12.301088 45.6574056, 12.3006813 45.6574286)",,2,,,,,
794542662,Viale della Libertà,tertiary,False,False,39.351,"LINESTRING (12.3001758 45.6574488, 12.3006813 45.6574286)",,2,,,,,
164698157,,residential,False,True,129.595,"LINESTRING (12.3001758 45.6574488, 12.3001138 45.6569753, 12.3003671 45.656944, 12.3007643 45.6569536, 12.3010608 45.6570588)",,,,,,,
794542662,Viale della Libertà,tertiary,False,True,71.143,"LINESTRING (12.3001758 45.6574488, 12.2997338 45.6574384, 12.2992678 45.6573812)",,2,,,,,
164698155,,residential,False,True,94.398,"LINESTRING (12.2962711 45.657731, 12.2965774 45.6569095)",,,,,,,
129209479,Via Posta,residential,False,False,251.894,"LINESTRING (12.3005499 45.65181, 12.3007678 45.6518246, 12.3008419 45.6518408, 12.3009347 45.6518926, 12.3009833 45.6519088, 12.3011224 45.6519072, 12.3012615 45.6519072, 12.3012986 45.6519348, 12.3013146 45.6519919, 12.3010775 45.6536304)",,,,,,,
430052759,,residential,False,True,34.0,"LINESTRING (12.2917222 45.657022, 12.2921328 45.6571275)",,,,,,,
330361694,,residential,False,True,79.83800000000001,"LINESTRING (12.3015265 45.6558651, 12.3013602 45.6558764, 12.3012687 45.6564742)",,,,20,,,
692532146,Via Roma,tertiary,False,False,49.426,"LINESTRING (12.2985208 45.6531604, 12.2978894 45.6532132)",,,,,,,
"[361586928, 330361695]",,residential,True,False,148.284,"LINESTRING (12.2985208 45.6531604, 12.2985485 45.6532112, 12.2989221 45.6538965, 12.2988691 45.65391, 12.2981809 45.6540682)",,,,20,,,
692532146,Via Roma,tertiary,False,True,130.65800000000002,"LINESTRING (12.2985208 45.6531604, 12.2987811 45.6531376, 12.2990625 45.6531137, 12.2995957 45.6531617, 12.2997608 45.6532168, 12.2999736 45.6532877, 12.3001254 45.6533539)",,,,,,,
361587574,,residential,False,True,42.903,"LINESTRING (12.2964211 45.6542894, 12.2966462 45.6546417)",,,,,,,
19372774,Via Roma,tertiary,False,True,41.4,"LINESTRING (12.3018406 45.6535906, 12.3023729 45.6535772)",,,,,,,
19372774,Via Roma,tertiary,False,False,49.949,"LINESTRING (12.3018406 45.6535906, 12.3013694 45.6536231, 12.3012003 45.6536258)",,,,,,,
129209524,Via Don Giovanni Minzoni,residential,False,False,97.793,"LINESTRING (12.2981809 45.6540682, 12.2986947 45.654871)",,,,,,,
129209524,Via Don Giovanni Minzoni,residential,False,True,100.24199999999999,"LINESTRING (12.2981809 45.6540682, 12.2978429 45.6535313, 12.2977269 45.653227)",,,,,,,
432785215,,residential,False,True,31.132,"LINESTRING (12.2931061 45.6562925, 12.2933867 45.6560927)",,,,,,,
432785216,,residential,False,True,22.844,"LINESTRING (12.2935904 45.6559446, 12.2933867 45.6560927)",,,,,,,
"[129209481, 129209493]","['Via Macello', 'Via delle Industrie']","['unclassified', 'residential']",False,"[False, True]",507.719,"LINESTRING (12.2997675 45.6490342, 12.2997978 45.6490812, 12.2999298 45.6492865, 12.2998951 45.6494851, 12.2997849 45.6498945, 12.2996902 45.6507005, 12.2996426 45.6508805, 12.2996005 45.6510731, 12.2995771 45.6511969, 12.2995727 45.6513149, 12.299602 45.6513984, 12.2996513 45.6514882, 12.2997804 45.6515962, 12.2999974 45.6517638, 12.3001568 45.6518958, 12.3002844 45.6521259, 12.3004174 45.6524184, 12.3004226 45.6526547, 12.3003959 45.6527934, 12.3001254 45.6533539)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,False,21.378,"LINESTRING (12.2948321 45.655845, 12.2947366 45.6560253)",,,,,,,
34760956,Via Lanzaghe,tertiary,False,True,30.347,"LINESTRING (12.2948321 45.655845, 12.2949678 45.6555891)",,,,,,,
685770546,,residential,False,False,46.735,"LINESTRING (12.2948321 45.655845, 12.2942685 45.6556985)",,,,,,,
685770546,,residential,False,True,46.735,"LINESTRING (12.2942685 45.6556985, 12.2948321 45.655845)",,,,,,,
692532146,Via Roma,tertiary,False,False,12.723,"LINESTRING (12.2978894 45.6532132, 12.2977269 45.653227)",,,,,,,
692532146,Via Roma,tertiary,False,True,49.426,"LINESTRING (12.2978894 45.6532132, 12.2985208 45.6531604)",,,,,,,
689807548,,residential,False,False,151.412,"LINESTRING (12.2978894 45.6532132, 12.2978565 45.6531044, 12.2977727 45.6529421, 12.2976875 45.6528054, 12.2976507 45.6527119, 12.2977683 45.652638, 12.2979638 45.6525825, 12.2985281 45.6524325, 12.2984706 45.6522861)",,,,,,,
