osmid,oneway,name,highway,reversed,length,geometry,bridge,maxspeed,ref,tunnel,width,junction
"[42403649, 917545962, 917522211]",True,Via Roma,tertiary,False,831.411,"LINESTRING (15.2831349 37.850233, 15.2831602 37.8501616, 15.2831606 37.8501117, 15.2831428 37.8500663, 15.2831002 37.8500344, 15.2830425 37.8500142, 15.2828289 37.8499982, 15.2827362 37.8499952, 15.2826665 37.8499565, 15.2826245 37.8498943, 15.282592 37.8496048, 15.2826067 37.8494933, 15.2826396 37.849407, 15.2826845 37.8493478, 15.2829105 37.8491153, 15.2830124 37.8490374, 15.2831085 37.8490014, 15.2835734 37.8489973, 15.2836917 37.8490107, 15.2837894 37.8490617, 15.2840127 37.8496223, 15.283986 37.8497602, 15.2839727 37.8498917, 15.2840125 37.8500757, 15.2840441 37.850133, 15.2840858 37.8501722, 15.284316 37.8503366, 15.2847785 37.8506871, 15.2848645 37.8507963, 15.2854203 37.8513469, 15.2854633 37.8513735, 15.285542 37.851393, 15.2862205 37.8514178, 15.2863535 37.8513404, 15.2870464 37.8512777, 15.2871094 37.8512718, 15.2871639 37.8512706, 15.2872077 37.85128, 15.2874181 37.8513673, 15.287488 37.8513866, 15.2875575 37.8513953, 15.2876601 37.8514022, 15.2877483 37.8514175, 15.288232 37.8515254, 15.288322 37.8515584, 15.2883693 37.8515836, 15.288423 37.8516123)",,,,,,
"[44842264, 406949349]",False,Via San Domenico,living_street,False,90.742,"LINESTRING (15.2831349 37.850233, 15.283685 37.8503255, 15.2836572 37.8506968)",,,,,,
"[325038617, 182792690, 558324069]",False,Via Crocifisso,secondary,False,342.81999999999994,"LINESTRING (15.2792702 37.851043, 15.2792175 37.8510043, 15.2791648 37.8509409, 15.279148 37.8508942, 15.2791452 37.8508354, 15.2791554 37.8507682, 15.2791674 37.8507397, 15.2792063 37.8506921, 15.2792472 37.8506654, 15.2793236 37.8506369, 15.2794277 37.8506178, 15.2803388 37.8505198, 15.2804241 37.8505036, 15.280471 37.8504813, 15.2805089 37.85045, 15.2805785 37.8503675, 15.2806303 37.8502516, 15.2806699 37.8501135, 15.2806862 37.8499717, 15.2806688 37.8497937, 15.2805483 37.8496341, 15.2804773 37.8495222, 15.2804256 37.8494316, 15.2803831 37.8493565, 15.2803485 37.849274, 15.2803119 37.8492254, 15.2802434 37.8491807, 15.2801769 37.8491709, 15.2801238 37.8491737, 15.2800578 37.8491995, 15.2799956 37.8492485)",yes,,,,,
325038621,True,Via Crocifisso,secondary,False,49.952999999999996,"LINESTRING (15.2792702 37.851043, 15.279378 37.8510616, 15.2794772 37.851051, 15.2795632 37.8510392, 15.2796811 37.8510224, 15.2798324 37.8510181)",,50,,,,
406926850,False,Via Paternò di Biscari,residential,False,12.162,"LINESTRING (15.2803808 37.8530725, 15.2805184 37.8530599)",,,,,,
44842274,True,Via Wilhelm von Glöden,residential,False,305.44300000000004,"LINESTRING (15.2803808 37.8530725, 15.2799841 37.8529459, 15.2799352 37.8529121, 15.2799117 37.8528697, 15.2799003 37.8528232, 15.2799016 37.8527564, 15.2799309 37.8526486, 15.2799553 37.8525552, 15.2799506 37.8524955, 15.2799245 37.8524366, 15.2798735 37.8523703, 15.2797984 37.8523212, 15.2797257 37.852289, 15.2796268 37.8522767, 15.2795355 37.8522873, 15.2794448 37.8523228, 15.2789367 37.85256, 15.2788784 37.8525986, 15.2788301 37.8526474, 15.2787993 37.852709, 15.2787805 37.8527766, 15.2787822 37.8528493, 15.2788208 37.8529163, 15.2788664 37.8529707, 15.2791113 37.8531952, 15.2792709 37.8533318)",,,,,,
406926850,False,Via Paternò di Biscari,residential,True,12.162,"LINESTRING (15.2805184 37.8530599, 15.2803808 37.8530725)",,,,,,
37055795,False,Via Otto Geleng,residential,True,450.20699999999994,"LINESTRING (15.2805184 37.8530599, 15.280367 37.8530196, 15.2803496 37.8530079, 15.2803432 37.8529885, 15.2803612 37.8528432, 15.280387 37.8526399, 15.2803761 37.8525062, 15.2803479 37.8523996, 15.280285 37.8522687, 15.2800655 37.8519847, 15.2800191 37.8519438, 15.2798719 37.851822, 15.2797939 37.8517863, 15.2797001 37.8517613, 15.2796223 37.8517486, 15.2795388 37.8517477, 15.2792769 37.8517693, 15.2791849 37.851787, 15.2791065 37.8518156, 15.2789549 37.8519977, 15.278873 37.8520839, 15.2787065 37.8521485, 15.2786511 37.8521439, 15.2786137 37.8521183, 15.2785981 37.8520591, 15.2787645 37.8515527, 15.278745 37.8515249, 15.2786813 37.8515244, 15.2786498 37.8515445, 15.2786216 37.8515996, 15.2785619 37.8517272, 15.2785338 37.8517669, 15.2784815 37.851805, 15.2784057 37.8518151, 15.278346 37.8518024, 15.2783293 37.8517896, 15.2783313 37.8517521, 15.2784178 37.8515106)",,,,,,
406926850,False,Via Paternò di Biscari,residential,False,60.09,"LINESTRING (15.2805184 37.8530599, 15.280621 37.8530251, 15.2806593 37.8530121, 15.2807863 37.8529629, 15.280831 37.8529518, 15.2808756 37.8529584, 15.2809277 37.8529991, 15.2810023 37.8530811, 15.2810608 37.8531414)",,,,,,
47586259,False,Via Paternò di Biscari,residential,False,60.937000000000005,"LINESTRING (15.2810608 37.8531414, 15.2810583 37.8532181, 15.2810343 37.8533026, 15.2810125 37.8533732, 15.281019 37.853456, 15.2811181 37.8536713)",,,,,,
406926850,False,Via Paternò di Biscari,residential,True,60.09,"LINESTRING (15.2810608 37.8531414, 15.2810023 37.8530811, 15.2809277 37.8529991, 15.2808756 37.8529584, 15.280831 37.8529518, 15.2807863 37.8529629, 15.2806593 37.8530121, 15.280621 37.8530251, 15.2805184 37.8530599)",,,,,,
917525889,False,Via Paternò di Biscari,residential,True,39.05,"LINESTRING (15.2810608 37.8531414, 15.2811379 37.8530482, 15.2811748 37.8529931, 15.2811573 37.8528161)",,,,,,
"[42201500, 404951278]",True,"['Via Diodoro Siculo', 'Via Apollo Arcageta']",residential,False,198.29600000000002,"LINESTRING (15.2811573 37.8528161, 15.2810897 37.8527832, 15.2810587 37.8527568, 15.2810434 37.8527118, 15.2810482 37.8526304, 15.2810846 37.8524987, 15.281143 37.8523306, 15.2811929 37.8521824, 15.2812858 37.8519987, 15.2812816 37.8519049, 15.2812991 37.8516221, 15.2812979 37.8515685, 15.2813033 37.8513972, 15.2812932 37.8512383, 15.2812772 37.851164, 15.2812618 37.8511054)",,50,,,,
917525889,False,Via Paternò di Biscari,residential,False,39.05,"LINESTRING (15.2811573 37.8528161, 15.2811748 37.8529931, 15.2811379 37.8530482, 15.2810608 37.8531414)",,,,,,
47710230,False,Corso Umberto Primo,living_street,False,2.721,"LINESTRING (15.2884912 37.8537815, 15.2885085 37.8538018)",,,,,,
475240598,False,Via Teatro Greco,living_street,True,5.943,"LINESTRING (15.2885667 37.8537745, 15.2885085 37.8538018)",,,,,,
"[463783530, 42412787]",True,"['Via Timeo', 'Via Teatrino Romano']",living_street,False,107.30600000000001,"LINESTRING (15.2882015 37.8546229, 15.2881999 37.8545963, 15.2881967 37.854496, 15.2881951 37.8543467, 15.2881476 37.8540793, 15.2881465 37.8540273, 15.2884912 37.8537815)",,,,,,
917522216,True,Via Circonvallazione,secondary,False,115.92800000000001,"LINESTRING (15.2882015 37.8546229, 15.2881571 37.8546043, 15.2881142 37.8545774, 15.2880769 37.8545446, 15.2880364 37.854498, 15.2877785 37.8540119, 15.2876688 37.8538252, 15.2875914 37.8537148)",,,SP10,,,
917522217,False,Via Circonvallazione,secondary,True,15.279,"LINESTRING (15.2862046 37.852776, 15.2863395 37.8528628)",,,SP10,,,
37504916,True,Via Circonvallazione,secondary,False,312.59100000000007,"LINESTRING (15.2862046 37.852776, 15.2856421 37.8524025, 15.2855532 37.8523472, 15.2854428 37.852292, 15.2853239 37.8522476, 15.2852085 37.8522103, 15.2851268 37.85219, 15.2850449 37.8521792, 15.2846294 37.852137, 15.2843454 37.8521074, 15.2839468 37.8520561, 15.283831 37.8520543, 15.2837089 37.8520616, 15.282986 37.8521538, 15.2829096 37.85216)",,,SP10,,,
42201497,True,Via Dionisio Primo,residential,False,188.41400000000002,"LINESTRING (15.2829096 37.85216, 15.2828862 37.8521208, 15.2828363 37.8521017, 15.2827832 37.8520992, 15.2827351 37.8521092, 15.2826617 37.8521382, 15.2825388 37.8521968, 15.2824464 37.852231, 15.2823611 37.8522503, 15.2822687 37.8522569, 15.2821901 37.8522569, 15.2820974 37.8522634, 15.282031 37.8522763, 15.2819626 37.8522915, 15.2818616 37.8523175, 15.2818031 37.8523378, 15.28178 37.8523459, 15.2816409 37.8523943, 15.2814791 37.852516, 15.2813732 37.8526593, 15.2813208 37.8527723, 15.2812812 37.8528008, 15.2811573 37.8528161)",,,,,,
