osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,lanes,access,junction,tunnel,bridge
183419006,Corso Antonio Rosmini,secondary,30,False,False,146.66,"LINESTRING (11.0398708 45.8909371, 11.0399806 45.8909361, 11.0405796 45.8909307, 11.0406624 45.8909299, 11.0411312 45.8909257, 11.0413505 45.8909237, 11.0417656 45.8909199)",,,,,,,
499921849,Corso Antonio Rosmini,secondary,,False,True,66.573,"LINESTRING (11.0398708 45.8909371, 11.0398415 45.8909374, 11.0397753 45.890938, 11.0391327 45.8909438, 11.0390107 45.8909449)",,,,,,,
146058836,Piazza Antonio Rosmini,secondary,30,True,False,14.856000000000002,"LINESTRING (11.0431663 45.8909072, 11.0432489 45.8908905, 11.0432961 45.8908728, 11.0433465 45.890863)",,,,,,,
183419006,Corso Antonio Rosmini,secondary,30,False,True,108.416,"LINESTRING (11.0431663 45.8909072, 11.0430388 45.8909084, 11.0418763 45.8909189, 11.0417656 45.8909199)",,,,,,,
240822605,Piazza Antonio Rosmini,secondary,30,False,True,3.765,"LINESTRING (11.0437894 45.8910276, 11.0437433 45.8910168)",,,,,,,
24755652,Viale dei Colli,secondary,30,False,False,250.90899999999996,"LINESTRING (11.0437894 45.8910276, 11.043835 45.8910308, 11.0443002 45.8910461, 11.0444431 45.8910502, 11.0445485 45.8910381, 11.0446025 45.8910238, 11.0446572 45.8910012, 11.0448226 45.8908856, 11.0450678 45.8906694, 11.0450826 45.8906272, 11.0451472 45.8904436, 11.0451822 45.8903515, 11.0452053 45.8903078, 11.0452691 45.8902316, 11.0453153 45.8901966, 11.0453931 45.8901684, 11.0454606 45.8901546, 11.0456881 45.8901186, 11.0457263 45.8901057, 11.0457725 45.8900858, 11.045856 45.8900205, 11.0459879 45.8898749, 11.0460261 45.8898537, 11.0460602 45.8898383, 11.0461046 45.8898308)",SP2,,,,,,
23957312,Via Dante Alighieri,residential,30,True,False,78.627,"LINESTRING (11.0403946 45.887977, 11.0403709 45.8873984, 11.0403693 45.887359, 11.0403648 45.8872702)",,6,,,,,
24815315,Via Follone,residential,,True,False,90.836,"LINESTRING (11.0403946 45.887977, 11.0403664 45.8879789, 11.0402403 45.8879762, 11.0392212 45.8879787)",,,,,,,
24794153,Via Dante Alighieri,residential,30,True,False,74.771,"LINESTRING (11.0403648 45.8872702, 11.0403592 45.8871807, 11.0403523 45.8870716, 11.0403227 45.8865984)",,,2,yes,,,
24815300,Via Setaioli,primary,30,False,True,65.53399999999999,"LINESTRING (11.0403648 45.8872702, 11.04048 45.8872919, 11.0404956 45.8872941, 11.0406522 45.8872963, 11.041199 45.8872309)",,,,,,,
648404296,Via Camillo Benso Conte di Cavour,primary,,False,False,88.47699999999999,"LINESTRING (11.0403648 45.8872702, 11.0403231 45.8872696, 11.0401961 45.8872611, 11.0401314 45.8872571, 11.0392268 45.8871958)",,,2,,,,
23857176,Piazzale Santa Maria,secondary,,True,False,16.811,"LINESTRING (11.0419053 45.8843536, 11.0418619 45.884355, 11.04182 45.884347, 11.0417838 45.8843304, 11.0417568 45.8843067, 11.0417417 45.8842783)",,,,,roundabout,,
39773861,Viale Prima Armata,residential,,True,False,31.956,"LINESTRING (11.0419053 45.8843536, 11.041707 45.8844711, 11.0415949 45.884543)",,,,,,,
23857176,Piazzale Santa Maria,secondary,,True,False,3.148,"LINESTRING (11.0419434 45.8843437, 11.0419053 45.8843536)",,,,,roundabout,,
23857176,Piazzale Santa Maria,secondary,,True,False,12.956999999999999,"LINESTRING (11.0420132 45.8842452, 11.0420132 45.8842744, 11.0420006 45.8843021, 11.0419766 45.884326, 11.0419434 45.8843437)",,,,,roundabout,,
24793832,Via Santa Maria,secondary,,True,False,28.903999999999996,"LINESTRING (11.0420132 45.8842452, 11.0422119 45.8843077, 11.0423244 45.8843823)",,,,,,,
23857176,Piazzale Santa Maria,secondary,,True,False,16.853,"LINESTRING (11.0418541 45.884165, 11.0418977 45.8841648, 11.0419392 45.884174, 11.0419744 45.8841918, 11.042 45.8842164, 11.0420132 45.8842452)",,,,,roundabout,,
23857176,Piazzale Santa Maria,secondary,,True,False,13.162999999999998,"LINESTRING (11.041741 45.8842438, 11.0417544 45.8842157, 11.0417794 45.8841918, 11.0418138 45.8841743, 11.0418541 45.884165)",,,,,roundabout,,
23857177,,secondary,,True,False,44.059,"LINESTRING (11.041741 45.8842438, 11.0416675 45.8841681, 11.0413931 45.8839305)",,,,,,,
23957312,Via Dante Alighieri,residential,30,True,False,9.211,"LINESTRING (11.0404752 45.8899464, 11.0404718 45.8898636)",,6,,,,,
33548747,Via Giuseppe Garibaldi,living_street,,True,False,61.306000000000004,"LINESTRING (11.0404752 45.8899464, 11.0406497 45.8899998, 11.040658 45.8900022, 11.0409797 45.8900872, 11.041117 45.8901263, 11.0412077 45.8901557)",,,,,,,
23957312,Via Dante Alighieri,residential,30,True,False,172.789,"LINESTRING (11.0404718 45.8898636, 11.0404682 45.889777, 11.0404492 45.889313, 11.0404119 45.8883997, 11.0404082 45.8883103)",,6,,,,,
24815295,Via Girolamo Tartarotti,residential,30,True,False,72.78800000000001,"LINESTRING (11.0404718 45.8898636, 11.0406438 45.8898385, 11.0407796 45.889794, 11.0413371 45.8896139)",,,,,,,
225777284,Via Schio,tertiary,,False,False,338.48299999999995,"LINESTRING (11.0447603 45.8840625, 11.0446566 45.8840738, 11.044557 45.8840597, 11.0433883 45.8834902, 11.043238 45.883437, 11.0431637 45.8834314, 11.0430858 45.8834393, 11.0429937 45.8834792, 11.0429373 45.883535, 11.0429201 45.8835749, 11.0429224 45.8836273, 11.0429439 45.8836785, 11.0429765 45.8837158, 11.0430981 45.8838288, 11.0432025 45.8839141, 11.0435318 45.8842229, 11.0436037 45.8842903, 11.0436301 45.8843653, 11.0436321 45.8844431, 11.0436179 45.8844955, 11.0434556 45.8846661, 11.043274 45.884838)",,,,,,,
"[24792632, 225777285, 41191799]","['Viale Zugna', 'Via Schio']",tertiary,,False,True,241.13799999999998,"LINESTRING (11.0447603 45.8840625, 11.044801 45.8840554, 11.0449331 45.8840314, 11.0450794 45.8840243, 11.0452664 45.8840413, 11.0457441 45.88418, 11.0461944 45.8843445, 11.0465806 45.8845256, 11.0468006 45.88466, 11.0470151 45.8847777, 11.0472968 45.8849345, 11.0474068 45.8849644, 11.0474711 45.8849569)",,,,,,,
1086257680,Viale Zugna,residential,,False,False,52.28,"LINESTRING (11.0462151 45.8835175, 11.0459526 45.8830843)",,,,,,,
41191799,Viale Zugna,tertiary,,False,False,192.734,"LINESTRING (11.0462151 45.8835175, 11.0462078 45.8835584, 11.0462365 45.8835987, 11.0468247 45.8842474, 11.0471144 45.8845088, 11.0474711 45.8848113, 11.0475114 45.8848598, 11.0475006 45.8849158, 11.0474711 45.8849569)",,,,,,,
41191799,Viale Zugna,tertiary,,False,True,313.403,"LINESTRING (11.0462151 45.8835175, 11.0462714 45.8834907, 11.0463667 45.8834902, 11.0466081 45.8836404, 11.0468441 45.8837906, 11.0472465 45.8840051, 11.0477171 45.8841737, 11.04912 45.88457, 11.0493433 45.884645, 11.0494703 45.8846381, 11.0495154 45.8845931, 11.0495304 45.8845335, 11.0495086 45.8844691, 11.0494788 45.8844364)",,,,,,,
148847020,Via Santa Maria,secondary,,False,True,18.33,"LINESTRING (11.043274 45.884838, 11.0430777 45.8847458)",,,,,,,
27034836,Via Santa Maria,secondary,30,True,False,178.348,"LINESTRING (11.043274 45.884838, 11.0433172 45.8848613, 11.0442785 45.8853777, 11.0443801 45.8854271, 11.0447289 45.8855967, 11.0451701 45.8856351, 11.0452112 45.885633)",,,,,,,
225777284,Via Schio,tertiary,,False,True,338.483,"LINESTRING (11.043274 45.884838, 11.0434556 45.8846661, 11.0436179 45.8844955, 11.0436321 45.8844431, 11.0436301 45.8843653, 11.0436037 45.8842903, 11.0435318 45.8842229, 11.0432025 45.8839141, 11.0430981 45.8838288, 11.0429765 45.8837158, 11.0429439 45.8836785, 11.0429224 45.8836273, 11.0429201 45.8835749, 11.0429373 45.883535, 11.0429937 45.8834792, 11.0430858 45.8834393, 11.0431637 45.8834314, 11.043238 45.883437, 11.0433883 45.8834902, 11.044557 45.8840597, 11.0446566 45.8840738, 11.0447603 45.8840625)",,,,,,,
24815687,Via Vicenza,primary,30,False,False,401.629,"LINESTRING (11.0458999 45.8860521, 11.045949 45.8860359, 11.0460342 45.8860203, 11.0462909 45.8859953, 11.0465815 45.8860126, 11.0468851 45.8860832, 11.0473814 45.8862023, 11.0478907 45.8863865, 11.0488072 45.8867767, 11.0492312 45.88695, 11.050609 45.8871279, 11.0507155 45.887145)",,,2,,,,
24816906,Piazza del Podestà,primary,30,False,False,79.018,"LINESTRING (11.0458999 45.8860521, 11.0458634 45.8860812, 11.0458248 45.8861207, 11.0456638 45.8863611, 11.0456232 45.8864554, 11.0455789 45.8865364, 11.0455098 45.8866347, 11.0454502 45.886684)",,,,,,,
148847019,Via Benacense,secondary,,False,True,28.925,"LINESTRING (11.0411035 45.8837661, 11.0413931 45.8839305)",,,,,,,
"[220953586, 148847019]",Via Benacense,secondary,,False,False,214.03500000000003,"LINESTRING (11.0411035 45.8837661, 11.0408133 45.8835901, 11.0406339 45.8834777, 11.0399298 45.883005, 11.039143 45.8824957, 11.0390797 45.8824549)",,,,,,,
23857176,Piazzale Santa Maria,secondary,,True,False,3.8520000000000003,"LINESTRING (11.0417417 45.8842783, 11.0417391 45.8842611, 11.041741 45.8842438)",,,,,roundabout,,
83020285,Via Lungo Leno sinistro,residential,,False,False,74.215,"LINESTRING (11.0409372 45.8852269, 11.0413465 45.8854452, 11.0416671 45.8856582)",,,,,,,
148847023,Viale Prima Armata,residential,,False,True,91.525,"LINESTRING (11.0409372 45.8852269, 11.0411042 45.8850492, 11.0413898 45.8847455, 11.0415949 45.884543)",,,,,,,
24794335,Via Francesco Fogolari,residential,,False,False,72.723,"LINESTRING (11.0403227 45.8865984, 11.0402711 45.8865941, 11.0401637 45.8865837, 11.039865 45.886555, 11.0394753 45.8865186, 11.0394086 45.8865124, 11.0393916 45.8865108)",,,,,,,
