osmid,oneway,name,highway,reversed,length,geometry,junction,tunnel,width
109919986,False,Via della Gancia,residential,False,73.974,"LINESTRING (13.9365004 37.1058677, 13.9362062 37.1057512, 13.936002 37.1056703, 13.9357533 37.1055718)",,,
171418742,True,Corso Umberto Argentina,tertiary,False,42.873,"LINESTRING (13.9418647 37.0985669, 13.9415833 37.0982534)",,,
687802722,False,Corso Umberto Argentina,tertiary,False,59.012,"LINESTRING (13.9418647 37.0985669, 13.9420118 37.098681, 13.9421765 37.0987793, 13.9423915 37.0988879)",,,
109919915,False,Via Agrigento,residential,True,40.982,"LINESTRING (13.9342998 37.1054305, 13.9346624 37.105659)",,,
109919756,False,Via Agrigento,residential,False,24.25,"LINESTRING (13.9342998 37.1054305, 13.9342288 37.1054047, 13.934095 37.1052911)",,,
273285370,True,Via Architetto Licata,tertiary,False,63.394999999999996,"LINESTRING (13.9342998 37.1054305, 13.9343768 37.1054034, 13.9344851 37.1053262, 13.9345952 37.1052684, 13.9347361 37.1052608, 13.9349426 37.1053005)",,,
273285370,True,Via Architetto Licata,tertiary,False,51.108,"LINESTRING (13.9332776 37.1061264, 13.9337115 37.1058239)",,,
273285371,True,Via Giuseppe Mazzini,residential,False,124.643,"LINESTRING (13.9332776 37.1061264, 13.9320491 37.1055818)",,,
109919807,False,Via Fiume,residential,True,58.325,"LINESTRING (13.932861 37.1037949, 13.9328916 37.1038091, 13.9329389 37.1038164, 13.9329925 37.103812, 13.933167 37.1038074, 13.9332194 37.1038099, 13.9332503 37.1038257, 13.9334474 37.1039565)",,,
200212266,False,Corso Brasile,residential,False,100.80199999999999,"LINESTRING (13.932861 37.1037949, 13.9331169 37.1037599, 13.9335141 37.1037121, 13.9338267 37.1036525, 13.9338968 37.1036272, 13.9339521 37.1035845)",,,
200212266,False,Corso Brasile,residential,True,75.527,"LINESTRING (13.932861 37.1037949, 13.9327792 37.1038243, 13.9327234 37.1038762, 13.9326811 37.1039394, 13.9326634 37.1039664, 13.9324098 37.104354)",,,
200212266,False,Corso Brasile,residential,False,34.862,"LINESTRING (13.93385 37.1031254, 13.9336673 37.1028478)",,,
200212266,False,Corso Brasile,residential,True,54.175,"LINESTRING (13.93385 37.1031254, 13.9339845 37.10339, 13.9339949 37.1034685, 13.9339862 37.1035295, 13.9339521 37.1035845)",,,
1131141268,False,Via Cotturo,residential,False,77.325,"LINESTRING (13.93385 37.1031254, 13.9340523 37.1032157, 13.9343477 37.1034112, 13.9344009 37.1034365, 13.9344942 37.103481, 13.9345676 37.1035161)",,,
89530299,True,Via Brigadiere Salvo D'Acquisto,residential,False,35.323,"LINESTRING (13.9403946 37.0992382, 13.9405943 37.0992857, 13.9407763 37.0993289)",,,
192109500,True,Via Dante Alighieri,residential,False,146.96800000000002,"LINESTRING (13.9403946 37.0992382, 13.940249 37.0998492, 13.9402144 37.0999403, 13.940173 37.0999637, 13.9400757 37.099945, 13.9400086 37.1000099, 13.9399576 37.1001147, 13.9398424 37.1003874)",,,
1131533052,True,Piazza della Vittoria,residential,False,55.458,"LINESTRING (13.9403946 37.0992382, 13.940418 37.0991689, 13.9406897 37.098801)",,,
1131711774,False,Piazza Giacomo Matteotti,residential,True,22.231,"LINESTRING (13.9373422 37.1009655, 13.9374312 37.1011524)",,,
"[192111689, 1131711655]",True,Via Guccione,residential,False,24.568,"LINESTRING (13.9373422 37.1009655, 13.9374866 37.1009009, 13.9375175 37.1008889, 13.9375911 37.1008706)",,,
"[192110402, 1131711774]",False,"['Via Guglielmo Marconi', 'Piazza Giacomo Matteotti']",residential,False,257.161,"LINESTRING (13.9373422 37.1009655, 13.9373295 37.1009467, 13.9371901 37.1007401, 13.9369168 37.100388, 13.9368079 37.100224, 13.9365414 37.0998808, 13.9365065 37.0997969, 13.9362775 37.0992989, 13.9361692 37.0990912, 13.9360496 37.0989046)",,,
89530299,True,Via Brigadiere Salvo D'Acquisto,residential,False,22.615,"LINESTRING (13.9407763 37.0993289, 13.9410234 37.0993791)",,,
218722562,True,Via Principe di Napoli,residential,False,23.396,"LINESTRING (13.9407763 37.0993289, 13.9407664 37.0992655, 13.9407591 37.0991191)",,,
564130429,False,Corso Serrovira,secondary,False,16.153,"LINESTRING (13.9373205 37.1052322, 13.9371662 37.1053094)",,,
564130429,False,Corso Serrovira,secondary,True,16.577,"LINESTRING (13.9373205 37.1052322, 13.9374738 37.1051469)",,,
109919969,True,Corso Italia,residential,False,21.992,"LINESTRING (13.9355173 37.1059068, 13.9356368 37.1057335)",,,
109920011,False,Via Rosolino Pilo,residential,True,41.565,"LINESTRING (13.9355173 37.1059068, 13.9351042 37.1057302)",,,
109919747,False,Via Catania,residential,False,40.356,"LINESTRING (13.933609 37.1055024, 13.9338308 37.1051855)",,,
109919981,False,Via Messina,residential,False,24.168,"LINESTRING (13.933609 37.1055024, 13.9333669 37.1054026)",,,
109919981,False,Via Messina,residential,True,19.404,"LINESTRING (13.933609 37.1055024, 13.933803 37.1055831)",,,
1136161108,False,Via Nino Bixio,residential,False,49.138,"LINESTRING (13.9351405 37.105537, 13.9356368 37.1057335)",,,
109919756,False,Via Agrigento,residential,False,21.123,"LINESTRING (13.9333118 37.1049617, 13.9331017 37.1048722)",,,
109919756,False,Via Agrigento,residential,True,26.834,"LINESTRING (13.9333118 37.1049617, 13.9335793 37.1050745)",,,
109919760,False,Via Trieste,residential,False,34.803,"LINESTRING (13.9333118 37.1049617, 13.9334999 37.104687)",,,
109919760,False,Via Trieste,residential,True,21.586,"LINESTRING (13.9333118 37.1049617, 13.9331952 37.1051321)",,,
109919781,False,Via Trapani,residential,False,29.3,"LINESTRING (13.9341387 37.1049688, 13.9343498 37.1047661)",,,
109919781,False,Via Trapani,residential,True,36.417,"LINESTRING (13.9341387 37.1049688, 13.9338308 37.1051855)",,,
109920283,False,Via Reggio,residential,True,13.34,"LINESTRING (13.9341387 37.1049688, 13.934006 37.1049123)",,,
109919763,False,Via Maniscalco,residential,False,86.465,"LINESTRING (13.9374738 37.1051469, 13.9381214 37.1057282)",,,
564130429,False,Corso Serrovira,secondary,False,16.577,"LINESTRING (13.9374738 37.1051469, 13.9373205 37.1052322)",,,
564130430,True,Corso Serrovira,secondary,False,15.753,"LINESTRING (13.9374738 37.1051469, 13.9376049 37.1050513)",,,
27855451,True,Corso Serrovira,secondary,False,16.878,"LINESTRING (13.9376508 37.1050911, 13.9374738 37.1051469)",,,
109919979,False,Via Sances,residential,False,77.673,"LINESTRING (13.9376508 37.1050911, 13.9382481 37.105602)",,,
564130418,False,,residential,True,6.013,"LINESTRING (13.9376508 37.1050911, 13.9376049 37.1050513)",,,
200198875,False,Via Ciro Menotti,residential,True,16.065,"LINESTRING (13.9353087 37.1024609, 13.9352856 37.1023176)",,,
200198875,False,Via Ciro Menotti,residential,False,18.591,"LINESTRING (13.9353087 37.1024609, 13.9353112 37.1025279, 13.9352887 37.1025784, 13.9352506 37.1026137)",,,
1131694594,False,Via Sortino,residential,True,80.904,"LINESTRING (13.9353087 37.1024609, 13.935473 37.1024878, 13.935714 37.1025273, 13.935849 37.1025494, 13.935884 37.1025552, 13.9362023 37.1026073)",,,
109919981,False,Via Messina,residential,False,16.408,"LINESTRING (13.9339672 37.1056511, 13.933803 37.1055831)",,,
273285370,True,Via Architetto Licata,tertiary,False,17.544,"LINESTRING (13.9339672 37.1056511, 13.9341241 37.105555)",,,
109919705,False,Via Massaua,residential,False,20.502,"LINESTRING (13.9422905 37.1028474, 13.9421573 37.1029981)",,,
687854578,False,Via Bengasi,residential,False,58.638,"LINESTRING (13.9422905 37.1028474, 13.9428281 37.1031544)",,,
687854578,False,Via Bengasi,residential,True,36.317,"LINESTRING (13.9422905 37.1028474, 13.9419474 37.1026691)",,,
1131141256,False,Via Goffredo Mameli,residential,True,62.245000000000005,"LINESTRING (13.9339631 37.1021018, 13.9339569 37.1021369, 13.9339486 37.1021846, 13.9339261 37.1022371, 13.9338486 37.1023391, 13.9337387 37.102462, 13.9337721 37.1025022, 13.9337874 37.1025619, 13.9338097 37.1025992)",,,
109919760,False,Via Trieste,residential,False,21.586,"LINESTRING (13.9331952 37.1051321, 13.9333118 37.1049617)",,,
109919760,False,Via Trieste,residential,True,19.692,"LINESTRING (13.9331952 37.1051321, 13.9330887 37.1052875)",,,
109920033,False,Via Trento,residential,False,20.976,"LINESTRING (13.9331952 37.1051321, 13.9329897 37.1050387)",,,
109919943,False,Via Caserta,residential,False,41.059,"LINESTRING (13.9333669 37.1054026, 13.9335793 37.1050745)",,,
109919981,False,Via Messina,residential,True,24.168,"LINESTRING (13.9333669 37.1054026, 13.933609 37.1055024)",,,
109919981,False,Via Messina,residential,False,27.793,"LINESTRING (13.9333669 37.1054026, 13.9332185 37.1053412, 13.9330887 37.1052875)",,,
109920149,False,Via Veneto,residential,False,44.624,"LINESTRING (13.9332854 37.1045915, 13.9335155 37.1042346)",,,
109920149,False,Via Veneto,residential,True,35.208,"LINESTRING (13.9332854 37.1045915, 13.9331017 37.1048722)",,,
109920283,False,Via Reggio,residential,False,21.786,"LINESTRING (13.9332854 37.1045915, 13.9334999 37.104687)",,,
109920283,False,Via Reggio,residential,True,21.0,"LINESTRING (13.9332854 37.1045915, 13.9330786 37.1044995)",,,
109919943,False,Via Caserta,residential,False,36.762,"LINESTRING (13.9337564 37.1048011, 13.9339385 37.1045041)",,,
109919943,False,Via Caserta,residential,True,34.218,"LINESTRING (13.9337564 37.1048011, 13.9335793 37.1050745)",,,
109920283,False,Via Reggio,residential,False,25.354,"LINESTRING (13.9337564 37.1048011, 13.934006 37.1049123)",,,
109920283,False,Via Reggio,residential,True,26.046,"LINESTRING (13.9337564 37.1048011, 13.9334999 37.104687)",,,
109919986,False,Via della Gancia,residential,True,47.042,"LINESTRING (13.9352719 37.1053941, 13.9357533 37.1055718)",,,
109919781,False,Via Trapani,residential,True,66.324,"LINESTRING (13.9348401 37.1043157, 13.9343498 37.1047661)",,,
200212266,False,Corso Brasile,residential,False,42.562,"LINESTRING (13.9320756 37.1048551, 13.9321332 37.1047642, 13.9321646 37.1047146, 13.9322941 37.1045143)",,,
109919773,False,Via Napoli,residential,False,41.53,"LINESTRING (13.933803 37.1055831, 13.934095 37.1052911)",,,
109919981,False,Via Messina,residential,False,19.404,"LINESTRING (13.933803 37.1055831, 13.933609 37.1055024)",,,
109919981,False,Via Messina,residential,True,16.408,"LINESTRING (13.933803 37.1055831, 13.9339672 37.1056511)",,,
231514691,False,Via Egitto,tertiary,False,21.749,"LINESTRING (13.9416112 37.1012654, 13.9418465 37.1012103)",,,
192115799,False,Via Generale Carlo Alberto Dalla Chiesa,residential,True,216.671,"LINESTRING (13.9416112 37.1012654, 13.9415628 37.1009668, 13.9415123 37.1007691, 13.9412552 37.1000219, 13.9410801 37.0994691, 13.9410234 37.0993791)",,,
231514709,False,Via Generale Carlo Alberto Dalla Chiesa,tertiary,True,128.18,"LINESTRING (13.9416112 37.1012654, 13.9416229 37.1015217, 13.9416075 37.1017594, 13.9415609 37.1019939, 13.9415075 37.1021988, 13.941441 37.1024036)",,,
231514723,False,,residential,True,26.719,"LINESTRING (13.9416112 37.1012654, 13.9415612 37.1012431, 13.9413482 37.1011482)",,,
109919756,False,Via Agrigento,residential,True,9.648,"LINESTRING (13.9322941 37.1045143, 13.9323883 37.1045577)",,,
1131760688,False,Via Agrigento,residential,True,10.457,"LINESTRING (13.9322941 37.1045143, 13.9321893 37.1044712)",,,
200212266,False,Corso Brasile,residential,False,20.581,"LINESTRING (13.9322941 37.1045143, 13.9323612 37.1044282, 13.9324098 37.104354)",,,
200212266,False,Corso Brasile,residential,True,42.562,"LINESTRING (13.9322941 37.1045143, 13.9321646 37.1047146, 13.9321332 37.1047642, 13.9320756 37.1048551)",,,
109919931,False,Via Ludovico Cavaleri,residential,False,32.4,"LINESTRING (13.9350789 37.1028525, 13.9351986 37.1025772)",,,
109919931,False,Via Ludovico Cavaleri,residential,True,36.647000000000006,"LINESTRING (13.9350789 37.1028525, 13.9350255 37.1029549, 13.934931 37.103136, 13.9349202 37.1031568)",,,
109919977,False,Via Favarese,residential,False,74.19699999999999,"LINESTRING (13.9350789 37.1028525, 13.9352646 37.1028854, 13.9353718 37.1029043, 13.9354677 37.1029213, 13.935596 37.102944, 13.9357896 37.1029782, 13.9358957 37.102997)",,,
109919977,False,Via Favarese,residential,True,84.974,"LINESTRING (13.9350789 37.1028525, 13.9346552 37.1027841, 13.9345261 37.1027615, 13.9344547 37.1027497, 13.93426 37.1027206, 13.9341394 37.1027026)",,,
109919773,False,Via Napoli,residential,True,75.72800000000001,"LINESTRING (13.9350848 37.1043634, 13.9348613 37.1045774, 13.9345269 37.1048789)",,,
109919747,False,Via Catania,residential,False,18.712,"LINESTRING (13.9341639 37.1046477, 13.9343095 37.1045259)",,,
109919747,False,Via Catania,residential,True,32.584,"LINESTRING (13.9341639 37.1046477, 13.934006 37.1049123)",,,
109919999,False,Via Siracusa,residential,False,25.584,"LINESTRING (13.9341639 37.1046477, 13.9339385 37.1045041)",,,
109919999,False,Via Siracusa,residential,True,21.098,"LINESTRING (13.9341639 37.1046477, 13.9343498 37.1047661)",,,
200212266,False,Corso Brasile,residential,False,5.263,"LINESTRING (13.9336673 37.1028478, 13.9336348 37.1028082)",,,
200212266,False,Corso Brasile,residential,True,34.862,"LINESTRING (13.9336673 37.1028478, 13.93385 37.1031254)",,,
109919962,False,Via Cotturo,residential,False,42.150999999999996,"LINESTRING (13.9336673 37.1028478, 13.9337778 37.1028789, 13.9338144 37.1029068, 13.9338484 37.1029365, 13.9338746 37.1029611, 13.9339022 37.1029794, 13.9340737 37.1030248)",,,
109919969,True,Corso Italia,residential,False,26.886,"LINESTRING (13.9353688 37.1061176, 13.9355173 37.1059068)",,,
109919995,False,Via Piave,residential,False,20.433,"LINESTRING (13.9327792 37.104943, 13.9328851 37.1047798)",,,
109920033,False,Via Trento,residential,True,21.488,"LINESTRING (13.9327792 37.104943, 13.9329897 37.1050387)",,,
109920033,False,Via Trento,residential,False,69.389,"LINESTRING (13.9327792 37.104943, 13.9322914 37.1047094, 13.9323883 37.1045577)",,,
109919747,False,Via Catania,residential,False,34.121,"LINESTRING (13.9338308 37.1051855, 13.934006 37.1049123)",,,
109919747,False,Via Catania,residential,True,40.356,"LINESTRING (13.9338308 37.1051855, 13.933609 37.1055024)",,,
109919756,False,Via Agrigento,residential,False,25.491,"LINESTRING (13.9338308 37.1051855, 13.9335793 37.1050745)",,,
109919756,False,Via Agrigento,residential,True,26.207,"LINESTRING (13.9338308 37.1051855, 13.934095 37.1052911)",,,
109919781,False,Via Trapani,residential,False,36.417,"LINESTRING (13.9338308 37.1051855, 13.9341387 37.1049688)",,,
109920149,False,Via Veneto,residential,True,44.624,"LINESTRING (13.9335155 37.1042346, 13.9332854 37.1045915)",,,
1131759717,False,Via Siracusa,residential,False,21.754,"LINESTRING (13.9335155 37.1042346, 13.9333208 37.1041156)",,,
1131759717,False,Via Siracusa,residential,True,13.326,"LINESTRING (13.9335155 37.1042346, 13.9336329 37.1043094)",,,
109919747,False,Via Catania,residential,False,34.195,"LINESTRING (13.9343095 37.1045259, 13.9345588 37.1042913)",,,
109919747,False,Via Catania,residential,True,18.712,"LINESTRING (13.9343095 37.1045259, 13.9341639 37.1046477)",,,
109919807,False,Via Fiume,residential,False,99.266,"LINESTRING (13.9343095 37.1045259, 13.9334474 37.1039565)",,,
109919807,False,Via Fiume,residential,True,99.266,"LINESTRING (13.9334474 37.1039565, 13.9343095 37.1045259)",,,
109920120,False,Via Fiume Traversa A,residential,False,86.741,"LINESTRING (13.9334474 37.1039565, 13.9344156 37.1038458)",,,
109919807,False,Via Fiume,residential,False,58.325,"LINESTRING (13.9334474 37.1039565, 13.9332503 37.1038257, 13.9332194 37.1038099, 13.933167 37.1038074, 13.9329925 37.103812, 13.9329389 37.1038164, 13.9328916 37.1038091, 13.932861 37.1037949)",,,
109919986,False,Via della Gancia,residential,False,64.68,"LINESTRING (13.9371536 37.1061265, 13.9365004 37.1058677)",,,
200216279,False,Via Quintino Sella,residential,False,23.995,"LINESTRING (13.9371536 37.1061265, 13.9373175 37.1059548)",,,
109919756,False,Via Agrigento,residential,False,26.834,"LINESTRING (13.9335793 37.1050745, 13.9333118 37.1049617)",,,
109919756,False,Via Agrigento,residential,True,25.491,"LINESTRING (13.9335793 37.1050745, 13.9338308 37.1051855)",,,
109919943,False,Via Caserta,residential,False,34.218,"LINESTRING (13.9335793 37.1050745, 13.9337564 37.1048011)",,,
109919943,False,Via Caserta,residential,True,41.059,"LINESTRING (13.9335793 37.1050745, 13.9333669 37.1054026)",,,
109919895,False,Via Messina,residential,False,54.726,"LINESTRING (13.934421 37.1059713, 13.9339115 37.1056936)",,,
200216274,True,Corso Filippo Re Capriata,secondary,False,17.867,"LINESTRING (13.934421 37.1059713, 13.9345287 37.1058355)",,,
109919760,False,Via Trieste,residential,True,34.803,"LINESTRING (13.9334999 37.104687, 13.9333118 37.1049617)",,,
109920283,False,Via Reggio,residential,False,26.046,"LINESTRING (13.9334999 37.104687, 13.9337564 37.1048011)",,,
109920283,False,Via Reggio,residential,True,21.786,"LINESTRING (13.9334999 37.104687, 13.9332854 37.1045915)",,,
"[109919760, 109919999]",False,"['Via Trieste', 'Via Siracusa']",residential,"[False, True]",66.641,"LINESTRING (13.9334999 37.104687, 13.9337123 37.1043599, 13.9339385 37.1045041)",,,
109919747,False,Via Catania,residential,False,32.584,"LINESTRING (13.934006 37.1049123, 13.9341639 37.1046477)",,,
109919747,False,Via Catania,residential,True,34.121,"LINESTRING (13.934006 37.1049123, 13.9338308 37.1051855)",,,
109920283,False,Via Reggio,residential,False,13.34,"LINESTRING (13.934006 37.1049123, 13.9341387 37.1049688)",,,
109920283,False,Via Reggio,residential,True,25.354,"LINESTRING (13.934006 37.1049123, 13.9337564 37.1048011)",,,
109919995,False,Via Piave,residential,True,47.787,"LINESTRING (13.9333208 37.1041156, 13.9330786 37.1044995)",,,
1131759717,False,Via Siracusa,residential,True,21.754,"LINESTRING (13.9333208 37.1041156, 13.9335155 37.1042346)",,,
"[1131759717, 109920014]",False,"['Via Siracusa', 'Via Montegrappa']",residential,"[False, True]",69.594,"LINESTRING (13.9333208 37.1041156, 13.9331554 37.1040103, 13.9328852 37.1044134)",,,
109919941,True,Via Marotta,residential,False,48.105,"LINESTRING (13.9362023 37.1026073, 13.9361632 37.1027429, 13.9361188 37.1028971, 13.9360682 37.1030262)",,,
1131694594,False,Via Sortino,residential,False,80.904,"LINESTRING (13.9362023 37.1026073, 13.935884 37.1025552, 13.935849 37.1025494, 13.935714 37.1025273, 13.935473 37.1024878, 13.9353087 37.1024609)",,,
109920033,False,Via Trento,residential,False,21.488,"LINESTRING (13.9329897 37.1050387, 13.9327792 37.104943)",,,
109920033,False,Via Trento,residential,True,20.976,"LINESTRING (13.9329897 37.1050387, 13.9331952 37.1051321)",,,
109920149,False,Via Veneto,residential,False,21.01,"LINESTRING (13.9329897 37.1050387, 13.9331017 37.1048722)",,,
273285370,True,Via Architetto Licata,tertiary,False,22.902,"LINESTRING (13.9337115 37.1058239, 13.9339115 37.1056936)",,,
109919941,True,Via Marotta,residential,False,42.432,"LINESTRING (13.9360682 37.1030262, 13.9359594 37.1033978)",,,
1131694579,False,Via Pontillo,residential,True,15.639,"LINESTRING (13.9360682 37.1030262, 13.9358957 37.102997)",,,
1131694579,False,Via Pontillo,residential,False,34.028,"LINESTRING (13.9360682 37.1030262, 13.9362939 37.10306, 13.9363208 37.1030641, 13.9364452 37.1030831)",,,
109920011,False,Via Rosolino Pilo,residential,False,41.565,"LINESTRING (13.9351042 37.1057302, 13.9355173 37.1059068)",,,
109920120,False,Via Fiume Traversa A,residential,True,86.741,"LINESTRING (13.9344156 37.1038458, 13.9334474 37.1039565)",,,
109919895,False,Via Messina,residential,True,54.726,"LINESTRING (13.9339115 37.1056936, 13.934421 37.1059713)",,,
273285370,True,Via Architetto Licata,tertiary,False,6.836,"LINESTRING (13.9339115 37.1056936, 13.9339672 37.1056511)",,,
109919995,False,Via Piave,residential,False,47.787,"LINESTRING (13.9330786 37.1044995, 13.9333208 37.1041156)",,,
109919995,False,Via Piave,residential,True,35.58,"LINESTRING (13.9330786 37.1044995, 13.9328851 37.1047798)",,,
109920283,False,Via Reggio,residential,False,21.0,"LINESTRING (13.9330786 37.1044995, 13.9332854 37.1045915)",,,
109920283,False,Via Reggio,residential,True,19.642,"LINESTRING (13.9330786 37.1044995, 13.9328852 37.1044134)",,,
109919986,False,Via della Gancia,residential,False,47.042,"LINESTRING (13.9357533 37.1055718, 13.9352719 37.1053941)",,,
109919986,False,Via della Gancia,residential,True,73.974,"LINESTRING (13.9357533 37.1055718, 13.936002 37.1056703, 13.9362062 37.1057512, 13.9365004 37.1058677)",,,
"[293337084, 1132196397, 1132196396]",True,Corso Italia,residential,False,32.836,"LINESTRING (13.9357533 37.1055718, 13.9358242 37.1054348, 13.9358626 37.1053531, 13.9358897 37.1052973)",,building_passage,
109919756,False,Via Agrigento,residential,False,30.609,"LINESTRING (13.9326871 37.1046955, 13.9323883 37.1045577)",,,
109919756,False,Via Agrigento,residential,True,19.904,"LINESTRING (13.9326871 37.1046955, 13.9328851 37.1047798)",,,
109920014,False,Via Montegrappa,residential,False,35.953,"LINESTRING (13.9326871 37.1046955, 13.9328852 37.1044134)",,,
564130429,False,Corso Serrovira,secondary,False,7.236,"LINESTRING (13.9367955 37.1054399, 13.9367156 37.1054531)",,,
109920115,False,Vicolo Sapio,residential,False,73.629,"LINESTRING (13.9367955 37.1054399, 13.936888 37.1055339, 13.9373175 37.1059548)",,,
564130429,False,Corso Serrovira,secondary,True,19.27,"LINESTRING (13.9367955 37.1054399, 13.9368626 37.1054206, 13.9369994 37.10538)",,,
109919871,False,Via Caltanissetta,residential,False,47.542,"LINESTRING (13.9345287 37.1058355, 13.9341241 37.105555)",,,
200216274,True,Corso Filippo Re Capriata,secondary,False,9.661,"LINESTRING (13.9345287 37.1058355, 13.9345864 37.1057618)",,,
231514709,False,Via Generale Carlo Alberto Dalla Chiesa,tertiary,False,128.18,"LINESTRING (13.941441 37.1024036, 13.9415075 37.1021988, 13.9415609 37.1019939, 13.9416075 37.1017594, 13.9416229 37.1015217, 13.9416112 37.1012654)",,,
231514709,False,Via Generale Carlo Alberto Dalla Chiesa,tertiary,True,124.132,"LINESTRING (13.941441 37.1024036, 13.9413562 37.1025682, 13.9412931 37.1027092, 13.9411896 37.1028811, 13.9410907 37.1030099, 13.9410402 37.1030758, 13.940776 37.1033796)",,,
687854581,True,Via Dessiè,residential,False,50.271,"LINESTRING (13.941441 37.1024036, 13.9412105 37.1023434, 13.9409059 37.1022546)",,,
109919756,False,Via Agrigento,residential,False,21.784,"LINESTRING (13.9331017 37.1048722, 13.9328851 37.1047798)",,,
109919756,False,Via Agrigento,residential,True,21.123,"LINESTRING (13.9331017 37.1048722, 13.9333118 37.1049617)",,,
109920149,False,Via Veneto,residential,False,35.208,"LINESTRING (13.9331017 37.1048722, 13.9332854 37.1045915)",,,
109920149,False,Via Veneto,residential,True,21.01,"LINESTRING (13.9331017 37.1048722, 13.9329897 37.1050387)",,,
109919760,False,Via Trieste,residential,False,19.692,"LINESTRING (13.9330887 37.1052875, 13.9331952 37.1051321)",,,
109919981,False,Via Messina,residential,False,166.11800000000002,"LINESTRING (13.9330887 37.1052875, 13.9325969 37.1050839, 13.9323479 37.1049808, 13.9321792 37.104917, 13.9320877 37.1051065, 13.9320682 37.1053541, 13.9320491 37.1055818)",,,
109919981,False,Via Messina,residential,True,27.793,"LINESTRING (13.9330887 37.1052875, 13.9332185 37.1053412, 13.9333669 37.1054026)",,,
564130429,False,Corso Serrovira,secondary,True,16.746,"LINESTRING (13.9369994 37.10538, 13.9371662 37.1053094)",,,
564130429,False,Corso Serrovira,secondary,False,19.27,"LINESTRING (13.9369994 37.10538, 13.9368626 37.1054206, 13.9367955 37.1054399)",,,
