osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,tunnel,junction
108076055,,Via Gorizia,residential,,True,False,49.298,"LINESTRING (11.0995996 45.4226166, 11.0996001 45.4228101, 11.0995987 45.422865, 11.0995932 45.4230599)",,,,
505152821,,Via Gorizia,residential,,True,False,119.88600000000001,"LINESTRING (11.0995996 45.4226166, 11.1003995 45.4226081, 11.1009343 45.4225334, 11.1011208 45.422505)",,,,
178163245,,Via Gorizia,residential,,True,False,41.620999999999995,"LINESTRING (11.0996119 45.4222424, 11.0996091 45.422327, 11.0995996 45.4226166)",,,,
472650195,2,Via Venti Settembre,secondary,,False,False,263.26399999999995,"LINESTRING (11.0996119 45.4222424, 11.0996766 45.4222283, 11.1006316 45.4220754, 11.1011661 45.4220105, 11.1018383 45.4219455, 11.1020333 45.4219266, 11.1026657 45.4218774, 11.102776 45.4218688, 11.1029356 45.4218547)",,,,
472650195,2,Via Venti Settembre,secondary,,False,True,11.824,"LINESTRING (11.0996119 45.4222424, 11.0995711 45.4222489, 11.0994642 45.4222661)",,,,
108448308,,Via Piave,secondary,,True,False,12.675,"LINESTRING (11.1019992 45.423232, 11.1021574 45.4232578)",SP37,,,
47839415,,Via Don C. Gnocchi,residential,,True,False,93.079,"LINESTRING (11.1018759 45.4223995, 11.1019411 45.4227822, 11.1019992 45.423232)",,,,
203537349,,Via Radisi,residential,,False,True,16.981,"LINESTRING (11.0967964 45.4207818, 11.0966341 45.4208835)",,,,
66709399,,Via Radisi,residential,,True,False,117.64099999999999,"LINESTRING (11.0950856 45.4218614, 11.09534 45.4217108, 11.0958189 45.4213921, 11.0960037 45.4212691, 11.0961992 45.4211489)",,,,
177878513,,Via Berto Barbarani,residential,,True,False,234.81900000000002,"LINESTRING (11.0950856 45.4218614, 11.0944275 45.4213188, 11.0941673 45.421353, 11.0940927 45.4213727, 11.0937636 45.4214481, 11.0936674 45.4214589, 11.0935958 45.421424, 11.0935392 45.4213589, 11.0934113 45.4212232, 11.0933111 45.4211823, 11.0931802 45.4211877, 11.0926539 45.4212358)",,,,
107702135,,Via Adamello,residential,,False,False,38.943,"LINESTRING (11.099479 45.4260766, 11.0999496 45.4259601)",,,,
472650193,,Via Pasubio,tertiary,50,False,True,120.82900000000001,"LINESTRING (11.099479 45.4260766, 11.099137 45.4255951, 11.0988315 45.4250901)",SP37,,,
107831506,,Via Unità d'Italia,residential,,False,False,76.666,"LINESTRING (11.0988016 45.4243406, 11.0992167 45.4249655)",,,,
107831498,,Via Isonzo,residential,,False,False,65.473,"LINESTRING (11.0996675 45.4243444, 11.0997104 45.4244197, 11.0998928 45.4243745, 11.1000887 45.4247201)",,,,
175252213,,Via Isonzo,residential,,False,True,59.753,"LINESTRING (11.1002889 45.4252288, 11.0999936 45.424733)",,,,
107702135,,Via Adamello,residential,,False,False,207.73100000000002,"LINESTRING (11.1007615 45.4257507, 11.1012144 45.4256423, 11.1013225 45.4256164, 11.1013515 45.4256095, 11.1014361 45.4255893, 11.1016386 45.4255408, 11.1017801 45.4255053, 11.1018989 45.4254755, 11.1019787 45.4254359, 11.1020328 45.4253848, 11.1020687 45.4253277, 11.1020579 45.4252542, 11.1020543 45.4251959, 11.1020198 45.4251214, 11.1017508 45.4245906, 11.101772 45.4245375)",,,,
107702135,,Via Adamello,residential,,False,True,67.504,"LINESTRING (11.1007615 45.4257507, 11.1004043 45.4258435, 11.0999496 45.4259601)",,,,
30954762,,Via Vittorio Veneto,residential,,False,True,7.559,"LINESTRING (11.1000887 45.4247201, 11.0999936 45.424733)",,,,
30954762,,Via Vittorio Veneto,residential,,False,False,132.95,"LINESTRING (11.1000887 45.4247201, 11.1007636 45.4246389, 11.1011438 45.424606, 11.1015902 45.4245574, 11.101772 45.4245375)",,,,
107831498,,Via Isonzo,residential,,False,True,65.473,"LINESTRING (11.1000887 45.4247201, 11.0998928 45.4243745, 11.0997104 45.4244197, 11.0996675 45.4243444)",,,,
107831506,,Via Unità d'Italia,residential,,False,True,54.831,"LINESTRING (11.0994949 45.4254183, 11.0992167 45.4249655)",,,,
30954762,,Via Vittorio Veneto,residential,,False,False,65.912,"LINESTRING (11.0992167 45.4249655, 11.0999936 45.424733)",,,,
30954762,,Via Vittorio Veneto,residential,,False,True,33.101,"LINESTRING (11.0992167 45.4249655, 11.0988315 45.4250901)",,,,
107831506,,Via Unità d'Italia,residential,,False,False,54.831,"LINESTRING (11.0992167 45.4249655, 11.0994949 45.4254183)",,,,
107831506,,Via Unità d'Italia,residential,,False,True,76.666,"LINESTRING (11.0992167 45.4249655, 11.0988016 45.4243406)",,,,
108448308,,Via Piave,secondary,,True,False,124.50200000000001,"LINESTRING (11.0995932 45.4230599, 11.1008356 45.4230891, 11.1011874 45.4231007)",SP37,,,
108336612,,Via Don Mazza,residential,,True,False,64.043,"LINESTRING (11.1020027 45.4238234, 11.10214 45.4233156, 11.1021502 45.4232843, 11.1021574 45.4232578)",,,,
66709399,,Via Radisi,residential,,True,False,44.978,"LINESTRING (11.0961992 45.4211489, 11.0966341 45.4208835)",,,,
108098682,,Via A. Salieri,residential,,False,False,103.79400000000001,"LINESTRING (11.0961992 45.4211489, 11.0962307 45.4211723, 11.0970622 45.4217985, 11.0971066 45.4218313)",,,,
505152821,,Via Gorizia,residential,,True,False,60.225,"LINESTRING (11.1011208 45.422505, 11.1011489 45.4224947, 11.1013515 45.4224605, 11.1014575 45.4224462, 11.1018759 45.4223995)",,,,
108448308,,Via Piave,secondary,,True,False,35.265,"LINESTRING (11.1011874 45.4231007, 11.1016284 45.4231698)",SP37,,,
108189055,,Via Rovereto,residential,,True,False,66.443,"LINESTRING (11.1011874 45.4231007, 11.1011423 45.4226823, 11.1011208 45.422505)",,,,
472650195,2,Via Venti Settembre,secondary,,False,False,11.824,"LINESTRING (11.0994642 45.4222661, 11.0995711 45.4222489, 11.0996119 45.4222424)",,,,
472650195,2,Via Venti Settembre,secondary,,False,True,163.074,"LINESTRING (11.0994642 45.4222661, 11.0985962 45.4224497, 11.0974544 45.4226667)",,,,
108189039,,Via VI Reggimento Alpini,residential,,True,False,77.85,"LINESTRING (11.0982441 45.4222347, 11.0991096 45.4219833, 11.0991668 45.4219688)",,,,
203537349,,Via Radisi,residential,,False,False,16.981,"LINESTRING (11.0966341 45.4208835, 11.0967964 45.4207818)",,,,
177878521,,Via Venezia,residential,,True,False,53.344,"LINESTRING (11.0966341 45.4208835, 11.0968417 45.4210277, 11.0971045 45.4212313)",,,,
108189050,,Via VI Reggimento Alpini,residential,,True,False,87.673,"LINESTRING (11.0974544 45.4226667, 11.0974501 45.4225764, 11.0974454 45.422509, 11.097499 45.4224618, 11.0981957 45.4222525, 11.0982441 45.4222347)",,,,
472650195,2,Via Venti Settembre,secondary,,False,False,163.074,"LINESTRING (11.0974544 45.4226667, 11.0985962 45.4224497, 11.0994642 45.4222661)",,,,
472650195,2,Via Venti Settembre,secondary,,False,True,41.794,"LINESTRING (11.0974544 45.4226667, 11.0971462 45.4227217, 11.0970472 45.4227425, 11.0969378 45.4227654)",,,,
30954762,,Via Vittorio Veneto,residential,,False,True,132.95,"LINESTRING (11.101772 45.4245375, 11.1015902 45.4245574, 11.1011438 45.424606, 11.1007636 45.4246389, 11.1000887 45.4247201)",,,,
107702135,,Via Adamello,residential,,False,True,207.73099999999994,"LINESTRING (11.101772 45.4245375, 11.1017508 45.4245906, 11.1020198 45.4251214, 11.1020543 45.4251959, 11.1020579 45.4252542, 11.1020687 45.4253277, 11.1020328 45.4253848, 11.1019787 45.4254359, 11.1018989 45.4254755, 11.1017801 45.4255053, 11.1016386 45.4255408, 11.1014361 45.4255893, 11.1013515 45.4256095, 11.1013225 45.4256164, 11.1012144 45.4256423, 11.1007615 45.4257507)",,,,
108336612,,Via Don Mazza,residential,,True,False,81.46000000000001,"LINESTRING (11.101772 45.4245375, 11.101798 45.4244845, 11.1018957 45.4241622, 11.1020027 45.4238234)",,,,
30266194,,Piazza del Popolo,residential,,False,False,53.718,"LINESTRING (11.0931792 45.4223747, 11.0931412 45.4224514, 11.0930191 45.4226984, 11.0929492 45.42283)",,,,
30266194,,Piazza del Popolo,residential,,False,True,30.445,"LINESTRING (11.0931792 45.4223747, 11.0932156 45.4223026, 11.0934432 45.4221868)",,,,
108313799,,Via Ventisei Aprile,residential,,False,True,146.132,"LINESTRING (11.0931792 45.4223747, 11.093068 45.4223478, 11.0930313 45.4223171, 11.0926013 45.4219571, 11.0919696 45.4214451, 11.0919474 45.4214289, 11.0919257 45.421413)",,,,
28654345,,Via Giuseppe Mazzini,residential,,False,False,50.212,"LINESTRING (11.0930112 45.4217155, 11.0931216 45.4218046, 11.0932686 45.4219529, 11.0933771 45.4220854)",,,,
"[28654329, 28654345, 108313797]",2,"['Via Guglielmo Marconi', 'Via Giuseppe Mazzini']","['residential', 'unclassified']",,False,True,263.255,"LINESTRING (11.0930112 45.4217155, 11.0926071 45.4212859, 11.0925095 45.4211705, 11.0923885 45.4210345, 11.0922428 45.4208835, 11.0918729 45.4206299, 11.0918393 45.4206069, 11.0918136 45.4205914, 11.0907816 45.4199673)",,,yes,
108313798,,,residential,,True,False,61.996,"LINESTRING (11.0926539 45.4212358, 11.0926951 45.4212822, 11.0930156 45.4216277, 11.0930291 45.4216728, 11.0930112 45.4217155)",,,,
240533351,,Via 26 Aprile,residential,,False,True,60.643,"LINESTRING (11.0926539 45.4212358, 11.0925015 45.4212628, 11.0919619 45.4213867, 11.0919257 45.421413)",,,,
108448299,,,residential,,False,True,57.656,"LINESTRING (11.0922896 45.4237441, 11.0923666 45.4237833, 11.0924458 45.4238105, 11.0925715 45.4238544, 11.0926101 45.4238679, 11.0927341 45.4239112, 11.0928441 45.4239658, 11.0929165 45.4240129)",,,,
797688899,,,residential,,True,False,55.991,"LINESTRING (11.0922896 45.4237441, 11.091806 45.4236722, 11.0917813 45.4236724, 11.0915829 45.4236737)",,,,
108448302,,Via Tagliamento,residential,,False,True,115.442,"LINESTRING (11.0979226 45.4237718, 11.0993912 45.4236477)",,,,
472650193,,Via Pasubio,tertiary,50,False,False,162.868,"LINESTRING (11.0979226 45.4237718, 11.0980994 45.4240127, 11.0981705 45.4241086, 11.0988315 45.4250901)",SP37,,,
"[472650193, 30954770]",,Via Pasubio,tertiary,50,False,True,83.832,"LINESTRING (11.0979226 45.4237718, 11.0978068 45.4236186, 11.0973975 45.4231631, 11.0973611 45.4231298)",SP37,,,
797687379,,,residential,,False,False,4.089,"LINESTRING (11.0907037 45.423868, 11.090725 45.4239016)",,,,
108448307,,,residential,,False,False,72.33200000000001,"LINESTRING (11.0907037 45.423868, 11.0909316 45.4238039, 11.0909906 45.4237874, 11.0912481 45.4237155, 11.0915432 45.423674, 11.0915829 45.4236737)",,,,
108448302,,Via Tagliamento,residential,,False,False,115.442,"LINESTRING (11.0993912 45.4236477, 11.0979226 45.4237718)",,,,
108448302,,Via Tagliamento,residential,,False,True,175.74699999999999,"LINESTRING (11.0993912 45.4236477, 11.1006075 45.4235663, 11.1006575 45.423563, 11.1009952 45.4235404, 11.1010259 45.4235403, 11.101093 45.4239658)",,,,
379874837,2,Via Venti Settembre,secondary,50,False,False,24.589,"LINESTRING (11.0926474 45.4227665, 11.0929492 45.42283)",,,,
"[108448315, 108448310]",,Via G.B. Stegagno,residential,30,True,False,112.247,"LINESTRING (11.0926474 45.4227665, 11.0926351 45.4228011, 11.092412 45.4234293, 11.0923505 45.4236006, 11.0922896 45.4237441)",,yes,,
379874837,2,Via Venti Settembre,secondary,50,False,True,60.571,"LINESTRING (11.0926474 45.4227665, 11.0925337 45.4227431, 11.0922038 45.4226745, 11.0919032 45.4226119)",,,,
108448299,,,residential,,False,False,57.656,"LINESTRING (11.0929165 45.4240129, 11.0928441 45.4239658, 11.0927341 45.4239112, 11.0926101 45.4238679, 11.0925715 45.4238544, 11.0924458 45.4238105, 11.0923666 45.4237833, 11.0922896 45.4237441)",,,,
108453572,,Vicolo Monsignor Egidio Peroni,residential,,False,False,85.42999999999999,"LINESTRING (11.0943112 45.4217275, 11.0937523 45.4218623, 11.093579 45.4220004, 11.0934667 45.4220647, 11.0934475 45.4220757, 11.0933771 45.4220854)",,,,
"[174912956, 108453574]",,Via Paglia,residential,,False,True,332.539,"LINESTRING (11.0993587 45.4219442, 11.099429 45.4219178, 11.0998941 45.4217428, 11.100389 45.421572, 11.1005552 45.4215147, 11.1014018 45.4212477, 11.1021177 45.4210212, 11.1021472 45.4210382, 11.1022614 45.4210704, 11.1024664 45.4211361, 11.1027481 45.4212302, 11.102976 45.4212811, 11.1032327 45.4213287)",,,,
185100243,,,residential,,True,False,39.047,"LINESTRING (11.0993587 45.4219442, 11.0994074 45.421964, 11.0994395 45.421994, 11.0994666 45.4220821, 11.0994642 45.4222661)",,,,
28654345,,Via Giuseppe Mazzini,residential,,False,False,12.399,"LINESTRING (11.0933771 45.4220854, 11.0934432 45.4221868)",,,,
28654345,,Via Giuseppe Mazzini,residential,,False,True,50.211999999999996,"LINESTRING (11.0933771 45.4220854, 11.0932686 45.4219529, 11.0931216 45.4218046, 11.0930112 45.4217155)",,,,
108453572,,Vicolo Monsignor Egidio Peroni,residential,,False,True,85.43,"LINESTRING (11.0933771 45.4220854, 11.0934475 45.4220757, 11.0934667 45.4220647, 11.093579 45.4220004, 11.0937523 45.4218623, 11.0943112 45.4217275)",,,,
108448308,,Via Piave,secondary,,True,False,29.754,"LINESTRING (11.1016284 45.4231698, 11.1019992 45.423232)",SP37,,,
108596926,,,residential,,False,True,21.967000000000002,"LINESTRING (11.1016284 45.4231698, 11.1016226 45.4231904, 11.1015738 45.4233636)",,,,
108596926,,,residential,,False,False,21.967000000000002,"LINESTRING (11.1015738 45.4233636, 11.1016226 45.4231904, 11.1016284 45.4231698)",,,,
108313799,,Via Ventisei Aprile,residential,,False,False,146.132,"LINESTRING (11.0919257 45.421413, 11.0919474 45.4214289, 11.0919696 45.4214451, 11.0926013 45.4219571, 11.0930313 45.4223171, 11.093068 45.4223478, 11.0931792 45.4223747)",,,,
240533351,,Via 26 Aprile,residential,,False,False,60.643,"LINESTRING (11.0919257 45.421413, 11.0919619 45.4213867, 11.0925015 45.4212628, 11.0926539 45.4212358)",,,,
44092861,1,Viale del Lavoro,tertiary,,True,False,6.603,"LINESTRING (11.1032327 45.4213287, 11.1032105 45.4212714)",,,,
"[174912956, 108453574]",,Via Paglia,residential,,False,False,332.539,"LINESTRING (11.1032327 45.4213287, 11.102976 45.4212811, 11.1027481 45.4212302, 11.1024664 45.4211361, 11.1022614 45.4210704, 11.1021472 45.4210382, 11.1021177 45.4210212, 11.1014018 45.4212477, 11.1005552 45.4215147, 11.100389 45.421572, 11.0998941 45.4217428, 11.099429 45.4219178, 11.0993587 45.4219442)",,,,
985825920,,,residential,,False,True,4.137,"LINESTRING (11.0915701 45.4237098, 11.0915829 45.4236737)",,,,
985825920,,,residential,,False,False,4.137,"LINESTRING (11.0915829 45.4236737, 11.0915701 45.4237098)",,,,
108448307,,,residential,,False,True,72.332,"LINESTRING (11.0915829 45.4236737, 11.0915432 45.423674, 11.0912481 45.4237155, 11.0909906 45.4237874, 11.0909316 45.4238039, 11.0907037 45.423868)",,,,
177105944,,Vicolo cieco Paglia,residential,,False,True,93.64200000000001,"LINESTRING (11.0993873 45.4212596, 11.0991632 45.421366, 11.0990854 45.4214225, 11.0990425 45.4214752, 11.0990237 45.4215524, 11.0990176 45.4216652, 11.0990724 45.421807, 11.0991514 45.4219425, 11.0991668 45.4219688)",,,,
108189039,,Via VI Reggimento Alpini,residential,,True,False,15.26,"LINESTRING (11.0991668 45.4219688, 11.0992553 45.4219527, 11.0993587 45.4219442)",,,,
177105944,,Vicolo cieco Paglia,residential,,False,False,93.642,"LINESTRING (11.0991668 45.4219688, 11.0991514 45.4219425, 11.0990724 45.421807, 11.0990176 45.4216652, 11.0990237 45.4215524, 11.0990425 45.4214752, 11.0990854 45.4214225, 11.0991632 45.421366, 11.0993873 45.4212596)",,,,
177878521,,Via Venezia,residential,,True,False,143.497,"LINESTRING (11.0971045 45.4212313, 11.0976169 45.4216281, 11.0976463 45.421652, 11.0976757 45.421676, 11.0978733 45.4218371, 11.0978842 45.421846, 11.0979214 45.4218725, 11.098077 45.4220005, 11.0980917 45.4220243, 11.0982441 45.4222347)",,,,
177878522,,Via G. Galilei,residential,,False,False,111.28200000000001,"LINESTRING (11.0971045 45.4212313, 11.0971382 45.4212079, 11.097453 45.4210046, 11.0975908 45.4209334, 11.0978562 45.4208035, 11.0982613 45.4206566)",,,,
177878522,,Via G. Galilei,residential,,False,True,111.28200000000001,"LINESTRING (11.0982613 45.4206566, 11.0978562 45.4208035, 11.0975908 45.4209334, 11.097453 45.4210046, 11.0971382 45.4212079, 11.0971045 45.4212313)",,,,
108448302,,Via Tagliamento,residential,,False,False,175.747,"LINESTRING (11.101093 45.4239658, 11.1010259 45.4235403, 11.1009952 45.4235404, 11.1006575 45.423563, 11.1006075 45.4235663, 11.0993912 45.4236477)",,,,
107702135,,Via Adamello,residential,,False,True,38.943,"LINESTRING (11.0999496 45.4259601, 11.099479 45.4260766)",,,,
107702135,,Via Adamello,residential,,False,False,67.504,"LINESTRING (11.0999496 45.4259601, 11.1004043 45.4258435, 11.1007615 45.4257507)",,,,
108098682,,Via A. Salieri,residential,,False,True,103.79400000000001,"LINESTRING (11.0971066 45.4218313, 11.0970622 45.4217985, 11.0962307 45.4211723, 11.0961992 45.4211489)",,,,
24034794,2,Viale dell'Industria,unclassified,,False,True,476.91600000000005,"LINESTRING (11.0964135 45.4178407, 11.0945234 45.4185749, 11.0941501 45.4187207, 11.0939314 45.418745, 11.0936237 45.4187527, 11.0933186 45.4188035, 11.0929592 45.4189072, 11.0929148 45.4189276, 11.0916573 45.4195059, 11.0913498 45.4195415, 11.0909357 45.4196035)",,,,
204704907,,,tertiary,,True,False,12.616,"LINESTRING (11.0964135 45.4178407, 11.0963999 45.4178201, 11.096395 45.4177977, 11.0963991 45.4177752, 11.0964119 45.4177543, 11.0964324 45.4177368)",,,,roundabout
204704907,,,tertiary,,True,False,17.442999999999998,"LINESTRING (11.0964324 45.4177368, 11.0964635 45.4177224, 11.0964995 45.4177157, 11.0965367 45.4177173, 11.0965712 45.4177272, 11.0965995 45.4177442, 11.0966186 45.4177666)",,,,roundabout
204704907,,,tertiary,,True,False,13.387999999999998,"LINESTRING (11.0966186 45.4177666, 11.0966265 45.4177901, 11.0966241 45.4178141, 11.0966119 45.4178366, 11.0965909 45.4178556, 11.0965628 45.4178694)",,,,roundabout
"[34872712, 204704906, 44092864]",2,Viale del Lavoro,tertiary,,False,False,661.62,"LINESTRING (11.0965628 45.4178694, 11.0977764 45.4191989, 11.0978649 45.4192911, 11.0980607 45.4194474, 11.0983182 45.4195735, 11.0984738 45.4196394, 11.0994689 45.4199745, 11.1007564 45.420417, 11.101956 45.4208482, 11.1032105 45.4212714)",,yes,,
204704907,,,tertiary,,True,False,13.187,"LINESTRING (11.0965628 45.4178694, 11.0965307 45.4178768, 11.0964969 45.4178774, 11.0964643 45.4178712, 11.0964357 45.4178586, 11.0964135 45.4178407)",,,,roundabout
569043591,,Piazzetta Napoleone,residential,,False,True,22.499,"LINESTRING (11.0919032 45.4226119, 11.0917523 45.4224395)",,,,
379874837,2,Via Venti Settembre,secondary,50,False,False,60.571,"LINESTRING (11.0919032 45.4226119, 11.0922038 45.4226745, 11.0925337 45.4227431, 11.0926474 45.4227665)",,,,
379874837,2,Via Venti Settembre,secondary,50,False,True,22.695,"LINESTRING (11.0919032 45.4226119, 11.0917707 45.4225843, 11.0916244 45.4225539)",,,,
569043590,,Piazzetta Napoleone,residential,,False,True,4.452,"LINESTRING (11.0917523 45.4224395, 11.0917182 45.4224716)",,,,
569043591,,Piazzetta Napoleone,residential,,False,False,22.499,"LINESTRING (11.0917523 45.4224395, 11.0919032 45.4226119)",,,,
"[569043593, 599067002, 599067003]",,,residential,,False,False,29.997,"LINESTRING (11.0917523 45.4224395, 11.0917939 45.4224052, 11.0919032 45.4223525, 11.0919175 45.4223451, 11.0920025 45.422301, 11.0920541 45.4222743)",,,building_passage,
"[569043593, 599067002, 599067003]",,,residential,,False,True,29.997,"LINESTRING (11.0920541 45.4222743, 11.0920025 45.422301, 11.0919175 45.4223451, 11.0919032 45.4223525, 11.0917939 45.4224052, 11.0917523 45.4224395)",,,building_passage,
569043590,,Piazzetta Napoleone,residential,,False,False,4.452,"LINESTRING (11.0917182 45.4224716, 11.0917523 45.4224395)",,,,
569043590,,Piazzetta Napoleone,residential,,False,True,11.719000000000001,"LINESTRING (11.0917182 45.4224716, 11.0916521 45.4225296, 11.0916244 45.4225539)",,,,
569043595,,Corte Cavour,residential,,False,False,105.406,"LINESTRING (11.0917182 45.4224716, 11.0915391 45.4223233, 11.0915259 45.4223126, 11.0912977 45.4221284, 11.0912883 45.4221068, 11.0913017 45.422088, 11.0913326 45.4220701, 11.0918006 45.4218027)",,,,
569043595,,Corte Cavour,residential,,False,True,105.406,"LINESTRING (11.0918006 45.4218027, 11.0913326 45.4220701, 11.0913017 45.422088, 11.0912883 45.4221068, 11.0912977 45.4221284, 11.0915259 45.4223126, 11.0915391 45.4223233, 11.0917182 45.4224716)",,,,
797687379,,,residential,,False,True,4.089,"LINESTRING (11.090725 45.4239016, 11.0907037 45.423868)",,,,
