osmid,oneway,name,highway,reversed,length,geometry,maxspeed,bridge,junction,ref,tunnel
155513912,True,Vico Primo Sebastio,tertiary,False,69.679,"LINESTRING (17.2064801 40.5608543, 17.2066632 40.5609357, 17.2070646 40.5610737, 17.207097 40.5611086, 17.2071418 40.5611898)",,,,,
383293024,False,Via Taranto,tertiary,True,65.542,"LINESTRING (17.2064801 40.5608543, 17.2064311 40.5606026, 17.2063935 40.5604095, 17.2063666 40.5602712)",,,,,
155513921,True,Via Taranto,tertiary,False,44.068999999999996,"LINESTRING (17.2071418 40.5611898, 17.2069712 40.5612717, 17.2068959 40.5612979, 17.2066802 40.5613726)",,,,,
155513905,False,Via Taranto,tertiary,True,13.616,"LINESTRING (17.2049513 40.56165, 17.2051079 40.561621)",30,,,,
155513920,False,Via Triglie,tertiary,False,33.786,"LINESTRING (17.2049513 40.56165, 17.2045633 40.5617237)",,,,,
807785305,False,Corso Vittorio Emanuele III,residential,True,25.847,"LINESTRING (17.2049513 40.56165, 17.2049703 40.561882)",,,,,
1069545461,False,,residential,True,40.514,"LINESTRING (17.2093298 40.5611453, 17.2092778 40.5607831)",,,,,
76662471,True,Via Madonna del Rosario,tertiary,False,85.338,"LINESTRING (17.2093298 40.5611453, 17.2090152 40.5611635, 17.208321 40.5611833)",,,,,
129183952,True,Via del Castello,tertiary,False,134.074,"LINESTRING (17.2093298 40.5611453, 17.2093458 40.5615124, 17.209333 40.5615773, 17.2092889 40.5616475, 17.2091111 40.5619499, 17.2090026 40.5623043)",,,,,
155472504,True,Corso Vittorio Emanuele III,residential,False,57.509,"LINESTRING (17.2053238 40.5651086, 17.2052704 40.564593)",,,,,
395846139,True,Via San Francesco d'Assisi,residential,False,23.373,"LINESTRING (17.2053238 40.5651086, 17.2050484 40.5651289)",,,,,
155512380,False,Corso Vittorio Emanuele III,residential,True,56.824,"LINESTRING (17.2055049 40.5670573, 17.2054602 40.5665474)",,,,,
155512380,False,Corso Vittorio Emanuele III,residential,False,22.798,"LINESTRING (17.2055049 40.5670573, 17.2055089 40.5671106, 17.2055202 40.567262)",,,,,
155475258,False,Via Umberto Giordano,tertiary,False,62.744,"LINESTRING (17.2095923 40.5676786, 17.210335 40.5676886)",,,,,
155475258,False,Via Umberto Giordano,tertiary,True,11.555,"LINESTRING (17.2095923 40.5676786, 17.2094563 40.5676674)",,,,,
155475258,False,Via Umberto Giordano,tertiary,False,93.317,"LINESTRING (17.2106998 40.5676927, 17.2118045 40.5677013)",,,,,
155475258,False,Via Umberto Giordano,tertiary,True,15.915,"LINESTRING (17.2106998 40.5676927, 17.2105114 40.5676906)",,,,,
155475258,False,Via Umberto Giordano,tertiary,True,52.601,"LINESTRING (17.2138487 40.5677171, 17.213226 40.5677123)",,,,,
835129487,False,Via Claudio Monteverdi,residential,True,101.5,"LINESTRING (17.2138487 40.5677171, 17.2138434 40.5668043)",,,,,
127853993,False,Vico Secondo Crispiano,residential,True,109.968,"LINESTRING (17.2054602 40.5665474, 17.2041615 40.5664785)",,,,,
155512380,False,Corso Vittorio Emanuele III,residential,False,56.824,"LINESTRING (17.2054602 40.5665474, 17.2055049 40.5670573)",,,,,
155512380,False,Corso Vittorio Emanuele III,residential,True,27.37,"LINESTRING (17.2054602 40.5665474, 17.2054386 40.5663018)",,,,,
155475258,False,Via Umberto Giordano,tertiary,False,48.35,"LINESTRING (17.2088872 40.5676207, 17.2094563 40.5676674)",,,,,
155475258,False,Via Umberto Giordano,tertiary,True,7.186,"LINESTRING (17.2088872 40.5676207, 17.208804 40.5676342)",,,,,
155475258,False,Via Umberto Giordano,tertiary,False,14.902,"LINESTRING (17.210335 40.5676886, 17.2105114 40.5676906)",,,,,
155475258,False,Via Umberto Giordano,tertiary,True,62.744,"LINESTRING (17.210335 40.5676886, 17.2095923 40.5676786)",,,,,
129183916,False,,residential,True,31.223,"LINESTRING (17.2057061 40.565158, 17.2060733 40.5651259)",,,,,
129186624,False,Via Domenico Cimarosa,residential,True,42.974,"LINESTRING (17.2097056 40.5638665, 17.2092148 40.5637648)",,,,,
129186624,False,Via Domenico Cimarosa,residential,False,103.29700000000001,"LINESTRING (17.2097056 40.5638665, 17.2098444 40.5638848, 17.2109115 40.5640206)",,,,,
155514443,False,Circonvallazione Michele Ventrelli,residential,False,55.076,"LINESTRING (17.2097056 40.5638665, 17.2094308 40.5640595, 17.209214 40.5641914)",,,,,
155514443,False,Circonvallazione Michele Ventrelli,residential,True,310.49899999999997,"LINESTRING (17.2097056 40.5638665, 17.209735 40.56382, 17.2097949 40.5637252, 17.2098643 40.5635868, 17.2098864 40.5633881, 17.2098866 40.563206, 17.2098041 40.5627705, 17.2097451 40.5625588, 17.2097218 40.5623817, 17.2097423 40.5622026, 17.2098308 40.5618366, 17.2099796 40.5612574, 17.2099691 40.561128)",,,,,
155512365,True,Via Armando Diaz,residential,False,31.969,"LINESTRING (17.2063589 40.5633133, 17.2063445 40.563026)",,,,,
395848221,True,Via Piave,residential,False,53.643,"LINESTRING (17.2063589 40.5633133, 17.2069921 40.5632767)",,,,,
76662471,True,Via Madonna del Rosario,tertiary,False,54.040000000000006,"LINESTRING (17.2099691 40.561128, 17.2096974 40.5611351, 17.2093298 40.5611453)",,,,,
129186627,False,Circonvallazione Michele Ventrelli,residential,True,383.057,"LINESTRING (17.2099691 40.561128, 17.2099647 40.5610479, 17.2097843 40.5601989, 17.2096772 40.559978, 17.2095538 40.5598965, 17.2093687 40.559815, 17.2091944 40.5597946, 17.2089825 40.559817, 17.2070487 40.5600063, 17.2067803 40.560025)",,,,,
