osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,width,junction
55359274,True,2,Via Tito Livio,residential,False,103.37100000000001,"LINESTRING (11.8627075 45.3497388, 11.8626201 45.349662, 11.8621757 45.3488916)",,,
75313669,False,2,Via San Tommaso,residential,False,44.716,"LINESTRING (11.8627075 45.3497388, 11.862821 45.3499234, 11.8628775 45.3500145, 11.8629353 45.3501077)",50,,
154154753,False,,Via San Tommaso,tertiary,True,112.96800000000002,"LINESTRING (11.8627075 45.3497388, 11.8635247 45.3495009, 11.8636515 45.3494607, 11.864032 45.3493325)",,,
40639034,False,2,Via Don Antonio Schiavon,residential,True,161.55899999999997,"LINESTRING (11.864032 45.3493325, 11.8640543 45.3493599, 11.864218 45.3496117, 11.8646676 45.3502922, 11.8646882 45.350322, 11.8648017 45.350483, 11.8649157 45.3506458)",50,,
154154753,False,,Via San Tommaso,tertiary,False,112.968,"LINESTRING (11.864032 45.3493325, 11.8636515 45.3494607, 11.8635247 45.3495009, 11.8627075 45.3497388)",,,
"[154154753, 1094554610]",False,,Via San Tommaso,tertiary,True,57.330999999999996,"LINESTRING (11.864032 45.3493325, 11.8644163 45.3491953, 11.8645544 45.3491312, 11.8645938 45.3491096, 11.8646594 45.3490693)",,,
27002809,False,2,Via Cesare Battisti,unclassified,False,27.835,"LINESTRING (11.861471 45.3446412, 11.8615434 45.3448863)",,,
35149351,False,,,residential,True,109.766,"LINESTRING (11.861471 45.3446412, 11.8615078 45.3446345, 11.8628312 45.3443952)",,5,
"[1174639864, 1174639863]",False,2,Via Cesare Battisti,unclassified,True,62.81,"LINESTRING (11.861471 45.3446412, 11.861373 45.3443133, 11.8613058 45.3440884)",,,
35149351,False,,,residential,False,109.766,"LINESTRING (11.8628312 45.3443952, 11.8615078 45.3446345, 11.861471 45.3446412)",,5,
27002809,False,2,Via Cesare Battisti,unclassified,True,27.835,"LINESTRING (11.8615434 45.3448863, 11.861471 45.3446412)",,,
27002809,False,2,Via Cesare Battisti,unclassified,False,221.051,"LINESTRING (11.8615434 45.3448863, 11.8616079 45.3450832, 11.8616751 45.3452494, 11.8616945 45.3452974, 11.861763 45.3454668, 11.8618711 45.3455597, 11.8620203 45.34563, 11.8622933 45.3456753, 11.8623815 45.3457003, 11.8624459 45.3457292, 11.8624985 45.3457718, 11.8625523 45.3458602, 11.8626022 45.3459839, 11.8626168 45.3460241, 11.8626415 45.3461091, 11.8626933 45.3462229, 11.862724 45.346376, 11.8627291 45.3464594, 11.8627218 45.3465154)",,,
386658810,False,,,residential,False,17.651,"LINESTRING (11.8615434 45.3448863, 11.8615924 45.3448784, 11.8617635 45.3448507)",,5,
27002811,False,2,Via Europa,tertiary,False,35.68,"LINESTRING (11.8627218 45.3465154, 11.8631737 45.3465611)",,,
