osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,junction,bridge,tunnel
184191126,Corso Camillo Conte Benso di Cavour,tertiary,False,False,35.223,,,,"LINESTRING (8.9271869 45.1946148, 8.926766 45.194726)",,,
184191126,Corso Camillo Conte Benso di Cavour,tertiary,False,True,56.109,,,,"LINESTRING (8.9271869 45.1946148, 8.9278618 45.1944462)",,,
241923134,Via Callerio,residential,False,False,92.693,,,,"LINESTRING (8.9271869 45.1946148, 8.9275454 45.1954092)",,,
1251689577,Strada Provinciale SPexSS596 dei Cairoli,primary,True,False,138.517,2,SPexSS596,50,"LINESTRING (8.9190508 45.1920052, 8.9177404 45.1922594, 8.9175622 45.1922993, 8.9174506 45.1923388, 8.9173752 45.1923814)",,,
241923136,Via Santa Maria,tertiary,False,True,11.512,,,50,"LINESTRING (8.9272728 45.1963314, 8.9274121 45.1963643)",,,
241923136,Via Santa Maria,tertiary,False,False,65.111,,,50,"LINESTRING (8.9272728 45.1963314, 8.92723 45.1963249, 8.9270631 45.1963146, 8.9268862 45.1963169, 8.9266852 45.1963309, 8.9264519 45.1963727)",,,
241923136,Via Santa Maria,tertiary,False,False,44.278999999999996,,,50,"LINESTRING (8.9264519 45.1963727, 8.9260293 45.1964552, 8.9259111 45.1964871)",,,
241923136,Via Santa Maria,tertiary,False,True,65.111,,,50,"LINESTRING (8.9264519 45.1963727, 8.9266852 45.1963309, 8.9268862 45.1963169, 8.9270631 45.1963146, 8.92723 45.1963249, 8.9272728 45.1963314)",,,
243349205,Vicolo Scabroso,residential,False,False,157.26399999999998,,,,"LINESTRING (8.9264519 45.1963727, 8.9268051 45.1970573, 8.9269333 45.1970271, 8.9270993 45.1973734, 8.9267992 45.1974505)",,,
47454759,Via Don Gennaro,unclassified,False,False,17.412,,,50,"LINESTRING (8.9256522 45.1965414, 8.9255867 45.1965631, 8.9254503 45.1966068)",,,
63036006,Via Roma,residential,True,False,250.212,,,,"LINESTRING (8.9256522 45.1965414, 8.9256855 45.1966065, 8.9260143 45.1972505, 8.9266286 45.1984809, 8.9266676 45.1985253, 8.9267635 45.1986079, 8.9267838 45.198638)",,,
241923136,Via Santa Maria,tertiary,False,True,21.166,,,50,"LINESTRING (8.9256522 45.1965414, 8.9257431 45.1965223, 8.9259111 45.1964871)",,,
241981483,Via Roma,tertiary,False,True,78.488,,,,"LINESTRING (8.9256522 45.1965414, 8.9256082 45.1964455, 8.9253435 45.1958699)",,,
241944095,,residential,False,False,11.471,,,,"LINESTRING (8.9233207 45.1964029, 8.9234551 45.196362)",,,
241946647,,residential,False,True,11.203,,,,"LINESTRING (8.9233207 45.1964029, 8.9233729 45.1964967)",,,
"[241944096, 241944098]",Via Menotti,residential,False,False,30.012999999999998,,,,"LINESTRING (8.9233207 45.1964029, 8.9232293 45.1964242, 8.9231434 45.1962314)",,,
184191143,Via Dorno,residential,False,False,53.058,,,,"LINESTRING (8.9288882 45.1923195, 8.9289785 45.1927924)",,,
184191143,Via Dorno,residential,False,True,13.598,,,,"LINESTRING (8.9288882 45.1923195, 8.9288612 45.1921987)",,,
63036003,Via Giacomo Matteotti,residential,False,False,354.38199999999995,,,,"LINESTRING (8.9288882 45.1923195, 8.928852 45.1923249, 8.9262628 45.1927131, 8.924652 45.1930306, 8.9244925 45.193062)",,,
184191143,Via Dorno,residential,False,True,53.058,,,,"LINESTRING (8.9289785 45.1927924, 8.9288882 45.1923195)",,,
37013409,Via Generale Alessandro Vaccaneo,residential,False,True,137.40800000000002,,,,"LINESTRING (8.9180704 45.1967895, 8.9182952 45.1972927, 8.9186496 45.1979554)",,,
232426957,Corso Camillo Benso conte di Cavour,tertiary,False,True,107.555,,,,"LINESTRING (8.9180704 45.1967895, 8.9183092 45.1967314, 8.9193815 45.1965035)",,,
