osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,junction,access,tunnel
42406096,2,Via Provinciale Saronnese,primary,False,False,142.986,"LINESTRING (8.946379 45.611776, 8.9482158 45.6118274)",,,,
34137861,2,Via Provinciale Saronnese,primary,True,False,38.46,"LINESTRING (8.946379 45.611776, 8.9461686 45.6118075, 8.9460531 45.6118462, 8.945953 45.6119255)",,,,
117683752,,Via Barbara Melzi,residential,True,False,64.651,"LINESTRING (8.9506306 45.616081, 8.9499807 45.6157185)",50,,,
117683841,,Via Barbara Melzi,tertiary,False,True,97.061,"LINESTRING (8.9506306 45.616081, 8.9515694 45.6166561)",50,,,
115767090,,Via Giacomo Matteotti,tertiary,False,True,83.545,"LINESTRING (8.9506306 45.616081, 8.9499786 45.6166289, 8.9499418 45.6166575)",50,,,
115830566,,Via Antonio Gramsci,residential,False,False,17.63,"LINESTRING (8.9531785 45.6143933, 8.9529892 45.6143061)",,,,
33335858,,Via della Libertà,residential,True,False,191.98799999999997,"LINESTRING (8.9531785 45.6143933, 8.9546503 45.6133516, 8.9546949 45.6133209, 8.9547583 45.6132895, 8.9548397 45.6132547, 8.9549403 45.6131877)",,,,
116596815,,Via Antonio Gramsci,residential,False,True,56.83,"LINESTRING (8.9531785 45.6143933, 8.9532672 45.6144572, 8.953722 45.6147345)",50,,,
115830566,,Via Antonio Gramsci,residential,False,True,17.63,"LINESTRING (8.9529892 45.6143061, 8.9531785 45.6143933)",,,,
82370143,,Via Antonio Gramsci,residential,False,False,67.56400000000001,"LINESTRING (8.9529892 45.6143061, 8.9528222 45.6142223, 8.9523168 45.613922)",,,,
1173352032,,Via Silvio Pellico,residential,False,True,67.315,"LINESTRING (8.9529892 45.6143061, 8.9528023 45.6144467, 8.9523957 45.6147467)",,,,
117681086,,Via Fabio Filzi,residential,False,True,65.366,"LINESTRING (8.9453308 45.6163432, 8.9459585 45.6167341)",,,,
117682578,,Via Concordia,residential,False,True,88.861,"LINESTRING (8.9453308 45.6163432, 8.9453959 45.616292, 8.9460729 45.6157356)",,,,
117739032,,Via Concordia,residential,True,False,120.262,"LINESTRING (8.9453308 45.6163432, 8.9452718 45.616396, 8.9443351 45.6171706)",,,,
936517519,,Via Fratelli Rosselli,residential,False,False,69.235,"LINESTRING (8.9453308 45.6163432, 8.9452878 45.6163101, 8.9446393 45.615952)",,,,
34105506,,Via Monte Grappa,residential,False,False,71.31,"LINESTRING (8.9429817 45.6163147, 8.9436618 45.6167448)",,,,
115878415,,Via Risorgimento,residential,False,False,120.034,"LINESTRING (8.9429817 45.6163147, 8.9439032 45.6155676, 8.944027 45.6155343)",,,,
115684139,,Via Monte Grappa,residential,True,False,51.027,"LINESTRING (8.9443351 45.6171706, 8.9448221 45.6174781)",,,,
117739031,,Via Concordia,residential,True,False,129.525,"LINESTRING (8.9443351 45.6171706, 8.9432335 45.6180442)",,,,
34105506,,Via Monte Grappa,residential,False,True,70.597,"LINESTRING (8.9443351 45.6171706, 8.9443067 45.6171526, 8.9436618 45.6167448)",,,,
920570795,,,primary,True,False,5.684,"LINESTRING (8.945953 45.6119255, 8.9459197 45.611971)",,roundabout,,
79636871,,,primary,True,False,69.39399999999999,"LINESTRING (8.9457247 45.6120391, 8.9456649 45.612032, 8.9455957 45.6120117, 8.9454449 45.611927, 8.9453476 45.6118794, 8.9452726 45.6118518, 8.9451989 45.6118319, 8.9451236 45.6118198, 8.9449861 45.6118061, 8.944925 45.6117918)",,roundabout,,
465024671,,Via Provinciale Castellanzese,primary,True,False,32.759,"LINESTRING (8.944925 45.6117918, 8.9445224 45.6117053)",,,,
79636871,,,primary,True,False,15.916,"LINESTRING (8.944925 45.6117918, 8.9448745 45.6117498, 8.9448647 45.6117091, 8.9448845 45.6116642)",,roundabout,,
