osmid,oneway,highway,reversed,length,name,geometry,junction,ref,bridge
30166185,True,residential,False,15.203,,"LINESTRING (16.9889743 41.0342217, 16.9889584 41.0343579)",,,
30167187,False,residential,False,36.531,Via Cianciaruso,"LINESTRING (16.9889743 41.0342217, 16.9888853 41.0341771, 16.9887029 41.0341306, 16.9885672 41.0341222)",,,
30167191,False,residential,False,84.594,,"LINESTRING (16.9889743 41.0342217, 16.9890564 41.0340775, 16.9891315 41.0339743, 16.9892656 41.0338307, 16.9893409 41.0337608, 16.9894927 41.0335725)",,,
30167185,True,residential,False,69.051,Via Principe Umberto,"LINESTRING (16.9885672 41.0341222, 16.9884695 41.0335056)",,,
30167187,False,residential,False,122.78800000000001,Via Cianciaruso,"LINESTRING (16.9885672 41.0341222, 16.9884668 41.0341225, 16.9871284 41.033926)",,,
30167187,False,residential,True,36.531000000000006,Via Cianciaruso,"LINESTRING (16.9885672 41.0341222, 16.9887029 41.0341306, 16.9888853 41.0341771, 16.9889743 41.0342217)",,,
30120115,False,residential,True,63.523,Via Guglielmo Marconi,"LINESTRING (16.9854602 41.0363744, 16.984703 41.0363862)",,,
30166827,True,residential,False,32.461999999999996,Via Alessandro Volta,"LINESTRING (16.9848791 41.0355659, 16.9847617 41.0355256, 16.9846655 41.0354607, 16.9845993 41.0353772)",roundabout,,
1052267448,False,residential,True,127.54599999999999,Via Alessandro Volta,"LINESTRING (16.9848791 41.0355659, 16.9848069 41.035618, 16.9846896 41.0356652, 16.9841035 41.0358063, 16.9839433 41.0358612, 16.9835355 41.036075)",,,
30120115,False,residential,False,63.523,Via Guglielmo Marconi,"LINESTRING (16.984703 41.0363862, 16.9854602 41.0363744)",,,
30120115,False,residential,True,100.984,Via Guglielmo Marconi,"LINESTRING (16.984703 41.0363862, 16.9835002 41.0364268)",,,
30120147,False,residential,False,92.404,Via Enrico Fermi,"LINESTRING (16.984703 41.0363862, 16.9849503 41.0355764)",,,
30120147,False,residential,True,92.404,Via Enrico Fermi,"LINESTRING (16.9849503 41.0355764, 16.984703 41.0363862)",,,
30166827,True,residential,False,6.085,Via Alessandro Volta,"LINESTRING (16.9849503 41.0355764, 16.9848791 41.0355659)",roundabout,,
30166827,True,residential,False,9.394,Via Alessandro Volta,"LINESTRING (16.9845993 41.0353772, 16.9845708 41.0352955)",roundabout,,
1052267447,True,residential,False,53.942,Via Giuseppe Mazzini,"LINESTRING (16.9845993 41.0353772, 16.9840561 41.0356369)",,,
308477228,False,residential,False,9.68,Corso Roma,"LINESTRING (16.9835963 41.0323646, 16.9836958 41.0324087)",,,
308477228,False,residential,True,35.316,Corso Roma,"LINESTRING (16.9835963 41.0323646, 16.9832303 41.0322076)",,,
30120159,False,residential,True,122.762,Via Giuseppe Mazzini,"LINESTRING (16.9835963 41.0323646, 16.9833391 41.0328847, 16.9831219 41.0334086)",,,
30928423,False,residential,False,92.03800000000001,Via Alessandro Volta,"LINESTRING (16.9826628 41.0365734, 16.9829424 41.0364413, 16.9831198 41.0363152, 16.9835355 41.036075)",,,
30167015,True,residential,False,36.246,Via Incoronata,"LINESTRING (16.9858593 41.0353995, 16.9857667 41.0357179)",,,
39414052,True,residential,False,51.644999999999996,Via Alessandro Volta,"LINESTRING (16.9858593 41.0353995, 16.9853521 41.0354983, 16.9852613 41.035509)",,,
30120159,False,residential,False,26.329,Via Giuseppe Mazzini,"LINESTRING (16.9835355 41.036075, 16.9835268 41.0359883, 16.9835312 41.0359089, 16.983543 41.0358391)",,,
30928423,False,residential,True,92.038,Via Alessandro Volta,"LINESTRING (16.9835355 41.036075, 16.9831198 41.0363152, 16.9829424 41.0364413, 16.9826628 41.0365734)",,,
1052267448,False,residential,False,127.546,Via Alessandro Volta,"LINESTRING (16.9835355 41.036075, 16.9839433 41.0358612, 16.9841035 41.0358063, 16.9846896 41.0356652, 16.9848069 41.035618, 16.9848791 41.0355659)",,,
1052267450,False,residential,True,39.992999999999995,Traversa IV Via Incoronata,"LINESTRING (16.9835355 41.036075, 16.9835621 41.0361192, 16.9835002 41.0364268)",,,
30166878,False,residential,False,69.953,Via Pietro Nenni,"LINESTRING (16.9849419 41.034934, 16.9851265 41.0343205)",,,
30166827,True,residential,False,26.695999999999998,Via Alessandro Volta,"LINESTRING (16.9849419 41.034934, 16.9851007 41.0349411, 16.9852452 41.0349915)",roundabout,,
30166827,True,residential,False,23.764000000000003,Via Alessandro Volta,"LINESTRING (16.9852452 41.0349915, 16.9853279 41.0350499, 16.9853875 41.0351226, 16.9854037 41.0351636)",roundabout,,
30166883,False,residential,False,74.444,Via S. Tagarelli,"LINESTRING (16.9852452 41.0349915, 16.9853917 41.0344786, 16.9854108 41.0343345)",,,
30166827,True,residential,False,27.751999999999995,Via Alessandro Volta,"LINESTRING (16.9852613 41.035509, 16.9851666 41.0355516, 16.9850605 41.0355746, 16.9849503 41.0355764)",roundabout,,
30166954,False,residential,True,16.829,Via Pietro Nenni,"LINESTRING (16.9845708 41.0352955, 16.9843818 41.0352447)",,,
30166827,True,residential,False,56.19800000000001,Via Alessandro Volta,"LINESTRING (16.9845708 41.0352955, 16.9845677 41.0352431, 16.9845993 41.0351324, 16.9846795 41.0350367, 16.9847986 41.0349677, 16.9849419 41.034934)",roundabout,,
30167187,False,residential,True,76.893,Via Cianciaruso,"LINESTRING (16.9856358 41.0337578, 16.9865439 41.0338525)",,,
30166876,True,residential,False,30.950000000000003,Via Pietro Nenni,"LINESTRING (16.9856358 41.0337578, 16.9857044 41.0338355, 16.985748 41.0339219, 16.9857598 41.034014)",roundabout,,
30166876,True,residential,False,40.169,Via Pietro Nenni,"LINESTRING (16.9849626 41.0337675, 16.9850447 41.0337412, 16.9851265 41.0337009, 16.985218 41.0336925, 16.9854151 41.0337173)",roundabout,,
30166960,False,residential,False,55.419000000000004,Via Macario,"LINESTRING (16.9849626 41.0337675, 16.9849538 41.033734, 16.9849163 41.0336571, 16.9848264 41.0336258, 16.9844245 41.0335736)",,,
30166876,True,residential,False,33.867000000000004,Via Pietro Nenni,"LINESTRING (16.9849126 41.0341843, 16.9848587 41.0340912, 16.984843 41.0339904, 16.9848667 41.0338905)",roundabout,,
30166912,False,residential,False,166.102,Via Pietro Nenni,"LINESTRING (16.9849126 41.0341843, 16.9848479 41.0342115, 16.9847392 41.034252, 16.9846413 41.0342853, 16.9845059 41.0343066, 16.9844194 41.0343207, 16.9843543 41.034346, 16.9842933 41.0343862, 16.9842389 41.0344512, 16.9842152 41.0345467, 16.9842261 41.0346404, 16.9842459 41.0346839, 16.9843225 41.0347406, 16.984467 41.0348053, 16.9844965 41.0348387, 16.9844926 41.0348963, 16.9844515 41.0350255, 16.9844159 41.0351546, 16.9843818 41.0352447)",,,
30166878,False,residential,True,69.953,Via Pietro Nenni,"LINESTRING (16.9851265 41.0343205, 16.9849419 41.034934)",,,
30166876,True,residential,False,23.814999999999998,Via Pietro Nenni,"LINESTRING (16.9851265 41.0343205, 16.9850432 41.0342866, 16.9849709 41.0342405, 16.9849126 41.0341843)",roundabout,,
30166876,True,residential,False,24.232999999999997,Via Pietro Nenni,"LINESTRING (16.9854108 41.0343345, 16.9853 41.0343467, 16.9851265 41.0343205)",roundabout,,
30166883,False,residential,True,74.444,Via S. Tagarelli,"LINESTRING (16.9854108 41.0343345, 16.9853917 41.0344786, 16.9852452 41.0349915)",,,
30166876,True,residential,False,15.953,Via Pietro Nenni,"LINESTRING (16.9848667 41.0338905, 16.9849061 41.0338253, 16.9849626 41.0337675)",roundabout,,
30166954,False,residential,False,73.97399999999999,Via Pietro Nenni,"LINESTRING (16.9848667 41.0338905, 16.9846707 41.0338688, 16.9845036 41.0338466, 16.9843061 41.0338615, 16.9841543 41.0338796, 16.9840807 41.0338974, 16.9840009 41.0339188)",,,
30166954,False,residential,False,188.19,Via Pietro Nenni,"LINESTRING (16.9840009 41.0339188, 16.9839332 41.0339955, 16.9838706 41.0340671, 16.9837209 41.0342347, 16.9836493 41.0343783, 16.9836275 41.0345054, 16.983651 41.0346719, 16.9836858 41.0348121, 16.9837428 41.034906, 16.9838346 41.0350068, 16.9839827 41.0351399, 16.9841458 41.0352044, 16.9843818 41.0352447)",,,
30166954,False,residential,True,73.974,Via Pietro Nenni,"LINESTRING (16.9840009 41.0339188, 16.9840807 41.0338974, 16.9841543 41.0338796, 16.9843061 41.0338615, 16.9845036 41.0338466, 16.9846707 41.0338688, 16.9848667 41.0338905)",,,
30166957,False,residential,False,37.161,Via Giuseppe Mazzini,"LINESTRING (16.9840009 41.0339188, 16.9839148 41.0338685, 16.9838072 41.0338509, 16.9836828 41.0338522, 16.9835836 41.0338592)",,,
30166954,False,residential,False,16.829,Via Pietro Nenni,"LINESTRING (16.9843818 41.0352447, 16.9845708 41.0352955)",,,
30166912,False,residential,True,166.102,Via Pietro Nenni,"LINESTRING (16.9843818 41.0352447, 16.9844159 41.0351546, 16.9844515 41.0350255, 16.9844926 41.0348963, 16.9844965 41.0348387, 16.984467 41.0348053, 16.9843225 41.0347406, 16.9842459 41.0346839, 16.9842261 41.0346404, 16.9842152 41.0345467, 16.9842389 41.0344512, 16.9842933 41.0343862, 16.9843543 41.034346, 16.9844194 41.0343207, 16.9845059 41.0343066, 16.9846413 41.0342853, 16.9847392 41.034252, 16.9848479 41.0342115, 16.9849126 41.0341843)",,,
30166954,False,residential,True,188.19000000000003,Via Pietro Nenni,"LINESTRING (16.9843818 41.0352447, 16.9841458 41.0352044, 16.9839827 41.0351399, 16.9838346 41.0350068, 16.9837428 41.034906, 16.9836858 41.0348121, 16.983651 41.0346719, 16.9836275 41.0345054, 16.9836493 41.0343783, 16.9837209 41.0342347, 16.9838706 41.0340671, 16.9839332 41.0339955, 16.9840009 41.0339188)",,,
30166957,False,residential,False,227.947,Via Giuseppe Mazzini,"LINESTRING (16.9835836 41.0338592, 16.9834806 41.0339692, 16.9832982 41.034227, 16.9832452 41.0343617, 16.9832333 41.0344718, 16.9832413 41.0346943, 16.983288 41.0348801, 16.9833792 41.0350246, 16.9834951 41.0351747, 16.9837327 41.0353672, 16.9840561 41.0356369)",,,
30166957,False,residential,True,37.161,Via Giuseppe Mazzini,"LINESTRING (16.9835836 41.0338592, 16.9836828 41.0338522, 16.9838072 41.0338509, 16.9839148 41.0338685, 16.9840009 41.0339188)",,,
30166959,False,residential,False,153.708,Via Giuseppe Mazzini,"LINESTRING (16.9835836 41.0338592, 16.9830944 41.0338527, 16.9830521 41.0338883, 16.9830139 41.0339576, 16.9827591 41.034518, 16.9827596 41.0346317, 16.9828433 41.0348048)",,,
30166957,False,residential,True,227.94699999999995,Via Giuseppe Mazzini,"LINESTRING (16.9840561 41.0356369, 16.9837327 41.0353672, 16.9834951 41.0351747, 16.9833792 41.0350246, 16.983288 41.0348801, 16.9832413 41.0346943, 16.9832333 41.0344718, 16.9832452 41.0343617, 16.9832982 41.034227, 16.9834806 41.0339692, 16.9835836 41.0338592)",,,
1052267447,True,residential,False,48.861000000000004,Via Giuseppe Mazzini,"LINESTRING (16.9840561 41.0356369, 16.9836976 41.0357999, 16.9836405 41.0358209, 16.983543 41.0358391)",,,
30166959,False,residential,True,153.708,Via Giuseppe Mazzini,"LINESTRING (16.9828433 41.0348048, 16.9827596 41.0346317, 16.9827591 41.034518, 16.9830139 41.0339576, 16.9830521 41.0338883, 16.9830944 41.0338527, 16.9835836 41.0338592)",,,
30166960,False,residential,True,110.788,Via Macario,"LINESTRING (16.9831219 41.0334086, 16.9844245 41.0335736)",,,
30120159,False,residential,False,122.762,Via Giuseppe Mazzini,"LINESTRING (16.9831219 41.0334086, 16.9833391 41.0328847, 16.9835963 41.0323646)",,,
30120159,False,residential,True,302.0460000000001,Via Giuseppe Mazzini,"LINESTRING (16.9831219 41.0334086, 16.9825946 41.0345849, 16.9825821 41.0346495, 16.9826223 41.0347143, 16.9833651 41.0354742, 16.9835062 41.0356847, 16.9835323 41.0357467, 16.983543 41.0358391)",,,
308477228,False,residential,False,12.59,Corso Roma,"LINESTRING (16.9830868 41.0321744, 16.9832303 41.0322076)",,,
1235856755,False,secondary,True,13.22,Corso Roma,"LINESTRING (16.9830868 41.0321744, 16.9829292 41.0321732)",,,
30168302,False,residential,False,163.728,Via Bovio,"LINESTRING (16.986042 41.0332289, 16.985752 41.0317728)",,,
308477228,False,residential,False,61.506,Corso Roma,"LINESTRING (16.986042 41.0332289, 16.9867538 41.0333618)",,,
308477228,False,residential,True,52.676,Corso Roma,"LINESTRING (16.986042 41.0332289, 16.9854372 41.0331013)",,,
30167208,False,residential,False,56.793,Via Carmine,"LINESTRING (16.9889494 41.0332678, 16.9892704 41.033453, 16.9894927 41.0335725)",,,
30168382,False,residential,False,59.161,Via Oberdan,"LINESTRING (16.9889494 41.0332678, 16.9890411 41.0332348, 16.9891061 41.0331838, 16.9893018 41.0328286)",,,
308477228,False,residential,True,49.036,Corso Roma,"LINESTRING (16.9889494 41.0332678, 16.9886675 41.0334528, 16.9885891 41.0334816, 16.9884695 41.0335056)",,,
30166960,False,residential,False,110.788,Via Macario,"LINESTRING (16.9844245 41.0335736, 16.9831219 41.0334086)",,,
30166997,False,residential,False,80.263,Via Giuseppe Di Vittorio,"LINESTRING (16.9844245 41.0335736, 16.9846601 41.032874)",,,
30166960,False,residential,True,55.419,Via Macario,"LINESTRING (16.9844245 41.0335736, 16.9848264 41.0336258, 16.9849163 41.0336571, 16.9849538 41.033734, 16.9849626 41.0337675)",,,
30166997,False,residential,True,80.263,Via Giuseppe Di Vittorio,"LINESTRING (16.9846601 41.032874, 16.9844245 41.0335736)",,,
308477228,False,residential,False,20.838,Corso Roma,"LINESTRING (16.9846601 41.032874, 16.9848829 41.0329569)",,,
308477228,False,residential,True,29.028,Corso Roma,"LINESTRING (16.9846601 41.032874, 16.984368 41.032734)",,,
