osmid,oneway,name,highway,reversed,length,geometry,ref,lanes,tunnel
"[258281439, 514001335]",False,Strada provinciale Leonforte-Portella Creta,tertiary,True,372.213,"LINESTRING (14.390006 37.6382018, 14.3899107 37.6382386, 14.3897342 37.6383213, 14.3896682 37.63833, 14.3894334 37.6382951, 14.3893672 37.6382853, 14.3889639 37.6382254, 14.388797 37.6382153, 14.3886228 37.6382254, 14.3885017 37.6382574, 14.38841 37.6383082, 14.3882678 37.6384495, 14.3881845 37.6385551, 14.3881606 37.6386045, 14.3881735 37.6387003, 14.3882395 37.6388775, 14.388389 37.6390682, 14.3886852 37.6394977, 14.3887787 37.6395717, 14.3888594 37.6396545, 14.3888759 37.639717, 14.3888686 37.6397736, 14.3888355 37.6398244, 14.3885977 37.6400314)","['SP 58', 'SP58']",2,
552090716,True,Via Portella,residential,False,79.623,"LINESTRING (14.390006 37.6382018, 14.3899622 37.6381456, 14.3898709 37.6380477, 14.3895597 37.6377377, 14.3894728 37.6376247)",,,
"[514001342, 1154059358]",False,"['Largo Parano', 'Via Portella']",tertiary,False,68.584,"LINESTRING (14.390006 37.6382018, 14.3900274 37.638228, 14.3900507 37.6382541, 14.3900928 37.638301, 14.3901662 37.6383826, 14.390261 37.6384701, 14.3905436 37.6386394)",SP 58,2,
1134550166,True,Via Sant'Antonio,residential,False,39.894,"LINESTRING (14.3898044 37.6355011, 14.389571 37.6351936)",,,
1134550164,False,Via Bonelli,residential,False,55.78,"LINESTRING (14.3898044 37.6355011, 14.3900788 37.6353519, 14.3902333 37.6352743, 14.3903366 37.6352297)",,,
1135451513,True,Via Francesco Crispi,tertiary,False,52.745000000000005,"LINESTRING (14.3898044 37.6355011, 14.3898536 37.6356016, 14.3900372 37.6358262, 14.3901096 37.6359069)",,,
108946271,False,Via Taormina,residential,True,37.910999999999994,"LINESTRING (14.3934608 37.6422841, 14.3931606 37.6421059, 14.3931184 37.6420775)",,,
1134847963,False,Via Taormina,residential,True,62.69,"LINESTRING (14.3934608 37.6422841, 14.393618 37.6423462, 14.3936774 37.6423569, 14.393793 37.6423622, 14.3941526 37.6423606)",,,
108946257,True,Via Bonanno,tertiary,False,31.419,"LINESTRING (14.3939085 37.639322, 14.394202 37.6394827)",,,
1135130176,True,Via Letizia,residential,False,17.69,"LINESTRING (14.3939085 37.639322, 14.3937904 37.6394507)",,,
108946257,True,Via Bonanno,tertiary,False,32.808,"LINESTRING (14.3936015 37.6391548, 14.3939085 37.639322)",,,
1135130172,True,Via Roveto,residential,False,17.127,"LINESTRING (14.3936015 37.6391548, 14.3937068 37.6390253)",,,
108946271,False,Via Taormina,residential,False,58.604,"LINESTRING (14.3909784 37.6408086, 14.3915644 37.6410585)",,,
108946271,False,Via Taormina,residential,True,54.637,"LINESTRING (14.3909784 37.6408086, 14.3904136 37.6406051)",,,
396404634,False,Via Assoro,residential,False,19.762,"LINESTRING (14.3909784 37.6408086, 14.3910774 37.6406491)",,,
396404634,False,Via Assoro,residential,True,22.579,"LINESTRING (14.3909784 37.6408086, 14.3908678 37.6409918)",,,
1154578161,True,Via Porta Palermo,tertiary,False,35.598,"LINESTRING (14.3888094 37.6351495, 14.3888003 37.635136, 14.3887923 37.6351209, 14.3887897 37.6351045, 14.3887956 37.6350819, 14.3888118 37.6350626, 14.3888477 37.6350466, 14.3890187 37.6349729, 14.3890608 37.6349529)",,,
108946275,True,Via Dalmazia,tertiary,False,99.72,"LINESTRING (14.3947614 37.6397945, 14.3957145 37.6402789)",,,
488074422,False,Via Zara,residential,False,34.557,"LINESTRING (14.3947614 37.6397945, 14.3949658 37.6395292)",,,
488074422,False,Via Zara,residential,True,31.161,"LINESTRING (14.3947614 37.6397945, 14.3945789 37.6400346)",,,
108946247,True,Via Capra,residential,False,57.417,"LINESTRING (14.3960404 37.6419708, 14.3959412 37.641997, 14.39582 37.6420273, 14.3954198 37.6421293)",,,
108946300,False,Via Sicilia,residential,False,63.124,"LINESTRING (14.3960404 37.6419708, 14.3960935 37.6420595, 14.3962486 37.6423186, 14.3963436 37.6424852)",,,
108946289,True,Via Francesco Crispi,tertiary,False,26.029,"LINESTRING (14.3922096 37.6383435, 14.3923737 37.6385382)",,,
269508499,True,Via Algozino,residential,False,27.96,"LINESTRING (14.3922096 37.6383435, 14.3919343 37.6384688)",,,
108946257,True,Via Bonanno,tertiary,False,33.98,"LINESTRING (14.3944461 37.6396183, 14.3947614 37.6397945)",,,
488074421,False,Via Monachella,residential,False,17.593,"LINESTRING (14.3944461 37.6396183, 14.3945553 37.6394858)",,,
488074421,False,Via Monachella,residential,True,17.975,"LINESTRING (14.3944461 37.6396183, 14.3943211 37.6397461)",,,
488074401,False,Via Macello,residential,False,40.302,"LINESTRING (14.3895908 37.639213, 14.3899038 37.6392241, 14.3900466 37.6392072)",,,
488074401,False,Via Macello,residential,True,139.65300000000002,"LINESTRING (14.3895908 37.639213, 14.3894975 37.6392177, 14.3894497 37.6392354, 14.3894039 37.6392641, 14.3893525 37.6393215, 14.3892829 37.6394014, 14.3892712 37.6394411, 14.3892746 37.6394943, 14.3893178 37.639583, 14.3893567 37.6397066, 14.3894238 37.6399838, 14.3894514 37.6401569, 14.3894761 37.6402361, 14.3894952 37.6402653, 14.3895373 37.6402851)",,,
1154441958,False,Via Giacobbe,residential,False,31.256,"LINESTRING (14.3895908 37.639213, 14.3895972 37.6394138, 14.3896947 37.6394356)",,,
108946300,False,Via Sicilia,residential,True,71.309,"LINESTRING (14.397465 37.6430478, 14.3974154 37.6430461, 14.3973349 37.6430768, 14.3972584 37.6430944, 14.3971064 37.643106, 14.3970182 37.6430897, 14.3968515 37.6429979, 14.3967362 37.6429284)",,,
396404652,False,Via Campo Sportivo,residential,True,82.053,"LINESTRING (14.397465 37.6430478, 14.3974257 37.643173, 14.3973635 37.6432552, 14.3972591 37.6433685, 14.3968894 37.6435994)",,,
"[196864742, 804192351]",False,Via Li Destri,residential,False,86.221,"LINESTRING (14.3968324 37.64085, 14.3969462 37.6407158, 14.3969472 37.6406866, 14.3969312 37.6406747, 14.3968315 37.6406095, 14.3965112 37.6404411, 14.3964471 37.6403676, 14.3964043 37.6403052)",,,
108946254,True,Corso Umberto Primo,tertiary,False,72.824,"LINESTRING (14.3972134 37.6416355, 14.3965103 37.6412906)",,,
1134833192,True,Via Capra,residential,False,26.653000000000002,"LINESTRING (14.3972134 37.6416355, 14.3971525 37.6416698, 14.3969659 37.6417225, 14.3969378 37.6417305)",,,
108946304,True,Via Campo Sportivo,residential,False,37.611999999999995,"LINESTRING (14.3977301 37.6424211, 14.3976215 37.642577, 14.3975532 37.6427278)",,,
551325740,False,,residential,True,19.22,"LINESTRING (14.3931231 37.6388956, 14.393019 37.6390218, 14.3930047 37.6390408)",,,
"[108946257, 1153426063]",True,"['Piazza San Francesco di Paola', 'Via Bonanno']",tertiary,False,26.325000000000003,"LINESTRING (14.3931231 37.6388956, 14.3931594 37.6389166, 14.3933704 37.6390286)",,,
108946271,False,Via Taormina,residential,True,16.593,"LINESTRING (14.3931184 37.6420775, 14.3929753 37.6419804)",,,
108946271,False,Via Taormina,residential,False,37.910999999999994,"LINESTRING (14.3931184 37.6420775, 14.3931606 37.6421059, 14.3934608 37.6422841)",,,
"[891444954, 1134847974]",False,"['Via Taormina', 'Piazza della Repubblica']",residential,False,87.06299999999999,"LINESTRING (14.3931184 37.6420775, 14.3934189 37.6417845, 14.3930882 37.6415811, 14.3930704 37.6415689, 14.3930176 37.6415327)",,,
108946254,True,Corso Umberto Primo,tertiary,False,50.9,"LINESTRING (14.3913047 37.6382562, 14.390992 37.6378712)",,,
108946285,False,Via Laneri,tertiary,False,22.395,"LINESTRING (14.3913047 37.6382562, 14.3910823 37.6383539)",,2,
269501582,True,Via Patti,residential,False,34.234,"LINESTRING (14.3913047 37.6382562, 14.391628 37.6380852)",,,
108946257,True,Via Bonanno,tertiary,False,24.718,"LINESTRING (14.3933704 37.6390286, 14.3936015 37.6391548)",,,
1135130171,False,Via Loco di Napoli,residential,False,17.506,"LINESTRING (14.3933704 37.6390286, 14.3934891 37.6389023)",,,
1135130171,False,Via Loco di Napoli,residential,True,19.307,"LINESTRING (14.3933704 37.6390286, 14.3932407 37.6391686)",,,
1135130168,True,Via Petriera,residential,False,51.638,"LINESTRING (14.3926556 37.6386335, 14.3923273 37.6390183)",,,
1135130173,False,Via Petriera,residential,False,17.022,"LINESTRING (14.3926556 37.6386335, 14.3927622 37.6385058)",,,
1134550147,False,Via Santa Croce,residential,False,46.2,"LINESTRING (14.3926556 37.6386335, 14.3926351 37.6385749, 14.392629 37.6385433, 14.3925428 37.6383554, 14.392513 37.6382349)",,,
"[1153426064, 1153426063]",True,"['Piazza San Francesco di Paola', 'Via Bonanno']",tertiary,False,19.294,"LINESTRING (14.3926556 37.6386335, 14.3927917 37.6387118, 14.3928334 37.6387349)",,,
108946271,False,Via Taormina,residential,True,26.142,"LINESTRING (14.3922177 37.641467, 14.3919894 37.6413167)",,,
396404632,True,Via Centuripe,residential,False,22.498,"LINESTRING (14.3922177 37.641467, 14.3920508 37.6416202)",,,
108946271,False,Via Taormina,residential,False,29.211000000000002,"LINESTRING (14.3922177 37.641467, 14.3924278 37.6416042, 14.3924737 37.6416341)",,,
108946289,True,Via Francesco Crispi,tertiary,False,50.412,"LINESTRING (14.3912119 37.637197, 14.3915454 37.6375655)",,,
108946289,True,Via Francesco Crispi,tertiary,False,51.696,"LINESTRING (14.3918757 37.6379611, 14.3922096 37.6383435)",,,
269501582,True,Via Patti,residential,False,25.583,"LINESTRING (14.3918757 37.6379611, 14.3921197 37.6378362)",,,
1135451517,False,Via Cipolla,residential,False,21.407,"LINESTRING (14.3923737 37.6385382, 14.3925126 37.6383802)",,,
1153426064,True,Via Bonanno,tertiary,False,27.102,"LINESTRING (14.3923737 37.6385382, 14.3925391 37.6385822, 14.3926556 37.6386335)",,,
"[1154055760, 108946263]",True,Via Maurizio,residential,False,82.94400000000002,"LINESTRING (14.3900466 37.6392072, 14.3900566 37.6391863, 14.3900724 37.6391532, 14.3900926 37.63908, 14.3900838 37.6389941, 14.3901349 37.6389153, 14.390257 37.638874, 14.3902889 37.6388095, 14.3903437 37.6387694, 14.390413 37.6387192, 14.3905436 37.6386394)",,,
488074401,False,Via Macello,residential,True,40.302,"LINESTRING (14.3900466 37.6392072, 14.3899038 37.6392241, 14.3895908 37.639213)",,,
108946290,False,Via Luigi Pirandello,residential,False,34.958,"LINESTRING (14.3975532 37.6427278, 14.3979123 37.6428619)",,,
108946304,True,Via Campo Sportivo,residential,False,36.466,"LINESTRING (14.3975532 37.6427278, 14.3975132 37.6428363, 14.397465 37.6430478)",,,
1154081521,False,Via Calvario,residential,False,16.749,"LINESTRING (14.3901096 37.6359069, 14.3899567 37.6359965)",,,
"[1135451513, 1135451515]",True,Via Francesco Crispi,tertiary,False,173.215,"LINESTRING (14.3901096 37.6359069, 14.390341 37.6361883, 14.3905569 37.6364374, 14.3905967 37.6364835, 14.3906309 37.6365244, 14.3906558 37.6365521, 14.3912119 37.637197)",,,
108946257,True,Via Bonanno,tertiary,False,26.255,"LINESTRING (14.394202 37.6394827, 14.3944461 37.6396183)",,,
488074420,True,,residential,False,17.032,"LINESTRING (14.394202 37.6394827, 14.3943193 37.6393609)",,,
488074422,False,Via Zara,residential,True,34.557,"LINESTRING (14.3949658 37.6395292, 14.3947614 37.6397945)",,,
804192352,False,Via Li Destri,residential,True,101.691,"LINESTRING (14.3949658 37.6395292, 14.3959378 37.6400231)",,,
"[488074424, 488074422]",False,"['Via Zara', 'Via Gianbattista Pergolesi']",residential,False,126.21700000000001,"LINESTRING (14.3949658 37.6395292, 14.3951086 37.6393429, 14.3952034 37.6393921, 14.3960776 37.6398453)",,,
551322587,False,Via Galileo Galilei,residential,False,40.783,"LINESTRING (14.3964043 37.6403052, 14.3965135 37.6403014, 14.3967662 37.6403406, 14.3968608 37.6403552)",,,
"[196864742, 804192351]",False,Via Li Destri,residential,True,86.221,"LINESTRING (14.3964043 37.6403052, 14.3964471 37.6403676, 14.3965112 37.6404411, 14.3968315 37.6406095, 14.3969312 37.6406747, 14.3969472 37.6406866, 14.3969462 37.6407158, 14.3968324 37.64085)",,,
804192352,False,Via Li Destri,residential,False,51.893,"LINESTRING (14.3964043 37.6403052, 14.3962592 37.6401924, 14.3959378 37.6400231)",,,
551322587,False,Via Galileo Galilei,residential,False,2.747,"LINESTRING (14.3968608 37.6403552, 14.3968774 37.6403613, 14.3968891 37.6403656)",,,
551322587,False,Via Galileo Galilei,residential,True,40.783,"LINESTRING (14.3968608 37.6403552, 14.3967662 37.6403406, 14.3965135 37.6403014, 14.3964043 37.6403052)",,,
1154197094,False,Via Galileo Galilei,residential,False,67.93799999999999,"LINESTRING (14.3968608 37.6403552, 14.3968601 37.6403031, 14.3967007 37.6402223, 14.3966943 37.6400432, 14.3965849 37.6400134, 14.3964111 37.6400006)",,,
108946285,False,Via Laneri,tertiary,True,41.238,"LINESTRING (14.3906861 37.6385515, 14.3908652 37.6384665, 14.3910823 37.6383539)",,2,
514001342,False,Largo Parano,tertiary,True,15.905000000000001,"LINESTRING (14.3906861 37.6385515, 14.3906649 37.6385646, 14.3905436 37.6386394)",,2,
551325733,True,Via Condotto,residential,False,55.213,"LINESTRING (14.3906861 37.6385515, 14.3907461 37.6385996, 14.3911411 37.6388931)",,,
269508499,True,Via Algozino,residential,False,23.491,"LINESTRING (14.3924329 37.6382279, 14.3922096 37.6383435)",,,
269509095,True,Via Petringa,residential,False,51.552,"LINESTRING (14.3924329 37.6382279, 14.3921197 37.6378362)",,,
269508499,True,Via Algozino,residential,False,34.736,"LINESTRING (14.3919343 37.6384688, 14.3916083 37.6386447)",,,
269509718,True,Via Roma,residential,False,50.466,"LINESTRING (14.3919343 37.6384688, 14.391628 37.6380852)",,,
269501582,True,Via Patti,residential,False,25.81,"LINESTRING (14.391628 37.6380852, 14.3918757 37.6379611)",,,
269509718,True,Via Roma,residential,False,51.628,"LINESTRING (14.391628 37.6380852, 14.391317 37.6376916)",,,
108946267,True,,residential,False,34.897,"LINESTRING (14.391317 37.6376916, 14.390992 37.6378712)",,,
269509718,True,Via Roma,residential,False,51.876,"LINESTRING (14.391317 37.6376916, 14.390996 37.6373004)",,,
1134550151,False,Via Muratore,residential,False,39.803,"LINESTRING (14.3914502 37.6370952, 14.3912284 37.6367833)",,,
1134550152,False,Via Oglialoro,residential,False,24.533,"LINESTRING (14.3914502 37.6370952, 14.3916835 37.6369746)",,,
1135451516,True,Via Oglialoro,residential,False,23.842,"LINESTRING (14.3914502 37.6370952, 14.3912119 37.637197)",,,
269509005,True,Via Oglialoro,residential,False,35.498,"LINESTRING (14.3906671 37.637485, 14.390996 37.6373004)",,,
108946254,True,Corso Umberto Primo,tertiary,False,93.485,"LINESTRING (14.3906671 37.637485, 14.3901815 37.6368887, 14.390093 37.6367778)",,,
269509095,True,Via Petringa,residential,False,53.802,"LINESTRING (14.3921197 37.6378362, 14.391761 37.6374445)",,,
"[1154274457, 1154274458]",False,"['Via Maenza', 'Via Patti']",residential,"[False, True]",73.352,"LINESTRING (14.3921197 37.6378362, 14.3923017 37.6377415, 14.3922059 37.6375577, 14.3919929 37.6373238)",,,
269509005,True,Via Oglialoro,residential,False,22.217,"LINESTRING (14.390996 37.6373004, 14.3912119 37.637197)",,,
269509719,True,Via Roma,residential,False,92.613,"LINESTRING (14.390996 37.6373004, 14.3904302 37.6365983)",,,
1154081521,False,Via Calvario,residential,True,16.749,"LINESTRING (14.3899567 37.6359965, 14.3901096 37.6359069)",,,
269509719,True,Via Roma,residential,False,63.277,"LINESTRING (14.3899567 37.6359965, 14.3899186 37.6359552, 14.389795 37.6357807, 14.3897241 37.6355495, 14.3898044 37.6355011)",,,
108946253,True,Via Cipolla,residential,False,30.273,"LINESTRING (14.3922034 37.6387747, 14.3923737 37.6385382)",,,
269509718,True,Via Roma,residential,False,41.454,"LINESTRING (14.3922034 37.6387747, 14.3919343 37.6384688)",,,
269509719,True,Via Roma,residential,False,78.845,"LINESTRING (14.3904302 37.6365983, 14.3900737 37.6361428, 14.3899567 37.6359965)",,,
"[1154336441, 481683593]",False,Via Vincenzo Bellini,residential,True,35.78,"LINESTRING (14.3904302 37.6365983, 14.3902941 37.63667, 14.390278 37.6366795, 14.390093 37.6367778)",,,
1153373382,False,Via Cerami,residential,True,23.401,"LINESTRING (14.3908243 37.6399265, 14.3907095 37.6401163)",,,
488074413,True,Via Capra,residential,False,113.288,"LINESTRING (14.3908243 37.6399265, 14.3898668 37.639547, 14.3899589 37.6393924)",,,
396404634,False,Via Assoro,residential,True,20.296,"LINESTRING (14.3912704 37.6403315, 14.3911797 37.6404993)",,,
488074412,False,Via Agrigento,residential,False,54.88,"LINESTRING (14.3912704 37.6403315, 14.3907095 37.6401163)",,,
488074412,False,Via Agrigento,residential,True,59.451,"LINESTRING (14.3912704 37.6403315, 14.3918765 37.6405671)",,,
108946271,False,Via Taormina,residential,False,54.637,"LINESTRING (14.3904136 37.6406051, 14.3909784 37.6408086)",,,
108946271,False,Via Taormina,residential,True,78.573,"LINESTRING (14.3904136 37.6406051, 14.3896075 37.640302)",,,
1153373382,False,Via Cerami,residential,False,20.942,"LINESTRING (14.3904136 37.6406051, 14.3905165 37.6404353)",,,
1153373382,False,Via Cerami,residential,True,21.775,"LINESTRING (14.3904136 37.6406051, 14.390307 37.6407818)",,,
108946271,False,Via Taormina,residential,True,58.604,"LINESTRING (14.3915644 37.6410585, 14.3909784 37.6408086)",,,
396404641,False,Via Barrafranca,residential,True,20.331,"LINESTRING (14.3915644 37.6410585, 14.3914112 37.6411953)",,,
108946271,False,Via Taormina,residential,False,47.169,"LINESTRING (14.3915644 37.6410585, 14.3917096 37.6411441, 14.3918387 37.6412251, 14.3919509 37.6412933, 14.3919894 37.6413167)",,,
"[396404641, 1153980870]",False,Via Barrafranca,residential,False,21.980999999999998,"LINESTRING (14.3915644 37.6410585, 14.3915983 37.6410152, 14.3916795 37.6408833)",,,
396404634,False,Via Assoro,residential,False,21.464,"LINESTRING (14.3903553 37.6418158, 14.3904724 37.6416465)",,,
1153877527,False,Via Calatafimi,residential,False,44.043,"LINESTRING (14.3903553 37.6418158, 14.3908113 37.6419786)",,,
1153877527,False,Via Calatafimi,residential,True,52.873000000000005,"LINESTRING (14.3903553 37.6418158, 14.3901118 37.6417244, 14.3898154 37.6416077)",,,
396404641,False,Via Barrafranca,residential,True,18.811,"LINESTRING (14.390943 37.6418454, 14.3908113 37.6419786)",,,
488074407,False,Via Catenanuova,residential,False,46.969,"LINESTRING (14.390943 37.6418454, 14.3904724 37.6416465)",,,
1134847983,True,Via Catenanuova,residential,False,36.146,"LINESTRING (14.390943 37.6418454, 14.3912417 37.6420684)",,,
396404641,False,Via Barrafranca,residential,False,20.757,"LINESTRING (14.390943 37.6418454, 14.3910062 37.6417452, 14.3910293 37.6416728)",,,
396404641,False,Via Barrafranca,residential,False,37.03,"LINESTRING (14.3905295 37.6422258, 14.3908113 37.6419786)",,,
1134847963,False,Via Taormina,residential,True,19.056,"LINESTRING (14.3941526 37.6423606, 14.3943684 37.6423476)",,,
396404648,True,Via dei Cento Comuni D'Italia,residential,False,43.135000000000005,"LINESTRING (14.3941526 37.6423606, 14.3940835 37.6424766, 14.3940521 37.642541, 14.3940615 37.6425991, 14.3940945 37.6426478, 14.3941707 37.6426953)",,,
1134847963,False,Via Taormina,residential,False,62.69,"LINESTRING (14.3941526 37.6423606, 14.393793 37.6423622, 14.3936774 37.6423569, 14.393618 37.6423462, 14.3934608 37.6422841)",,,
1134847982,False,Via Centuripe,residential,True,19.574,"LINESTRING (14.3909674 37.6426147, 14.3911126 37.6424814)",,,
108946300,False,Via Sicilia,residential,False,60.622,"LINESTRING (14.3963436 37.6424852, 14.3965316 37.6427508, 14.3965935 37.6428132, 14.3967362 37.6429284)",,,
108946300,False,Via Sicilia,residential,True,63.124,"LINESTRING (14.3963436 37.6424852, 14.3962486 37.6423186, 14.3960935 37.6420595, 14.3960404 37.6419708)",,,
108946290,False,Via Luigi Pirandello,residential,True,13.593,"LINESTRING (14.3980519 37.6429141, 14.3979123 37.6428619)",,,
1136728389,False,Via dei Cento Comuni D'Italia,residential,True,48.425,"LINESTRING (14.3947148 37.6430559, 14.3950837 37.6427329)",,,
1136728390,False,,residential,False,10.864,"LINESTRING (14.3947148 37.6430559, 14.3946338 37.6431296)",,,
1153980963,False,Via Lombardia,residential,False,28.778,"LINESTRING (14.3952296 37.6434364, 14.3950085 37.643627)",,,
396404644,True,Via Lombardia,residential,False,85.434,"LINESTRING (14.3952296 37.6434364, 14.3955727 37.6431489, 14.3958849 37.6428699)",,,
396404652,False,Via Campo Sportivo,residential,False,82.053,"LINESTRING (14.3968894 37.6435994, 14.3972591 37.6433685, 14.3973635 37.6432552, 14.3974257 37.643173, 14.397465 37.6430478)",,,
1153980963,False,Via Lombardia,residential,True,28.778,"LINESTRING (14.3950085 37.643627, 14.3952296 37.6434364)",,,
396404642,True,Via dei Cento Comuni D'Italia,residential,False,63.019000000000005,"LINESTRING (14.3950085 37.643627, 14.3948311 37.6435483, 14.3944389 37.6432872)",,,
1154198031,False,Via Monachella,residential,True,25.72,"LINESTRING (14.3949122 37.6391257, 14.3946918 37.6389739)",,,
488074421,False,Via Monachella,residential,True,51.018,"LINESTRING (14.3949122 37.6391257, 14.3947767 37.6392778, 14.3946589 37.6393739, 14.3945553 37.6394858)",,,
1154198031,False,Via Monachella,residential,False,38.323,"LINESTRING (14.3949122 37.6391257, 14.395066 37.6391555, 14.39534 37.6391239)",,,
1135130179,False,Via Buccheri,residential,False,25.927,"LINESTRING (14.3936404 37.638367, 14.3937997 37.6381709)",,,
1135130179,False,Via Buccheri,residential,True,56.824,"LINESTRING (14.3936404 37.638367, 14.3932654 37.6387829)",,,
1135452452,False,Via Fiorito,residential,False,22.989,"LINESTRING (14.3936404 37.638367, 14.393851 37.6384892)",,,
481682968,False,Piazza Branciforti,residential,False,87.188,"LINESTRING (14.3878674 37.6357922, 14.3887078 37.6353776)",,,
481688978,False,,residential,True,9.329,"LINESTRING (14.3878674 37.6357922, 14.3879284 37.6358608)",,,
"[481688978, 725716143]",False,Via Sant'Angelo,residential,False,12.173,"LINESTRING (14.3878674 37.6357922, 14.3878003 37.6357177, 14.387788 37.6357026)",,,
1134550151,False,Via Muratore,residential,True,18.641,"LINESTRING (14.3909652 37.6363545, 14.3910582 37.6365051)",,,
1134550157,False,Via Nino Maria,residential,False,33.418,"LINESTRING (14.3909652 37.6363545, 14.3913326 37.6362792)",,,
"[1134550149, 1134550151]",False,Via Muratore,residential,False,25.641,"LINESTRING (14.3909652 37.6363545, 14.390898 37.6362184, 14.3908264 37.6361558)",,,
108946271,False,Via Taormina,residential,False,16.593,"LINESTRING (14.3929753 37.6419804, 14.3931184 37.6420775)",,,
1136729438,False,Via Villarosa,residential,True,21.237,"LINESTRING (14.3929753 37.6419804, 14.392814 37.6421224)",,,
108946271,False,Via Taormina,residential,True,58.598,"LINESTRING (14.3929753 37.6419804, 14.3927891 37.6418536, 14.3926659 37.6417697, 14.3924737 37.6416341)",,,
1136728389,False,Via dei Cento Comuni D'Italia,residential,False,48.425,"LINESTRING (14.3950837 37.6427329, 14.3947148 37.6430559)",,,
488074409,True,Via Nicosia,residential,False,16.035,"LINESTRING (14.3895056 37.6404271, 14.3895373 37.6402851)",,,
488074402,False,Via Calatafimi,residential,False,97.224,"LINESTRING (14.3895056 37.6404271, 14.3894692 37.6404339, 14.3894315 37.6404623, 14.3893121 37.6407276, 14.3891698 37.6409949, 14.3891319 37.6410746, 14.3891663 37.6412187)",,,
488074402,False,Via Calatafimi,residential,False,33.56,"LINESTRING (14.389257 37.6416525, 14.3892828 37.6418012, 14.3893089 37.6419515)",,,
488074402,False,Via Calatafimi,residential,True,27.805,"LINESTRING (14.389257 37.6416525, 14.3892051 37.6414204, 14.3892025 37.6414062)",,,
1154039165,False,Via Calatafimi,residential,False,67.324,"LINESTRING (14.389257 37.6416525, 14.3896205 37.6416103, 14.3897009 37.6415916, 14.3897172 37.6415586, 14.3897131 37.6415112, 14.3896855 37.6413474)",,,
488074402,False,Via Calatafimi,residential,True,33.56,"LINESTRING (14.3893089 37.6419515, 14.3892828 37.6418012, 14.389257 37.6416525)",,,
1154039155,False,Via Cerami,residential,False,22.097,"LINESTRING (14.3898154 37.6416077, 14.3899173 37.6414261)",,,
1153877527,False,Via Calatafimi,residential,False,52.873000000000005,"LINESTRING (14.3898154 37.6416077, 14.3901118 37.6417244, 14.3903553 37.6418158)",,,
1154039155,False,Via Cerami,residential,True,39.199,"LINESTRING (14.3898154 37.6416077, 14.3896855 37.6418466, 14.3896385 37.6419312)",,,
488074403,False,Via Catania,residential,False,75.081,"LINESTRING (14.3895341 37.6404966, 14.390307 37.6407818)",,,
488074409,True,Via Nicosia,residential,False,8.125,"LINESTRING (14.3895341 37.6404966, 14.3895056 37.6404271)",,,
396404641,False,Via Barrafranca,residential,False,20.331,"LINESTRING (14.3914112 37.6411953, 14.3915644 37.6410585)",,,
396404641,False,Via Barrafranca,residential,True,21.544,"LINESTRING (14.3914112 37.6411953, 14.3912749 37.6413562)",,,
488074403,False,Via Catania,residential,True,52.927,"LINESTRING (14.3914112 37.6411953, 14.3908678 37.6409918)",,,
1134847975,True,Via Catania,residential,False,73.511,"LINESTRING (14.3914112 37.6411953, 14.3920508 37.6416202)",,,
