osmid,oneway,ref,name,highway,reversed,length,lanes,geometry,junction,bridge
25143997,True,Sp69,Via Filichito,secondary,False,5.095,,"LINESTRING (14.3513995 40.9018767, 14.3514116 40.9018318)",,
462968041,True,,Via Nazionale delle Puglie,primary,False,26.601000000000003,2,"LINESTRING (14.3513995 40.9018767, 14.3513308 40.901877, 14.3510913 40.9019251)",,
301780798,True,,Via Arcora,residential,False,20.56,,"LINESTRING (14.3505084 40.9056448, 14.3504981 40.905615, 14.3505001 40.9055842, 14.3505144 40.9055554, 14.3505396 40.9055311, 14.3505733 40.9055138, 14.3506124 40.905505)",roundabout,
"[255637824, 255637825, 504020235, 462930310]",False,SP172,Via Arcora,residential,True,442.99199999999996,,"LINESTRING (14.3505084 40.9056448, 14.350337 40.9057018, 14.3501552 40.9057431, 14.3499686 40.9057611, 14.3497117 40.9057989, 14.3494828 40.9057899, 14.3492979 40.9057376, 14.3491402 40.9056545, 14.3487195 40.9052996, 14.3485604 40.9051763, 14.3484012 40.9050942, 14.3481829 40.9050193, 14.3479817 40.9049952, 14.3478136 40.904997, 14.3476274 40.9050161, 14.3474107 40.9050646, 14.3471759 40.9051509, 14.3468359 40.9052932, 14.3459232 40.905756)",,viaduct
301847069,True,,Viale delle Ginestre,residential,False,10.151,,"LINESTRING (14.3525175 40.9089482, 14.3525082 40.9089454, 14.3524851 40.9089311, 14.3524691 40.9089121, 14.3524616 40.9088902, 14.3524628 40.9088742)",,
"[462930304, 462930303]",False,,Viale delle Ginestre,residential,False,274.429,,"LINESTRING (14.3514292 40.9062761, 14.3523643 40.908494, 14.3524073 40.9086304)",,
462930304,False,,Viale delle Ginestre,residential,True,13.354,,"LINESTRING (14.3514292 40.9062761, 14.3514 40.9062159, 14.351371 40.9061644)",,
203027629,False,,Via Pietravalle,residential,False,167.594,,"LINESTRING (14.3542984 40.9057703, 14.3523363 40.9055009)",,
203027629,False,,Via Pietravalle,residential,True,167.594,,"LINESTRING (14.3523363 40.9055009, 14.3542984 40.9057703)",,
134803336,False,,Via Gaudiosi,residential,True,374.50199999999995,,"LINESTRING (14.3523363 40.9055009, 14.3531013 40.9054046, 14.3548696 40.9052635, 14.355058 40.9052644, 14.355219 40.9052887, 14.3553584 40.9053414, 14.3554925 40.9054185, 14.3557125 40.9055766, 14.3561148 40.9058563, 14.3562396 40.9059255, 14.3562758 40.9059455, 14.356426 40.9060145)",,
462930305,False,,Via Gaudiosi,residential,False,109.753,,"LINESTRING (14.3523363 40.9055009, 14.3513175 40.9056211, 14.3512539 40.9056558, 14.3512008 40.9056915, 14.3511303 40.9057698)",,
203028138,True,,Via Giancarlo Siani,residential,False,100.583,,"LINESTRING (14.3507738 40.902966, 14.3495911 40.9028276)",,
