osmid,highway,junction,oneway,reversed,length,geometry,name,bridge,maxspeed,access,lanes,tunnel
970373908,tertiary,roundabout,True,False,4.888,"LINESTRING (13.294558 38.0850714, 13.2945311 38.0850669, 13.2945116 38.0850507)",,,,,,
1181281513,tertiary,,False,False,30.934999999999995,"LINESTRING (13.2919723 38.0828773, 13.2919939 38.0830302, 13.2920206 38.083089, 13.2920522 38.0831457)",Via Umberto I,,,,,
1181281514,tertiary,,True,False,16.756,"LINESTRING (13.2919723 38.0828773, 13.2919282 38.0828056, 13.2919073 38.0827365)",Via Palermo,,,,,
732215596,residential,,True,False,23.127,"LINESTRING (13.2880975 38.0807875, 13.2878836 38.0806654)",Via Venero,,,,,
732215597,residential,,True,False,25.549,"LINESTRING (13.2880975 38.0807875, 13.2878067 38.0807676)",Via Pietro Novelli,,,,,
240806943,tertiary,,True,False,18.78,"LINESTRING (13.2899566 38.078287, 13.2900087 38.0782544, 13.2900387 38.0782218, 13.2900854 38.078155)",,,,,,
82665081,tertiary,,False,False,29.286,"LINESTRING (13.2900854 38.078155, 13.2903872 38.0782687)",Via Ignazio Florio,,,,,
"[50729988, 50729990]",unclassified,,False,False,95.18599999999999,"LINESTRING (13.2917479 38.0791317, 13.2918376 38.0792216, 13.2919127 38.0793034, 13.2922188 38.0796328, 13.2922742 38.0797342, 13.2922789 38.0798006, 13.292275 38.0798563)",,yes,,,,
82665072,tertiary,,True,False,34.982,"LINESTRING (13.2917479 38.0791317, 13.2917709 38.0792371, 13.29192 38.0794084)",Via Ignazio Florio,,,,,
50729987,tertiary,,True,False,178.37800000000004,"LINESTRING (13.2928816 38.0804004, 13.2927607 38.0803629, 13.2925993 38.0803232, 13.2923112 38.0802534, 13.2921535 38.0802006, 13.2921195 38.0801892, 13.2919451 38.0801244, 13.2917586 38.0799835, 13.2916907 38.0798825, 13.2916084 38.0797485, 13.2915645 38.0796131, 13.2915639 38.0795118, 13.2916164 38.0794119)",Via Ignazio Florio,,,,,
"[887880899, 82665123]",tertiary,,False,False,190.324,"LINESTRING (13.2928816 38.0804004, 13.2928943 38.0804848, 13.2930504 38.0806798, 13.2932136 38.0808823, 13.2932505 38.0809435, 13.2932689 38.0809879, 13.293283 38.0810953, 13.2932804 38.0812192, 13.2932583 38.0813244, 13.2930908 38.081859, 13.2930376 38.0820059)",Via Cappuccini,,,,,
82665019,tertiary,,True,False,142.875,"LINESTRING (13.2943823 38.0850102, 13.2941778 38.0848461, 13.2940341 38.0847276, 13.2938928 38.0846122, 13.2936867 38.0844328, 13.2936567 38.084404, 13.2935985 38.0843481, 13.2933116 38.084043)",Via Palermo,,,,,
501648244,residential,,False,False,58.129999999999995,"LINESTRING (13.2943823 38.0850102, 13.294375 38.0850229, 13.2946088 38.0851964, 13.2945505 38.0852561, 13.2946555 38.0854167)",Via Fontana del Drago,,,,,
411472782,unclassified,,False,False,74.53800000000001,"LINESTRING (13.2958147 38.0811783, 13.2958807 38.0811825, 13.2965313 38.0814074, 13.296603 38.0814242)",,,,,,
501648243,unclassified,,False,False,106.118,"LINESTRING (13.2958147 38.0811783, 13.2957906 38.0809569, 13.2958178 38.08083, 13.2958101 38.0807611, 13.2957404 38.0806954, 13.295301 38.0805308, 13.2952346 38.0804911)",Via Tre Canali,,,,,
501648243,unclassified,,False,True,142.208,"LINESTRING (13.2958147 38.0811783, 13.2956777 38.0814168, 13.2954965 38.0816537, 13.2953709 38.0818017, 13.2952375 38.0820007, 13.2951517 38.0821866, 13.2950987 38.0823201)",Via Tre Canali,,,,,
887880900,unclassified,,False,False,4.881,"LINESTRING (13.2952346 38.0804911, 13.295265 38.0804543)",Via Tre Canali,,,,,
50730019,unclassified,,False,False,162.315,"LINESTRING (13.2952346 38.0804911, 13.2950972 38.0805361, 13.2949283 38.0805721, 13.2941374 38.0807465, 13.293835 38.0807833, 13.2934364 38.0808317)",,,,,,
501648243,unclassified,,False,True,106.11800000000001,"LINESTRING (13.2952346 38.0804911, 13.295301 38.0805308, 13.2957404 38.0806954, 13.2958101 38.0807611, 13.2958178 38.08083, 13.2957906 38.0809569, 13.2958147 38.0811783)",Via Tre Canali,,,,,
887880900,unclassified,,False,True,4.881,"LINESTRING (13.295265 38.0804543, 13.2952346 38.0804911)",Via Tre Canali,,,,,
82665083,residential,,False,True,186.29,"LINESTRING (13.295265 38.0804543, 13.2961006 38.0807816, 13.2962092 38.0808472, 13.2963486 38.080934, 13.2964413 38.0810064, 13.2965519 38.0811095, 13.2968739 38.0814877)",Via Strada Ferrata,,,,,
932437357,residential,,False,False,130.161,"LINESTRING (13.295265 38.0804543, 13.2957039 38.0804006, 13.2960178 38.0803387, 13.2962973 38.0802253, 13.2966334 38.0800476)",Via Santa Liberata,,,,,
"[153225658, 240805979, 44779293]",tertiary,,True,False,270.034,"LINESTRING (13.2929878 38.0829518, 13.2931912 38.0830102, 13.293321 38.083071, 13.2934156 38.0831875, 13.2938531 38.0838547, 13.2939022 38.0839311, 13.2939512 38.0840074, 13.2941464 38.0843053, 13.2944519 38.0847338, 13.2945759 38.0849114, 13.2945926 38.0849594)",Via Benedetto d'Acquisto,yes,,,,
