osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,tunnel
1000193743,SP600,Viale 1º Maggio,secondary,False,True,6.155,"LINESTRING (12.9140167 41.7418705, 12.9139456 41.7418863)",2,70,,
51811178,,Viale 1º Maggio,secondary,True,False,39.104,"LINESTRING (12.9140167 41.7418705, 12.9141234 41.7418428, 12.9141879 41.7418243, 12.9142493 41.7418053, 12.9142886 41.7417919, 12.9143259 41.7417769, 12.9143637 41.7417596, 12.9144395 41.7417196)",1,,,
198817888,,Via Latina,secondary,True,False,35.084999999999994,"LINESTRING (12.9146412 41.7417255, 12.9146951 41.7417321, 12.914721 41.7417336, 12.914751 41.7417337, 12.9147849 41.7417293, 12.9150527 41.741674)",,,,
198817894,,,secondary,True,False,12.884,"LINESTRING (12.9146412 41.7417255, 12.9146565 41.7417388, 12.9146675 41.7417521, 12.9146764 41.741768, 12.9146822 41.7417832, 12.9146846 41.7417993, 12.9146839 41.7418162, 12.9146799 41.7418325)",1,,roundabout,
198817894,,,secondary,True,False,3.678,"LINESTRING (12.9146056 41.7417059, 12.914625 41.7417153, 12.9146412 41.7417255)",1,,roundabout,
1000193742,,,secondary,True,False,5.503,"LINESTRING (12.9144395 41.7417196, 12.914477 41.7417022, 12.9144979 41.7416967)",1,,roundabout,
51811173,,Via Cardinale Scipione Borghese,secondary,True,False,24.847,"LINESTRING (12.914589 41.7414832, 12.9145924 41.7416328, 12.9145952 41.7416575, 12.9146001 41.7416856, 12.9146056 41.7417059)",1,,,
403885056,,Via Cardinale Scipione Borghese,tertiary,False,False,21.348,"LINESTRING (12.914589 41.7414832, 12.9145837 41.7414508, 12.9145775 41.741422, 12.9145673 41.741382, 12.9145405 41.7412948)",2,,,
403885053,SP600dir,Via Latina,secondary,False,False,96.421,"LINESTRING (12.9150527 41.741674, 12.9150847 41.7416684, 12.9151467 41.7416592, 12.9152077 41.7416516, 12.9152655 41.7416449, 12.9153222 41.7416398, 12.9162076 41.7415835)",,70,,
403885077,,,secondary,True,False,35.919,"LINESTRING (12.9150527 41.741674, 12.9149564 41.7417018, 12.9148682 41.7417307, 12.9148275 41.7417473, 12.9147828 41.7417683, 12.9147501 41.7417892, 12.9146799 41.7418325)",,,,
51811176,,Via Guglielmo Marconi,secondary,True,False,29.817,"LINESTRING (12.9145927 41.7421532, 12.9145274 41.742011, 12.914504 41.7419691, 12.9144842 41.7419342, 12.9144664 41.7419023)",1,,,
182209814,SP600,Via Guglielmo Marconi,secondary,False,True,58.326,"LINESTRING (12.9145927 41.7421532, 12.9146018 41.7422115, 12.9146067 41.7422387, 12.9146161 41.7422815, 12.9146266 41.7423227, 12.9146413 41.7423655, 12.9146571 41.7424068, 12.9146808 41.7424586, 12.9146987 41.7424897, 12.9147166 41.7425134, 12.9147736 41.7425831, 12.9148214 41.7426416)",2,70,,
51811177,,Viale 1º Maggio,secondary,True,False,34.248,"LINESTRING (12.9144267 41.7418795, 12.9143125 41.7418636, 12.9142893 41.7418617, 12.9142598 41.7418602, 12.9142243 41.7418594, 12.914201 41.7418597, 12.9141718 41.7418607, 12.9141537 41.7418622, 12.9140167 41.7418705)",1,,,
1000193742,,,secondary,True,False,19.877,"LINESTRING (12.9144267 41.7418795, 12.9144125 41.7418654, 12.9144004 41.7418498, 12.9143926 41.7418338, 12.9143879 41.7418154, 12.9143872 41.7417976, 12.9143908 41.7417798, 12.9143976 41.7417621, 12.9144086 41.7417467, 12.9144214 41.7417335, 12.9144395 41.7417196)",1,,roundabout,
51811175,,Via Guglielmo Marconi,secondary,True,False,31.461000000000002,"LINESTRING (12.9146493 41.7418761, 12.9146321 41.741909, 12.9146165 41.7419431, 12.9146068 41.741977, 12.914599 41.7420124, 12.9145937 41.7420448, 12.9145925 41.7420709, 12.9145927 41.7421532)",1,,,
1149186010,,,secondary,True,False,16.682000000000002,"LINESTRING (12.9146493 41.7418761, 12.9146327 41.7418893, 12.9146109 41.7419001, 12.9145896 41.7419074, 12.914564 41.7419132, 12.9145395 41.7419151, 12.9145139 41.7419139, 12.9144886 41.7419093, 12.9144664 41.7419023)",1,,roundabout,
169453250,,Viale Alessandro Fleming,unclassified,True,False,39.731,"LINESTRING (12.9113499 41.7425705, 12.9116348 41.7422833)",,,,
182177367,SP600,Viale 1º Maggio,secondary,False,False,39.065,"LINESTRING (12.9113499 41.7425705, 12.9113704 41.7425554, 12.9113966 41.7425386, 12.9114295 41.7425199, 12.9114603 41.7425035, 12.9114989 41.7424865, 12.9115354 41.7424719, 12.9115616 41.7424633, 12.911595 41.7424546, 12.9117639 41.7424125)",2,,,
182177368,SP600,Viale Alessandro Fleming,secondary,False,True,98.037,"LINESTRING (12.9113499 41.7425705, 12.9111137 41.7427454, 12.9110557 41.7427895, 12.9109947 41.7428374, 12.9109488 41.7428736, 12.9109 41.7429135, 12.9108536 41.7429542, 12.9108042 41.7430025, 12.910761 41.7430487, 12.9107242 41.7430915, 12.9105983 41.7432454)",2,70,,
183184212,,,residential,False,False,77.071,"LINESTRING (12.9113499 41.7425705, 12.9111937 41.742515, 12.9111157 41.7424905, 12.9110269 41.7424667, 12.9109554 41.74245, 12.9108732 41.7424342, 12.9108235 41.7424284, 12.9107682 41.7424234, 12.9107108 41.7424208, 12.9106634 41.7424199, 12.9106138 41.7424215, 12.9105838 41.7424235, 12.9104589 41.7424381)",,,,
183986216,,Via del Convento,unclassified,False,True,316.545,"LINESTRING (12.9065248 41.7389127, 12.9066747 41.738902, 12.9067389 41.7388999, 12.906805 41.7388993, 12.9068729 41.7389021, 12.9069426 41.7389063, 12.9070152 41.7389142, 12.9070712 41.738922, 12.9071219 41.7389311, 12.9071737 41.7389426, 12.9073291 41.7389854, 12.9074387 41.739011, 12.9075303 41.7390302, 12.9077691 41.7390736, 12.9078868 41.7390919, 12.9079901 41.7391062, 12.9081023 41.7391161, 12.9082001 41.7391221, 12.9083807 41.7391269, 12.9085062 41.7391272, 12.9086383 41.7391259, 12.9088417 41.7391203, 12.9090155 41.7391136, 12.9091803 41.7391059, 12.9093121 41.7390987, 12.9096622 41.7390756, 12.909797 41.7390667, 12.9098786 41.7390622, 12.9099619 41.7390583, 12.9100145 41.7390569, 12.9100813 41.7390566, 12.9101408 41.7390589, 12.9102094 41.7390623, 12.9102708 41.7390684, 12.9102973 41.7390719)",,,,
54264518,,Largo V. Prosperi,unclassified,True,False,24.854,"LINESTRING (12.912203 41.7384906, 12.9122074 41.738466, 12.9122223 41.7384438, 12.9122461 41.7384264, 12.9122762 41.7384158, 12.9123093 41.7384132, 12.9123417 41.7384187, 12.9123699 41.7384319, 12.9123908 41.7384512, 12.9124021 41.7384746)",,,roundabout,
183986216,,Via del Convento,unclassified,False,False,177.23499999999999,"LINESTRING (12.912203 41.7384906, 12.9121406 41.7385124, 12.912071 41.7385382, 12.9120262 41.7385554, 12.9119741 41.7385767, 12.9119252 41.7385982, 12.9118579 41.7386288, 12.9118176 41.7386478, 12.9117609 41.7386758, 12.9117146 41.7386993, 12.9116754 41.7387208, 12.911626 41.7387486, 12.9114381 41.7388597, 12.9113598 41.7389023, 12.9112725 41.7389462, 12.911197 41.7389798, 12.9111125 41.7390147, 12.9110723 41.7390301, 12.9110458 41.7390389, 12.9109783 41.7390583, 12.9109439 41.7390669, 12.9109091 41.7390735, 12.9108653 41.7390814, 12.9108441 41.7390844, 12.9108057 41.7390882, 12.9107723 41.7390913, 12.910687 41.739096, 12.9106297 41.7390973, 12.9105878 41.7390977, 12.9105357 41.7390964, 12.9104886 41.7390939, 12.9104318 41.7390894, 12.9103921 41.7390851, 12.9103427 41.7390788, 12.9102973 41.7390719)",,,,
54264518,,Largo V. Prosperi,unclassified,True,False,6.385999999999999,"LINESTRING (12.9124021 41.7384746, 12.9124034 41.7384937, 12.9123982 41.7385125, 12.9123868 41.7385296)",,,roundabout,
182035504,,Via del Santuario,unclassified,False,False,50.519000000000005,"LINESTRING (12.9124021 41.7384746, 12.9124264 41.7384624, 12.9124506 41.738453, 12.9124755 41.7384474, 12.9125051 41.7384465, 12.9125262 41.7384512, 12.9125489 41.7384642, 12.9125625 41.7384818, 12.9125651 41.7384983, 12.9125665 41.7385151, 12.9125678 41.7386319, 12.9125696 41.7386762, 12.912575 41.7387226, 12.9125808 41.7387568, 12.9125903 41.738793)",,,,
"[181802305, 181789289, 180848267, 187209456, 187209459, 183174773, 187209461]",,"['Via Venti Settembre', 'Via Giuseppe Garibaldi', 'Piazza Unione', 'Via Padre Gerolamo da Montefiorino']","['unclassified', 'tertiary']",False,"[False, True]",670.4450000000003,"LINESTRING (12.9125903 41.738793, 12.9126004 41.7390033, 12.9126065 41.7390367, 12.9126149 41.7390575, 12.9126278 41.7390785, 12.9126425 41.7390969, 12.9126629 41.739116, 12.9126851 41.7391324, 12.9127138 41.7391475, 12.912779 41.739173, 12.9128253 41.7391929, 12.9128819 41.7392179, 12.9129339 41.739243, 12.9129864 41.7392721, 12.9130308 41.7393011, 12.9130711 41.7393307, 12.9131157 41.7393716, 12.9131545 41.7394108, 12.9131772 41.7394365, 12.9131961 41.7394615, 12.9132149 41.7394892, 12.9132321 41.7395197, 12.9132416 41.739548, 12.9132502 41.7395803, 12.9132565 41.7395952, 12.9132709 41.7396143, 12.9132877 41.7396292, 12.9133111 41.7396414, 12.9133369 41.7396493, 12.9133674 41.7396539, 12.9133932 41.7396551, 12.9134286 41.7396554, 12.9134621 41.7396537, 12.9135023 41.7396499, 12.9135407 41.7396442, 12.9135698 41.7396387, 12.9136721 41.7396144, 12.9137014 41.7396068, 12.913728 41.7395991, 12.9137612 41.7395889, 12.9137916 41.7395786, 12.9140124 41.7394984, 12.9141044 41.739463, 12.9141331 41.7394608, 12.9141527 41.7394657, 12.9141665 41.7394798, 12.9141754 41.7395073, 12.9141923 41.7395294, 12.9142176 41.7395423, 12.9142473 41.7395484, 12.9142791 41.7395477, 12.9143154 41.7395403, 12.9145683 41.7394862, 12.9146367 41.7394716, 12.9146679 41.7394637, 12.9146972 41.7394558, 12.9147328 41.739445, 12.9147666 41.7394343, 12.9148165 41.7394206, 12.91486 41.7394099, 12.915034 41.7393704, 12.9151218 41.7393495, 12.9152171 41.7393267, 12.9155537 41.7392423, 12.9155914 41.7392353, 12.9156344 41.7392289, 12.9156766 41.7392252, 12.9157045 41.7392244, 12.9157313 41.7392274, 12.915751 41.7392351, 12.9157615 41.7392456, 12.9157712 41.7392667, 12.9157698 41.7392828, 12.9157614 41.7392995, 12.9157482 41.7393122, 12.9157306 41.7393254, 12.9157136 41.739336, 12.9156913 41.739348, 12.9154858 41.739444, 12.9153996 41.739483, 12.9153326 41.7395129, 12.9151082 41.7396095, 12.9150208 41.7396457, 12.9149511 41.7396741, 12.91474 41.7397566, 12.9146711 41.7397829, 12.9146045 41.7398076, 12.9145329 41.7398323, 12.914491 41.7398455, 12.9144503 41.7398574, 12.9144042 41.7398701, 12.914364 41.7398801, 12.9142559 41.7399062, 12.9141193 41.7399388, 12.9140094 41.7399643, 12.9138922 41.7399911, 12.9137164 41.7400308, 12.9136792 41.7400379, 12.9136394 41.740045, 12.913594 41.7400524, 12.9135468 41.7400592, 12.9134934 41.7400653, 12.9134553 41.7400676, 12.9134173 41.7400693, 12.9133705 41.7400696, 12.9133335 41.7400689, 12.9132875 41.740067, 12.9132387 41.7400642, 12.9131382 41.7400567, 12.9130977 41.7400524, 12.9130606 41.7400471, 12.9129105 41.7400212, 12.9128717 41.7400161, 12.9128335 41.7400135, 12.9127918 41.7400129, 12.9127544 41.7400141, 12.9127135 41.7400173, 12.9126853 41.7400206, 12.912592 41.7400355, 12.9125259 41.7400444, 12.912476 41.7400503, 12.9121011 41.7400848)",,,,yes
182035504,,Via del Santuario,unclassified,False,True,50.519000000000005,"LINESTRING (12.9125903 41.738793, 12.9125808 41.7387568, 12.912575 41.7387226, 12.9125696 41.7386762, 12.9125678 41.7386319, 12.9125665 41.7385151, 12.9125651 41.7384983, 12.9125625 41.7384818, 12.9125489 41.7384642, 12.9125262 41.7384512, 12.9125051 41.7384465, 12.9124755 41.7384474, 12.9124506 41.738453, 12.9124264 41.7384624, 12.9124021 41.7384746)",,,,
54264518,,Largo V. Prosperi,unclassified,True,False,20.876,"LINESTRING (12.9123868 41.7385296, 12.9123654 41.7385468, 12.9123379 41.7385583, 12.9123071 41.7385628, 12.9122759 41.73856, 12.9122473 41.7385501, 12.9122243 41.7385341, 12.912209 41.7385136, 12.912203 41.7384906)",,,roundabout,
182042666,,Via Filippo Prosperi,unclassified,False,False,143.287,"LINESTRING (12.9123868 41.7385296, 12.9124262 41.7385514, 12.9124417 41.7385617, 12.9124524 41.738573, 12.9124653 41.7385928, 12.9124747 41.7386112, 12.9124804 41.7386335, 12.9124825 41.7386544, 12.9124824 41.7386907, 12.9124786 41.7387283, 12.9124719 41.7387614, 12.9123381 41.7392058, 12.9123212 41.7392578, 12.9122972 41.7393192, 12.9122739 41.7393704, 12.9122436 41.7394309, 12.9120792 41.7397461)",,,,
182177365,,Via Enrico Fermi,unclassified,True,False,52.98,"LINESTRING (12.9120633 41.7410376, 12.9122292 41.7414977)",,,,
"[182177369, 198817899]",,Viale Alessandro Fleming,unclassified,False,False,44.027,"LINESTRING (12.9120633 41.7410376, 12.9120604 41.7409063, 12.9120602 41.7408856, 12.9120462 41.7406419)",,,,
198817898,SP600,Viale 1º Maggio,secondary,False,False,98.634,"LINESTRING (12.9125205 41.7422331, 12.9126348 41.7422064, 12.9131442 41.7420875, 12.91349 41.7420068, 12.9135822 41.741984, 12.9136535 41.7419647)",2,70,,
198817898,SP600,Viale 1º Maggio,secondary,False,True,65.867,"LINESTRING (12.9125205 41.7422331, 12.9124678 41.7422452, 12.9119253 41.7423747, 12.9117639 41.7424125)",2,70,,
23652014,,Via Cardinale Scipione Borghese,tertiary,False,False,37.723,"LINESTRING (12.9139715 41.7410712, 12.9136254 41.7408512)",,50,,
23652014,,Via Cardinale Scipione Borghese,tertiary,False,True,54.635999999999996,"LINESTRING (12.9139715 41.7410712, 12.9144704 41.74123, 12.9144941 41.7412397, 12.9145139 41.7412524, 12.9145292 41.7412721, 12.9145405 41.7412948)",,50,,
182147935,,Via 7 F. Cervi,unclassified,False,False,78.926,"LINESTRING (12.9139715 41.7410712, 12.9140387 41.7412566, 12.9141381 41.741769)",,,,
169453249,,Largo C. Colombo,unclassified,False,True,17.237,"LINESTRING (12.9122292 41.7414977, 12.9122192 41.7414909, 12.9121974 41.7414816, 12.9121667 41.7414774, 12.9121371 41.7414803, 12.9121085 41.7414946, 12.9120809 41.7415161, 12.9120701 41.7415279, 12.9120638 41.7415377)",,,,
182177366,,Via Enrico Fermi,unclassified,True,False,21.811,"LINESTRING (12.9122292 41.7414977, 12.9122646 41.7415922, 12.9123 41.7416866)",,,,
198817900,,Viale Alessandro Fleming,unclassified,True,False,55.609,"LINESTRING (12.9120638 41.7415377, 12.9120633 41.7410376)",,,,
169453249,,Largo C. Colombo,unclassified,False,False,17.237000000000002,"LINESTRING (12.9120638 41.7415377, 12.9120701 41.7415279, 12.9120809 41.7415161, 12.9121085 41.7414946, 12.9121371 41.7414803, 12.9121667 41.7414774, 12.9121974 41.7414816, 12.9122192 41.7414909, 12.9122292 41.7414977)",,,,
23652014,,Via Cardinale Scipione Borghese,tertiary,False,True,37.723,"LINESTRING (12.9136254 41.7408512, 12.9139715 41.7410712)",,50,,
23652014,,Via Cardinale Scipione Borghese,tertiary,False,False,145.144,"LINESTRING (12.9136254 41.7408512, 12.9133751 41.7405948, 12.9132719 41.7405065, 12.9130765 41.7404522, 12.9122117 41.7404804, 12.9121187 41.7404834)",,50,,
23652014,,Via Cardinale Scipione Borghese,tertiary,False,False,54.636,"LINESTRING (12.9145405 41.7412948, 12.9145292 41.7412721, 12.9145139 41.7412524, 12.9144941 41.7412397, 12.9144704 41.74123, 12.9139715 41.7410712)",,50,,
169454982,,Via Parco Borghese,unclassified,True,False,139.16500000000002,"LINESTRING (12.9145405 41.7412948, 12.915953 41.741411, 12.9160013 41.7414165, 12.9160494 41.7414241, 12.9160985 41.7414338, 12.9161473 41.7414455, 12.9162002 41.7414596)",,,,
403885056,,Via Cardinale Scipione Borghese,tertiary,False,True,21.348,"LINESTRING (12.9145405 41.7412948, 12.9145673 41.741382, 12.9145775 41.741422, 12.9145837 41.7414508, 12.914589 41.7414832)",2,,,
182042677,,Via Serangeli,unclassified,True,False,54.901,"LINESTRING (12.9137159 41.7413403, 12.9136254 41.7408512)",,,,
169454979,,,unclassified,True,False,18.812,"LINESTRING (12.9162002 41.7414596, 12.9162265 41.7414712, 12.9162552 41.7414851, 12.9162798 41.741499, 12.9163057 41.7415169, 12.9163276 41.7415349, 12.9163675 41.7415715)",,,,
403885059,,Via Parco Borghese,unclassified,True,False,14.071,"LINESTRING (12.9162002 41.7414596, 12.9162117 41.7414844, 12.9162169 41.7414995, 12.9162192 41.7415136, 12.9162184 41.7415285, 12.9162154 41.7415464, 12.9162076 41.7415835)",,,,
403885053,SP600dir,Via Latina,secondary,False,True,6.904,"LINESTRING (12.9163675 41.7415715, 12.9162847 41.7415777)",,70,,
403885053,SP600dir,Via Latina,secondary,False,False,6.429,"LINESTRING (12.9162076 41.7415835, 12.9162847 41.7415777)",,70,,
403885053,SP600dir,Via Latina,secondary,False,True,96.421,"LINESTRING (12.9162076 41.7415835, 12.9153222 41.7416398, 12.9152655 41.7416449, 12.9152077 41.7416516, 12.9151467 41.7416592, 12.9150847 41.7416684, 12.9150527 41.741674)",,70,,
182177366,,Via Enrico Fermi,unclassified,True,False,63.462,"LINESTRING (12.9123 41.7416866, 12.9125205 41.7422331)",,,,
169454981,,Piazza Galileo Galilei,unclassified,True,False,123.62599999999999,"LINESTRING (12.9123 41.7416866, 12.9123918 41.7416641, 12.9137159 41.7413403)",,,,
198817898,SP600,Viale 1º Maggio,secondary,False,True,25.755,"LINESTRING (12.9139456 41.7418863, 12.9136535 41.7419647)",2,70,,
1000193743,SP600,Viale 1º Maggio,secondary,False,False,6.155,"LINESTRING (12.9139456 41.7418863, 12.9140167 41.7418705)",2,70,,
182042677,,Via Serangeli,unclassified,True,False,63.651,"LINESTRING (12.9139456 41.7418863, 12.9139254 41.7418242, 12.9137159 41.7413403)",,,,
169454977,,Via Giuseppe Di Vittorio,unclassified,True,False,44.068,"LINESTRING (12.9148214 41.7426416, 12.9143157 41.7427628)",,,,
182209814,SP600,Via Guglielmo Marconi,secondary,False,False,58.32599999999999,"LINESTRING (12.9148214 41.7426416, 12.9147736 41.7425831, 12.9147166 41.7425134, 12.9146987 41.7424897, 12.9146808 41.7424586, 12.9146571 41.7424068, 12.9146413 41.7423655, 12.9146266 41.7423227, 12.9146161 41.7422815, 12.9146067 41.7422387, 12.9146018 41.7422115, 12.9145927 41.7421532)",2,70,,
182209814,SP600,Via Guglielmo Marconi,secondary,False,True,74.887,"LINESTRING (12.9148214 41.7426416, 12.9148786 41.7427107, 12.9149029 41.7427434, 12.9149156 41.7427615, 12.9149281 41.7427806, 12.9149388 41.7428003, 12.9149484 41.7428219, 12.914957 41.7428449, 12.9149645 41.7428689, 12.9149978 41.7430311, 12.9150498 41.7432847)",2,70,,
169454977,,Via Giuseppe Di Vittorio,unclassified,True,False,54.696,"LINESTRING (12.9139852 41.7428325, 12.9133518 41.7429689)",,,,
169454977,,Via Giuseppe Di Vittorio,unclassified,True,False,41.433,"LINESTRING (12.9133518 41.7429689, 12.912877 41.7430844)",,,,
182149794,,Viale Giuseppe Mazzini,unclassified,True,False,76.605,"LINESTRING (12.9133518 41.7429689, 12.9136223 41.7436276)",,,,
182149793,,Via Enrico Fermi,unclassified,True,False,99.17699999999999,"LINESTRING (12.912877 41.7430844, 12.9128045 41.7429003, 12.9125205 41.7422331)",,,,
169454976,,Via Giuseppe Di Vittorio,unclassified,True,False,153.356,"LINESTRING (12.9105983 41.7432454, 12.9110254 41.7434075, 12.9110523 41.7434161, 12.911082 41.7434238, 12.9111067 41.7434293, 12.9111388 41.7434348, 12.9111658 41.7434381, 12.911191 41.7434394, 12.9112135 41.7434393, 12.9112328 41.7434387, 12.9112631 41.7434366, 12.9112966 41.743433, 12.9113198 41.7434286, 12.9123465 41.7432115)",,,,
182177368,SP600,Viale Alessandro Fleming,secondary,False,False,98.037,"LINESTRING (12.9105983 41.7432454, 12.9107242 41.7430915, 12.910761 41.7430487, 12.9108042 41.7430025, 12.9108536 41.7429542, 12.9109 41.7429135, 12.9109488 41.7428736, 12.9109947 41.7428374, 12.9110557 41.7427895, 12.9111137 41.7427454, 12.9113499 41.7425705)",2,70,,
182177368,SP600,Viale Alessandro Fleming,secondary,False,True,33.21,"LINESTRING (12.9105983 41.7432454, 12.9105574 41.7432945, 12.9104993 41.7433645, 12.9104591 41.7434105, 12.9104209 41.7434532, 12.9103805 41.7434959)",2,70,,
169455986,,Viale Antonio Gramsci,unclassified,False,False,60.77,"LINESTRING (12.9136223 41.7436276, 12.9129247 41.7437942)",,,,
182183542,,Viale Antonio Gramsci,unclassified,True,False,124.42099999999999,"LINESTRING (12.9136223 41.7436276, 12.9142011 41.7434876, 12.9150498 41.7432847)",,,,
403885053,SP600dir,Via Latina,secondary,False,False,6.904,"LINESTRING (12.9162847 41.7415777, 12.9163675 41.7415715)",,70,,
403885053,SP600dir,Via Latina,secondary,False,True,6.429,"LINESTRING (12.9162847 41.7415777, 12.9162076 41.7415835)",,70,,
169455989,,Via Valli,unclassified,False,False,165.38599999999997,"LINESTRING (12.9162847 41.7415777, 12.9166585 41.7418839, 12.9167101 41.7419242, 12.9167646 41.7419651, 12.9168209 41.7420072, 12.9168802 41.7420499, 12.9171584 41.7422426, 12.9172056 41.7422771, 12.9172533 41.7423139, 12.917298 41.7423491, 12.9173407 41.7423867, 12.9173805 41.7424228, 12.9174165 41.7424575, 12.9176272 41.7426729)",,60,,
198817898,SP600,Viale 1º Maggio,secondary,False,False,25.755,"LINESTRING (12.9136535 41.7419647, 12.9139456 41.7418863)",2,70,,
169455983,,Via Trieste,unclassified,True,False,100.344,"LINESTRING (12.9136535 41.7419647, 12.9136972 41.7420854, 12.913763 41.7422559, 12.913796 41.7423416, 12.9138616 41.7425119, 12.9139852 41.7428325)",,,,
198817898,SP600,Viale 1º Maggio,secondary,False,True,98.634,"LINESTRING (12.9136535 41.7419647, 12.9135822 41.741984, 12.91349 41.7420068, 12.9131442 41.7420875, 12.9126348 41.7422064, 12.9125205 41.7422331)",2,70,,
169454977,,Via Giuseppe Di Vittorio,unclassified,True,False,28.495,"LINESTRING (12.9143157 41.7427628, 12.9139852 41.7428325)",,,,
169455984,,Via De Angelis,unclassified,True,False,102.185,"LINESTRING (12.9143157 41.7427628, 12.9139456 41.7418863)",,,,
169454976,,Via Giuseppe Di Vittorio,unclassified,True,False,15.49,"LINESTRING (12.9127004 41.7431296, 12.912877 41.7430844)",,,,
169455988,,,unclassified,True,False,29.973999999999997,"LINESTRING (12.9127004 41.7431296, 12.9127253 41.7431986, 12.9127943 41.7433899)",,,,
169454976,,Via Giuseppe Di Vittorio,unclassified,True,False,30.742,"LINESTRING (12.9123465 41.7432115, 12.9127004 41.7431296)",,,,
