osmid,highway,oneway,reversed,length,name,geometry,lanes,ref,maxspeed,access
175584213,residential,False,True,46.638,,"LINESTRING (10.8310555 43.9053804, 10.8304784 43.9053253)",,,,
"[175584129, 994000700]",unclassified,False,True,109.78699999999999,"['Via Giuseppe Garibaldi', 'Via Castruccio Castracani']","LINESTRING (10.8310555 43.9053804, 10.8311804 43.905393, 10.8312166 43.9053997, 10.8312773 43.9054115, 10.8313889 43.9054382, 10.8314398 43.905451, 10.8314658 43.9054602, 10.8314875 43.9054714, 10.8315106 43.9054854, 10.8315362 43.9055013, 10.8315557 43.9055134, 10.8315778 43.9055236, 10.8316035 43.90553, 10.8316335 43.9055326, 10.8316665 43.905533, 10.8317486 43.9055306, 10.8322029 43.9055192, 10.8322288 43.905519, 10.8322535 43.9055206, 10.8322835 43.9055234, 10.8323128 43.9055267, 10.8323413 43.9055301, 10.8323752 43.9055334)",,,,
"[816583925, 816583926]",unclassified,True,False,30.864,Via Castruccio Castracani,"LINESTRING (10.8310555 43.9053804, 10.8310356 43.905573, 10.8310251 43.9056571)",,,,
48064392,unclassified,True,False,364.051,Via Romana,"LINESTRING (10.8309997 43.9058024, 10.8313737 43.9059495, 10.8315563 43.9060202, 10.8321266 43.9062258, 10.8323395 43.9062913, 10.8323704 43.9063068, 10.8326807 43.9065242, 10.832722 43.9065531, 10.8328796 43.906644, 10.8329333 43.9066743, 10.8329718 43.9066919, 10.8330138 43.9067054, 10.8330652 43.9067155, 10.8331247 43.9067188, 10.8332251 43.9067205, 10.833266 43.9067188, 10.8333158 43.9067147, 10.8333905 43.9067054, 10.8334734 43.9066869, 10.833547 43.9066642, 10.8335785 43.9066474, 10.8336124 43.9066255, 10.8336427 43.9066019, 10.8336882 43.9065549, 10.8337349 43.9064919, 10.8338103 43.9064003, 10.8338657 43.9063319, 10.8339176 43.9062863, 10.8339818 43.9062385, 10.8340721 43.9061883, 10.8341393 43.9061602, 10.8341902 43.9061441, 10.8342596 43.9061302, 10.8343215 43.9061235, 10.8344133 43.9061225, 10.8345424 43.9061254, 10.8346484 43.9061326, 10.8347312 43.9061408, 10.8348016 43.9061511)",,,,
175584162,residential,False,False,85.912,Via della Pace,"LINESTRING (10.8309997 43.9058024, 10.8309783 43.9058647, 10.8309651 43.9058984, 10.8309548 43.9059162, 10.8308242 43.9061332, 10.830635 43.9063822, 10.8305505 43.9065013)",,,,
175584162,residential,False,True,46.784,Via della Pace,"LINESTRING (10.8302972 43.9068804, 10.8305505 43.9065013)",,,,
175585321,residential,False,False,71.44300000000001,Via della Pace,"LINESTRING (10.8302972 43.9068804, 10.8302214 43.9068612, 10.8301982 43.9068544, 10.8301782 43.9068452, 10.8301548 43.9068334, 10.8301333 43.9068185, 10.8301212 43.9068028, 10.8301141 43.9067836, 10.8301106 43.9067607, 10.8301044 43.9067008, 10.830108 43.9066657, 10.8301159 43.9066389, 10.8301256 43.9066185, 10.8303157 43.906349)",,,,
243519099,primary,False,False,22.87,Strada Regionale Lucchese,"LINESTRING (10.8345837 43.9040233, 10.8343625 43.9038933)",2,SR435,50,yes
"[344106470, 48064390]",unclassified,True,False,547.869,Via Roma,"LINESTRING (10.8345837 43.9040233, 10.8339424 43.9039313, 10.8339116 43.9039274, 10.8338684 43.9039246, 10.8338315 43.9039252, 10.8338014 43.9039274, 10.8337768 43.9039324, 10.8337575 43.9039407, 10.8337429 43.9039552, 10.8337344 43.9039729, 10.8337344 43.903994, 10.8337483 43.904009, 10.8337722 43.9040218, 10.8337899 43.9040295, 10.8338911 43.9040691, 10.8340862 43.9041431, 10.8344054 43.904283, 10.8345679 43.9043569, 10.8346665 43.9044018, 10.8347416 43.904436, 10.8347987 43.904462, 10.8348516 43.9044899, 10.8348812 43.9045084, 10.8349033 43.9045247, 10.8349146 43.9045367, 10.8349214 43.9045463, 10.8349268 43.904558, 10.8349254 43.9045696, 10.8349198 43.9045823, 10.8349086 43.9045935, 10.8348954 43.9046007, 10.8348786 43.9046047, 10.8348593 43.9046061, 10.8348283 43.9046043, 10.8348009 43.9045996, 10.8343912 43.9044879, 10.8340726 43.9044072, 10.8340404 43.9044009, 10.8339934 43.9043954, 10.8339349 43.9043959, 10.8338933 43.9044037, 10.8338617 43.9044209, 10.8338455 43.9044398, 10.8338378 43.9044648, 10.8338363 43.9044881, 10.8338509 43.9045114, 10.8338779 43.9045319, 10.8339149 43.9045513, 10.8340303 43.9045985, 10.834466 43.9047661, 10.8345226 43.9047928, 10.8345822 43.9048305, 10.8346849 43.904897, 10.8347316 43.9049331, 10.8347687 43.9049641, 10.8348098 43.9050046, 10.8348441 43.9050504, 10.8350013 43.9052603, 10.8350398 43.9053041, 10.8350725 43.9053386, 10.8355798 43.9057926, 10.8356703 43.9058803, 10.8356923 43.9059033, 10.8357123 43.9059291, 10.8357415 43.905977, 10.8357536 43.9060013, 10.8357635 43.9060299, 10.8357722 43.9060568, 10.8357752 43.9060816, 10.8357728 43.9061026, 10.8357676 43.9061199, 10.8357536 43.9061333, 10.8357343 43.9061438, 10.8357115 43.9061506, 10.8356829 43.9061543, 10.8356481 43.9061552)",1,,,
243519099,primary,False,True,143.274,Strada Regionale Lucchese,"LINESTRING (10.8345837 43.9040233, 10.8346813 43.9040874, 10.8348318 43.904182, 10.8348537 43.9041959, 10.8350721 43.9043345, 10.835603 43.9046603, 10.8358531 43.9048093, 10.835943 43.9048603)",2,SR435,50,yes
994000404,unclassified,False,True,4.395,Via Giuseppe Garibaldi,"LINESTRING (10.8341867 43.9059049, 10.8342409 43.905911)",,,,
175584143,unclassified,False,False,154.43800000000007,Via Giuseppe Garibaldi,"LINESTRING (10.8341867 43.9059049, 10.8335741 43.9058727, 10.8334969 43.9058668, 10.8333658 43.9058537, 10.8332875 43.9058441, 10.833253 43.905839, 10.8332082 43.9058302, 10.8331717 43.9058207, 10.8331248 43.9058024, 10.8330649 43.905779, 10.832978 43.9057445, 10.8329518 43.9057341, 10.8327843 43.9056542, 10.8326272 43.9055752, 10.832603 43.905566, 10.8325822 43.9055602, 10.8325541 43.9055535, 10.8325172 43.9055472, 10.832483 43.9055423, 10.8323752 43.9055334)",,,,
"[383042776, 175584201]",residential,False,False,194.97599999999997,"['Via Ospedale', ""Via de' Franceschi""]","LINESTRING (10.8341867 43.9059049, 10.834277 43.9053916, 10.8342803 43.9053793, 10.8342859 43.9053666, 10.8342938 43.9053564, 10.8343082 43.9053508, 10.8343336 43.9053499, 10.8343583 43.9053515, 10.8343819 43.9053557, 10.8344105 43.9053626, 10.8344379 43.9053711, 10.8344859 43.9053875, 10.8345281 43.9054059, 10.8345671 43.9054265, 10.8345989 43.9054452, 10.8348218 43.9055972, 10.8349237 43.9056784, 10.835023 43.9057364, 10.8350686 43.9057605, 10.8351115 43.9057799, 10.8352805 43.9058571, 10.8353234 43.9058774, 10.8353556 43.9058948, 10.835389 43.9059228, 10.8354106 43.9059509, 10.8355039 43.9061097)",,,,
816583930,unclassified,False,False,12.786,Via Giuseppe Garibaldi,"LINESTRING (10.8356481 43.9061552, 10.8356038 43.9061495, 10.8355684 43.9061393, 10.8355039 43.9061097)",,,,
48064394,unclassified,True,False,61.514999999999986,,"LINESTRING (10.8357463 43.9066406, 10.8357541 43.9066145, 10.8357629 43.9065976, 10.8357734 43.9065833, 10.8357899 43.9065586, 10.8358226 43.9065199, 10.835853 43.9064812, 10.8358611 43.9064602, 10.8358653 43.9064373, 10.8358653 43.9064165, 10.8358623 43.9063988, 10.835853 43.9063735, 10.8358378 43.9063441, 10.8358197 43.9063175, 10.8358029 43.9062957, 10.8357677 43.9062608, 10.8356976 43.9061973, 10.8356481 43.9061552)",,,,
243556176,unclassified,False,True,122.14999999999999,Via Corta,"LINESTRING (10.8357463 43.9066406, 10.8357834 43.9066872, 10.8358118 43.9067101, 10.8358436 43.9067273, 10.8358755 43.906742, 10.8358967 43.9067514, 10.8359197 43.9067586, 10.8359409 43.9067628, 10.8359719 43.9067675, 10.8360064 43.9067704, 10.8360384 43.9067715, 10.8360583 43.9067708, 10.8360776 43.9067697, 10.8362922 43.9067506, 10.8363192 43.906749, 10.8363538 43.9067495, 10.8363916 43.9067518, 10.8364355 43.906759, 10.8364725 43.9067667, 10.8365048 43.9067767, 10.8365254 43.9067864, 10.8365415 43.9067963, 10.8367549 43.906977, 10.8369522 43.9071498)",,,,yes
48064396,unclassified,False,False,236.56899999999996,Via Castellani,"LINESTRING (10.8380115 43.9077417, 10.8374388 43.9079658, 10.837317 43.9080134, 10.8371565 43.9080809, 10.8370206 43.908138, 10.836924 43.9081679, 10.8368033 43.908195, 10.8367001 43.9082124, 10.8366075 43.9082182, 10.8364976 43.9082211, 10.8362077 43.9082075, 10.8359598 43.9081873, 10.835739 43.9081814, 10.8356041 43.9081795, 10.8354566 43.9081775, 10.8353278 43.9081833, 10.8352849 43.9081949, 10.8352393 43.9082239)",,,,yes
243556176,unclassified,False,False,108.35,Via Corta,"LINESTRING (10.8380115 43.9077417, 10.8378181 43.9076767, 10.837762 43.9076517, 10.8376023 43.9075772, 10.8375468 43.9075494, 10.8374945 43.9075194, 10.8373142 43.9074051, 10.8371139 43.907283, 10.8370893 43.9072664, 10.8370569 43.9072409, 10.8369522 43.9071498)",,,,yes
243519099,primary,False,True,22.87,Strada Regionale Lucchese,"LINESTRING (10.8343625 43.9038933, 10.8345837 43.9040233)",2,SR435,50,yes
243519099,primary,False,False,343.285,Strada Regionale Lucchese,"LINESTRING (10.8343625 43.9038933, 10.8340228 43.9037008, 10.8334405 43.903365, 10.8326628 43.9029481, 10.8316011 43.9023514, 10.831463 43.9022877, 10.8313339 43.9022316, 10.8312358 43.9021972, 10.8311339 43.9021701, 10.83101 43.9021436, 10.8308844 43.9021218)",2,SR435,50,yes
"[175588368, 441793527]",unclassified,False,"[False, True]",448.61599999999993,Via Monte,"LINESTRING (10.8343625 43.9038933, 10.8343888 43.903867, 10.8344114 43.9038444, 10.8344284 43.9038273, 10.8344466 43.9038162, 10.8344669 43.9038118, 10.8344869 43.9038111, 10.8345157 43.9038156, 10.8345433 43.9038219, 10.8345691 43.9038316, 10.8345877 43.9038391, 10.8348282 43.9039533, 10.8350197 43.9040466, 10.8350987 43.9040793, 10.8351634 43.904103, 10.8352343 43.9041228, 10.8353176 43.9041452, 10.8360312 43.9042909, 10.8364687 43.9043223, 10.8366122 43.9040991, 10.8366352 43.9040723, 10.8366573 43.9040487, 10.8366803 43.9040315, 10.8371617 43.9037586, 10.8371885 43.9037424, 10.8371997 43.9037234, 10.8371926 43.9036985, 10.8371763 43.9036831, 10.8371479 43.9036729, 10.8371164 43.9036736, 10.8370788 43.9036802, 10.8369543 43.9037431, 10.8369112 43.9037531, 10.8368711 43.9037542, 10.8368311 43.9037398, 10.8367941 43.9037165, 10.8367772 43.9036876, 10.8367756 43.9036565, 10.8367957 43.9036299, 10.8368311 43.9036044, 10.8368742 43.9035888, 10.8369759 43.9035711, 10.8370375 43.9035466, 10.8370791 43.9035178, 10.8371161 43.9034767, 10.8371592 43.9034201, 10.8372239 43.9033113, 10.837463 43.9029826, 10.8375397 43.902731)",,,,
"[175588368, 441793527]",unclassified,False,"[False, True]",448.61599999999993,Via Monte,"LINESTRING (10.8375397 43.902731, 10.837463 43.9029826, 10.8372239 43.9033113, 10.8371592 43.9034201, 10.8371161 43.9034767, 10.8370791 43.9035178, 10.8370375 43.9035466, 10.8369759 43.9035711, 10.8368742 43.9035888, 10.8368311 43.9036044, 10.8367957 43.9036299, 10.8367756 43.9036565, 10.8367772 43.9036876, 10.8367941 43.9037165, 10.8368311 43.9037398, 10.8368711 43.9037542, 10.8369112 43.9037531, 10.8369543 43.9037431, 10.8370788 43.9036802, 10.8371164 43.9036736, 10.8371479 43.9036729, 10.8371763 43.9036831, 10.8371926 43.9036985, 10.8371997 43.9037234, 10.8371885 43.9037424, 10.8371617 43.9037586, 10.8366803 43.9040315, 10.8366573 43.9040487, 10.8366352 43.9040723, 10.8366122 43.9040991, 10.8364687 43.9043223, 10.8360312 43.9042909, 10.8353176 43.9041452, 10.8352343 43.9041228, 10.8351634 43.904103, 10.8350987 43.9040793, 10.8350197 43.9040466, 10.8348282 43.9039533, 10.8345877 43.9038391, 10.8345691 43.9038316, 10.8345433 43.9038219, 10.8345157 43.9038156, 10.8344869 43.9038111, 10.8344669 43.9038118, 10.8344466 43.9038162, 10.8344284 43.9038273, 10.8344114 43.9038444, 10.8343888 43.903867, 10.8343625 43.9038933)",,,,
243519099,primary,False,False,143.27400000000003,Strada Regionale Lucchese,"LINESTRING (10.835943 43.9048603, 10.8358531 43.9048093, 10.835603 43.9046603, 10.8350721 43.9043345, 10.8348537 43.9041959, 10.8348318 43.904182, 10.8346813 43.9040874, 10.8345837 43.9040233)",2,SR435,50,yes
175584164,residential,False,True,73.919,Via Gelsomino,"LINESTRING (10.8318592 43.9059413, 10.8310251 43.9056571)",,,,
175584164,residential,False,False,31.962,Via Gelsomino,"LINESTRING (10.8318592 43.9059413, 10.8321092 43.9060338, 10.8322136 43.9060733)",,,,
175584219,residential,False,False,50.465,Via Breschi,"LINESTRING (10.8318592 43.9059413, 10.8319503 43.9058567, 10.8319887 43.905833, 10.8320241 43.9058159, 10.8320779 43.9057963, 10.8322469 43.9057537, 10.832387 43.9057176)",,,,
175584216,residential,False,False,60.540000000000006,,"LINESTRING (10.827984 43.9021231, 10.8276603 43.9021863, 10.8272881 43.9023269)",,,,
"[383042776, 175584201]",residential,False,True,194.976,"[""Via de' Franceschi"", 'Via Ospedale']","LINESTRING (10.8355039 43.9061097, 10.8354106 43.9059509, 10.835389 43.9059228, 10.8353556 43.9058948, 10.8353234 43.9058774, 10.8352805 43.9058571, 10.8351115 43.9057799, 10.8350686 43.9057605, 10.835023 43.9057364, 10.8349237 43.9056784, 10.8348218 43.9055972, 10.8345989 43.9054452, 10.8345671 43.9054265, 10.8345281 43.9054059, 10.8344859 43.9053875, 10.8344379 43.9053711, 10.8344105 43.9053626, 10.8343819 43.9053557, 10.8343583 43.9053515, 10.8343336 43.9053499, 10.8343082 43.9053508, 10.8342938 43.9053564, 10.8342859 43.9053666, 10.8342803 43.9053793, 10.834277 43.9053916, 10.8341867 43.9059049)",,,,
816583930,unclassified,False,False,57.347,Via Giuseppe Garibaldi,"LINESTRING (10.8355039 43.9061097, 10.8353995 43.9060676, 10.8353499 43.9060498, 10.8352827 43.9060332, 10.8352332 43.9060217, 10.8348191 43.9059822)",,,,
816583930,unclassified,False,True,12.786,Via Giuseppe Garibaldi,"LINESTRING (10.8355039 43.9061097, 10.8355684 43.9061393, 10.8356038 43.9061495, 10.8356481 43.9061552)",,,,
175584213,residential,False,False,46.638,,"LINESTRING (10.8304784 43.9053253, 10.8310555 43.9053804)",,,,
175584115,residential,False,False,24.823999999999998,Via San Lodovico,"LINESTRING (10.8325123 43.9059197, 10.8324507 43.9058509, 10.8324422 43.9058403, 10.8324346 43.9058291, 10.8324291 43.9058181, 10.832387 43.9057176)",,,,
175584139,residential,False,True,18.292,,"LINESTRING (10.8337383 43.9060558, 10.8338374 43.906204)",,,,
175584210,residential,False,False,27.514,Via San Lodovico,"LINESTRING (10.8337383 43.9060558, 10.8336363 43.9060629, 10.8333975 43.9060861)",,,,
175584210,residential,False,True,43.551,Via San Lodovico,"LINESTRING (10.8337383 43.9060558, 10.8337904 43.9060484, 10.8338134 43.9060453, 10.8338379 43.9060416, 10.8338557 43.9060366, 10.8340198 43.9059876, 10.8342409 43.905911)",,,,
"[816583928, 175584115]",residential,False,False,20.681,Via San Lodovico,"LINESTRING (10.832387 43.9057176, 10.8323777 43.9056983, 10.8323723 43.9056843, 10.8323703 43.9056698, 10.8323703 43.9056505, 10.8323738 43.9055671, 10.8323752 43.9055334)",,,,
175584115,residential,False,True,24.823999999999998,Via San Lodovico,"LINESTRING (10.832387 43.9057176, 10.8324291 43.9058181, 10.8324346 43.9058291, 10.8324422 43.9058403, 10.8324507 43.9058509, 10.8325123 43.9059197)",,,,
175584219,residential,False,False,93.492,Via Breschi,"LINESTRING (10.832387 43.9057176, 10.8324357 43.9057057, 10.8324463 43.9057038, 10.8324554 43.9057028, 10.8324665 43.9057031, 10.8324789 43.9057046, 10.8324977 43.90571, 10.832537 43.9057222, 10.8325768 43.9057383, 10.8326573 43.9057808, 10.8328396 43.9059026, 10.833242 43.9060494, 10.8333975 43.9060861)",,,,
