osmid,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,tunnel,junction,access
814645802,Via del Conservificio,residential,False,False,36.341,"LINESTRING (12.5468875 43.06772, 12.547013 43.0680337)",,,,,
47366228,Via Torgianese,tertiary,False,False,95.553,"LINESTRING (12.5468875 43.06772, 12.5471114 43.0677629, 12.5473028 43.0677995, 12.5477111 43.0678674, 12.548033 43.0679142)",,,,,
"[205543680, 543159766, 327978919]","['Via santa Lucia', 'Via Torgianese']",tertiary,False,True,256.37,"LINESTRING (12.5468875 43.06772, 12.5460874 43.0675988, 12.5444165 43.0673214, 12.5442685 43.0672807, 12.5441465 43.0672252, 12.5440377 43.0671461, 12.543955 43.0670376)",yes,50,,,
220695859,Via del Conservificio,residential,False,True,49.428,"LINESTRING (12.547193 43.0684472, 12.5472943 43.0685863, 12.5474016 43.0687436, 12.5474682 43.0688436)",,,,,
814645804,Via del Conservificio,residential,True,False,16.496000000000002,"LINESTRING (12.547193 43.0684472, 12.5471045 43.068399, 12.5470187 43.0683734)",,,,,
220695859,Via del Conservificio,residential,False,False,66.23,"LINESTRING (12.5478545 43.069368, 12.5477878 43.0692853, 12.5476084 43.0690429, 12.5475735 43.0689933, 12.5474682 43.0688436)",,,,,
851449645,Via del Conservificio,residential,True,False,28.085,"LINESTRING (12.5478545 43.069368, 12.5479572 43.0694266, 12.5480255 43.0694394, 12.5481701 43.0694463)",,,,,
221467477,Via Firenze,tertiary,False,True,24.771,"LINESTRING (12.5495951 43.0692887, 12.5495821 43.0691101, 12.5495866 43.0690663)",,50,,,
851449644,Via Firenze,tertiary,False,False,55.968999999999994,"LINESTRING (12.5495951 43.0692887, 12.5496174 43.0694452, 12.5496563 43.0697245, 12.5496534 43.0697586, 12.5496476 43.0697894)",,50,,,
754994456,Via Vittorio Veneto,tertiary,False,False,10.6,"LINESTRING (12.5490555 43.0663211, 12.5491348 43.0662454)",,,,,
221180172,Via San Michele Arcangelo,tertiary,False,False,15.108,"LINESTRING (12.551246 43.0644998, 12.5510601 43.0644959)",,,,,
221180172,Via San Michele Arcangelo,tertiary,False,True,108.537,"LINESTRING (12.551246 43.0644998, 12.5519399 43.064424, 12.5522228 43.0643742, 12.5525479 43.0642933)",,,,,
220721005,,residential,True,False,94.424,"LINESTRING (12.5510601 43.0644959, 12.5506597 43.0636987)",,,,,
221180172,Via San Michele Arcangelo,tertiary,False,True,15.108,"LINESTRING (12.5510601 43.0644959, 12.551246 43.0644998)",,,,,
220721007,Via San Michele Arcangelo,tertiary,True,False,48.377,"LINESTRING (12.5504799 43.0645939, 12.5510601 43.0644959)",,,,,
221176118,Via Santa Croce,residential,False,False,85.319,"LINESTRING (12.5504799 43.0645939, 12.5505149 43.0649161, 12.5505418 43.0649455, 12.5506008 43.0649416, 12.5510862 43.0648534)",,,,,
220721006,Via San Michele Arcangelo,tertiary,False,False,66.169,"LINESTRING (12.5498113 43.0653202, 12.5498481 43.0654071, 12.5498666 43.0654531, 12.549923 43.0655979, 12.5499816 43.0657467, 12.5500008 43.0657863, 12.5500421 43.0658908)",,,,,
220721006,Via San Michele Arcangelo,tertiary,False,True,54.215,"LINESTRING (12.5498113 43.0653202, 12.5497968 43.0652598, 12.5497943 43.0652052, 12.5498396 43.0650049, 12.5498822 43.0648392)",,,,,
221134512,Piazza Palmiro Togliatti,residential,False,False,85.036,"LINESTRING (12.5498113 43.0653202, 12.5496535 43.06529, 12.5491318 43.0651808, 12.5488065 43.0651062)",,,,,
209422959,Via Vittorio Veneto,tertiary,True,False,49.611,"LINESTRING (12.5500421 43.0658908, 12.5501389 43.0660086, 12.5503492 43.066245, 12.5503692 43.0662675)",,,,,
220721006,Via San Michele Arcangelo,tertiary,False,True,66.169,"LINESTRING (12.5500421 43.0658908, 12.5500008 43.0657863, 12.5499816 43.0657467, 12.549923 43.0655979, 12.5498666 43.0654531, 12.5498481 43.0654071, 12.5498113 43.0653202)",,,,,
754994456,Via Vittorio Veneto,tertiary,False,True,10.6,"LINESTRING (12.5491348 43.0662454, 12.5490555 43.0663211)",,,,,
149674448,Via Quattro Novembre,tertiary,False,False,129.951,"LINESTRING (12.5491348 43.0662454, 12.5490522 43.0661178, 12.5489638 43.0657789, 12.5489027 43.0655447, 12.5488932 43.0655083, 12.5488065 43.0651062)",,,,,
209422959,Via Vittorio Veneto,tertiary,True,False,85.68199999999999,"LINESTRING (12.5491348 43.0662454, 12.5493034 43.0661361, 12.5493423 43.0661198, 12.5494184 43.0660867, 12.549596 43.0660104, 12.5496686 43.0659827, 12.5498677 43.0658936, 12.5499247 43.065894, 12.5500421 43.0658908)",,,,,
47366211,Piazza Giuseppe Mazzini,residential,True,False,18.231,"LINESTRING (12.5496467 43.0670041, 12.5495324 43.066863)",,,,,
"[221459299, 221459300, 221459295]",Via Subasio,residential,True,False,64.236,"LINESTRING (12.5496467 43.0670041, 12.5497118 43.0669785, 12.5502447 43.0667691, 12.550308 43.0667386, 12.5503397 43.0667263)",,,yes,,
208685157,,residential,False,True,109.47,"LINESTRING (12.5485787 43.0715409, 12.5489273 43.0714192, 12.5491855 43.0713395, 12.5493546 43.0713135, 12.5497282 43.0712916, 12.5498605 43.0712792)",,,,,
354635616,Via Roma,tertiary,True,False,18.015,"LINESTRING (12.5513603 43.0675694, 12.5512603 43.067622, 12.5511876 43.0676706)",,,,,
548725010,Via Roma,tertiary,False,True,56.094,"LINESTRING (12.5513603 43.0675694, 12.5514038 43.0675563, 12.5519351 43.0674008, 12.5520008 43.0673809)",,,,,
353784679,Via della Repubblica,residential,False,False,81.698,"LINESTRING (12.5543716 43.0709769, 12.5533668 43.0710092)",,50,,,
353784679,Via della Repubblica,residential,False,True,47.11,"LINESTRING (12.5543716 43.0709769, 12.554951 43.0709582)",,50,,,
220707297,Via Firenze,tertiary,True,False,18.901,"LINESTRING (12.5497247 43.0689309, 12.5496723 43.0689702, 12.5496309 43.0690077, 12.5495866 43.0690663)",,,,,
962239425,Largo donatori Avis e Aido,tertiary,True,False,15.564,"LINESTRING (12.5497247 43.0689309, 12.5496769 43.0689332, 12.5496311 43.068923, 12.5495931 43.0689016, 12.5495681 43.0688718)",,,,roundabout,
366136280,Via Roma,tertiary,False,False,56.084,"LINESTRING (12.5557148 43.0662304, 12.5556602 43.0662471, 12.5554338 43.0663164, 12.5552253 43.0663816, 12.5550792 43.0664273)",,,,,
208859140,Via Tescio,residential,False,False,182.76699999999997,"LINESTRING (12.5501569 43.071132, 12.5501708 43.0712478, 12.5503494 43.071286, 12.5504104 43.0712991, 12.5508588 43.0715023, 12.5513281 43.0718109, 12.5516018 43.0719611, 12.5517283 43.0720362, 12.5518236 43.0720858, 12.551869 43.0721142)",,,,,
353784679,Via della Repubblica,residential,False,False,26.098,"LINESTRING (12.5501569 43.071132, 12.5499863 43.0711389, 12.5498361 43.0711449)",,50,,,
353784679,Via della Repubblica,residential,False,True,50.730000000000004,"LINESTRING (12.5501569 43.071132, 12.5504638 43.0711225, 12.5507806 43.0711087)",,50,,,
353784679,Via della Repubblica,residential,False,True,6.993,"LINESTRING (12.5532808 43.071012, 12.5533668 43.0710092)",,50,,,
353784679,Via della Repubblica,residential,False,False,151.739,"LINESTRING (12.5532808 43.071012, 12.5530527 43.0710215, 12.5514158 43.07109)",,50,,,
209422958,Via Roma,tertiary,True,False,4.706,"LINESTRING (12.5508514 43.0679245, 12.5508729 43.0678852)",,,,,
"[354635609, 354635612]",Via Roma,tertiary,False,False,109.045,"LINESTRING (12.5508514 43.0679245, 12.550542 43.0683612, 12.5504102 43.0685509, 12.5502892 43.0686966, 12.5502414 43.0687311, 12.5501789 43.0687647)",,,,,
236039724,Via Vietnam,residential,False,False,35.319,"LINESTRING (12.5555867 43.0638277, 12.5553455 43.0638637, 12.5551575 43.0638745)",,,,,
851449638,Via Firenze,tertiary,False,True,15.064,"LINESTRING (12.5498605 43.0712792, 12.5498361 43.0711449)",,50,,,
208685157,,residential,False,False,109.47,"LINESTRING (12.5498605 43.0712792, 12.5497282 43.0712916, 12.5493546 43.0713135, 12.5491855 43.0713395, 12.5489273 43.0714192, 12.5485787 43.0715409)",,,,,
851449638,Via Firenze,tertiary,False,False,99.54599999999999,"LINESTRING (12.5498605 43.0712792, 12.5499074 43.0717118, 12.5499673 43.072171)",,50,,,
851449640,,residential,True,False,22.259999999999998,"LINESTRING (12.5481701 43.0694463, 12.5481057 43.0694996, 12.5480759 43.0695424, 12.5480555 43.0696221)",,,,,
851449647,Via del Conservificio,residential,False,False,29.064999999999998,"LINESTRING (12.5481701 43.0694463, 12.5484104 43.0694109, 12.5485222 43.0694007)",,,,,
47366211,Piazza Giuseppe Mazzini,residential,True,False,65.846,"LINESTRING (12.5497229 43.0675733, 12.5497577 43.0674738, 12.5497809 43.0673828, 12.5497828 43.0673322, 12.549773 43.0672373, 12.5497229 43.0671275, 12.5496467 43.0670041)",,,,,
149665029,Via Giuseppe Garibaldi,residential,True,False,28.066,"LINESTRING (12.5482345 43.0679453, 12.5485701 43.0680053)",,,,,permissive
149665026,Via dell'Isola Romana,tertiary,True,False,20.766000000000002,"LINESTRING (12.5482345 43.0679453, 12.5482498 43.0677958, 12.5482542 43.0677591)",,,,,
548725002,Largo donatori Avis e Aido,tertiary,True,False,3.653,"LINESTRING (12.5495681 43.0688718, 12.5495592 43.0688396)",,,,roundabout,
