osmid,name,highway,oneway,reversed,length,junction,geometry,maxspeed,access,width,lanes
99378730,Via Monte Santo,residential,False,True,11.312,,"LINESTRING (12.0446819 44.2269023, 12.0446114 44.226814)",,,,
884139537,Piazzale del Lavoro,secondary,True,False,10.538,roundabout,"LINESTRING (12.0471718 44.2249371, 12.0472073 44.2249559, 12.0472375 44.2249789, 12.0472614 44.2250054)",,,,
884139537,Piazzale del Lavoro,secondary,True,False,18.767,roundabout,"LINESTRING (12.0472494 44.2251835, 12.0472114 44.2252157, 12.0471638 44.2252405, 12.0471093 44.2252565, 12.047051 44.2252627)",,,,
884139537,Piazzale del Lavoro,secondary,True,False,9.514,roundabout,"LINESTRING (12.0468021 44.2250623, 12.0468086 44.2250401, 12.0468177 44.225021, 12.0468467 44.2249837)",,,,
212861345,Viale Giacomo Matteotti,secondary,True,False,39.446999999999996,,"LINESTRING (12.0469811 44.224643, 12.0469932 44.2248116, 12.0470421 44.22488, 12.0471718 44.2249371)",,,,
883434714,Corso Giuseppe Garibaldi,residential,True,False,3.954,,"LINESTRING (12.0359572 44.2240079, 12.0360036 44.2239953)",30,permissive,7,
28532829,Via Cesare Albicini,residential,True,False,96.658,,"LINESTRING (12.0359572 44.2240079, 12.0357052 44.22363, 12.0354582 44.2232158)",,,,
24928216,Piazzale del Lavoro,secondary,True,False,22.209999999999997,roundabout,"LINESTRING (12.0464268 44.2257404, 12.0464452 44.2257781, 12.0464477 44.225818, 12.046434 44.2258567, 12.0464053 44.225891, 12.0463641 44.2259179)",,,,2
24928216,Piazzale del Lavoro,secondary,True,False,18.084,roundabout,"LINESTRING (12.0460939 44.2258757, 12.0460717 44.2258383, 12.0460659 44.2257978, 12.0460768 44.2257579, 12.0461036 44.2257221)",,,,2
24928216,Piazzale del Lavoro,secondary,True,False,12.706,roundabout,"LINESTRING (12.0463051 44.2256712, 12.0463542 44.2256858, 12.0463959 44.2257094, 12.0464268 44.2257404)",,,,2
24928219,Piazzale del Lavoro,secondary,True,False,71.111,,"LINESTRING (12.0463051 44.2256712, 12.0464565 44.2255895, 12.0465851 44.2254979, 12.0466428 44.2254396, 12.0467504 44.2253309, 12.04683 44.2251718)",,,,
24928216,Piazzale del Lavoro,secondary,True,False,13.877,roundabout,"LINESTRING (12.0463641 44.2259179, 12.0463054 44.2259369, 12.0462412 44.2259408, 12.0461968 44.2259343)",,,,2
884139537,Piazzale del Lavoro,secondary,True,False,12.57,roundabout,"LINESTRING (12.04683 44.2251718, 12.0468097 44.225137, 12.0468003 44.2250999, 12.0468021 44.2250623)",,,,
24065234,Piazzale del Lavoro,secondary,True,False,60.407,,"LINESTRING (12.047051 44.2252627, 12.0466888 44.225518, 12.0466669 44.2255335, 12.0465267 44.2256543)",,,,
884139537,Piazzale del Lavoro,secondary,True,False,21.311,roundabout,"LINESTRING (12.047051 44.2252627, 12.0469977 44.2252595, 12.0469466 44.2252481, 12.0469002 44.225229, 12.0468607 44.2252031, 12.04683 44.2251718)",,,,
24928216,Piazzale del Lavoro,secondary,True,False,17.995,roundabout,"LINESTRING (12.0461036 44.2257221, 12.0461437 44.2256935, 12.0461936 44.2256746, 12.046249 44.225667, 12.0463051 44.2256712)",,,,2
27088235,Corso Giuseppe Mazzini,residential,True,False,133.72,,"LINESTRING (12.0461036 44.2257221, 12.0460456 44.2256921, 12.0459834 44.2256599, 12.0455571 44.2254394, 12.0447459 44.2250153)",30,yes,,
1155775147,Via Caterina Sforza,residential,False,True,34.477,,"LINESTRING (12.0360381 44.2183596, 12.0362333 44.2186363)",,,,
1155775150,Via Caterina Sforza,residential,True,False,19.283,,"LINESTRING (12.0360381 44.2183596, 12.0359432 44.2182744, 12.035859 44.2182519)",,,,
27088235,Corso Giuseppe Mazzini,residential,True,False,41.351,,"LINESTRING (12.0447459 44.2250153, 12.0443325 44.2247905)",30,yes,,
27503838,Via Eugenio Valzania,unclassified,True,False,96.745,,"LINESTRING (12.0447459 44.2250153, 12.044971 44.2247626, 12.0453459 44.2242596)",,,,
30493806,Via Felice Orsini,residential,True,False,80.22900000000001,,"LINESTRING (12.0447459 44.2250153, 12.0446927 44.2250772, 12.044349 44.2252961, 12.0440061 44.2255)",,,,
27088378,Via Giuseppe Pedriali,residential,True,False,21.121,,"LINESTRING (12.0418958 44.2238834, 12.0418305 44.2239597, 12.0417572 44.2240453)",30,permit,,
840203030,Corso Giuseppe Mazzini,residential,True,False,40.196,,"LINESTRING (12.0418958 44.2238834, 12.0418522 44.2238322, 12.0417434 44.2237072, 12.0416214 44.2235802)",30,permit,,
835512309,Piazza del Duomo,residential,False,False,20.316,,"LINESTRING (12.0372882 44.2236093, 12.0374396 44.2234623)",,,,
32390857,Piazza del Duomo,residential,True,False,56.554,,"LINESTRING (12.0372882 44.2236093, 12.0373045 44.2236216, 12.0373195 44.223633, 12.0376726 44.2239008, 12.0376911 44.2239148, 12.0377652 44.2239853)",,,,
48611925,Via Paolo Bentivoglio,residential,False,True,15.089,,"LINESTRING (12.0444924 44.2266821, 12.0445888 44.2267989)",,,,
666145366,Via Paolo Bentivoglio,residential,False,False,56.388999999999996,,"LINESTRING (12.0444924 44.2266821, 12.044462 44.226643, 12.0442787 44.2264076, 12.0441368 44.2262438)",,,,
666145367,Viale Vittorio Veneto,unclassified,True,False,66.427,,"LINESTRING (12.0444924 44.2266821, 12.0445972 44.2266194, 12.0449755 44.2263957, 12.0451351 44.2263016)",,,,
883725620,Via Palazzola,residential,True,False,28.599,,"LINESTRING (12.0412083 44.2264745, 12.0413773 44.2267014)",,,,
27088377,Via Palazzola,residential,True,False,55.731,,"LINESTRING (12.041041 44.2256629, 12.0409071 44.2259269, 12.0409157 44.2260511, 12.0409487 44.2261441)",30,,,
