osmid,oneway,name,highway,reversed,length,geometry,ref,tunnel,lanes,junction,width
166122307,True,Via Roma,secondary,False,87.002,"LINESTRING (17.4529488 40.3903332, 17.4519234 40.3902859)",SP118,,,,
27340661,False,Via Poerio,unclassified,False,33.266,"LINESTRING (17.450996 40.391246, 17.4506034 40.3912366)",,,,,
27340661,False,Via Poerio,unclassified,True,71.719,"LINESTRING (17.450996 40.391246, 17.4518428 40.3912402)",,,,,
219793832,True,Via Regina Margherita,residential,False,34.447,"LINESTRING (17.450996 40.391246, 17.4509819 40.3915556)",,,,,
27340661,False,Via Poerio,unclassified,False,71.719,"LINESTRING (17.4518428 40.3912402, 17.450996 40.391246)",,,,,
27340661,False,Via Poerio,unclassified,True,86.029,"LINESTRING (17.4518428 40.3912402, 17.4528584 40.3912245)",,,,,
131085280,True,Via Bucci,unclassified,False,22.625,"LINESTRING (17.4518428 40.3912402, 17.4518538 40.3910369)",,,,,
27340635,False,Via Nazario Sauro,unclassified,False,54.017,"LINESTRING (17.4528584 40.3912245, 17.4528157 40.3917092)",,,,,
27340635,False,Via Nazario Sauro,unclassified,True,19.522,"LINESTRING (17.4528584 40.3912245, 17.4528646 40.391049)",,,,,
27340661,False,Via Poerio,unclassified,False,86.029,"LINESTRING (17.4528584 40.3912245, 17.4518428 40.3912402)",,,,,
27340661,False,Via Poerio,unclassified,True,55.215,"LINESTRING (17.4528584 40.3912245, 17.4535102 40.3912135)",,,,,
27340662,False,Via Giovanni Pascoli,unclassified,True,65.103,"LINESTRING (17.4449349 40.3909022, 17.4441671 40.3909307)",,,,,
32899749,False,Via Difesola,unclassified,False,59.82,"LINESTRING (17.4449349 40.3909022, 17.444923 40.3903643)",,,,,
32899749,False,Via Difesola,unclassified,True,49.629,"LINESTRING (17.4449349 40.3909022, 17.4449407 40.3913485)",,,,,
286384179,False,Via Ariosto,residential,False,74.703,"LINESTRING (17.4458002 40.3904347, 17.444923 40.3903643)",,,,,
286384180,True,Via Luigi di Savoia,unclassified,False,101.027,"LINESTRING (17.4458002 40.3904347, 17.4457635 40.3908266, 17.4457109 40.3913407)",,,,,
286384179,False,Via Ariosto,residential,False,109.349,"LINESTRING (17.4431736 40.3902448, 17.4418834 40.3902824)",,,,,
286384179,False,Via Ariosto,residential,True,86.63,"LINESTRING (17.4431736 40.3902448, 17.444193 40.3903091)",,,,,
286384183,False,Via Mascagni,unclassified,False,78.646,"LINESTRING (17.4431736 40.3902448, 17.4432248 40.390951)",,,,,
286384183,False,Via Mascagni,unclassified,True,43.176,"LINESTRING (17.4431736 40.3902448, 17.4431432 40.3898572)",,,,,
286384183,False,Via Mascagni,unclassified,False,57.894,"LINESTRING (17.443283 40.3922778, 17.4433172 40.3927978)",,,,,
286384183,False,Via Mascagni,unclassified,True,55.216,"LINESTRING (17.443283 40.3922778, 17.4432617 40.3917815)",,,,,
286548771,False,Via Toscana,unclassified,False,94.475,"LINESTRING (17.443283 40.3922778, 17.4443975 40.3923146)",,,,,
286548771,False,Via Toscana,unclassified,True,108.3,"LINESTRING (17.443283 40.3922778, 17.4420058 40.3923265)",,,,,
219793832,True,Via Regina Margherita,residential,False,37.528,"LINESTRING (17.4509044 40.392536, 17.4508804 40.392873)",,,,,
286377602,False,Via Tripoli,unclassified,True,89.131,"LINESTRING (17.4509044 40.392536, 17.4498521 40.3925221)",,,,,
27340686,False,,unclassified,False,172.764,"LINESTRING (17.4509819 40.3915556, 17.4489433 40.3916124)",,,,,
27340686,False,,unclassified,True,69.828,"LINESTRING (17.4509819 40.3915556, 17.4518064 40.3915517)",,,,,
219793832,True,Via Regina Margherita,residential,False,64.916,"LINESTRING (17.4509819 40.3915556, 17.4509417 40.3921386)",,,,,
27340686,False,,unclassified,False,108.857,"LINESTRING (17.4432617 40.3917815, 17.4419774 40.3918214)",,,,,
27340686,False,,unclassified,True,99.892,"LINESTRING (17.4432617 40.3917815, 17.4444403 40.3917464)",,,,,
286384183,False,Via Mascagni,unclassified,False,55.216,"LINESTRING (17.4432617 40.3917815, 17.443283 40.3922778)",,,,,
286384183,False,Via Mascagni,unclassified,True,44.504000000000005,"LINESTRING (17.4432617 40.3917815, 17.4432515 40.3915675, 17.4432437 40.3913815)",,,,,
286377608,True,Via 24 Maggio,residential,False,48.895,"LINESTRING (17.4454994 40.3933615, 17.4449221 40.3933554)",,,,,
286384180,True,Via Luigi di Savoia,unclassified,False,32.244,"LINESTRING (17.4454994 40.3933615, 17.4454862 40.3936513)",,,,,
286384177,True,Via Don Bosco,unclassified,False,49.07,"LINESTRING (17.4456103 40.3923827, 17.4461891 40.3924031)",,,,,
286384180,True,Via Luigi di Savoia,unclassified,False,109.242,"LINESTRING (17.4456103 40.3923827, 17.4454994 40.3933615)",,,,,
27340686,False,,unclassified,False,51.739,"LINESTRING (17.4456785 40.3917234, 17.4450676 40.3917277)",,,,,
27340686,False,,unclassified,True,47.107,"LINESTRING (17.4456785 40.3917234, 17.4462341 40.3917032)",,,,,
286384180,True,Via Luigi di Savoia,unclassified,False,26.776,"LINESTRING (17.4456785 40.3917234, 17.4456694 40.3919641)",,,,,
286384180,True,Via Luigi di Savoia,unclassified,False,42.643,"LINESTRING (17.4457109 40.3913407, 17.4456785 40.3917234)",,,,,
286399625,False,Via Poerio,unclassified,False,65.234,"LINESTRING (17.4457109 40.3913407, 17.4449407 40.3913485)",,,,,
27340667,False,Via Piave,unclassified,True,31.819,"LINESTRING (17.4511152 40.3935488, 17.450854 40.3933431)",,,,,
286555933,True,Via Piave,unclassified,False,48.323,"LINESTRING (17.4511152 40.3935488, 17.4515072 40.3938646)",,,,,
286377608,True,Via 24 Maggio,residential,False,127.2,"LINESTRING (17.4511152 40.3935488, 17.4496774 40.3934937, 17.4496151 40.3934914)",,,,,
27340696,False,Via Crispi,residential,True,109.937,"LINESTRING (17.4418546 40.3897669, 17.4419072 40.3897866, 17.4431432 40.3898572)",,,,,
286377607,False,Via Sardegna,residential,False,66.517,"LINESTRING (17.4418546 40.3897669, 17.4418861 40.3897209, 17.4422884 40.3892686)",,,,,
286377607,False,Via Sardegna,residential,True,57.434,"LINESTRING (17.4418546 40.3897669, 17.4418478 40.3898347, 17.4418834 40.3902824)",,,,,
286384183,False,Via Mascagni,unclassified,False,43.176,"LINESTRING (17.4431432 40.3898572, 17.4431736 40.3902448)",,,,,
286384183,False,Via Mascagni,unclassified,True,12.479,"LINESTRING (17.4431432 40.3898572, 17.4431338 40.3897452)",,,,,
27340696,False,Via Crispi,residential,False,109.937,"LINESTRING (17.4431432 40.3898572, 17.4419072 40.3897866, 17.4418546 40.3897669)",,,,,
"[286384184, 286384185]",False,"['Via Crispi', 'Vico Isonzo']","['unclassified', 'residential']",False,136.848,"LINESTRING (17.4431432 40.3898572, 17.4442362 40.3899142, 17.444193 40.3903091)",,,,,
286377607,False,Via Sardegna,residential,True,77.736,"LINESTRING (17.4418834 40.3902824, 17.4419371 40.3909803)",,,,,
286384179,False,Via Ariosto,residential,True,109.349,"LINESTRING (17.4418834 40.3902824, 17.4431736 40.3902448)",,,,,
286377607,False,Via Sardegna,residential,False,57.434,"LINESTRING (17.4418834 40.3902824, 17.4418478 40.3898347, 17.4418546 40.3897669)",,,,,
27340686,False,,unclassified,True,108.857,"LINESTRING (17.4419774 40.3918214, 17.4432617 40.3917815)",,,,,
286377607,False,Via Sardegna,residential,False,45.715,"LINESTRING (17.4419774 40.3918214, 17.4419502 40.3914108)",,,,,
286377607,False,Via Sardegna,residential,True,56.216,"LINESTRING (17.4419774 40.3918214, 17.4420058 40.3923265)",,,,,
286377607,False,Via Sardegna,residential,False,56.216,"LINESTRING (17.4420058 40.3923265, 17.4419774 40.3918214)",,,,,
286377607,False,Via Sardegna,residential,True,55.155,"LINESTRING (17.4420058 40.3923265, 17.4420383 40.3928219)",,,,,
286548771,False,Via Toscana,unclassified,False,108.3,"LINESTRING (17.4420058 40.3923265, 17.443283 40.3922778)",,,,,
286377607,False,Via Sardegna,residential,False,47.882,"LINESTRING (17.4419502 40.3914108, 17.4419371 40.3909803)",,,,,
286377607,False,Via Sardegna,residential,True,45.715,"LINESTRING (17.4419502 40.3914108, 17.4419774 40.3918214)",,,,,
286399625,False,Via Poerio,unclassified,True,109.595,"LINESTRING (17.4419502 40.3914108, 17.4432437 40.3913815)",,,,,
27340662,False,Via Giovanni Pascoli,unclassified,False,109.105,"LINESTRING (17.4419371 40.3909803, 17.4432248 40.390951)",,,,,
286377607,False,Via Sardegna,residential,False,77.736,"LINESTRING (17.4419371 40.3909803, 17.4418834 40.3902824)",,,,,
286377607,False,Via Sardegna,residential,True,47.882,"LINESTRING (17.4419371 40.3909803, 17.4419502 40.3914108)",,,,,
286377607,False,Via Sardegna,residential,False,51.657,"LINESTRING (17.4420546 40.3932863, 17.4420383 40.3928219)",,,,,
286377607,False,Via Sardegna,residential,True,62.166,"LINESTRING (17.4420546 40.3932863, 17.4420978 40.3938444)",,,,,
236801002,False,Corso Europa,secondary,False,88.717,"LINESTRING (17.4426692 40.3888351, 17.4435207 40.3892998)",,,,,
236801002,False,Corso Europa,secondary,True,59.622,"LINESTRING (17.4426692 40.3888351, 17.4421062 40.3885132)",,,,,
286377607,False,Via Sardegna,residential,False,124.529,"LINESTRING (17.4426692 40.3888351, 17.4435021 40.3879122)",,,,,
286377607,False,Via Sardegna,residential,True,57.997,"LINESTRING (17.4426692 40.3888351, 17.4422884 40.3892686)",,,,,
39582254,False,Via Fontanelle,unclassified,False,59.269,"LINESTRING (17.44421 40.387146, 17.4435424 40.3869862)",,,,,
39582254,False,Via Fontanelle,unclassified,True,5.44,"LINESTRING (17.44421 40.387146, 17.4442677 40.3871675)",,,,,
286377607,False,Via Sardegna,residential,True,44.967,"LINESTRING (17.44421 40.387146, 17.4439061 40.3874776)",,,,,
530781546,True,Via Luigi di Savoia,unclassified,False,18.667,"LINESTRING (17.4460987 40.387249, 17.4461474 40.3873529, 17.4461679 40.3874083)",SP124,,,,
286384176,False,Piazza Matteotti,unclassified,False,36.463,"LINESTRING (17.4477141 40.3924525, 17.4481441 40.3924691)",,,,,
27340710,True,Corso Vittorio Emanuele,tertiary,False,48.092000000000006,"LINESTRING (17.4477141 40.3924525, 17.4477118 40.3920425, 17.4477124 40.39202)",,,,,
27340686,False,,unclassified,False,86.957,"LINESTRING (17.4477553 40.3916484, 17.4467305 40.3916969)",,,,,
27340686,False,,unclassified,True,100.691,"LINESTRING (17.4477553 40.3916484, 17.4489433 40.3916124)",,,,,
27340710,True,Corso Vittorio Emanuele,tertiary,False,37.683,"LINESTRING (17.4477553 40.3916484, 17.4477766 40.3913099)",,,,,
27340710,True,Corso Vittorio Emanuele,tertiary,False,45.843,"LINESTRING (17.4477766 40.3913099, 17.4478053 40.3908982)",,,,,
286399622,True,Via Poerio,unclassified,False,86.367,"LINESTRING (17.4477766 40.3913099, 17.4467569 40.3913205)",,,,,
"[131085296, 286399645, 286399647]",False,,unclassified,False,32.629999999999995,"LINESTRING (17.4479777 40.3887331, 17.4479424 40.3887228, 17.4477506 40.3886799, 17.4477074 40.3886674, 17.4476089 40.3886492)",,building_passage,,,
286399589,False,Piazza Plebiscito,tertiary,False,16.246,"LINESTRING (17.4479777 40.3887331, 17.4479804 40.3887103, 17.4479951 40.3885876)",,,,,
286399597,False,,tertiary,True,54.122,"LINESTRING (17.4479777 40.3887331, 17.4479377 40.389116, 17.447927 40.3892183)",,,,,
27340727,False,Via Silvio Pellico,residential,False,46.484,"LINESTRING (17.4456694 40.3919641, 17.4462181 40.3919747)",,,,,
286384180,True,Via Luigi di Savoia,unclassified,False,46.815,"LINESTRING (17.4456694 40.3919641, 17.4456103 40.3923827)",,,,,
27340710,True,Corso Vittorio Emanuele,tertiary,False,41.48,"LINESTRING (17.4477124 40.39202, 17.4477553 40.3916484)",,,,,
27340727,False,Via Silvio Pellico,residential,False,93.582,"LINESTRING (17.4477124 40.39202, 17.4488164 40.3920559)",,,,,
27340727,False,Via Silvio Pellico,residential,True,85.197,"LINESTRING (17.4477124 40.39202, 17.4467074 40.3919859)",,,,,
27340727,False,Via Silvio Pellico,residential,False,69.634,"LINESTRING (17.4509417 40.3921386, 17.4517631 40.3921667)",,,,,
219793832,True,Via Regina Margherita,residential,False,44.302,"LINESTRING (17.4509417 40.3921386, 17.4509044 40.392536)",,,,,
27340727,False,Via Silvio Pellico,residential,True,139.81099999999998,"LINESTRING (17.4509417 40.3921386, 17.4500207 40.3920948, 17.4492936 40.3920661)",,,,,
27340727,False,Via Silvio Pellico,residential,False,86.754,"LINESTRING (17.4517631 40.3921667, 17.4527862 40.3922057)",,,,,
27340727,False,Via Silvio Pellico,residential,True,69.634,"LINESTRING (17.4517631 40.3921667, 17.4509417 40.3921386)",,,,,
131085280,True,Via Bucci,unclassified,False,68.483,"LINESTRING (17.4517631 40.3921667, 17.4518064 40.3915517)",,,,,
236801002,False,Corso Europa,secondary,False,59.622,"LINESTRING (17.4421062 40.3885132, 17.4426692 40.3888351)",,,,,
286399657,False,Via Arno,unclassified,False,124.284,"LINESTRING (17.4421062 40.3885132, 17.4429243 40.3875853)",,,,,
39582254,False,Via Fontanelle,unclassified,False,61.186,"LINESTRING (17.4434654 40.3869678, 17.4427526 40.3868783)",,,,,
39582254,False,Via Fontanelle,unclassified,True,6.835,"LINESTRING (17.4434654 40.3869678, 17.4435424 40.3869862)",,,,,
286399657,False,Via Arno,unclassified,True,26.149,"LINESTRING (17.4434654 40.3869678, 17.4432958 40.3871643)",,,,,
32899779,False,Via Flacco,unclassified,False,114.273,"LINESTRING (17.4443975 40.3923146, 17.4443203 40.3933406)",,,,,
32899779,False,Via Flacco,unclassified,True,63.285,"LINESTRING (17.4443975 40.3923146, 17.4444403 40.3917464)",,,,,
286548771,False,Via Toscana,unclassified,True,94.475,"LINESTRING (17.4443975 40.3923146, 17.443283 40.3922778)",,,,,
27340686,False,,unclassified,False,99.892,"LINESTRING (17.4444403 40.3917464, 17.4432617 40.3917815)",,,,,
27340686,False,,unclassified,True,53.167,"LINESTRING (17.4444403 40.3917464, 17.4450676 40.3917277)",,,,,
32899779,False,Via Flacco,unclassified,False,63.285,"LINESTRING (17.4444403 40.3917464, 17.4443975 40.3923146)",,,,,
32899749,False,Via Difesola,unclassified,False,49.629,"LINESTRING (17.4449407 40.3913485, 17.4449349 40.3909022)",,,,,
286399625,False,Via Poerio,unclassified,False,64.209,"LINESTRING (17.4449407 40.3913485, 17.4441828 40.3913636)",,,,,
286399625,False,Via Poerio,unclassified,True,65.234,"LINESTRING (17.4449407 40.3913485, 17.4457109 40.3913407)",,,,,
32899749,False,Via Difesola,unclassified,True,59.82,"LINESTRING (17.444923 40.3903643, 17.4449349 40.3909022)",,,,,
286384179,False,Via Ariosto,residential,False,62.129,"LINESTRING (17.444923 40.3903643, 17.444193 40.3903091)",,,,,
286384179,False,Via Ariosto,residential,True,74.703,"LINESTRING (17.444923 40.3903643, 17.4458002 40.3904347)",,,,,
286377608,True,Via 24 Maggio,residential,False,109.876,"LINESTRING (17.4433514 40.3933169, 17.4420546 40.3932863)",,,,,
286384183,False,Via Mascagni,unclassified,False,62.833,"LINESTRING (17.4433514 40.3933169, 17.4433627 40.3938819)",,,,,
286384183,False,Via Mascagni,unclassified,True,57.794,"LINESTRING (17.4433514 40.3933169, 17.4433172 40.3927978)",,,,,
32899776,False,Via Fratelli Rosselli,unclassified,True,108.341,"LINESTRING (17.4420383 40.3928219, 17.4433172 40.3927978)",,,,,
286377607,False,Via Sardegna,residential,False,55.155,"LINESTRING (17.4420383 40.3928219, 17.4420058 40.3923265)",,,,,
286377607,False,Via Sardegna,residential,True,51.657,"LINESTRING (17.4420383 40.3928219, 17.4420546 40.3932863)",,,,,
32899776,False,Via Fratelli Rosselli,unclassified,False,108.341,"LINESTRING (17.4433172 40.3927978, 17.4420383 40.3928219)",,,,,
286384183,False,Via Mascagni,unclassified,False,57.794,"LINESTRING (17.4433172 40.3927978, 17.4433514 40.3933169)",,,,,
286384183,False,Via Mascagni,unclassified,True,57.894,"LINESTRING (17.4433172 40.3927978, 17.443283 40.3922778)",,,,,
32899779,False,Via Flacco,unclassified,False,63.307,"LINESTRING (17.4443203 40.3933406, 17.4442775 40.393909)",,,,,
32899779,False,Via Flacco,unclassified,True,114.273,"LINESTRING (17.4443203 40.3933406, 17.4443975 40.3923146)",,,,,
286377608,True,Via 24 Maggio,residential,False,82.096,"LINESTRING (17.4443203 40.3933406, 17.4433514 40.3933169)",,,,,
32899779,False,Via Flacco,unclassified,True,49.262,"LINESTRING (17.4442442 40.3943513, 17.4442775 40.393909)",,,,,
32899783,False,Via D'Annunzio,unclassified,False,47.969,"LINESTRING (17.4442442 40.3943513, 17.4448103 40.3943661)",,,,,
32899783,False,Via D'Annunzio,unclassified,True,73.915,"LINESTRING (17.4442442 40.3943513, 17.4433719 40.3943285)",,,,,
32899783,False,Via D'Annunzio,unclassified,False,107.234,"LINESTRING (17.4421064 40.3942954, 17.4433719 40.3943285)",,,,,
286377607,False,Via Sardegna,residential,False,50.154,"LINESTRING (17.4421064 40.3942954, 17.4420978 40.3938444)",,,,,
286377607,False,Via Sardegna,residential,True,80.536,"LINESTRING (17.4421064 40.3942954, 17.4421232 40.3948705, 17.4421554 40.3950175)",,,,,
32899783,False,Via D'Annunzio,unclassified,False,73.915,"LINESTRING (17.4433719 40.3943285, 17.4442442 40.3943513)",,,,,
32899783,False,Via D'Annunzio,unclassified,True,107.234,"LINESTRING (17.4433719 40.3943285, 17.4421064 40.3942954)",,,,,
286384183,False,Via Mascagni,unclassified,True,49.666,"LINESTRING (17.4433719 40.3943285, 17.4433627 40.3938819)",,,,,
32899783,False,Via D'Annunzio,unclassified,True,25.429,"LINESTRING (17.4451104 40.3943739, 17.4448103 40.3943661)",,,,,
286399631,False,Viale Convento,unclassified,False,64.983,"LINESTRING (17.4451104 40.3943739, 17.4447963 40.3949071)",,,,,
286399631,False,Viale Convento,unclassified,True,55.135000000000005,"LINESTRING (17.4451104 40.3943739, 17.4453846 40.3940741, 17.445456 40.3939555)",,,,,
32899783,False,Via D'Annunzio,unclassified,False,25.429,"LINESTRING (17.4448103 40.3943661, 17.4451104 40.3943739)",,,,,
32899783,False,Via D'Annunzio,unclassified,True,47.969,"LINESTRING (17.4448103 40.3943661, 17.4442442 40.3943513)",,,,,
286399632,False,Via Giuseppe Verdi,unclassified,False,49.076,"LINESTRING (17.4448103 40.3943661, 17.4448589 40.3939263)",,,,,
286399632,False,Via Giuseppe Verdi,unclassified,True,60.168,"LINESTRING (17.4448103 40.3943661, 17.4447963 40.3949071)",,,,,
286377608,True,Via 24 Maggio,residential,False,50.992,"LINESTRING (17.4449221 40.3933554, 17.4443203 40.3933406)",,,,,
286399632,False,Via Giuseppe Verdi,unclassified,False,181.411,"LINESTRING (17.4449221 40.3933554, 17.4450676 40.3917277)",,,,,
286399632,False,Via Giuseppe Verdi,unclassified,True,63.707,"LINESTRING (17.4449221 40.3933554, 17.4448589 40.3939263)",,,,,
27340686,False,,unclassified,False,53.167,"LINESTRING (17.4450676 40.3917277, 17.4444403 40.3917464)",,,,,
27340686,False,,unclassified,True,51.739,"LINESTRING (17.4450676 40.3917277, 17.4456785 40.3917234)",,,,,
286399632,False,Via Giuseppe Verdi,unclassified,True,181.411,"LINESTRING (17.4450676 40.3917277, 17.4449221 40.3933554)",,,,,
32899798,False,Via Paisiello,unclassified,False,107.202,"LINESTRING (17.4420978 40.3938444, 17.4433627 40.3938819)",,,,,
286377607,False,Via Sardegna,residential,False,62.166,"LINESTRING (17.4420978 40.3938444, 17.4420546 40.3932863)",,,,,
286377607,False,Via Sardegna,residential,True,50.154,"LINESTRING (17.4420978 40.3938444, 17.4421064 40.3942954)",,,,,
32899798,False,Via Paisiello,unclassified,False,77.53,"LINESTRING (17.4433627 40.3938819, 17.4442775 40.393909)",,,,,
32899798,False,Via Paisiello,unclassified,True,107.202,"LINESTRING (17.4433627 40.3938819, 17.4420978 40.3938444)",,,,,
286384183,False,Via Mascagni,unclassified,False,49.666,"LINESTRING (17.4433627 40.3938819, 17.4433719 40.3943285)",,,,,
286384183,False,Via Mascagni,unclassified,True,62.833,"LINESTRING (17.4433627 40.3938819, 17.4433514 40.3933169)",,,,,
32899779,False,Via Flacco,unclassified,False,49.262,"LINESTRING (17.4442775 40.393909, 17.4442442 40.3943513)",,,,,
32899779,False,Via Flacco,unclassified,True,63.307,"LINESTRING (17.4442775 40.393909, 17.4443203 40.3933406)",,,,,
32899798,False,Via Paisiello,unclassified,False,49.275,"LINESTRING (17.4442775 40.393909, 17.4448589 40.3939263)",,,,,
32899798,False,Via Paisiello,unclassified,True,77.53,"LINESTRING (17.4442775 40.393909, 17.4433627 40.3938819)",,,,,
32899798,False,Via Paisiello,unclassified,False,50.671,"LINESTRING (17.4448589 40.3939263, 17.445456 40.3939555)",,,,,
32899798,False,Via Paisiello,unclassified,True,49.275,"LINESTRING (17.4448589 40.3939263, 17.4442775 40.393909)",,,,,
286399632,False,Via Giuseppe Verdi,unclassified,False,63.707,"LINESTRING (17.4448589 40.3939263, 17.4449221 40.3933554)",,,,,
286399632,False,Via Giuseppe Verdi,unclassified,True,49.076,"LINESTRING (17.4448589 40.3939263, 17.4448103 40.3943661)",,,,,
32899798,False,Via Paisiello,unclassified,True,50.671,"LINESTRING (17.445456 40.3939555, 17.4448589 40.3939263)",,,,,
286399631,False,Viale Convento,unclassified,False,55.135000000000005,"LINESTRING (17.445456 40.3939555, 17.4453846 40.3940741, 17.4451104 40.3943739)",,,,,
286399631,False,Viale Convento,unclassified,True,34.019000000000005,"LINESTRING (17.445456 40.3939555, 17.445477 40.3938777, 17.4454862 40.3936513)",,,,,
286377583,False,Via Principe Umberto,unclassified,False,42.654,"LINESTRING (17.4465696 40.393779, 17.4466126 40.3933968)",,,,,
286377583,False,Via Principe Umberto,unclassified,True,84.438,"LINESTRING (17.4465696 40.393779, 17.4465076 40.3945369)",,,,,
286399627,False,Via Boggio,unclassified,False,51.448,"LINESTRING (17.4465696 40.393779, 17.4471649 40.3938713)",,,,,
286399627,False,Via Boggio,unclassified,True,47.304,"LINESTRING (17.4465696 40.393779, 17.446098 40.3937026, 17.4460224 40.3936941)",,,,,
286377583,False,Via Principe Umberto,unclassified,False,75.023,"LINESTRING (17.4466126 40.3933968, 17.4466529 40.3927228)",,,,,
286377583,False,Via Principe Umberto,unclassified,True,42.654,"LINESTRING (17.4466126 40.3933968, 17.4465696 40.393779)",,,,,
286377608,True,Via 24 Maggio,residential,False,41.434,"LINESTRING (17.4466126 40.3933968, 17.4461236 40.3933848)",,,,,
286377583,False,Via Principe Umberto,unclassified,False,48.825,"LINESTRING (17.4466774 40.3924244, 17.4467074 40.3919859)",,,,,
286377583,False,Via Principe Umberto,unclassified,True,33.245,"LINESTRING (17.4466774 40.3924244, 17.4466529 40.3927228)",,,,,
286384177,True,Via Don Bosco,unclassified,False,49.877,"LINESTRING (17.4466774 40.3924244, 17.4472659 40.3924418)",,,,,
32899810,False,Via Alessandro Volta,unclassified,False,69.911,"LINESTRING (17.4456958 40.3944227, 17.4465076 40.3945369)",,,,,
286377597,False,,unclassified,True,71.799,"LINESTRING (17.4456958 40.3944227, 17.4454144 40.3950318)",,,,,
286377597,False,,unclassified,False,85.64699999999999,"LINESTRING (17.4456958 40.3944227, 17.4459905 40.3937893, 17.4460224 40.3936941)",,,,,
32899810,False,Via Alessandro Volta,unclassified,False,52.289,"LINESTRING (17.4465076 40.3945369, 17.4471148 40.3946222)",,,,,
32899810,False,Via Alessandro Volta,unclassified,True,69.911,"LINESTRING (17.4465076 40.3945369, 17.4456958 40.3944227)",,,,,
286377583,False,Via Principe Umberto,unclassified,False,84.438,"LINESTRING (17.4465076 40.3945369, 17.4465696 40.393779)",,,,,
286377583,False,Via Principe Umberto,unclassified,True,62.055,"LINESTRING (17.4465076 40.3945369, 17.4464582 40.3950937)",,,,,
32899810,False,Via Alessandro Volta,unclassified,True,75.982,"LINESTRING (17.4479971 40.3947463, 17.4471148 40.3946222)",,,,,
32899810,False,Via Alessandro Volta,unclassified,False,75.982,"LINESTRING (17.4471148 40.3946222, 17.4479971 40.3947463)",,,,,
