osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,width,junction,bridge,access,area
147879013,False,Via Guglielmo Marconi,secondary,50,True,156.643,"LINESTRING (10.5378553 45.4678574, 10.5369842 45.4681609, 10.536519 45.4683267, 10.5360606 45.4684901)",,,,,,
485175994,True,Via Guglielmo Marconi,secondary,50,False,26.296,"LINESTRING (10.5378553 45.4678574, 10.5379014 45.4678243, 10.537996 45.4677745, 10.538112 45.4677046)",1,,,,,
68325010,False,Via Nazario Sauro,residential,30,False,46.001000000000005,"LINESTRING (10.5397063 45.467266, 10.5398741 45.4673312, 10.5399579 45.4673745, 10.5400046 45.4673974, 10.5401816 45.4675079)",,,,,,
364744104,True,Via Guglielmo Marconi,secondary,50,False,44.339999999999996,"LINESTRING (10.5397063 45.467266, 10.5395482 45.4673047, 10.5392876 45.4673855, 10.5391724 45.4673961)",1,,,,,
228965333,True,Via Tommaso Dal Molin,unclassified,30,False,16.318,"LINESTRING (10.5440863 45.4675833, 10.5439086 45.4676608)",,4,,,,
32692979,False,Via Angelo Anelli,residential,,False,64.05499999999999,"LINESTRING (10.5440863 45.4675833, 10.5445698 45.467855, 10.54463 45.4679, 10.544684 45.4679703)",,,,,,
402328855,True,Via Guglielmo Marconi,secondary,50,False,3.252,"LINESTRING (10.5419603 45.4669324, 10.5419186 45.4669322)",1,,roundabout,,,
32692981,False,Via Sant'Angela Merici,residential,30,True,76.158,"LINESTRING (10.5387077 45.4682447, 10.5388 45.4683498, 10.5389223 45.4685191, 10.5390578 45.4688359, 10.5390654 45.4688765)",,,,,,
68615697,False,Via Monte Grappa,residential,,False,147.595,"LINESTRING (10.5387077 45.4682447, 10.5386482 45.4682668, 10.5385332 45.4683095, 10.5383361 45.4683831, 10.5382556 45.4684131, 10.5370374 45.468869)",2,6,,,,
1092213647,False,Via Sant'Angela Merici,residential,,False,43.608,"LINESTRING (10.5387077 45.4682447, 10.5386711 45.4681968, 10.5386244 45.4681334, 10.5384355 45.4679022)",,,,,,
32692981,False,Via Sant'Angela Merici,residential,30,False,52.373000000000005,"LINESTRING (10.5398223 45.4703295, 10.5397021 45.4701984, 10.539465 45.4699307)",,,,,,
255909354,False,Via Antonio Gramsci,tertiary,50,False,17.464,"LINESTRING (10.5371415 45.4738709, 10.5369315 45.4738163)",2,,,,,
255909354,False,Via Antonio Gramsci,tertiary,50,True,3.485,"LINESTRING (10.5371415 45.4738709, 10.5371839 45.4738808)",2,,,,,
34269121,False,Via Scavi Romani,residential,,False,147.804,"LINESTRING (10.5371415 45.4738709, 10.537169 45.473827, 10.5374388 45.473397, 10.5378762 45.4726457)",,,,,,
34269121,False,Via Scavi Romani,residential,,True,147.804,"LINESTRING (10.5378762 45.4726457, 10.5374388 45.473397, 10.537169 45.473827, 10.5371415 45.4738709)",,,,,,
62754417,True,Via Crocefisso,residential,,False,95.482,"LINESTRING (10.5378762 45.4726457, 10.5379402 45.4726443, 10.5386272 45.4727169, 10.5387283 45.4723981)",,,,,,
228973784,False,Vicolo Oratorio,residential,,False,50.991,"LINESTRING (10.5387862 45.471313, 10.5387872 45.4712802, 10.5385577 45.4712131, 10.538228 45.4711144)",,,,,,
34269064,False,Molo di Desenzano,residential,,False,34.508,"LINESTRING (10.5409541 45.4714288, 10.5412585 45.4714869, 10.5413844 45.4714989)",,,,,,
"[562027237, 562027238, 237575724, 59344027, 59344030]",False,"['Lungolago Cesare Battisti', 'Via Angelo Anelli']",residential,,False,243.675,"LINESTRING (10.5409541 45.4714288, 10.5409566 45.4711868, 10.5409504 45.4709327, 10.5409468 45.4708071, 10.5409199 45.4704925, 10.5409283 45.4703942, 10.5409443 45.4702069, 10.5409869 45.4700613, 10.5411674 45.4698845, 10.5412989 45.4697207, 10.5417214 45.4694311)",,,,yes,,
237575724,False,Lungolago Cesare Battisti,residential,,True,115.424,"LINESTRING (10.5409541 45.4714288, 10.5408306 45.4716093, 10.5406885 45.4717652, 10.5404867 45.4719321, 10.5402257 45.4721489, 10.5400878 45.4722639)",,,,,,
68325010,False,Via Nazario Sauro,residential,30,True,26.228,"LINESTRING (10.5418534 45.4687564, 10.5415769 45.4686221)",,,,,,
45137849,False,Via Mezzocolle,tertiary,50,True,61.245000000000005,"LINESTRING (10.5332116 45.4694545, 10.5331747 45.4693939, 10.5332417 45.4690796, 10.5332274 45.4689128)",2,6,,,,
147879013,False,Via Guglielmo Marconi,secondary,50,False,127.45799999999998,"LINESTRING (10.5332116 45.4694545, 10.534215 45.4691552, 10.5344519 45.4690434, 10.5346187 45.4689875, 10.5346849 45.4689648)",,,,,,
45137849,False,Via Mezzocolle,tertiary,50,False,61.245000000000005,"LINESTRING (10.5332274 45.4689128, 10.5332417 45.4690796, 10.5331747 45.4693939, 10.5332116 45.4694545)",2,6,,,,
45137849,False,Via Mezzocolle,tertiary,50,True,15.913,"LINESTRING (10.5332274 45.4689128, 10.5332274 45.4688319, 10.5332286 45.4687697)",2,6,,,,
228973783,False,Piazza Feltrinelli,residential,,False,54.462,"LINESTRING (10.5394311 45.4720971, 10.5400878 45.4722639)",,,,,,
1092201868,True,Via Sant'Angela Merici,residential,,False,18.034,"LINESTRING (10.5384355 45.4679022, 10.5383765 45.4678644, 10.5383341 45.4678512, 10.5382382 45.4678213)",,,,,,
1092213647,False,Via Sant'Angela Merici,residential,,True,43.608,"LINESTRING (10.5384355 45.4679022, 10.5386244 45.4681334, 10.5386711 45.4681968, 10.5387077 45.4682447)",,,,,,
62754407,False,Via Scuole,residential,,False,94.147,"LINESTRING (10.5369998 45.4721038, 10.5371954 45.4712683)",,,,,,
62754407,False,Via Scuole,residential,,True,68.459,"LINESTRING (10.5369998 45.4721038, 10.5368165 45.4727059)",,,,,,
209026456,False,Via Aleardi,residential,,False,34.386,"LINESTRING (10.5369998 45.4721038, 10.5365627 45.4720629)",,,,,,
228973828,False,Via Ariosto,residential,,False,47.993,"LINESTRING (10.5369998 45.4721038, 10.537611 45.4721546)",,,,,,
62754410,True,Via Giuseppe Mazzini,residential,,False,9.577,"LINESTRING (10.5386018 45.4716141, 10.5384859 45.4715856)",,4,,,,
68615701,True,Piazza Duomo,residential,,False,36.463,"LINESTRING (10.5386018 45.4716141, 10.5387294 45.471392, 10.5387862 45.471313)",,,,,,
62754416,False,Via Vittorio Veneto,residential,,False,243.07,"LINESTRING (10.5344027 45.4708557, 10.5344694 45.4710442, 10.5350748 45.4725199, 10.5350873 45.4726108, 10.535074 45.4727177, 10.5350109 45.4727901, 10.534821 45.4729001)",,,,,,
68615703,True,Via Murachette,residential,,False,77.949,"LINESTRING (10.5344027 45.4708557, 10.5341765 45.4709373, 10.5338973 45.4710379, 10.5335739 45.4711147, 10.5334851 45.4711246)",,,,,,
62754407,False,Via Scuole,residential,,True,94.147,"LINESTRING (10.5371954 45.4712683, 10.5369998 45.4721038)",,,,,,
62754410,True,Via Giuseppe Mazzini,residential,,False,113.732,"LINESTRING (10.5371954 45.4712683, 10.5361994 45.471007, 10.536117 45.4709398, 10.5360643 45.4708024, 10.5360307 45.4707627)",,4,,,,
34269047,False,Via Antonio Gramsci,tertiary,50,True,53.6,"LINESTRING (10.534821 45.4729001, 10.5352242 45.4732905)",2,,,,,
34269047,False,Via Antonio Gramsci,tertiary,50,False,204.51200000000003,"LINESTRING (10.534821 45.4729001, 10.5334895 45.4717163, 10.5332672 45.4715313, 10.5331849 45.4714628)",2,,,,,
62754416,False,Via Vittorio Veneto,residential,,True,243.07000000000002,"LINESTRING (10.534821 45.4729001, 10.5350109 45.4727901, 10.535074 45.4727177, 10.5350873 45.4726108, 10.5350748 45.4725199, 10.5344694 45.4710442, 10.5344027 45.4708557)",,,,,,
722331637,True,Via Antonio Gramsci,tertiary,50,False,4.462,"LINESTRING (10.5328422 45.4712821, 10.5328369 45.4712624, 10.5328395 45.4712424)",1,,roundabout,,,
