osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,tunnel,junction
293302324,1,Via Dante Alighieri,residential,False,True,65.084,"LINESTRING (17.3602866 40.8380102, 17.3597583 40.8375826)",,,,
665953465,2,Via Roma,tertiary,False,False,23.37,"LINESTRING (17.3602866 40.8380102, 17.3603912 40.8378155)",,,,
665953465,2,Via Roma,tertiary,False,True,22.78,"LINESTRING (17.3602866 40.8380102, 17.360185 40.8382001)",,,,
126755140,1,Via Galatola,residential,True,False,27.456,"LINESTRING (17.360811 40.8370333, 17.3605706 40.8368663)",,,,
665953465,2,Via Roma,tertiary,False,False,42.911,"LINESTRING (17.360811 40.8370333, 17.3610513 40.8366929)",,,,
665953465,2,Via Roma,tertiary,False,True,17.007,"LINESTRING (17.360811 40.8370333, 17.3607349 40.837175)",,,,
672552832,,Via Galatola,residential,True,False,16.828,"LINESTRING (17.360811 40.8370333, 17.3609632 40.8371315)",,,,
665953465,2,Via Roma,tertiary,False,False,9.579,"LINESTRING (17.3613003 40.8363401, 17.3613638 40.8362686)",,,,
665953465,2,Via Roma,tertiary,False,True,22.427,"LINESTRING (17.3613003 40.8363401, 17.3611747 40.836518)",,,,
130652728,2,Via Roma,tertiary,False,False,42.416,"LINESTRING (17.3620255 40.8355559, 17.3624396 40.8353383)",,,,
244061399,2,Corso Garibaldi,tertiary,False,False,24.192,"LINESTRING (17.3620255 40.8355559, 17.362278 40.83566)",,,,
39640651,1,Corso Garibaldi,residential,True,False,39.437,"LINESTRING (17.3620255 40.8355559, 17.361934 40.8355063, 17.3616315 40.835364)",,,,
665953465,2,Via Roma,tertiary,False,True,96.84700000000001,"LINESTRING (17.3620255 40.8355559, 17.3616085 40.836005, 17.3613638 40.8362686)",,,,
130652728,2,Via Roma,tertiary,False,False,29.2,"LINESTRING (17.3631166 40.8349988, 17.3634171 40.8348674)",,,,
130652728,2,Via Roma,tertiary,False,True,23.273,"LINESTRING (17.3631166 40.8349988, 17.3628798 40.835107)",,,,
416970716,,Via Lomascolo,residential,True,False,37.208,"LINESTRING (17.3631166 40.8349988, 17.3634397 40.8352273)",,,,
665952985,1,Corso Vittorio Emanuele,residential,True,False,53.598,"LINESTRING (17.3600379 40.8346272, 17.3599775 40.8346875, 17.359653 40.8350113)",,,,
334596035,,Via Galatola,residential,False,True,49.789,"LINESTRING (17.3587816 40.8356697, 17.3583406 40.8353711)",,,,
992482742,1,Corso Vittorio Emanuele,residential,True,False,18.314,"LINESTRING (17.3587816 40.8356697, 17.3586203 40.8357803)",,,,
293302321,1,Via Mignozzi,residential,True,False,59.163,"LINESTRING (17.3564846 40.8373998, 17.3570076 40.8377555)",,,,
665952984,1,Corso Vittorio Emanuele,residential,True,False,23.289,"LINESTRING (17.3564846 40.8373998, 17.356294 40.8375517)",,,,
293306626,1,Via Montanaro,residential,True,False,60.171,"LINESTRING (17.356112 40.8377008, 17.3566541 40.8380538)",,,,
665952984,1,Corso Vittorio Emanuele,residential,True,False,23.085,"LINESTRING (17.356112 40.8377008, 17.3559234 40.8378516)",,,,
39643331,1,Via De Sanctis,residential,False,False,44.061,"LINESTRING (17.3553224 40.838341, 17.3549203 40.8380871)",,,,
39643331,1,Via De Sanctis,residential,False,True,58.038,"LINESTRING (17.3537919 40.8373749, 17.3543216 40.8377093)",,,,
39643363,2,Via Piave,residential,False,True,50.659,"LINESTRING (17.3537919 40.8373749, 17.3541964 40.8370374)",,,,
