osmid,oneway,name,highway,reversed,length,lanes,geometry,maxspeed,junction,access,bridge,tunnel
60320758,True,Via don Vincenzo Marzo,residential,False,128.725,,"LINESTRING (17.9952995 40.4942426, 17.9967875 40.4944869)",,,,,
60320772,False,Via Brindisi,unclassified,False,10.928,,"LINESTRING (17.9952995 40.4942426, 17.9953289 40.4941469)",,,,,
60320772,False,Via Brindisi,unclassified,True,55.049,,"LINESTRING (17.9952995 40.4942426, 17.9951543 40.4947252)",,,,,
60320779,True,Via Cristoforo Colombo,residential,False,154.441,,"LINESTRING (17.9976149 40.4916268, 17.9993936 40.4919419)",,,,,
60320717,True,Via Spani,residential,False,57.302,1,"LINESTRING (17.9976746 40.4887786, 17.9974156 40.4889421, 17.9972307 40.48916)",,,,,
60320737,False,Via Pisacane,unclassified,True,54.936,,"LINESTRING (17.9981465 40.4952233, 17.9979763 40.4957001)",,,,,
60320783,True,Via Giuseppe Zander,residential,False,130.834,,"LINESTRING (17.9981465 40.4952233, 17.9966356 40.4949698)",,,,,
60320737,False,Via Pisacane,unclassified,False,55.928,,"LINESTRING (17.9981465 40.4952233, 17.9982198 40.4950324, 17.9983319 40.4947405)",,,,,
60320726,True,Via Dante Alighieri,unclassified,False,138.613,1,"LINESTRING (17.9966104 40.4899301, 17.9951376 40.489383)",,,,,
74945934,True,Via Brindisi,residential,False,54.023,,"LINESTRING (17.9966104 40.4899301, 17.9967529 40.4894565)",,,,,
292032025,False,Via Pisacane,residential,True,9.734,,"LINESTRING (17.9994332 40.4918597, 17.9993936 40.4919419)",,,,,
176340232,True,,unclassified,False,31.548000000000002,,"LINESTRING (17.9994332 40.4918597, 17.999445 40.4917598, 17.9994426 40.4916764, 17.9994309 40.4915768)",,,,,
60320729,True,Via Brindisi,residential,False,79.73,,"LINESTRING (17.997124 40.4881526, 17.9972532 40.4875238, 17.9972761 40.4874957, 17.9973075 40.4874546)",,,,,
292047443,True,Via Stazione,residential,False,67.332,,"LINESTRING (17.997124 40.4881526, 17.997391 40.4882149, 17.9978852 40.4883301)",,,,,
908510259,False,Via Brindisi,residential,False,84.09700000000001,,"LINESTRING (17.997124 40.4881526, 17.9970272 40.4885885, 17.996909 40.4888896)",,,,,
60320737,False,Via Pisacane,unclassified,False,80.622,,"LINESTRING (17.9983319 40.4947405, 17.9985316 40.4944096, 17.9986787 40.4940664)",,,,,
60320737,False,Via Pisacane,unclassified,True,55.928,,"LINESTRING (17.9983319 40.4947405, 17.9982198 40.4950324, 17.9981465 40.4952233)",,,,,
60320723,False,,unclassified,False,156.738,2,"LINESTRING (18.0003747 40.4926237, 18.0009636 40.4934272, 18.0012468 40.493867)",,,,,
60320723,False,,unclassified,True,60.004,2,"LINESTRING (18.0003747 40.4926237, 18.0001531 40.4924252, 18.0000084 40.4923584, 17.9998846 40.4923306, 17.9998178 40.492318)",,,,,
135702833,False,Via Maternità,unclassified,True,169.882,2,"LINESTRING (18.0003747 40.4926237, 18.0004239 40.4925176, 18.000631 40.4919329, 18.0008663 40.4912933, 18.0009071 40.4912336, 18.0009686 40.4911708)",30,,,,
60320716,True,Via Brindisi,unclassified,False,35.764,,"LINESTRING (17.9961713 40.4913862, 17.9962658 40.4910727)",,,,,
60320779,True,Via Cristoforo Colombo,residential,False,124.974,,"LINESTRING (17.9961713 40.4913862, 17.9976149 40.4916268)",,,,,
908510259,False,Via Brindisi,residential,True,8.138,,"LINESTRING (17.9968991 40.4889624, 17.996909 40.4888896)",,,,,
292032027,True,Via Mare,residential,False,81.526,,"LINESTRING (17.9989081 40.490936, 17.9984221 40.4903028)",,,,,
908510256,False,Via Mare,residential,True,58.352,,"LINESTRING (17.9989081 40.490936, 17.99926 40.4913874)",,,,,
60320771,True,Via Arimondi,residential,False,35.2,,"LINESTRING (17.9970476 40.4908138, 17.9974526 40.4908869)",,,,,
60320710,False,Via Giuseppe Verdi,residential,True,100.118,,"LINESTRING (17.9987109 40.4927132, 17.9975557 40.492516)",,,,,
60320716,True,Via Brindisi,unclassified,False,23.618,,"LINESTRING (17.9957813 40.4926693, 17.9958433 40.4924622)",,,,,
167308199,True,,unclassified,False,11.012,1,"LINESTRING (17.9994041 40.4915258, 17.9994141 40.491502, 17.999432 40.4914817, 17.9994577 40.4914732, 17.9994935 40.4914655)",,roundabout,,,
176340235,True,,residential,False,19.778,,"LINESTRING (17.9994041 40.4915258, 17.9993685 40.4915047, 17.9993228 40.4914604, 17.99926 40.4913874)",,,,,
60320721,False,Via Cuneo,residential,True,128.961,,"LINESTRING (17.9979763 40.4957001, 17.9964768 40.4954885)",,,,,
60320737,False,Via Pisacane,unclassified,False,54.936,,"LINESTRING (17.9979763 40.4957001, 17.9981465 40.4952233)",,,,,
292047424,True,,residential,False,35.625,,"LINESTRING (17.9972307 40.48916, 17.9968991 40.4889624)",,,,,
292047422,True,Via Mare,residential,False,70.266,,"LINESTRING (17.99788 40.4895543, 17.9972307 40.48916)",,,,,
74946000,True,Via Galileo Galilei,residential,False,90.472,,"LINESTRING (17.99788 40.4895543, 17.9975743 40.4901096, 17.9973024 40.4900646)",,,,,
292047420,True,Via Torino,residential,False,132.666,,"LINESTRING (17.99788 40.4895543, 17.9983298 40.4898395, 17.999179 40.4902163)",,,,,
60320736,True,Via Vanini,residential,False,76.088,1,"LINESTRING (17.9978981 40.4909773, 17.9976149 40.4916268)",,,,,
292047416,False,Via Arimondi,residential,True,38.992,,"LINESTRING (17.9978981 40.4909773, 17.9974526 40.4908869)",,,,,
60320716,True,Via Brindisi,unclassified,False,45.561,,"LINESTRING (17.9959116 40.4922418, 17.9960336 40.4918427)",,,,,
60320710,False,Via Giuseppe Verdi,residential,False,142.334,,"LINESTRING (17.9959116 40.4922418, 17.995959 40.4922497, 17.9975557 40.492516)",,,,,
60320760,True,Via Genova,residential,False,67.644,,"LINESTRING (17.9995781 40.4887173, 17.9994191 40.4893135)",,,,,
292047443,True,Via Stazione,residential,False,60.35,,"LINESTRING (17.9995781 40.4887173, 18.0001114 40.4888309, 18.0002644 40.488866)",,,,,
559504480,False,Via Mesagne,unclassified,True,26.114,2,"LINESTRING (17.9950472 40.4875266, 17.9947964 40.4876636)",,,,,
