osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,ref,tunnel,access,junction
688240717,False,2,Via Diciotto Giugno,tertiary,False,76.44300000000001,"LINESTRING (11.6682921 42.8829218, 11.6680238 42.882584, 11.6678487 42.8823732, 11.6678136 42.8823305)",,,,,
688240717,False,2,Via Diciotto Giugno,tertiary,True,144.77200000000002,"LINESTRING (11.6682921 42.8829218, 11.6683326 42.8829819, 11.6683546 42.8830268, 11.6683745 42.8830739, 11.6683836 42.8831056, 11.6683885 42.8831373, 11.6683875 42.8831635, 11.6683829 42.8831936, 11.6683718 42.883231, 11.6683573 42.8832626, 11.6682235 42.8835346, 11.6682026 42.8835804, 11.6681968 42.8836161, 11.6681992 42.8836488, 11.6682059 42.8836875, 11.6682174 42.883735, 11.6682392 42.8838026, 11.6682692 42.8838701, 11.6683664 42.884106, 11.6683876 42.8841694)",,,,,
1171784993,False,1,Via Primo Maggio,residential,False,49.726000000000006,"LINESTRING (11.6682921 42.8829218, 11.6683354 42.8829044, 11.6683968 42.8828865, 11.6684371 42.882878, 11.6684763 42.882874, 11.668504 42.8828736, 11.6685357 42.8828782, 11.6685693 42.8828895, 11.6685916 42.8829023, 11.6686322 42.8829381, 11.6686708 42.8829718, 11.6686961 42.8829922, 11.6687186 42.8830069, 11.6687442 42.8830186, 11.668764 42.8830246, 11.668782 42.8830283, 11.6688082 42.8830306)",30,,,,
52946022,False,2,Via Amman,residential,False,5.279,"LINESTRING (11.6678136 42.8823305, 11.6678781 42.882326)",,,,,
253624820,False,2,Via Amman,tertiary,False,13.821,"LINESTRING (11.6678136 42.8823305, 11.6677509 42.8823361, 11.6676873 42.8823423, 11.6676457 42.8823479)",,SP81,,,
688240717,False,2,Via Diciotto Giugno,tertiary,True,76.44300000000001,"LINESTRING (11.6678136 42.8823305, 11.6678487 42.8823732, 11.6680238 42.882584, 11.6682921 42.8829218)",,,,,
"[1215535944, 1249447397]",False,2,Via Trento,secondary,False,34.36,"LINESTRING (11.6720023 42.8831745, 11.6721767 42.8830347, 11.6722868 42.8829464)",50,SP18,,,
"[1249447403, 1249447398]",True,1,Via Trento,secondary,False,34.507,"LINESTRING (11.6720023 42.8831745, 11.6718599 42.8833171, 11.6717408 42.8834183)",50,SP18,,,
69421617,True,1,Via Amman,residential,False,23.898000000000003,"LINESTRING (11.6722968 42.8819177, 11.6722508 42.8818533, 11.6722321 42.881838, 11.6722144 42.8818271, 11.672191 42.881819, 11.6721626 42.8818147, 11.672076 42.881803)",,,,,
185749176,True,1,Via Amman,secondary,False,23.847,"LINESTRING (11.6722968 42.8819177, 11.6723182 42.8818464, 11.6723259 42.8818339, 11.6723377 42.8818221, 11.6723562 42.881808, 11.6723849 42.8817939, 11.6724675 42.8817624)",,SP18,,,
69422011,True,1,Via Amman,secondary,False,80.03,"LINESTRING (11.6724675 42.8817624, 11.672736 42.8817352, 11.6730703 42.8817023, 11.6733326 42.8816752, 11.67344 42.8816617)",,SP18,,,
185749188,True,1,Largo Verdi,secondary,False,47.718,"LINESTRING (11.6740102 42.8814933, 11.6739865 42.8815656, 11.6739764 42.8815887, 11.6739643 42.8816054, 11.6739486 42.8816209, 11.6737987 42.8817406, 11.6736792 42.8818365)",50,SP18,,,
1229520326,False,2,Via Gorizia,secondary,False,62.661,"LINESTRING (11.6740102 42.8814933, 11.6741547 42.8811165, 11.6742183 42.8809508)",50,SP18,,,
1249447411,False,2,Via Gorizia,secondary,False,8.391,"LINESTRING (11.6742183 42.8809508, 11.6742444 42.8808778)",50,SP18,,,
1229520325,True,1,Via della Pace,residential,False,52.36,"LINESTRING (11.6742183 42.8809508, 11.6743497 42.8809609, 11.6744062 42.8809612, 11.6744787 42.8809575, 11.6748567 42.8809208)",,,,,
1229520326,False,2,Via Gorizia,secondary,True,62.661,"LINESTRING (11.6742183 42.8809508, 11.6741547 42.8811165, 11.6740102 42.8814933)",50,SP18,,,
27003008,False,2,Via Gorizia,secondary,False,59.786,"LINESTRING (11.6744681 42.8803645, 11.6744988 42.8803277, 11.6745342 42.8802866, 11.6745777 42.8802438, 11.6746337 42.8801959, 11.6746963 42.8801482, 11.6747996 42.8800704, 11.6749498 42.8799616)",50,SP18,,,
27003008,False,2,Via Gorizia,secondary,True,60.023,"LINESTRING (11.6744681 42.8803645, 11.6744188 42.8804432, 11.6743919 42.8804967, 11.6743696 42.8805485, 11.6743381 42.8806278, 11.6742785 42.8807824, 11.6742444 42.8808778)",50,SP18,,,
185866728,False,2,Via Gorizia,secondary,False,157.208,"LINESTRING (11.6766604 42.878733, 11.67674 42.8786758, 11.6771334 42.8783891, 11.6774154 42.8781796, 11.677504 42.8781231, 11.6775723 42.8780853, 11.6776557 42.8780455, 11.6777337 42.8780143, 11.6778082 42.8779908, 11.6778996 42.8779685, 11.6779647 42.8779545, 11.6780421 42.8779451, 11.6781876 42.8779341)",30,SP18,,,
185866744,False,2,Via Adua,residential,False,59.003,"LINESTRING (11.6766604 42.878733, 11.6766258 42.878705, 11.6764673 42.8785765, 11.6762178 42.8783748, 11.6761955 42.8783588, 11.6761671 42.8783458)",,,,,
1093952295,False,2,Via Gorizia,secondary,True,22.345,"LINESTRING (11.6766604 42.878733, 11.6765668 42.8788006, 11.6765294 42.8788276, 11.676465 42.878874)",30,SP18,,,
