osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,bridge,access,tunnel,junction
292266148,False,SP5,Via Matera,tertiary,True,44.208,"LINESTRING (16.7514144 40.5831005, 16.7514703 40.5829205, 16.7515197 40.5827112)",,,,,
769260570,False,,Via Orti,residential,True,34.565,"LINESTRING (16.7514144 40.5831005, 16.7514454 40.5830999, 16.751487 40.5830923, 16.7517768 40.5829639)",,,,,
279806497,False,SPEXSS580,Via Giacomo Matteotti,tertiary,True,19.369,"LINESTRING (16.7572628 40.5759983, 16.7571782 40.5761602)",,,,,
120051863,True,,Via della Pace,residential,False,41.561,"LINESTRING (16.7572628 40.5759983, 16.7574907 40.5757926, 16.7575793 40.5757121)",,,,,
279806497,False,SPEXSS580,Via Giacomo Matteotti,tertiary,False,43.57,"LINESTRING (16.7572628 40.5759983, 16.757318 40.5757366, 16.7573409 40.575611)",,,,,
218809269,False,,Via Roma,tertiary,False,48.471,"LINESTRING (16.7537464 40.5784041, 16.7540268 40.5782657, 16.7541069 40.5782269, 16.7542286 40.5781677)",,,,,
218809269,False,,Via Roma,tertiary,True,67.994,"LINESTRING (16.7537464 40.5784041, 16.753614 40.5784783, 16.7532185 40.578861)",,,,,
279956865,True,,Via Venezia,residential,False,28.453,"LINESTRING (16.7537464 40.5784041, 16.7537995 40.5784398, 16.7539301 40.5786158)",,,,,
279970637,False,,Via Aloisie,residential,True,36.215,"LINESTRING (16.7582379 40.5787809, 16.758511 40.5785298)",,,,,
765370845,True,,Corso Vittorio Emanuele II,residential,False,25.195,"LINESTRING (16.7582379 40.5787809, 16.7584411 40.5789468)",,,,,
196991994,True,SPEXSS580,Corso Vittorio Emanuele II,tertiary,False,55.715,"LINESTRING (16.7563878 40.5776313, 16.7558646 40.5773261)",,,,,
"[765370842, 196991996]",True,,Corso Vittorio Emanuele II,residential,False,47.361000000000004,"LINESTRING (16.7563878 40.5776313, 16.7565901 40.5777629, 16.7568138 40.5779083)",,,,,
140046669,True,,Via Isola Caprera,residential,False,22.631,"LINESTRING (16.7584411 40.5789468, 16.7581873 40.5788815)",,,,,
765370845,True,,Corso Vittorio Emanuele II,residential,False,19.606,"LINESTRING (16.7584411 40.5789468, 16.7586064 40.5790706)",,,,,
130763235,False,,Via Roma,residential,False,8.554,"LINESTRING (16.7531864 40.5789539, 16.7531337 40.5790196)",,,,,
218809269,False,,Via Roma,tertiary,False,10.68,"LINESTRING (16.7531864 40.5789539, 16.7532185 40.578861)",,,,,
1066172777,False,SPex SS580,Via Puglie,tertiary,True,27.142,"LINESTRING (16.7531864 40.5789539, 16.7532357 40.5791951)",,,,,
279956864,False,,Via Generale Massa,residential,False,25.977,"LINESTRING (16.7531864 40.5789539, 16.7532767 40.5789484, 16.75346 40.5788602)",,,,,
279806521,False,,Piazza Nusco,residential,False,26.029,"LINESTRING (16.7553094 40.5766035, 16.7552208 40.5763793)",,,,,
279806521,False,,Piazza Nusco,residential,True,26.245,"LINESTRING (16.7553094 40.5766035, 16.7552887 40.576839)",,,,,
762840972,False,,Via Antonio Costanza,residential,True,29.408,"LINESTRING (16.7553094 40.5766035, 16.7549936 40.5767149)",,,,,
196992002,False,SPex SS580,Piazza Nusco,tertiary,True,13.892,"LINESTRING (16.7558646 40.5773261, 16.7557698 40.5774282)",,,,,
1066172778,True,SPEXSS580,Corso Vittorio Emanuele II,tertiary,False,11.319,"LINESTRING (16.7558646 40.5773261, 16.7557583 40.5772641)",,,,,
768477411,False,,Corso Vittorio Emanuele II,residential,True,21.472,"LINESTRING (16.7606454 40.5815477, 16.7605116 40.5813835)",,,,,
196992002,False,SPex SS580,Piazza Nusco,tertiary,False,13.892,"LINESTRING (16.7557698 40.5774282, 16.7558646 40.5773261)",,,,,
218809269,False,,Via Roma,tertiary,True,42.416,"LINESTRING (16.7557698 40.5774282, 16.7553427 40.5776289)",,,,,
280472345,False,,Via Giuseppe Mazzini,residential,True,22.472,"LINESTRING (16.7546141 40.5779816, 16.7544538 40.5778203)",,,,,
218809269,False,,Via Roma,tertiary,False,38.516999999999996,"LINESTRING (16.7546141 40.5779816, 16.7546616 40.5779626, 16.7549997 40.5777969)",,,,,
218809269,False,,Via Roma,tertiary,True,38.583999999999996,"LINESTRING (16.7546141 40.5779816, 16.7542884 40.578136, 16.7542286 40.5781677)",,,,,
120053332,True,,Via Fornace,residential,False,57.370999999999995,"LINESTRING (16.7519682 40.5809089, 16.7521111 40.5809606, 16.7526164 40.5810572)",,,,,
195207318,False,SP5,Via Matera,tertiary,False,35.59,"LINESTRING (16.7519682 40.5809089, 16.7519728 40.5809918, 16.7519157 40.5812249)",,,,,
422752591,False,SP1,Via Lucania,tertiary,True,36.897999999999996,"LINESTRING (16.7519682 40.5809089, 16.7521067 40.5808517, 16.7523159 40.5807112)",,,,,
762839162,False,SP1,Via Montescaglioso,tertiary,False,50.873999999999995,"LINESTRING (16.7519682 40.5809089, 16.7518063 40.5809597, 16.7516239 40.5809984, 16.7513879 40.5810208)",,,,,
279915099,False,,Piazza Fontana,residential,False,9.724,"LINESTRING (16.7548184 40.5815552, 16.7549221 40.5815932)",,,,,
279915101,False,,Via I Fornace,residential,False,50.556,"LINESTRING (16.7548184 40.5815552, 16.7551881 40.5811976)",,,,,
"[279915098, 769260570]",False,,"['Piazza Fontana', 'Via Orti']",residential,False,100.293,"LINESTRING (16.7548184 40.5815552, 16.7547233 40.5816432, 16.7546265 40.581697, 16.7538357 40.5820507)",,,,,
130763252,False,,Via Foggia,residential,False,50.61,"LINESTRING (16.7512667 40.5813943, 16.7518547 40.5814822)",,,,,
130763252,False,,Via Foggia,residential,True,16.967,"LINESTRING (16.7512667 40.5813943, 16.7510694 40.5813655)",,,,,
247547332,False,,Via Giovanni Valenzano,residential,False,26.91,"LINESTRING (16.7512667 40.5813943, 16.7512048 40.5816317)",40,,,,
130763235,False,,Via Roma,residential,True,39.204,"LINESTRING (16.7519739 40.5804652, 16.7522154 40.5801641)",,,,,
130763244,False,,Via Luigi Einaudi,residential,False,23.28,"LINESTRING (16.7535894 40.5814748, 16.7536547 40.5812714)",,,,,
130763244,False,,Via Luigi Einaudi,residential,True,29.114,"LINESTRING (16.7535894 40.5814748, 16.7535106 40.5817297)",,,,,
769263145,False,,Via Bari,residential,True,43.499,"LINESTRING (16.7535894 40.5814748, 16.753084 40.5813993)",,,,,
120053332,True,,Via Fornace,residential,False,37.309,"LINESTRING (16.7526164 40.5810572, 16.7530406 40.5811509)",,,,,
130763246,False,,Via Enrico De Nicola,residential,True,29.725,"LINESTRING (16.7526164 40.5810572, 16.7525368 40.5813176)",,,,,
130763250,True,,Via Progresso,residential,False,29.272,"LINESTRING (16.7528115 40.5786564, 16.7525205 40.5785134)",,,,,
280472339,True,,Via Gigli,residential,False,29.834,"LINESTRING (16.7528115 40.5786564, 16.7530348 40.5784485)",,,,,
769260570,False,,Via Orti,residential,True,39.979,"LINESTRING (16.7530007 40.5824175, 16.7534056 40.5822312)",,,,,
769263142,False,,Via Patrice Lumumba,residential,True,18.677,"LINESTRING (16.7530007 40.5824175, 16.7527838 40.5823847)",,,,,
769260570,False,,Via Orti,residential,False,91.092,"LINESTRING (16.7530007 40.5824175, 16.752874 40.5824736, 16.7520735 40.5828361)",,,,,
130763246,False,,Via Enrico De Nicola,residential,False,27.806,"LINESTRING (16.7523848 40.5818162, 16.7524592 40.5815726)",,,,,
130763246,False,,Via Enrico De Nicola,residential,True,27.931,"LINESTRING (16.7523848 40.5818162, 16.7523101 40.5820609)",,,,,
292266149,False,,Via Lecce,residential,False,47.116,"LINESTRING (16.7523848 40.5818162, 16.7529305 40.5819044)",,,,,
292266149,False,,Via Lecce,residential,True,51.046,"LINESTRING (16.7523848 40.5818162, 16.7517936 40.5817206)",,,,,
279806521,False,,Piazza Nusco,residential,False,29.606,"LINESTRING (16.7556362 40.5772086, 16.7554182 40.5770001)",,,,,
279806521,False,,Piazza Nusco,residential,True,12.018,"LINESTRING (16.7556362 40.5772086, 16.7557583 40.5772641)",,,,,
130763243,False,,Via Eugenio Curiel,residential,False,50.151,"LINESTRING (16.7510115 40.5823731, 16.7515936 40.5824624)",,,,,
247547332,False,,Via Giovanni Valenzano,residential,False,28.402,"LINESTRING (16.7510115 40.5823731, 16.7509492 40.5826241)",40,,,,
247547332,False,,Via Giovanni Valenzano,residential,True,27.953,"LINESTRING (16.7510115 40.5823731, 16.7510758 40.5821265)",40,,,,
120053332,True,,Via Fornace,residential,False,43.764,"LINESTRING (16.7531521 40.5811755, 16.7536547 40.5812714)",,,,,
130763253,False,,Via Alcide De Gasperi,residential,True,25.541,"LINESTRING (16.7531521 40.5811755, 16.753084 40.5813993)",,,,,
130763246,False,,Via Enrico De Nicola,residential,False,27.931,"LINESTRING (16.7523101 40.5820609, 16.7523848 40.5818162)",,,,,
130763246,False,,Via Enrico De Nicola,residential,True,27.555,"LINESTRING (16.7523101 40.5820609, 16.7522364 40.5823023)",,,,,
292266147,False,,Via Apollo XI,residential,False,47.147,"LINESTRING (16.7523101 40.5820609, 16.752859 40.5821383)",,,,,
292266147,False,,Via Apollo XI,residential,True,50.34,"LINESTRING (16.7523101 40.5820609, 16.7517262 40.5819698)",,,,,
279915106,False,,Via Don Luigi Sturzo,residential,False,49.142,"LINESTRING (16.7515197 40.5827112, 16.7509492 40.5826241)",,,,,
292266148,False,SP5,Via Matera,tertiary,True,28.361,"LINESTRING (16.7515197 40.5827112, 16.7515936 40.5824624)",,,,,
292266148,False,SP5,Via Matera,tertiary,False,44.208,"LINESTRING (16.7515197 40.5827112, 16.7514703 40.5829205, 16.7514144 40.5831005)",,,,,
130763253,False,,Via Alcide De Gasperi,residential,False,25.541,"LINESTRING (16.753084 40.5813993, 16.7531521 40.5811755)",,,,,
130763253,False,,Via Alcide De Gasperi,residential,True,29.104,"LINESTRING (16.753084 40.5813993, 16.7530063 40.5816543)",,,,,
769263145,False,,Via Bari,residential,False,43.499,"LINESTRING (16.753084 40.5813993, 16.7535894 40.5814748)",,,,,
769263145,False,,Via Bari,residential,True,47.096,"LINESTRING (16.753084 40.5813993, 16.7525368 40.5813176)",,,,,
292266149,False,,Via Lecce,residential,True,35.573,"LINESTRING (16.7538357 40.5820507, 16.7534237 40.5819841)",,,,,
769260570,False,,Via Orti,residential,False,41.498,"LINESTRING (16.7538357 40.5820507, 16.7534056 40.5822312)",,,,,
"[769260570, 279915098]",False,,"['Piazza Fontana', 'Via Orti']",residential,True,100.293,"LINESTRING (16.7538357 40.5820507, 16.7546265 40.581697, 16.7547233 40.5816432, 16.7548184 40.5815552)",,,,,
130763246,False,,Via Enrico De Nicola,residential,False,28.228,"LINESTRING (16.7521609 40.5825496, 16.7522364 40.5823023)",,,,,
130763246,False,,Via Enrico De Nicola,residential,True,32.701,"LINESTRING (16.7521609 40.5825496, 16.7520735 40.5828361)",,,,,
769262949,False,,Via Alcide Malagugini,residential,True,48.879,"LINESTRING (16.7521609 40.5825496, 16.7515936 40.5824624)",,,,,
130763244,False,,Via Luigi Einaudi,residential,False,29.224,"LINESTRING (16.7534237 40.5819841, 16.7535106 40.5817297)",,,,,
292266149,False,,Via Lecce,residential,False,35.573,"LINESTRING (16.7534237 40.5819841, 16.7538357 40.5820507)",,,,,
292266149,False,,Via Lecce,residential,True,42.583,"LINESTRING (16.7534237 40.5819841, 16.7529305 40.5819044)",,,,,
120053332,True,,Via Fornace,residential,False,86.383,"LINESTRING (16.7536547 40.5812714, 16.754645 40.5814659)",,,,,
130763244,False,,Via Luigi Einaudi,residential,True,23.28,"LINESTRING (16.7536547 40.5812714, 16.7535894 40.5814748)",,,,,
292266147,False,,Via Apollo XI,residential,True,47.302,"LINESTRING (16.7534056 40.5822312, 16.752859 40.5821383)",,,,,
769260570,False,,Via Orti,residential,False,39.979,"LINESTRING (16.7534056 40.5822312, 16.7530007 40.5824175)",,,,,
769260570,False,,Via Orti,residential,True,41.498,"LINESTRING (16.7534056 40.5822312, 16.7538357 40.5820507)",,,,,
195207318,False,SP5,Via Matera,tertiary,True,28.288,"LINESTRING (16.7517262 40.5819698, 16.7517936 40.5817206)",,,,,
218809241,False,,Via Bologna,residential,True,50.497,"LINESTRING (16.7517262 40.5819698, 16.7511395 40.5818821)",,,,,
292266147,False,,Via Apollo XI,residential,False,50.34,"LINESTRING (16.7517262 40.5819698, 16.7523101 40.5820609)",,,,,
292266148,False,SP5,Via Matera,tertiary,False,27.812,"LINESTRING (16.7517262 40.5819698, 16.7516593 40.5822147)",,,,,
218809049,False,,Via Potenza,residential,False,50.697,"LINESTRING (16.7512048 40.5816317, 16.7517936 40.5817206)",,,,,
247547332,False,,Via Giovanni Valenzano,residential,False,28.384,"LINESTRING (16.7512048 40.5816317, 16.7511395 40.5818821)",40,,,,
247547332,False,,Via Giovanni Valenzano,residential,True,26.91,"LINESTRING (16.7512048 40.5816317, 16.7512667 40.5813943)",40,,,,
130763253,False,,Via Alcide De Gasperi,residential,False,26.7,"LINESTRING (16.752859 40.5821383, 16.7529305 40.5819044)",,,,,
130763253,False,,Via Alcide De Gasperi,residential,True,28.125,"LINESTRING (16.752859 40.5821383, 16.7527838 40.5823847)",,,,,
292266147,False,,Via Apollo XI,residential,False,47.302,"LINESTRING (16.752859 40.5821383, 16.7534056 40.5822312)",,,,,
292266147,False,,Via Apollo XI,residential,True,47.147,"LINESTRING (16.752859 40.5821383, 16.7523101 40.5820609)",,,,,
130763244,False,,Via Luigi Einaudi,residential,False,29.114,"LINESTRING (16.7535106 40.5817297, 16.7535894 40.5814748)",,,,,
130763244,False,,Via Luigi Einaudi,residential,True,29.224,"LINESTRING (16.7535106 40.5817297, 16.7534237 40.5819841)",,,,,
769263144,False,,Via Brindisi,residential,True,43.406,"LINESTRING (16.7535106 40.5817297, 16.7530063 40.5816543)",,,,,
130763269,False,,Via Yuri Gagarin,residential,False,18.409,"LINESTRING (16.750862 40.5820942, 16.7510758 40.5821265)",,,,,
130763252,False,,Via Foggia,residential,True,50.61,"LINESTRING (16.7518547 40.5814822, 16.7512667 40.5813943)",,,,,
195207318,False,SP5,Via Matera,tertiary,False,27.006,"LINESTRING (16.7518547 40.5814822, 16.7517936 40.5817206)",,,,,
195207318,False,SP5,Via Matera,tertiary,True,29.071,"LINESTRING (16.7518547 40.5814822, 16.7519157 40.5812249)",,,,,
769263144,False,,Via Brindisi,residential,False,52.031,"LINESTRING (16.7518547 40.5814822, 16.7524592 40.5815726)",,,,,
188141783,False,,Via Montegrappa,residential,True,23.175,"LINESTRING (16.7573409 40.575611, 16.7570865 40.5755329)",,,,,
279806497,False,SPEXSS580,Via Giacomo Matteotti,tertiary,True,43.57,"LINESTRING (16.7573409 40.575611, 16.757318 40.5757366, 16.7572628 40.5759983)",,,,,
195207318,False,SP5,Via Matera,tertiary,False,29.071,"LINESTRING (16.7519157 40.5812249, 16.7518547 40.5814822)",,,,,
769263143,False,,Via Reggio Emilia,residential,True,35.846,"LINESTRING (16.7519157 40.5812249, 16.751498 40.5811676)",,,,,
769263145,False,,Via Bari,residential,False,53.456,"LINESTRING (16.7519157 40.5812249, 16.7525368 40.5813176)",,,,,
195207318,False,SP5,Via Matera,tertiary,True,35.59,"LINESTRING (16.7519157 40.5812249, 16.7519728 40.5809918, 16.7519682 40.5809089)",,,,,
130763246,False,,Via Enrico De Nicola,residential,False,29.725,"LINESTRING (16.7525368 40.5813176, 16.7526164 40.5810572)",,,,,
130763246,False,,Via Enrico De Nicola,residential,True,29.102,"LINESTRING (16.7525368 40.5813176, 16.7524592 40.5815726)",,,,,
769263145,False,,Via Bari,residential,False,47.096,"LINESTRING (16.7525368 40.5813176, 16.753084 40.5813993)",,,,,
769263145,False,,Via Bari,residential,True,53.456,"LINESTRING (16.7525368 40.5813176, 16.7519157 40.5812249)",,,,,
130763269,False,,Via Yuri Gagarin,residential,True,50.243,"LINESTRING (16.7516593 40.5822147, 16.7510758 40.5821265)",,,,,
