osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,bridge,access,tunnel,junction
292266148,False,SP5,Via Matera,tertiary,False,28.096,"LINESTRING (16.7516593 40.5822147, 16.7515936 40.5824624)",,,,,
292266148,False,SP5,Via Matera,tertiary,True,27.812,"LINESTRING (16.7516593 40.5822147, 16.7517262 40.5819698)",,,,,
769263142,False,,Via Patrice Lumumba,residential,False,49.7,"LINESTRING (16.7516593 40.5822147, 16.7522364 40.5823023)",,,,,
130763246,False,,Via Enrico De Nicola,residential,False,29.102,"LINESTRING (16.7524592 40.5815726, 16.7525368 40.5813176)",,,,,
130763246,False,,Via Enrico De Nicola,residential,True,27.806,"LINESTRING (16.7524592 40.5815726, 16.7523848 40.5818162)",,,,,
769263144,False,,Via Brindisi,residential,False,47.088,"LINESTRING (16.7524592 40.5815726, 16.7530063 40.5816543)",,,,,
769263144,False,,Via Brindisi,residential,True,52.031,"LINESTRING (16.7524592 40.5815726, 16.7518547 40.5814822)",,,,,
130763253,False,,Via Alcide De Gasperi,residential,False,28.125,"LINESTRING (16.7527838 40.5823847, 16.752859 40.5821383)",,,,,
769263142,False,,Via Patrice Lumumba,residential,False,18.677,"LINESTRING (16.7527838 40.5823847, 16.7530007 40.5824175)",,,,,
769263142,False,,Via Patrice Lumumba,residential,True,47.127,"LINESTRING (16.7527838 40.5823847, 16.7522364 40.5823023)",,,,,
130763246,False,,Via Enrico De Nicola,residential,False,27.555,"LINESTRING (16.7522364 40.5823023, 16.7523101 40.5820609)",,,,,
130763246,False,,Via Enrico De Nicola,residential,True,28.228,"LINESTRING (16.7522364 40.5823023, 16.7521609 40.5825496)",,,,,
769263142,False,,Via Patrice Lumumba,residential,False,47.127,"LINESTRING (16.7522364 40.5823023, 16.7527838 40.5823847)",,,,,
769263142,False,,Via Patrice Lumumba,residential,True,49.7,"LINESTRING (16.7522364 40.5823023, 16.7516593 40.5822147)",,,,,
218809241,False,,Via Bologna,residential,False,50.497,"LINESTRING (16.7511395 40.5818821, 16.7517262 40.5819698)",,,,,
247547332,False,,Via Giovanni Valenzano,residential,False,27.703,"LINESTRING (16.7511395 40.5818821, 16.7510758 40.5821265)",40,,,,
247547332,False,,Via Giovanni Valenzano,residential,True,28.384,"LINESTRING (16.7511395 40.5818821, 16.7512048 40.5816317)",40,,,,
130763250,True,,Via Progresso,residential,False,41.22,"LINESTRING (16.7532185 40.578861, 16.7528115 40.5786564)",,,,,
218809269,False,,Via Roma,tertiary,True,10.68,"LINESTRING (16.7532185 40.578861, 16.7531864 40.5789539)",,,,,
218809269,False,,Via Roma,tertiary,False,67.994,"LINESTRING (16.7532185 40.578861, 16.753614 40.5784783, 16.7537464 40.5784041)",,,,,
130763253,False,,Via Alcide De Gasperi,residential,False,29.104,"LINESTRING (16.7530063 40.5816543, 16.753084 40.5813993)",,,,,
130763253,False,,Via Alcide De Gasperi,residential,True,28.537,"LINESTRING (16.7530063 40.5816543, 16.7529305 40.5819044)",,,,,
769263144,False,,Via Brindisi,residential,False,43.406,"LINESTRING (16.7530063 40.5816543, 16.7535106 40.5817297)",,,,,
769263144,False,,Via Brindisi,residential,True,47.088,"LINESTRING (16.7530063 40.5816543, 16.7524592 40.5815726)",,,,,
130763246,False,,Via Enrico De Nicola,residential,False,32.701,"LINESTRING (16.7520735 40.5828361, 16.7521609 40.5825496)",,,,,
769260570,False,,Via Orti,residential,False,28.805,"LINESTRING (16.7520735 40.5828361, 16.7517768 40.5829639)",,,,,
769260570,False,,Via Orti,residential,True,91.092,"LINESTRING (16.7520735 40.5828361, 16.752874 40.5824736, 16.7530007 40.5824175)",,,,,
280472338,False,,Via Zara,residential,False,12.787,"LINESTRING (16.7526912 40.5777338, 16.7525607 40.5776755)",,,,,
762840972,False,,Via Antonio Costanza,residential,False,23.597,"LINESTRING (16.7526912 40.5777338, 16.7529295 40.577623)",,,,,
280472338,False,,Via Zara,residential,True,42.872,"LINESTRING (16.7526912 40.5777338, 16.7528074 40.5778819, 16.7529663 40.5780576)",,,,,
195207318,False,SP5,Via Matera,tertiary,False,28.288,"LINESTRING (16.7517936 40.5817206, 16.7517262 40.5819698)",,,,,
195207318,False,SP5,Via Matera,tertiary,True,27.006,"LINESTRING (16.7517936 40.5817206, 16.7518547 40.5814822)",,,,,
218809049,False,,Via Potenza,residential,True,50.697,"LINESTRING (16.7517936 40.5817206, 16.7512048 40.5816317)",,,,,
292266149,False,,Via Lecce,residential,False,51.046,"LINESTRING (16.7517936 40.5817206, 16.7523848 40.5818162)",,,,,
130763253,False,,Via Alcide De Gasperi,residential,False,28.537,"LINESTRING (16.7529305 40.5819044, 16.7530063 40.5816543)",,,,,
130763253,False,,Via Alcide De Gasperi,residential,True,26.7,"LINESTRING (16.7529305 40.5819044, 16.752859 40.5821383)",,,,,
292266149,False,,Via Lecce,residential,False,42.583,"LINESTRING (16.7529305 40.5819044, 16.7534237 40.5819841)",,,,,
292266149,False,,Via Lecce,residential,True,47.116,"LINESTRING (16.7529305 40.5819044, 16.7523848 40.5818162)",,,,,
130763243,False,,Via Eugenio Curiel,residential,True,50.151,"LINESTRING (16.7515936 40.5824624, 16.7510115 40.5823731)",,,,,
292266148,False,SP5,Via Matera,tertiary,False,28.361,"LINESTRING (16.7515936 40.5824624, 16.7515197 40.5827112)",,,,,
292266148,False,SP5,Via Matera,tertiary,True,28.096,"LINESTRING (16.7515936 40.5824624, 16.7516593 40.5822147)",,,,,
769262949,False,,Via Alcide Malagugini,residential,False,48.879,"LINESTRING (16.7515936 40.5824624, 16.7521609 40.5825496)",,,,,
280472339,True,,Via Gigli,residential,False,23.411,"LINESTRING (16.7532813 40.5782947, 16.7535198 40.5781874)",,,,,
280472338,False,,Via Zara,residential,False,37.797,"LINESTRING (16.7532813 40.5782947, 16.7530196 40.5781247, 16.7529663 40.5780576)",,,,,
130771043,False,,Via Giuseppe Mazzini,residential,True,35.776,"LINESTRING (16.7543989 40.5777716, 16.7541316 40.577522)",,,,,
280472339,True,,Via Gigli,residential,False,22.864,"LINESTRING (16.7543989 40.5777716, 16.7546326 40.5776678)",,,,,
279915111,True,,Via Avola,residential,False,23.009,"LINESTRING (16.7545472 40.5803735, 16.7546682 40.5801881)",,,,,
279915112,True,,Via Gaetano Donizetti,residential,False,36.812,"LINESTRING (16.7545472 40.5803735, 16.7541656 40.5802135)",,,,,
130771043,False,,Via Giuseppe Mazzini,residential,False,41.922,"LINESTRING (16.7538122 40.5772334, 16.7541316 40.577522)",,,,,
130771043,False,,Via Giuseppe Mazzini,residential,True,18.339,"LINESTRING (16.7538122 40.5772334, 16.7536756 40.5771052)",,,,,
762840972,False,,Via Antonio Costanza,residential,False,23.595,"LINESTRING (16.7538122 40.5772334, 16.7540584 40.5771331)",,,,,
762840972,False,,Via Antonio Costanza,residential,True,26.883,"LINESTRING (16.7538122 40.5772334, 16.7535358 40.5773533)",,,,,
130771041,False,,Via Cosenza,residential,False,28.807,"LINESTRING (16.7541656 40.5802135, 16.754339 40.5799904)",,,,,
130771041,False,,Via Cosenza,residential,True,99.019,"LINESTRING (16.7541656 40.5802135, 16.7535992 40.5809932)",,,,,
279915112,True,,Via Gaetano Donizetti,residential,False,21.457,"LINESTRING (16.7541656 40.5802135, 16.7539432 40.5801202)",,,,,
130772912,False,,Via Stromboli,residential,False,46.804,"LINESTRING (16.7540782 40.5810921, 16.7546152 40.5811962)",,,,,
279915111,True,,Via Avola,residential,False,33.831,"LINESTRING (16.7540782 40.5810921, 16.7542561 40.5808195)",,,,,
130771041,False,,Via Cosenza,residential,False,99.019,"LINESTRING (16.7535992 40.5809932, 16.7541656 40.5802135)",,,,,
279915108,True,,Via Stromboli,residential,False,41.92,"LINESTRING (16.7535992 40.5809932, 16.7540782 40.5810921)",,,,,
130772900,False,,Via Montello,residential,False,25.506,"LINESTRING (16.7555856 40.5756999, 16.7557065 40.5754897)",,,,,
130772900,False,,Via Montello,residential,True,22.93,"LINESTRING (16.7555856 40.5756999, 16.7554761 40.5758886)",,,,,
130772910,False,,Via Re Manfredi,residential,False,28.293,"LINESTRING (16.7555856 40.5756999, 16.7558843 40.5758151)",,,,,
130772910,False,,Via Re Manfredi,residential,True,53.686,"LINESTRING (16.7555856 40.5756999, 16.7550187 40.5754815)",,,,,
279916329,False,,Via Francesco Zito,residential,True,107.131,"LINESTRING (16.7597049 40.5770568, 16.7596569 40.5769685, 16.7590933 40.5762135)",,,,,
765376798,False,,,residential,False,175.68,"LINESTRING (16.7597049 40.5770568, 16.7604385 40.5768409, 16.7605283 40.5768323, 16.7605901 40.5768795, 16.76068 40.5773947, 16.7606732 40.5774879, 16.7606591 40.5775517, 16.7606282 40.57763, 16.7605804 40.5777097)",,,,,
"[765376798, 130772919]",False,,Via Tara,residential,True,70.33800000000001,"LINESTRING (16.7597049 40.5770568, 16.7595602 40.5771014, 16.759683 40.5773318, 16.7596449 40.5774036, 16.7595908 40.5774321, 16.7594273 40.5774922)",,,,,
768084744,False,,Via Belledonne,residential,False,107.548,"LINESTRING (16.7597049 40.5770568, 16.7598178 40.5773469, 16.7597718 40.5775983, 16.7600471 40.577952)",,,,,
768088631,False,,Via Giuseppe Garibaldi,residential,False,31.112,"LINESTRING (16.7596598 40.5798148, 16.7598669 40.5800462)",,,,,
768088631,False,,Via Giuseppe Garibaldi,residential,True,49.852,"LINESTRING (16.7596598 40.5798148, 16.7593217 40.5794473)",,,,,
768089892,False,,Via Camelie,residential,True,35.188,"LINESTRING (16.7596598 40.5798148, 16.759814 40.5797395, 16.7600103 40.5796437)",,,,,
120051866,True,SPEXSS580,Via Giacomo Matteotti,tertiary,False,50.756,"LINESTRING (16.756629 40.5771581, 16.7564212 40.5775864)",,,,,
280432604,False,,Via Datteri,residential,False,28.204,"LINESTRING (16.756629 40.5771581, 16.7569505 40.5772267)",,,,,
279970652,False,,Via Giunone,residential,False,69.777,"LINESTRING (16.7592457 40.5785197, 16.7596932 40.5790472)",,,,,
279970652,False,,Via Giunone,residential,True,12.32,"LINESTRING (16.7592457 40.5785197, 16.7591687 40.5784256)",,,,,
280439248,False,,Via Domenico Perrone,residential,False,14.558,"LINESTRING (16.7592457 40.5785197, 16.7591317 40.5786179)",,,,,
130772910,False,,Via Re Manfredi,residential,False,28.788,"LINESTRING (16.7558843 40.5758151, 16.7561883 40.5759322)",,,,,
130772910,False,,Via Re Manfredi,residential,True,28.293,"LINESTRING (16.7558843 40.5758151, 16.7555856 40.5756999)",,,,,
279806498,True,,Via Vittorio Veneto,residential,False,26.971,"LINESTRING (16.7558843 40.5758151, 16.7557462 40.5760338)",,,,,
769255198,False,,Via Noci,residential,True,31.937,"LINESTRING (16.754645 40.5814659, 16.7548835 40.581243)",,,,,
769260572,True,,Piazza Fontana,residential,False,17.693,"LINESTRING (16.754645 40.5814659, 16.7548184 40.5815552)",,,,,
280432572,False,,Via Pistacchi,residential,True,15.523,"LINESTRING (16.75973 40.5781074, 16.7598888 40.5780371)",,,,,
764423693,False,,Via Venere,residential,False,24.311,"LINESTRING (16.75973 40.5781074, 16.7598867 40.5782908)",,,,,
764423693,False,,Via Venere,residential,True,73.145,"LINESTRING (16.75973 40.5781074, 16.7592517 40.577559)",,,,,
768476440,False,,Piazza Orologio,residential,False,33.858,"LINESTRING (16.7599708 40.5807258, 16.7603271 40.5805862)",,,,,
1065886572,True,,Corso Vittorio Emanuele II,residential,False,31.587,"LINESTRING (16.7599708 40.5807258, 16.7601711 40.5809657)",,,,,
280452684,True,,Via Magnolie,residential,False,45.583,"LINESTRING (16.7599708 40.5807258, 16.7597273 40.5808245, 16.7594946 40.5809188)",,,,,
279806497,False,SPEXSS580,Via Giacomo Matteotti,tertiary,False,23.883,"LINESTRING (16.7569012 40.5766892, 16.7570043 40.5764892)",,,,,
