osmid,name,highway,junction,oneway,reversed,length,geometry,lanes,maxspeed,access,service,tunnel
106775167,Piazza Carlo Emanuele Secondo,residential,roundabout,True,False,43.251000000000005,"LINESTRING (7.6884541 45.0664346, 7.6884373 45.0664017, 7.6884264 45.0663746, 7.6884147 45.0663264, 7.6884124 45.0662828, 7.6884195 45.0662378, 7.6884503 45.0661561, 7.6884833 45.0661098, 7.6885254 45.0660676)",,,,,
22907794,Via Roma,residential,,False,True,68.003,"LINESTRING (7.6800355 45.0642161, 7.6801226 45.0643352, 7.6803934 45.0647131, 7.6804275 45.0647614)",2,50,,,
30495198,Via Stampatori,residential,,True,False,80.244,"LINESTRING (7.6775743 45.0713377, 7.6775999 45.0713629, 7.6776252 45.071383, 7.6780019 45.0719519, 7.6780331 45.07198)",,,,,
196549360,Via Antonio Giuseppe Bertola,residential,,True,False,85.306,"LINESTRING (7.6775743 45.0713377, 7.6774608 45.0713786, 7.6770899 45.0715006, 7.6766785 45.071637, 7.6765923 45.0716656)",1,30,,,
170567934,Via Pietro Micca,tertiary,,False,False,96.78200000000001,"LINESTRING (7.6792174 45.0703848, 7.678467 45.0703311, 7.6784219 45.0703275, 7.6783613 45.0703229, 7.6779923 45.0702905)",3,30,,,
914405032,Via Pietro Micca,tertiary,,False,True,72.532,"LINESTRING (7.6792174 45.0703848, 7.6794018 45.0703991, 7.6799258 45.0704405, 7.6801352 45.0704579)",3,30,,,
135856935,Via Venti Settembre,residential,,True,False,10.354,"LINESTRING (7.6817673 45.0688317, 7.6818015 45.0688929, 7.6818171 45.0689179)",,,permissive,,
"[37761137, 646315018]","['Via Santa Teresa', 'Via Maria Vittoria']",residential,,True,False,427.3829999999999,"LINESTRING (7.6817673 45.0688317, 7.6818471 45.0688025, 7.6825529 45.068554, 7.6830484 45.0683749, 7.6835249 45.0682045, 7.6841476 45.0679768, 7.6842266 45.0679494, 7.6842841 45.0679293, 7.6855228 45.0674833, 7.6865228 45.0671282, 7.6866267 45.0671032)",,30,,,
22954013,Via Santa Croce,residential,,True,False,102.099,"LINESTRING (7.6874312 45.0662571, 7.6874938 45.0662349, 7.6878988 45.0660915, 7.6880214 45.06605, 7.6884502 45.0658962, 7.6885686 45.0658495, 7.6885899 45.065841)",,,,,
832189904,Via San Francesco da Paola,residential,,True,False,108.702,"LINESTRING (7.6874312 45.0662571, 7.6868832 45.0654437, 7.6868376 45.065374)",,,,,
316027437,Via San Francesco da Paola,residential,,True,False,55.12,"LINESTRING (7.6880585 45.0671289, 7.6877758 45.0667518, 7.6877456 45.0667085, 7.6877326 45.0666899)",,,,,
318996539,Via San Francesco da Paola,residential,,True,False,147.938,"LINESTRING (7.6868376 45.065374, 7.6868124 45.0653386, 7.6867424 45.0652356, 7.6867029 45.0651784, 7.6864811 45.0648637, 7.686452 45.0648194, 7.6861389 45.0643782, 7.686035 45.0642273, 7.6860263 45.0642116, 7.6860075 45.0641799)",1,30,,,
572748490,Via Giovanni Giolitti,residential,,True,False,98.78200000000001,"LINESTRING (7.6868376 45.065374, 7.6867327 45.0654164, 7.6857774 45.0657453, 7.6857117 45.0657696)",1,30,,,
"[757519121, 757526142]","['Piazza Carlo Emanuele Secondo', 'Via Maria Vittoria']",residential,,True,False,63.383,"LINESTRING (7.6877326 45.0666899, 7.6877754 45.0666743, 7.6882588 45.0665, 7.6884541 45.0664346)",,,,,
832189904,Via San Francesco da Paola,residential,,True,False,53.632,"LINESTRING (7.6877326 45.0666899, 7.6877147 45.0666642, 7.6877016 45.0666453, 7.6874312 45.0662571)",,,,,
"[133960545, 28106605, 133960550]",Via Antonio Giuseppe Bertola,residential,,True,False,92.555,"LINESTRING (7.6822793 45.0697253, 7.682145 45.0697596, 7.6820469 45.069796, 7.6820408 45.0697983, 7.6813831 45.0700264, 7.6813403 45.0700412, 7.681326 45.0700459, 7.6812174 45.070085)",,,,siding,
"[344698387, 133960567]",Via Venti Settembre,residential,,True,False,76.345,"LINESTRING (7.6822793 45.0697253, 7.6823287 45.0698169, 7.68235 45.0698452, 7.6823718 45.0698796, 7.6826939 45.0703459)",,30,permissive,,
22956096,Via Giovanni Virginio,unclassified,,False,False,33.516999999999996,"LINESTRING (7.6885333 45.0698792, 7.6885251 45.0698677, 7.6885169 45.0698564, 7.6883453 45.0696086)",,,,,
"[1218622920, 122700226]",Via Po,tertiary,,False,"[False, True]",62.944,"LINESTRING (7.6882228 45.069435, 7.6881334 45.0694899, 7.6876289 45.0698151)","['1', '2']",50,,,
790794850,Via Giovanni Virginio,unclassified,,False,True,6.662000000000001,"LINESTRING (7.6882228 45.069435, 7.6882409 45.0694609, 7.6882604 45.0694887)",,,,,
220847827,Via Giuseppe Pomba,residential,,False,True,31.741999999999997,"LINESTRING (7.684082 45.0634371, 7.6842218 45.0636564, 7.6842522 45.0636959)",,,,,
1170352353,Via Giambattista Bodoni,residential,,False,True,68.143,"LINESTRING (7.684082 45.0634371, 7.6837852 45.0635503, 7.6835907 45.0636217, 7.6835221 45.063643, 7.6833117 45.0637188)",,,,,
"[1218239048, 139070455]",Via dell'Arsenale,residential,,False,False,13.741,"LINESTRING (7.6765588 45.0637476, 7.6764965 45.06366, 7.6764802 45.0636372)",,,,,
28681097,Via Andrea Doria,residential,,True,False,106.94200000000001,"LINESTRING (7.6857606 45.0638304, 7.6857031 45.0638447, 7.6844997 45.0639113, 7.6844739 45.0639128, 7.6844064 45.0639165)",,,,,
318996538,Via San Francesco da Paola,residential,,True,False,66.546,"LINESTRING (7.6857606 45.0638304, 7.6857339 45.0637938, 7.6854299 45.0633487, 7.6853904 45.0632921)",,30,,,
22907794,Via Roma,residential,,False,False,68.003,"LINESTRING (7.6804275 45.0647614, 7.6803934 45.0647131, 7.6801226 45.0643352, 7.6800355 45.0642161)",2,50,,,
22907794,Via Roma,residential,,False,True,71.187,"LINESTRING (7.6804275 45.0647614, 7.6804709 45.0648182, 7.6808422 45.0653133, 7.6808524 45.0653269)",2,50,,,
28243322,Via Antonio Gramsci,residential,,True,False,108.55,"LINESTRING (7.6804275 45.0647614, 7.6802975 45.0648042, 7.6797668 45.0649886, 7.6792572 45.0651686, 7.6792313 45.0651778, 7.6792051 45.065187, 7.6791879 45.0651931)",,,,,
154409622,Via Venti Settembre,residential,,True,False,145.258,"LINESTRING (7.6791879 45.0651931, 7.6792422 45.0652615, 7.6795705 45.0657035, 7.6796202 45.0657699, 7.6799948 45.0663293, 7.6800168 45.0663605)",,,,,
"[192302050, 604230254]",Via Venti Settembre,residential,,True,False,42.609,"LINESTRING (7.6791879 45.0651931, 7.6791537 45.0652043, 7.679133 45.0652085, 7.6791103 45.0652099, 7.6790891 45.0652095, 7.6790701 45.0652051, 7.6790566 45.0651999, 7.6790439 45.0651921, 7.6790341 45.0651822, 7.6788714 45.0649475)",1,,,,
572748489,Via Accademia Albertina,residential,,False,False,147.47899999999998,"LINESTRING (7.687974 45.0649574, 7.6879659 45.0649456, 7.6879407 45.0649092, 7.6872282 45.0638757, 7.6871893 45.0638181, 7.6871714 45.0637916, 7.687151 45.0637653)",2,50,,,
572748490,Via Giovanni Giolitti,residential,,True,False,100.565,"LINESTRING (7.687974 45.0649574, 7.6879552 45.0649642, 7.6878965 45.0649855, 7.6869244 45.0653384, 7.6868376 45.065374)",1,30,,,
757519120,Via Accademia Albertina,residential,,False,True,109.514,"LINESTRING (7.687974 45.0649574, 7.6880126 45.065013, 7.6880234 45.0650287, 7.6881845 45.0652612, 7.6884311 45.0656133, 7.6885899 45.065841)",2,50,,,
182677999,Via Giuseppe Pomba,residential,,False,False,5.257,"LINESTRING (7.6857117 45.0657696, 7.6856818 45.0657273)",,,,,
220847825,Via Gianbattista Bogino,residential,,True,False,164.789,"LINESTRING (7.6857117 45.0657696, 7.6857559 45.0658332, 7.6865944 45.0670609, 7.6866267 45.0671032)",,,,,
"[192217504, 191213704, 572748490, 531547151, 192217496, 192217498, 192217501]","['Via Giovanni Giolitti', 'Piazza C.L.N.']",residential,,True,False,362.411,"LINESTRING (7.6857117 45.0657696, 7.6856353 45.0658007, 7.6846038 45.0661677, 7.6832928 45.0666559, 7.682596 45.0669206, 7.6825202 45.066949, 7.682466 45.0669701, 7.6824352 45.0669284, 7.6823566 45.0668223, 7.6822264 45.0666464, 7.682183 45.0665878, 7.6820289 45.066374)",1,30,,,building_passage
135856934,Via Vittorio Alfieri,residential,,True,False,109.991,"LINESTRING (7.6808746 45.0675397, 7.680778 45.0675762, 7.6797302 45.0679644, 7.6796326 45.0679967)",,,,,
135856935,Via Venti Settembre,residential,,True,False,159.871,"LINESTRING (7.6808746 45.0675397, 7.6809219 45.0676076, 7.6817355 45.0687769, 7.6817673 45.0688317)",,,permissive,,
135856934,Via Vittorio Alfieri,residential,,True,False,147.168,"LINESTRING (7.6796326 45.0679967, 7.6795539 45.0680239, 7.6786272 45.068363, 7.6780332 45.0685865, 7.6779711 45.0686087)",,,,,
172409588,Via dell'Arsenale,residential,,True,False,73.401,"LINESTRING (7.6796326 45.0679967, 7.679589 45.0679382, 7.6792548 45.0674819, 7.6792026 45.0674106)",,,no,,
