osmid,highway,oneway,reversed,length,geometry,bridge,lanes,ref,name,junction,maxspeed
325056067,residential,False,False,41.457,"LINESTRING (8.2792767 44.3987801, 8.2793704 44.3988518, 8.2796539 44.3990374)",,,,,,
"[325056066, 481152996]",tertiary,False,True,94.49600000000001,"LINESTRING (8.2792767 44.3987801, 8.279151 44.3987014, 8.2784147 44.3981947)",yes,2,,,,
1150359137,secondary,False,False,134.702,"LINESTRING (8.2792767 44.3987801, 8.278968 44.3989731, 8.278555 44.3992096, 8.2779689 44.3995508)",,,SP9,Via Vittorio Veneto,,
1150359137,secondary,False,True,151.496,"LINESTRING (8.2792767 44.3987801, 8.2793583 44.3987227, 8.2794964 44.3985725, 8.2795745 44.3984967, 8.2801381 44.3981353, 8.2802702 44.3980532, 8.2803794 44.398005, 8.2804996 44.3979464, 8.2806144 44.3978902, 8.2806598 44.3978583)",,,SP9,Via Vittorio Veneto,,
85275469,tertiary,False,False,36.106,"LINESTRING (8.2701467 44.4033059, 8.2703517 44.4030161)",,,,Corso Dante Alighieri,,
85275469,tertiary,False,True,19.566,"LINESTRING (8.2701467 44.4033059, 8.2699818 44.4034366)",,,,Corso Dante Alighieri,,
520265889,tertiary,True,False,10.351,"LINESTRING (8.2772904 44.3972813, 8.2772933 44.3972966, 8.2772896 44.3973119, 8.2772794 44.3973256, 8.2772638 44.3973364, 8.2772443 44.3973433, 8.2772228 44.3973456)",,,,,roundabout,
85275469,tertiary,False,True,45.279,"LINESTRING (8.2725393 44.4011255, 8.2720926 44.4013784)",,,,Corso Dante Alighieri,,
85275469,tertiary,False,False,62.286,"LINESTRING (8.2725393 44.4011255, 8.2730933 44.4008137, 8.2731552 44.4007789)",,,,Corso Dante Alighieri,,
80321026,secondary,False,True,48.865,"LINESTRING (8.2753827 44.4007761, 8.2756895 44.400621, 8.2757952 44.4005472, 8.2758586 44.4005001)",,,SP9,Via Vittorio Veneto,,
224039930,residential,False,True,270.395,"LINESTRING (8.2753827 44.4007761, 8.2754116 44.4009328, 8.2754216 44.4013518, 8.2754134 44.4014275, 8.275386 44.4014929, 8.2752568 44.4016652, 8.275106 44.4018222, 8.2749423 44.4020377, 8.2747794 44.4022793, 8.2746789 44.4024633, 8.2744121 44.4030466)",,,,Via Tecchio,,
69903616,unclassified,True,False,78.77600000000001,"LINESTRING (8.2771538 44.3972972, 8.2769884 44.3972222, 8.2763939 44.3968444)",,,,Corso Italia,,
377615614,tertiary,True,False,9.674,"LINESTRING (8.2771538 44.3972972, 8.2771561 44.3972828, 8.2771641 44.3972695, 8.2771772 44.3972584, 8.2771942 44.3972504, 8.2772136 44.3972463, 8.2772339 44.3972464)",,,,,roundabout,
85275469,tertiary,False,True,58.339,"LINESTRING (8.2706752 44.4025451, 8.2703517 44.4030161)",,,,Corso Dante Alighieri,,
85275469,tertiary,False,False,81.447,"LINESTRING (8.2706752 44.4025451, 8.270778 44.4024027, 8.2708697 44.4022687, 8.2709452 44.4021785, 8.2710149 44.4020855, 8.2711096 44.4019827, 8.2711914 44.401915)",,,,Corso Dante Alighieri,,
322231006,unclassified,False,False,110.58000000000001,"LINESTRING (8.2706752 44.4025451, 8.2706398 44.402526, 8.269638 44.4019607, 8.2695829 44.4019287)",,,,Via Guido Ferraro,,
104715121,tertiary,False,False,255.13800000000003,"LINESTRING (8.2753023 44.3998117, 8.2753713 44.3997759, 8.276193 44.3993328, 8.2765044 44.3991713, 8.276736 44.3990266, 8.2769305 44.3989013, 8.277069 44.3988168, 8.2772454 44.3987038, 8.2777991 44.3983713)",,2,,Corso Giuseppe Mazzini,,
520265886,tertiary,True,False,15.538999999999998,"LINESTRING (8.2753023 44.3998117, 8.2753206 44.3998364, 8.2753251 44.3998641, 8.2753151 44.3998912, 8.2752921 44.3999138, 8.2752591 44.3999288)",,,,Corso Giuseppe Mazzini,roundabout,
68875230,residential,True,False,69.408,"LINESTRING (8.2724778 44.4001953, 8.2731061 44.3998292, 8.2731553 44.3998012)",,,,Corso Martiri della Libertà,,
322249306,unclassified,True,False,56.349,"LINESTRING (8.2724778 44.4001953, 8.2724261 44.4001516, 8.272033 44.3998006)",,,,Via Cesare Battisti,,
104715121,tertiary,False,True,255.138,"LINESTRING (8.2777991 44.3983713, 8.2772454 44.3987038, 8.277069 44.3988168, 8.2769305 44.3989013, 8.276736 44.3990266, 8.2765044 44.3991713, 8.276193 44.3993328, 8.2753713 44.3997759, 8.2753023 44.3998117)",,2,,Corso Giuseppe Mazzini,,
325056061,tertiary,True,False,32.692,"LINESTRING (8.2777991 44.3983713, 8.2778687 44.3982837, 8.2780022 44.3981156)",,,,Corso Giuseppe Mazzini,,
68875230,residential,True,False,103.901,"LINESTRING (8.2731553 44.3998012, 8.2734758 44.3996131, 8.2741624 44.3992051)",,,,Corso Martiri della Libertà,,
322249304,unclassified,True,False,85.00800000000001,"LINESTRING (8.2731553 44.3998012, 8.2731973 44.3998398, 8.2733005 44.3999332, 8.2737371 44.4003318, 8.2737759 44.4003658, 8.2738166 44.4004022)",,,,Via Borreani Dagna,,
322249305,unclassified,True,False,56.068999999999996,"LINESTRING (8.2731553 44.3998012, 8.2731181 44.3997698, 8.2727083 44.399411)",,,,Via Borreani Dagna,,
68875230,residential,True,False,43.616,"LINESTRING (8.2714315 44.400787, 8.2718119 44.4005656, 8.2718572 44.4005393)",,,,Corso Martiri della Libertà,,
322250394,unclassified,True,False,55.291999999999994,"LINESTRING (8.2714315 44.400787, 8.2713948 44.4007548, 8.2709943 44.4004001)",,,,Via Umberto Sciutto,,
202438387,residential,True,False,23.85,"LINESTRING (8.2763939 44.3968444, 8.2762143 44.396806, 8.2761084 44.3967784)",,,,,,
441673548,residential,True,False,33.421,"LINESTRING (8.2763939 44.3968444, 8.2763737 44.3967759, 8.2763626 44.3967164, 8.2763721 44.3966747, 8.2764018 44.3966436, 8.2764762 44.3965702)",,,,,,
