osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,bridge,junction,maxspeed
194650395,True,1,SPBS345,Via Guglielmo Marconi,secondary,False,36.631,"LINESTRING (10.1959717 45.6331293, 10.1957531 45.633268, 10.1956203 45.6333487)",,,
194650400,False,2,SPBS345,Via Guglielmo Marconi,secondary,False,150.378,"LINESTRING (10.1959717 45.6331293, 10.1961274 45.6330634, 10.1963251 45.6329882, 10.196663 45.6328768, 10.1972531 45.6326947, 10.1973296 45.6326644, 10.1973999 45.6326366, 10.1974783 45.6325867, 10.1976407 45.6324692)",,,
59231819,False,2,SPBS345,Via Francesco Glisenti,secondary,False,58.70100000000001,"LINESTRING (10.1989011 45.6319176, 10.1991605 45.6316333, 10.19929 45.6314655)",yes,,
316151592,True,1,SPBS345,Via Guglielmo Marconi,secondary,False,38.124,"LINESTRING (10.1989011 45.6319176, 10.198867 45.6319901, 10.198815 45.6320499, 10.198735 45.6320954, 10.1985852 45.6321626)",,,
194650393,True,1,SPBS345,Via Europa,secondary,False,17.26,"LINESTRING (10.1976407 45.6324692, 10.1977225 45.6323249)",,,
194650400,False,2,SPBS345,Via Guglielmo Marconi,secondary,True,150.37800000000001,"LINESTRING (10.1976407 45.6324692, 10.1974783 45.6325867, 10.1973999 45.6326366, 10.1973296 45.6326644, 10.1972531 45.6326947, 10.196663 45.6328768, 10.1963251 45.6329882, 10.1961274 45.6330634, 10.1959717 45.6331293)",,,
136614891,False,2,SPBS345,Via Francesco Glisenti,secondary,True,25.887,"LINESTRING (10.1992428 45.6299558, 10.1992864 45.6301866)",,,
136614891,False,2,SPBS345,Via Francesco Glisenti,secondary,False,236.856,"LINESTRING (10.1992428 45.6299558, 10.1992356 45.6298649, 10.1992352 45.6297171, 10.1992351 45.6296655, 10.1992509 45.6295087, 10.1992875 45.6293409, 10.199342 45.6291913, 10.1999108 45.6279921, 10.1999534 45.627902)",,,
59231791,False,,,Via Francesco Glisenti,unclassified,True,15.357,"LINESTRING (10.1996869 45.6314265, 10.1996631 45.6312894)",,,
59231791,False,,,Via Francesco Glisenti,unclassified,False,42.116,"LINESTRING (10.1996869 45.6314265, 10.199698 45.6315507, 10.1996775 45.631643, 10.1996515 45.6317197, 10.1996158 45.6317979)",,,
59231791,False,,,Via Francesco Glisenti,unclassified,True,42.116,"LINESTRING (10.1996158 45.6317979, 10.1996515 45.6317197, 10.1996775 45.631643, 10.199698 45.6315507, 10.1996869 45.6314265)",,,
"[194650408, 136614897, 136614900]",True,,,"['Via Guglielmo Marconi', 'Via Francesco Glisenti']",unclassified,False,60.293,"LINESTRING (10.1996158 45.6317979, 10.1995506 45.6318531, 10.1994937 45.6318864, 10.1989758 45.6320627, 10.1989552 45.6320696)",yes,,
205693769,False,,,Piazza Venti Settembre,residential,False,48.045,"LINESTRING (10.1996158 45.6317979, 10.1996332 45.6318528, 10.199685 45.6318939, 10.1997575 45.6319186, 10.2000211 45.6319368, 10.2001334 45.6319488)",,,
136614974,False,,,Via Augusto Murri,residential,True,117.61,"LINESTRING (10.1990137 45.6343712, 10.1975013 45.63439)",,,
345018175,False,,,Via Venticinque Aprile,residential,True,54.779,"LINESTRING (10.1990137 45.6343712, 10.1990602 45.6343361, 10.1990958 45.6343077, 10.1991229 45.6342652, 10.1991324 45.6342207, 10.1991347 45.6341793, 10.1990981 45.6340225, 10.1990578 45.6339108)",,,
"[627347217, 253121203]",False,,,Via Venticinque Aprile,residential,False,63.114999999999995,"LINESTRING (10.1990137 45.6343712, 10.1988742 45.6344753, 10.1988542 45.6344903, 10.1987498 45.6345646, 10.1986067 45.6346705, 10.1985699 45.634708, 10.198516 45.6348104)",,,
199807344,False,,,Via Ripe,residential,True,50.80799999999999,"LINESTRING (10.2001334 45.6319488, 10.2001893 45.631929, 10.2002151 45.63189, 10.2002382 45.6318707, 10.2002706 45.631854, 10.2004561 45.6318523, 10.2007234 45.6318605)",,,
205693769,False,,,Piazza Venti Settembre,residential,False,48.282,"LINESTRING (10.2001334 45.6319488, 10.200156 45.632126, 10.2001531 45.6323823)",,,
205693769,False,,,Piazza Venti Settembre,residential,True,48.045,"LINESTRING (10.2001334 45.6319488, 10.2000211 45.6319368, 10.1997575 45.6319186, 10.199685 45.6318939, 10.1996332 45.6318528, 10.1996158 45.6317979)",,,
630288335,False,,,Via Pendezza,residential,False,33.441,"LINESTRING (10.2005017 45.6335842, 10.2004943 45.6338849)",,,
"[214393385, 280348588, 280348589]",False,,,Via Pendezza,residential,True,137.006,"LINESTRING (10.2005017 45.6335842, 10.2004924 45.6335484, 10.2004576 45.6334408, 10.2004437 45.6332797, 10.2004179 45.6331031, 10.2003163 45.632709, 10.2001531 45.6323823)",yes,,
59231820,True,,,Via Vittorio Veneto,tertiary,False,15.497,"LINESTRING (10.1945328 45.6291665, 10.1944519 45.6291258, 10.194407 45.6290636)",,roundabout,
136614891,False,2,SPBS345,Via Francesco Glisenti,secondary,False,30.215,"LINESTRING (10.1993601 45.6304534, 10.1992864 45.6301866)",,,
136614891,False,2,SPBS345,Via Francesco Glisenti,secondary,True,86.645,"LINESTRING (10.1993601 45.6304534, 10.1994914 45.6308359, 10.1994936 45.6310969, 10.1994405 45.6312161)",,,
