osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,bridge,junction,access
76592968,True,1,SR ex SS18,Piazza De Marinis,primary,False,19.635,"LINESTRING (14.7079249 40.7037153, 14.7079597 40.7035407)",,,,
76592963,True,,,Piazza De Marinis,residential,False,36.46,"LINESTRING (14.7079249 40.7037153, 14.7078596 40.7036164, 14.7077318 40.7034219)",,,,
80628708,False,,,Via Capitano Francesco Carillo,residential,True,212.45599999999996,"LINESTRING (14.7119746 40.7010447, 14.7119379 40.7010884, 14.7114027 40.7017259, 14.7111184 40.7021104, 14.710878 40.7025147, 14.7107633 40.7027156)",50,,,
77806567,True,,,Via Matteo Della Corte,residential,False,8.857,"LINESTRING (14.7045152 40.7029898, 14.7046079 40.7030273)",,,,
366090106,True,,,Corso Guglielmo Marconi,tertiary,False,47.059,"LINESTRING (14.7045152 40.7029898, 14.7045749 40.7029078, 14.704785 40.7026193)",,,,
"[152196777, 80727071]",False,,,"['Corso Umberto I', 'Piazza San Francesco']",tertiary,False,78.74600000000001,"LINESTRING (14.7107346 40.6961827, 14.7106644 40.6964532, 14.7105895 40.6966268, 14.710481 40.6965959, 14.7102804 40.6965402)",,,,
641684519,False,2,,Viadotto San Francesco,secondary,False,14.247,"LINESTRING (14.7119893 40.696304, 14.711926 40.6964228)",,yes,,
284842207,True,,,Via Generale Luigi Parisi,tertiary,False,149.036,"LINESTRING (14.704317 40.7005827, 14.7041578 40.7005364, 14.7039844 40.7004949, 14.7037198 40.7004367, 14.7031656 40.7003231, 14.7026085 40.7002475)",,,,
"[353930728, 1046462094]",False,,,"['Piazza Eugenio Abbro', 'Viale Francesco Crispi']",tertiary,False,231.10500000000002,"LINESTRING (14.704317 40.7005827, 14.7043556 40.7005277, 14.7043909 40.7004697, 14.7045555 40.7002126, 14.7046136 40.700148, 14.7047083 40.7000979, 14.7047815 40.7000749, 14.7048488 40.7000699, 14.704911 40.7000766, 14.7050051 40.7001046, 14.705066 40.7001228, 14.7051718 40.7001545, 14.7060712 40.7004493, 14.7061775 40.7002775, 14.7062088 40.7002269, 14.7062939 40.7001019)",,,,
353930728,False,,,Viale Francesco Crispi,tertiary,True,28.484,"LINESTRING (14.704317 40.7005827, 14.704237 40.7007083, 14.7041718 40.700814)",,,,
