osmid,lanes,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,junction
381467029,2,Corso Giacomo Matteotti,primary,False,True,46.681,"LINESTRING (8.9011134 45.6115922, 8.9007408 45.6119213)",,,
180259980,,Via Costalunga,unclassified,True,False,34.049,"LINESTRING (8.9011134 45.6115922, 8.9012926 45.6114627, 8.9014144 45.6113699)",,,
619694773,2,Corso Giacomo Matteotti,primary,False,False,180.25900000000001,"LINESTRING (8.9011134 45.6115922, 8.9015555 45.611111, 8.9020471 45.6106102, 8.902093 45.6105635, 8.9024045 45.6102462)",,,
72613463,,Via Venti Settembre,unclassified,True,False,94.151,"LINESTRING (8.8957561 45.6088639, 8.8962679 45.6080966)",,,
224161297,2,Via Giuseppe Giusti,unclassified,False,False,49.614,"LINESTRING (8.8957561 45.6088639, 8.8951716 45.6086853)",,,
223173175,,Via Giuseppe Giusti,residential,False,False,43.658,"LINESTRING (8.8957561 45.6088639, 8.89572 45.6088958, 8.8955273 45.6092209)",,,
24475851,2,Via Luigi Pomini,unclassified,False,False,108.319,"LINESTRING (8.8965084 45.6144586, 8.8964916 45.6143946, 8.8964688 45.614329, 8.8964104 45.61428, 8.895522 45.6138123)",,,
"[24809641, 77813630, 77813612, 619687078]","['2', '3']",Via Piave,unclassified,False,"[False, True]",348.197,"LINESTRING (8.8965084 45.6144586, 8.8965648 45.6145391, 8.8976705 45.6153639, 8.8986905 45.6161514, 8.8987669 45.6162056, 8.8990167 45.6163843, 8.8995471 45.6167521)",yes,,
"[459665872, 536597570]","['2', '3']",Via Sempione,primary,False,True,112.54100000000001,"LINESTRING (8.8965084 45.6144586, 8.8962656 45.6145805, 8.8961712 45.6146286, 8.8957417 45.6148077, 8.8954698 45.6149089, 8.8952584 45.6149591)",,50,
619687077,4,Corso Giacomo Matteotti,primary,False,False,33.259,"LINESTRING (8.8965084 45.6144586, 8.8967465 45.614359, 8.8968741 45.6143036)",,,
381467027,,Via Damiano Chiesa,unclassified,False,False,98.469,"LINESTRING (8.9018824 45.6079293, 8.9012239 45.6086856)",,,
38447335,2,Corso Giacomo Matteotti,primary,False,True,57.609,"LINESTRING (8.9000783 45.6124899, 8.8996009 45.612886)",,,
24514870,,Viale delle Rimembranze,unclassified,True,False,121.988,"LINESTRING (8.9000783 45.6124899, 8.8998759 45.6124018, 8.8997919 45.6123652, 8.899689 45.6123204, 8.8987469 45.6119101)",,,
38447335,2,Corso Giacomo Matteotti,primary,False,False,81.581,"LINESTRING (8.9000783 45.6124899, 8.9002823 45.6123137, 8.9006511 45.6119907, 8.9007408 45.6119213)",,,
223173174,,Via Egidio Pomini,residential,False,False,123.292,"LINESTRING (8.8955826 45.6106019, 8.8942105 45.6100468)",,,
381467028,,Via Don Luigi Testori,unclassified,False,False,58.986,"LINESTRING (8.8955826 45.6106019, 8.895289 45.611091)",,,
381467028,,Via Don Luigi Testori,unclassified,False,True,94.908,"LINESTRING (8.8955826 45.6106019, 8.8960021 45.6098647, 8.8960346 45.6098091)",,,
181302570,,Via Redipuglia,unclassified,False,False,172.052,"LINESTRING (8.8966906 45.6165099, 8.8951895 45.6159945, 8.8947048 45.6158281)",,,
181302571,,Via Tagliamento,unclassified,False,False,115.89,"LINESTRING (8.8966906 45.6165099, 8.8967553 45.6164676, 8.8968862 45.6163003, 8.8972777 45.6158, 8.8974113 45.6156017)",,,
24475851,2,Via Luigi Pomini,unclassified,False,True,59.894999999999996,"LINESTRING (8.8940482 45.6132773, 8.8944357 45.6133801, 8.8947596 45.6134828)",,,
72613471,,Via Luigi Pomini,unclassified,True,False,153.834,"LINESTRING (8.8940482 45.6132773, 8.8939582 45.6132543, 8.8936854 45.6131845, 8.8936123 45.6131558, 8.8925076 45.6125766, 8.8924059 45.6125233)",,,
381467030,,Via Don Luigi Testori,unclassified,False,True,172.88199999999998,"LINESTRING (8.8940482 45.6132773, 8.8940731 45.6132332, 8.8941763 45.6130503, 8.8945141 45.6124518, 8.8946721 45.6121808, 8.8948373 45.6118972, 8.8948742 45.6118339)",,,
381467028,,Via Don Luigi Testori,unclassified,False,True,88.684,"LINESTRING (8.8948742 45.6118339, 8.895289 45.611091)",,,
24595727,,Via Giuseppe Brambilla,unclassified,False,True,134.319,"LINESTRING (8.8948742 45.6118339, 8.8953372 45.6119246, 8.8959176 45.6120382, 8.8962425 45.6121018, 8.8965367 45.6121606)",,,
381467030,,Via Don Luigi Testori,unclassified,False,False,172.882,"LINESTRING (8.8948742 45.6118339, 8.8948373 45.6118972, 8.8946721 45.6121808, 8.8945141 45.6124518, 8.8941763 45.6130503, 8.8940731 45.6132332, 8.8940482 45.6132773)",,,
97354755,,Via Giuseppe Brambilla,unclassified,False,False,47.657,"LINESTRING (8.8916142 45.610996, 8.8910643 45.610807)",,,
97355897,,Via Adua,unclassified,False,False,96.835,"LINESTRING (8.8916142 45.610996, 8.8921265 45.6102023)",,,
