osmid,oneway,name,highway,reversed,length,geometry,junction,bridge,lanes,ref,maxspeed,access,tunnel
439643806,False,Via Dante Alighieri,residential,True,194.16899999999995,"LINESTRING (9.3216713 45.91961, 9.3216344 45.9195503, 9.3216244 45.9195348, 9.3215496 45.9194602, 9.321494 45.9194114, 9.3214407 45.9193456, 9.3213483 45.9192478, 9.3213079 45.9192059, 9.3210328 45.9189627, 9.3210153 45.9189351, 9.3209917 45.9188876, 9.3209569 45.9188179, 9.3209285 45.9187706, 9.3208751 45.9187027, 9.3208302 45.9186497, 9.3208218 45.9186415, 9.3208078 45.9186278, 9.3207935 45.918614, 9.3207812 45.9186021, 9.320722 45.9185153, 9.3207119 45.9185005, 9.3206279 45.9183637, 9.3204356 45.9181015)",,,,,,,
109752048,False,Via Alessandro Manzoni,residential,False,5.865,"LINESTRING (9.3192406 45.916203, 9.3192025 45.9161574)",,,2,,50,,
"[330298770, 192000716, 192000701]",False,Via Statale,secondary,True,132.952,"LINESTRING (9.3192406 45.916203, 9.3191732 45.9162343, 9.3189327 45.916366, 9.3187614 45.9165059, 9.3185529 45.9167298, 9.3184324 45.9168782, 9.3182938 45.9170299, 9.3182052 45.9171006, 9.3181752 45.9171246)",,yes,2,SP72,50,,
305184396,False,Via Statale,secondary,False,159.89300000000003,"LINESTRING (9.3192406 45.916203, 9.3193182 45.9161627, 9.3200509 45.9157824, 9.3207936 45.9153848, 9.3208877 45.9153344)",,,2,SP72,50,,
"[1180977969, 326293348]",False,Via Alessandro Manzoni,residential,True,56.585,"LINESTRING (9.3192406 45.916203, 9.3193073 45.9163083, 9.3194504 45.916539, 9.3194675 45.9165668, 9.3195247 45.916663, 9.3195288 45.9166707)",,,,,,yes,
110320379,True,Via Plinio il Vecchio,residential,False,190.759,"LINESTRING (9.3130442 45.9172808, 9.3130813 45.9173455, 9.313124 45.9173796, 9.3145904 45.9185703, 9.3146258 45.9185918)",,,,,,,
925741090,False,Via Alessandro Volta,residential,False,26.325,"LINESTRING (9.3130442 45.9172808, 9.3130698 45.9172377, 9.3131216 45.9172025, 9.313169 45.9171715, 9.3132381 45.9171384, 9.3132853 45.9171234)",,,,,50,,
109752060,False,Via Alessandro Volta,residential,True,145.996,"LINESTRING (9.3158752 45.916877, 9.3149963 45.9173138, 9.3143388 45.9176395)",,,,,,,
1103372369,False,Via Alessandro Volta,residential,False,54.865,"LINESTRING (9.3158752 45.916877, 9.3161278 45.9169995, 9.3163984 45.9170925, 9.3164808 45.9171313)",,,,,50,,
1103372369,False,Via Alessandro Volta,residential,True,61.349999999999994,"LINESTRING (9.3158752 45.916877, 9.315578 45.9167278, 9.315377 45.9167021, 9.3151551 45.91671)",,,,,50,,
286046243,False,Via Falk,unclassified,True,41.863,"LINESTRING (9.317539 45.9155672, 9.3177901 45.9159007)",,,,,,,
237167911,False,Via Armando Diaz,residential,True,24.352,"LINESTRING (9.3207071 45.9151561, 9.3208535 45.915286, 9.3208877 45.9153344)",,,,,,,
110249729,False,Via Cosimi Bagnagatti,residential,False,57.14400000000001,"LINESTRING (9.3164808 45.9171313, 9.3164923 45.9171799, 9.3164894 45.9172316, 9.3164193 45.9174336, 9.3163898 45.9174964, 9.3163551 45.9175405, 9.3162759 45.9176101)",,,,,,,
"[928785997, 576400117, 286046247]",False,"['Piazza Indipendenza', 'Via ai Mulini']",residential,False,130.09099999999998,"LINESTRING (9.3164808 45.9171313, 9.3168534 45.9169192, 9.3169559 45.9167709, 9.3169664 45.9167559, 9.3171515 45.9164927, 9.3171803 45.9164517, 9.3172772 45.9163279, 9.317397 45.916175)",,,,,,,
1103372369,False,Via Alessandro Volta,residential,True,54.864999999999995,"LINESTRING (9.3164808 45.9171313, 9.3163984 45.9170925, 9.3161278 45.9169995, 9.3158752 45.916877)",,,,,50,,
286046243,False,Via Falk,unclassified,False,41.863,"LINESTRING (9.3177901 45.9159007, 9.317539 45.9155672)",,,,,,,
"[110249721, 110249739, 110249733]",False,Via ai Mulini,"['residential', 'unclassified']",True,43.112,"LINESTRING (9.3177901 45.9159007, 9.3177678 45.915914, 9.3177342 45.9159356, 9.3176749 45.9159735, 9.3175805 45.916049, 9.3174185 45.9161598, 9.317397 45.916175)",,yes,,,,,
237167911,False,Via Armando Diaz,residential,False,24.352,"LINESTRING (9.3208877 45.9153344, 9.3208535 45.915286, 9.3207071 45.9151561)",,,,,,,
305184396,False,Via Statale,secondary,True,159.89299999999997,"LINESTRING (9.3208877 45.9153344, 9.3207936 45.9153848, 9.3200509 45.9157824, 9.3193182 45.9161627, 9.3192406 45.916203)",,,2,SP72,50,,
1180976941,False,Via Statale,secondary,False,109.255,"LINESTRING (9.3208877 45.9153344, 9.3209154 45.9153174, 9.3220062 45.9147346)",,,2,SP72,50,,
109752060,False,Via Alessandro Volta,residential,False,145.996,"LINESTRING (9.3143388 45.9176395, 9.3149963 45.9173138, 9.3158752 45.916877)",,,,,,,
1044494742,False,,residential,True,40.143,"LINESTRING (9.3135179 45.9198721, 9.3130103 45.919797)",,,,,,,
192000745,False,Via Giulio Cesare,residential,True,175.57100000000003,"LINESTRING (9.3135179 45.9198721, 9.313629 45.9196942, 9.3137231 45.9195401, 9.3137961 45.9193816, 9.3138337 45.9191699, 9.3138729 45.9190265, 9.3139406 45.91895, 9.3139767 45.9189091, 9.3141197 45.9188147, 9.3142736 45.9187408, 9.3146258 45.9185918)",,,,,50,,
110249729,False,Via Cosimi Bagnagatti,residential,False,53.38499999999999,"LINESTRING (9.3158965 45.9179625, 9.3159338 45.9183188, 9.315956 45.9183607, 9.3159972 45.9183898, 9.3160352 45.9184162)",,,,,,,
110249729,False,Via Cosimi Bagnagatti,residential,True,49.015,"LINESTRING (9.3158965 45.9179625, 9.3159291 45.9179249, 9.3159567 45.9178929, 9.3162173 45.9176615, 9.3162759 45.9176101)",,,,,,,
192000745,False,Via Giulio Cesare,residential,False,120.827,"LINESTRING (9.3158965 45.9179625, 9.3158305 45.9179992, 9.3153106 45.9182877, 9.3146258 45.9185918)",,,,,50,,
109752048,False,Via Alessandro Manzoni,residential,True,5.865,"LINESTRING (9.3192025 45.9161574, 9.3192406 45.916203)",,,2,,50,,
109752048,False,Via Alessandro Manzoni,residential,False,154.851,"LINESTRING (9.3192025 45.9161574, 9.3191689 45.9161016, 9.3189494 45.9157368, 9.3185869 45.9150536, 9.3184662 45.9148629)",,,2,,50,,
110320381,True,Via Falk,residential,False,150.28500000000003,"LINESTRING (9.3192025 45.9161574, 9.3189301 45.9162806, 9.3186825 45.9164526, 9.3186558 45.916469, 9.3186281 45.9164802, 9.3185932 45.9164808, 9.3185623 45.9164765, 9.3185159 45.9164559, 9.3183347 45.916321, 9.318159 45.916188, 9.3178215 45.9159255, 9.3177901 45.9159007)",,,,,,,
109752048,False,Via Alessandro Manzoni,residential,True,154.851,"LINESTRING (9.3184662 45.9148629, 9.3185869 45.9150536, 9.3189494 45.9157368, 9.3191689 45.9161016, 9.3192025 45.9161574)",,,2,,50,,
"[286046240, 110320351]",True,"['Via Beata vergine del Fiume', 'Via Falk']",unclassified,False,119.00999999999999,"LINESTRING (9.3184662 45.9148629, 9.318417 45.9148879, 9.3175965 45.9152656, 9.3175454 45.9153142, 9.3176314 45.9154675, 9.317539 45.9155672)",,,,,,,
287505250,False,Piazza IV Novembre,unclassified,True,12.337,"LINESTRING (9.322227 45.9224579, 9.3223378 45.9223781)",,yes,,,,,
"[287505251, 287505252]",False,Piazza IV Novembre,residential,"[False, True]",82.62,"LINESTRING (9.322227 45.9224579, 9.3221819 45.9224208, 9.3221585 45.9224022, 9.3221251 45.9223898, 9.3220695 45.9223905, 9.3220305 45.9223975, 9.3220078 45.9223916, 9.3219932 45.9223699, 9.3219907 45.9223622, 9.3219734 45.9223087, 9.3219473 45.9222223, 9.3219198 45.9221628, 9.3217653 45.9219916, 9.3216611 45.9218957)",,,,,,,
192000745,False,Via Giulio Cesare,residential,False,175.571,"LINESTRING (9.3146258 45.9185918, 9.3142736 45.9187408, 9.3141197 45.9188147, 9.3139767 45.9189091, 9.3139406 45.91895, 9.3138729 45.9190265, 9.3138337 45.9191699, 9.3137961 45.9193816, 9.3137231 45.9195401, 9.313629 45.9196942, 9.3135179 45.9198721)",,,,,50,,
192000745,False,Via Giulio Cesare,residential,True,120.827,"LINESTRING (9.3146258 45.9185918, 9.3153106 45.9182877, 9.3158305 45.9179992, 9.3158965 45.9179625)",,,,,50,,
752142936,False,,residential,False,52.428,"LINESTRING (9.3146258 45.9185918, 9.3150306 45.9187561, 9.3152112 45.9188294)",,,,,,,
222042841,False,Via Alessandro Volta,residential,True,99.88300000000001,"LINESTRING (9.3151551 45.91671, 9.3151203 45.9167236, 9.3148484 45.9168363, 9.3145957 45.9169324, 9.3140376 45.9171598)",,,,,,,
1103372369,False,Via Alessandro Volta,residential,False,61.349999999999994,"LINESTRING (9.3151551 45.91671, 9.315377 45.9167021, 9.315578 45.9167278, 9.3158752 45.916877)",,,,,50,,
1103372369,False,Via Alessandro Volta,residential,True,17.905,"LINESTRING (9.3151551 45.91671, 9.315038 45.9167041, 9.31493 45.9166786)",,,,,50,,
222042841,False,Via Alessandro Volta,residential,False,99.88300000000001,"LINESTRING (9.3140376 45.9171598, 9.3145957 45.9169324, 9.3148484 45.9168363, 9.3151203 45.9167236, 9.3151551 45.91671)",,,,,,,
285196346,False,Via San Zenone,residential,False,64.96199999999999,"LINESTRING (9.321777 45.9185828, 9.3218129 45.9184381, 9.3217606 45.9182998, 9.3217496 45.9182707, 9.3217585 45.9181876, 9.3217931 45.9180807, 9.3218449 45.9180191)",,,,,,,
331307984,False,Via Risorgimento,residential,True,9.978,"LINESTRING (9.3196688 45.9181165, 9.3195644 45.9181692)",,,,,,,
226747748,True,Via Cesare Battisti,residential,False,224.839,"LINESTRING (9.3196688 45.9181165, 9.3196587 45.9181894, 9.319663 45.9182678, 9.3196291 45.9183403, 9.319608 45.9184226, 9.3196033 45.918493, 9.3196511 45.9185832, 9.319664 45.9186457, 9.3196897 45.918753, 9.319734 45.9189536, 9.3198543 45.9193922, 9.3198706 45.9194726, 9.3198916 45.9195245, 9.319929 45.9195895, 9.3199827 45.9196691, 9.3200539 45.9197528, 9.3201088 45.9198153, 9.3201683 45.9198949, 9.3202045 45.9199493, 9.3202489 45.9200541)",,,,,,,
"[331307984, 144470820, 144470805]",False,"['Via risorgimento', 'Via Risorgimento', 'Piazza della Repubblica']",residential,False,53.138,"LINESTRING (9.3196688 45.9181165, 9.319805 45.9180473, 9.3199612 45.9179779, 9.3200844 45.9179227, 9.3202411 45.9178525)",,yes,,,,,
109752063,False,Via Risorgimento,residential,False,19.223,"LINESTRING (9.3162761 45.9196861, 9.316381 45.9196295, 9.3164129 45.9196134, 9.3164736 45.9195812)",,,,,,,
109752063,False,Via Risorgimento,residential,True,134.424,"LINESTRING (9.3162761 45.9196861, 9.3160161 45.9198039, 9.3157563 45.9199452, 9.3152397 45.9202366, 9.3149056 45.9204278)",,,,,,,
287045290,True,Via Oliveti,residential,False,69.34400000000001,"LINESTRING (9.3162761 45.9196861, 9.3162914 45.919702, 9.3163078 45.9197769, 9.31631 45.9197863, 9.3163519 45.9199541, 9.3163683 45.920035, 9.316372 45.9201095, 9.3163694 45.9201652, 9.3163647 45.9202112, 9.3163621 45.9202363, 9.3163472 45.9203011)",,,,,,,
109752063,False,Via Risorgimento,residential,False,109.64,"LINESTRING (9.3164736 45.9195812, 9.3165306 45.9195414, 9.3166077 45.9194951, 9.3176567 45.919042)",,,,,,,
109752063,False,Via Risorgimento,residential,True,19.223,"LINESTRING (9.3164736 45.9195812, 9.3164129 45.9196134, 9.316381 45.9196295, 9.3162761 45.9196861)",,,,,,,
110249729,False,Via Cosimi Bagnagatti,residential,False,49.015,"LINESTRING (9.3162759 45.9176101, 9.3162173 45.9176615, 9.3159567 45.9178929, 9.3159291 45.9179249, 9.3158965 45.9179625)",,,,,,,
110249729,False,Via Cosimi Bagnagatti,residential,True,57.144000000000005,"LINESTRING (9.3162759 45.9176101, 9.3163551 45.9175405, 9.3163898 45.9174964, 9.3164193 45.9174336, 9.3164894 45.9172316, 9.3164923 45.9171799, 9.3164808 45.9171313)",,,,,,,
"[226857618, 226857619, 226857622]",True,Via Sottopassaggio,residential,False,282.843,"LINESTRING (9.3162759 45.9176101, 9.3165118 45.9177845, 9.3166054 45.9178864, 9.3167783 45.9180784, 9.3167975 45.9181135, 9.315794 45.9188767, 9.3157892 45.9189268, 9.3159957 45.9190638, 9.3163438 45.9192909, 9.3164254 45.9194846, 9.3164736 45.9195812)",,,,,,,yes
287785488,False,Via Fratelli Pini Garibaldini,residential,False,43.426,"LINESTRING (9.3205663 45.9171929, 9.3211022 45.9170766)",,,,,,,
1180976941,False,Via Statale,secondary,True,109.255,"LINESTRING (9.3220062 45.9147346, 9.3209154 45.9153174, 9.3208877 45.9153344)",,,2,SP72,50,,
287459158,True,Via Tommaso Grossi,tertiary,False,46.707,"LINESTRING (9.32204 45.9155495, 9.3225089 45.9152849)",,,,,,,
284993160,True,Via Tommaso Grossi,residential,False,23.637,"LINESTRING (9.32204 45.9155495, 9.3222286 45.915498, 9.322329 45.9155138)",,,,,,,
37912269,True,Via Emanuele Vittorio Parodi,tertiary,False,79.93299999999999,"LINESTRING (9.322329 45.9155138, 9.3222543 45.9156545, 9.3221185 45.915899, 9.3220573 45.9160257, 9.3219998 45.9161449, 9.3219736 45.9161886)",,,,,,,
331307984,False,Via Risorgimento,residential,False,9.978,"LINESTRING (9.3195644 45.9181692, 9.3196688 45.9181165)",,,,,,,
286020323,True,Via Camillo Benso Conte di Cavour,residential,False,164.80699999999996,"LINESTRING (9.3195644 45.9181692, 9.3195135 45.9181363, 9.3194157 45.9180731, 9.3191543 45.9179704, 9.3190735 45.9179603, 9.3190107 45.9178996, 9.3189662 45.9178655, 9.3189356 45.9177857, 9.3187798 45.9176277, 9.318635 45.9175667, 9.31858 45.9175376, 9.3185771 45.91753, 9.3185413 45.9174928, 9.3183468 45.9172208, 9.3182976 45.9171796, 9.3182865 45.9171644, 9.3181752 45.9171246)",,,,,20,,
"[331307985, 109752063]",False,Via Risorgimento,residential,True,176.626,"LINESTRING (9.3195644 45.9181692, 9.3194912 45.9182037, 9.3193554 45.9182676, 9.3191362 45.9183675, 9.3190232 45.9184191, 9.3185215 45.9186478, 9.3182824 45.9187568, 9.3176567 45.919042)",,,,,,,
"[330298770, 192000716, 192000701]",False,Via Statale,secondary,False,132.952,"LINESTRING (9.3181752 45.9171246, 9.3182052 45.9171006, 9.3182938 45.9170299, 9.3184324 45.9168782, 9.3185529 45.9167298, 9.3187614 45.9165059, 9.3189327 45.916366, 9.3191732 45.9162343, 9.3192406 45.916203)",,yes,2,SP72,50,,
"[330298769, 330298770, 752142933]",False,Via Statale,secondary,True,219.567,"LINESTRING (9.3181752 45.9171246, 9.3181608 45.9171361, 9.3179961 45.9172493, 9.3169466 45.9178155, 9.3167005 45.9179637, 9.3166496 45.9179943, 9.3164594 45.9181088, 9.3160352 45.9184162)",,,2,SP72,50,,
"[286335897, 286335898, 286335893, 286335895]",False,Via Fra Bernardo da Mandello,residential,"[False, True]",96.283,"LINESTRING (9.315311 45.914909, 9.3152686 45.9149562, 9.3152376 45.9150038, 9.3152355 45.915007, 9.315192 45.9150684, 9.3151588 45.9151272, 9.3151421 45.9151466, 9.3150578 45.9152443, 9.3149736 45.9153385, 9.3149386 45.9153758, 9.3148367 45.9154844, 9.3146807 45.9156537)",,,1,,,,
1103372368,True,Via al Campo Sportivo,residential,False,7.215999999999999,"LINESTRING (9.315311 45.914909, 9.3153137 45.9149235, 9.3153508 45.9149529, 9.3153652 45.9149578)",,,,,50,,
286046244,True,Via al Campo Sportivo,residential,False,210.064,"LINESTRING (9.3153652 45.9149578, 9.3153857 45.9149649, 9.3154489 45.914966, 9.3154968 45.914966, 9.3155295 45.9149693, 9.3155625 45.9149842, 9.317397 45.916175)",,,,,50,,
286335890,False,Via al Meria,residential,False,27.063999999999997,"LINESTRING (9.3153652 45.9149578, 9.315323 45.9150072, 9.3153115 45.9150244, 9.3152917 45.9150542, 9.3152657 45.9150933, 9.315253 45.9151384, 9.3152572 45.9151834)",,,,,50,,
286335885,True,Via al Meria,residential,False,173.859,"LINESTRING (9.3152572 45.9151834, 9.3152662 45.9152137, 9.3152577 45.9152469, 9.3152394 45.9152814, 9.3151517 45.9154161, 9.3151299 45.9154545, 9.3151001 45.9155047, 9.3150615 45.9155696, 9.3149788 45.9157063, 9.3149272 45.9157803, 9.3149045 45.9158147, 9.3148822 45.9158705, 9.3148729 45.9159075, 9.3148713 45.9159366, 9.3148711 45.9159933, 9.3149038 45.9161125, 9.3149354 45.9162138, 9.3149503 45.9162804, 9.3149719 45.916357, 9.314993 45.9164341, 9.3149959 45.9164735, 9.3149772 45.9165189, 9.314942 45.9166411, 9.31493 45.9166786)",,,1,,50,,
286335890,False,Via al Meria,residential,True,27.064,"LINESTRING (9.3152572 45.9151834, 9.315253 45.9151384, 9.3152657 45.9150933, 9.3152917 45.9150542, 9.3153115 45.9150244, 9.315323 45.9150072, 9.3153652 45.9149578)",,,,,50,,
286335892,True,Via Fra Bernardo da Mandello,residential,False,135.882,"LINESTRING (9.3146807 45.9156537, 9.3146633 45.9156726, 9.3145063 45.9158481, 9.3144283 45.9159385, 9.3143627 45.9160211, 9.314264 45.9161094, 9.3141006 45.9162781, 9.3140837 45.9163054, 9.3140872 45.9163298, 9.3140968 45.9163665, 9.3140999 45.9163987, 9.3141821 45.9166877, 9.3141888 45.9167031, 9.3141995 45.9167457)",,,1,,,,
"[286335897, 286335898, 286335893, 286335895]",False,Via Fra Bernardo da Mandello,residential,"[False, True]",96.28299999999999,"LINESTRING (9.3146807 45.9156537, 9.3148367 45.9154844, 9.3149386 45.9153758, 9.3149736 45.9153385, 9.3150578 45.9152443, 9.3151421 45.9151466, 9.3151588 45.9151272, 9.315192 45.9150684, 9.3152355 45.915007, 9.3152376 45.9150038, 9.3152686 45.9149562, 9.315311 45.914909)",,,1,,,,
286046249,False,Via Alessandro Volta,residential,True,57.614000000000004,"LINESTRING (9.31493 45.9166786, 9.314906 45.9166729, 9.3147783 45.9166702, 9.3145458 45.916693, 9.3144198 45.9167155, 9.3142281 45.9167492, 9.3141995 45.9167457)",,,,,50,,
1103372369,False,Via Alessandro Volta,residential,False,17.905,"LINESTRING (9.31493 45.9166786, 9.315038 45.9167041, 9.3151551 45.91671)",,,,,50,,
286046249,False,Via Alessandro Volta,residential,False,57.614000000000004,"LINESTRING (9.3141995 45.9167457, 9.3142281 45.9167492, 9.3144198 45.9167155, 9.3145458 45.916693, 9.3147783 45.9166702, 9.314906 45.9166729, 9.31493 45.9166786)",,,,,50,,
"[286046249, 925741090]",False,Via Alessandro Volta,residential,True,83.161,"LINESTRING (9.3141995 45.9167457, 9.3141118 45.9167867, 9.3140148 45.9168294, 9.3138469 45.9169218, 9.3137262 45.9169912, 9.3136086 45.9170459, 9.3135078 45.9170722, 9.3133334 45.917108, 9.3132853 45.9171234)",,,,,50,,
295696071,False,Piazza Sacro Cuore,residential,False,12.343,"LINESTRING (9.3185529 45.9203832, 9.3185436 45.9203753, 9.3185338 45.9203686, 9.3184907 45.9203486, 9.3184556 45.9202991)",,,,,,,
295696071,False,Piazza Sacro Cuore,residential,True,11.199,"LINESTRING (9.3185529 45.9203832, 9.3185853 45.9203627, 9.3186156 45.9203461, 9.3186317 45.9203374, 9.3186662 45.9203207)",,,,,,,
295696072,False,Via della Costituzione,tertiary,True,89.14699999999998,"LINESTRING (9.3185529 45.9203832, 9.3184388 45.9204518, 9.3184192 45.9204636, 9.3183546 45.9205027, 9.3181928 45.9206041, 9.3178499 45.9208237, 9.3178281 45.9208385, 9.3177841 45.9208684, 9.3177329 45.9209131, 9.317716 45.9209321)",,,,,50,,
287132091,False,Via don Giovanni Bosco,residential,True,96.963,"LINESTRING (9.317716 45.9209321, 9.3177951 45.9209787, 9.3178117 45.9209913, 9.3178912 45.9210515, 9.3180467 45.9211466, 9.3181989 45.9212381, 9.3183333 45.9213235, 9.3184461 45.9213949, 9.3184745 45.9214129, 9.3186452 45.9215166)",,,2,,,,
295696072,False,Via della Costituzione,tertiary,False,89.14699999999999,"LINESTRING (9.317716 45.9209321, 9.3177329 45.9209131, 9.3177841 45.9208684, 9.3178281 45.9208385, 9.3178499 45.9208237, 9.3181928 45.9206041, 9.3183546 45.9205027, 9.3184192 45.9204636, 9.3184388 45.9204518, 9.3185529 45.9203832)",,,,,50,,
295696072,False,Via della Costituzione,tertiary,True,115.501,"LINESTRING (9.317716 45.9209321, 9.3176945 45.9209562, 9.3176606 45.9209997, 9.3176546 45.9210103, 9.3176265 45.9210596, 9.3175874 45.9211221, 9.3174857 45.9212949, 9.3174003 45.9214359, 9.3172929 45.9216163, 9.3171605 45.9218221, 9.3171206 45.921884)",,,,,50,,
287505261,False,Via Giacomo Leopardi,residential,True,145.03500000000003,"LINESTRING (9.3171206 45.921884, 9.3172054 45.9219255, 9.3172546 45.9219496, 9.3173663 45.9219963, 9.3176551 45.9221154, 9.3178537 45.9222006, 9.3181645 45.922334, 9.3183871 45.9224295, 9.318544 45.9225162, 9.3185787 45.9225354, 9.3186356 45.9225815, 9.3186274 45.9226179)",,,,,,,
287505262,False,Via Giacomo Leopardi,residential,False,131.61400000000003,"LINESTRING (9.3171206 45.921884, 9.3170083 45.921843, 9.3169925 45.9218362, 9.3167702 45.921741, 9.316531 45.9216347, 9.3164299 45.9215925, 9.3164036 45.9215815, 9.3163785 45.921571, 9.3159923 45.9214103, 9.3158725 45.9213592, 9.3157859 45.9213244, 9.3157545 45.921308, 9.3156718 45.9212647)",,,,,,,
295696072,False,Via della Costituzione,tertiary,False,115.501,"LINESTRING (9.3171206 45.921884, 9.3171605 45.9218221, 9.3172929 45.9216163, 9.3174003 45.9214359, 9.3174857 45.9212949, 9.3175874 45.9211221, 9.3176265 45.9210596, 9.3176546 45.9210103, 9.3176606 45.9209997, 9.3176945 45.9209562, 9.317716 45.9209321)",,,,,50,,
295696072,False,Via della Costituzione,tertiary,True,71.015,"LINESTRING (9.3171206 45.921884, 9.317078 45.9219502, 9.3170591 45.9219796, 9.3169557 45.9221492, 9.3168412 45.9223419, 9.3168066 45.9223996, 9.3167631 45.9224722)",,,,,50,,
295696072,False,Via della Costituzione,tertiary,False,61.050999999999995,"LINESTRING (9.3163664 45.9229465, 9.3163951 45.9229092, 9.3163965 45.9229075, 9.3164549 45.9228397, 9.3165392 45.9227455, 9.3166831 45.9225774, 9.3167062 45.9225495, 9.3167347 45.922515, 9.3167504 45.9224912, 9.3167631 45.9224722)",,,,,50,,
287045307,False,Via Francesco Petrarca,residential,False,62.836000000000006,"LINESTRING (9.3167631 45.9224722, 9.3168275 45.9225195, 9.3168954 45.9225557, 9.3169677 45.922603, 9.3170086 45.922629, 9.3170979 45.9226857, 9.3172114 45.9227541, 9.3172709 45.9227817, 9.3173365 45.922802, 9.3173426 45.9228039, 9.3173983 45.9228136)",,,,,,,
