osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,access,tunnel,junction,width
704355374,False,Corso Antonio Gramsci,tertiary,30,False,7.066,"LINESTRING (15.8953311 41.2658379, 15.8954156 41.2658358)",,,,,
26617400,True,Via Pasquale Fornari,residential,30,False,85.24099999999999,"LINESTRING (15.8953311 41.2658379, 15.895292 41.2659281, 15.8950291 41.2665701)",,,,,
704355374,False,Corso Antonio Gramsci,tertiary,30,True,70.069,"LINESTRING (15.8953311 41.2658379, 15.8946412 41.2657425, 15.8945066 41.2657239)",,,,,
195271455,True,Viale di Levante,secondary,30,False,43.969,"LINESTRING (15.9040315 41.2607508, 15.9041166 41.2607366, 15.9042626 41.2607556, 15.9043338 41.2607648, 15.9044302 41.2607591, 15.9045404 41.2607202)",,,,,
"[704374708, 675598716]",False,Viale di Levante,secondary,30,True,72.661,"LINESTRING (15.9040315 41.2607508, 15.9039376 41.2607359, 15.903181 41.2606157)",,,,,
"[678498249, 554114900]",True,Viale Giuseppe Di Vittorio,tertiary,30,False,41.581,"LINESTRING (15.902523 41.2626192, 15.9025055 41.2625563, 15.9024436 41.2623342, 15.902421 41.2622532)",,,,,
23375559,True,Via Fratelli Rosselli,tertiary,,False,46.68,"LINESTRING (15.9025467 41.2627076, 15.9024305 41.2627251, 15.9019992 41.2627904)",,,,,
552219316,True,Viale Giuseppe Di Vittorio,tertiary,30,False,10.028,"LINESTRING (15.9025467 41.2627076, 15.9025375 41.2626732, 15.902523 41.2626192)",,,,,
551050207,True,Viale Giuseppe Di Vittorio,tertiary,30,False,63.786,"LINESTRING (15.9030209 41.2644726, 15.9030016 41.2644008, 15.9028699 41.2639103)",,,,,
704355373,True,Corso Aldo Moro,tertiary,30,False,117.635,"LINESTRING (15.9030209 41.2644726, 15.9031056 41.2644595, 15.9036677 41.2643726, 15.9037388 41.2643616, 15.9044004 41.264263)",1,,,,
23376428,True,Via Venti Settembre,tertiary,30,False,49.794,"LINESTRING (15.9049918 41.2618226, 15.9050187 41.26192, 15.9050712 41.2621105, 15.9050947 41.2621958, 15.9051127 41.2622611)",3,,,,
195271452,False,Via Venti Settembre,tertiary,30,True,67.339,"LINESTRING (15.9049918 41.2618226, 15.904971 41.2617409, 15.9049597 41.2616965, 15.9048506 41.2612877, 15.904835 41.2612286)",2,,,,
585984285,True,Via Venti Settembre,tertiary,30,False,57.302,"LINESTRING (15.9051127 41.2622611, 15.9051648 41.26245, 15.9052519 41.2627657)",2,,,,
704355369,True,Viale Giuseppe Di Vittorio,tertiary,30,False,39.477,"LINESTRING (15.9040299 41.2682284, 15.9039364 41.2678804)",,,,,
615114826,False,Viale Maria Santissima Ausiliatrice,secondary,,True,84.501,"LINESTRING (15.9040299 41.2682284, 15.9039064 41.2682631, 15.903582 41.2683552, 15.9033334 41.2684247, 15.9030792 41.2684866)",,,,,
704355370,False,Viale Maria Santissima Ausiliatrice,secondary,,False,67.483,"LINESTRING (15.9040299 41.2682284, 15.9041438 41.2681992, 15.9046273 41.268075, 15.9046715 41.2680646, 15.9047954 41.2680355)",,,,,
26717836,False,Via Collegno,residential,,False,88.008,"LINESTRING (15.9030792 41.2684866, 15.903138 41.2685488, 15.9036893 41.2691317)",,,,,
615114826,False,Viale Maria Santissima Ausiliatrice,secondary,,False,84.501,"LINESTRING (15.9030792 41.2684866, 15.9033334 41.2684247, 15.903582 41.2683552, 15.9039064 41.2682631, 15.9040299 41.2682284)",,,,,
615114826,False,Viale Maria Santissima Ausiliatrice,secondary,,True,11.469000000000001,"LINESTRING (15.9030792 41.2684866, 15.9030345 41.2684909, 15.9029431 41.2684998)",,,,,
23376406,True,Via Addolorata,residential,,False,15.855,"LINESTRING (15.8941471 41.2677935, 15.894275 41.2676882)",,,,,
401013072,False,,residential,,True,11.526,"LINESTRING (15.8941471 41.2677935, 15.8940248 41.2677456)",,,,,
26616928,False,Vico I Addolorata,residential,,False,21.331,"LINESTRING (15.8949068 41.2672659, 15.8950488 41.2674253)",,,,,
704374700,True,Via Osteria Ducale,residential,,False,16.875,"LINESTRING (15.8949068 41.2672659, 15.8948779 41.2671157)",,,,,
704374700,True,Via Osteria Ducale,residential,,False,54.411,"LINESTRING (15.8948779 41.2671157, 15.8950024 41.2666354)",,,,,
401013057,False,Via Palmisano,residential,,True,73.72200000000001,"LINESTRING (15.8948779 41.2671157, 15.8947384 41.2671316, 15.8946146 41.2672155, 15.8941543 41.2674736)",,,,,
23376405,False,Via dei Sanniti,residential,,False,15.429,"LINESTRING (15.8950291 41.2665701, 15.8952087 41.2666022)",,,,,
26617400,True,Via Pasquale Fornari,residential,30,False,7.596,"LINESTRING (15.8950291 41.2665701, 15.8950024 41.2666354)",,,,,
23376402,True,Via Chiomenti,residential,,False,21.32,"LINESTRING (15.8959072 41.2672829, 15.896144 41.2672116)",,,,,
26465844,False,Vico I Chiomenti,residential,,False,104.728,"LINESTRING (15.8959072 41.2672829, 15.8963263 41.2681705)",,,,,
23376402,True,Via Chiomenti,residential,,False,4.182,"LINESTRING (15.896674 41.2670521, 15.8967205 41.2670382)",,,,,
91384196,False,,residential,,False,17.285,"LINESTRING (15.896674 41.2670521, 15.8967316 41.2669028)",,,,,
26448312,True,Via dei Sanniti,residential,,False,17.466,"LINESTRING (15.8972493 41.26702, 15.8970492 41.2669747)",,,,,
91384181,False,Piazzetta San Gerardo della Maiella,residential,,False,34.255,"LINESTRING (15.8972493 41.26702, 15.8971898 41.2673248)",,,,,
26275194,True,Via Bruno Buozzi,residential,,False,94.52,"LINESTRING (15.8974205 41.2662855, 15.8972816 41.2654419)",,,,,
