osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry,ref,junction,access
27176313,False,Via Giuseppe Verdi,residential,True,127.323,,,"LINESTRING (12.04002 44.5037799, 12.0384228 44.5038961)",,,
27569033,False,Corso della Repubblica,residential,False,58.551,,,"LINESTRING (12.04002 44.5037799, 12.0400982 44.5043035)",,,
27176312,False,Via Andrea Costa,residential,False,58.153999999999996,,,"LINESTRING (12.04002 44.5037799, 12.0404096 44.5037516, 12.0407493 44.5037254)",,,
27569047,False,Via fratelli Rosselli,residential,True,279.822,,,"LINESTRING (12.04002 44.5037799, 12.0399043 44.5036729, 12.0397204 44.5035029, 12.0388776 44.5028193, 12.0377476 44.5018555)",,,
27176312,False,Via Andrea Costa,residential,False,22.969,,,"LINESTRING (12.0407493 44.5037254, 12.0410377 44.5037064)",,,
30409778,False,Via Giuseppe Bendazzi,residential,False,35.672,,,"LINESTRING (12.0407493 44.5037254, 12.040703 44.5034063)",,,
27176312,False,Via Andrea Costa,residential,True,58.153999999999996,,,"LINESTRING (12.0407493 44.5037254, 12.0404096 44.5037516, 12.04002 44.5037799)",,,
27176298,True,Piazza dieci Aprile,residential,False,11.359,,,"LINESTRING (12.0413826 44.5035313, 12.0414482 44.5035481, 12.0415084 44.5035782)",,,
27535954,True,Piazza dieci Aprile,residential,False,12.850999999999999,,,"LINESTRING (12.0413826 44.5035313, 12.04144 44.5034999, 12.0414863 44.5034451)",,,
27176292,True,Via ventottesima Brigata Garibaldi,residential,False,14.903,,,"LINESTRING (12.0414863 44.5034451, 12.0415084 44.5035782)",,,
27011832,False,Via XXVIII Brigata Garibaldi,residential,True,150.434,,,"LINESTRING (12.0414863 44.5034451, 12.0414733 44.5033634, 12.0413923 44.502809, 12.0413341 44.5024188, 12.0413074 44.5021625, 12.0413228 44.5020996)",,,
27011832,False,Via XXVIII Brigata Garibaldi,residential,False,150.434,,,"LINESTRING (12.0413228 44.5020996, 12.0413074 44.5021625, 12.0413341 44.5024188, 12.0413923 44.502809, 12.0414733 44.5033634, 12.0414863 44.5034451)",,,
963392230,True,,residential,False,10.566,,,"LINESTRING (12.0413228 44.5020996, 12.0413062 44.502093, 12.0412934 44.502083, 12.0412859 44.5020705, 12.0412845 44.502057, 12.0412892 44.5020438, 12.0412996 44.5020325, 12.0413147 44.5020241)",,roundabout,
27176298,True,Piazza dieci Aprile,residential,False,23.462,,,"LINESTRING (12.0415211 44.5036926, 12.0412259 44.5037065)",,,
27176298,True,Piazza dieci Aprile,residential,False,12.761,,,"LINESTRING (12.0415084 44.5035782, 12.0415211 44.5036926)",,,
27176312,False,Via Andrea Costa,residential,True,22.969,,,"LINESTRING (12.0410377 44.5037064, 12.0407493 44.5037254)",,,
27568312,False,Corso Giacomo Matteotti,residential,False,17.563,,,"LINESTRING (12.0410377 44.5037064, 12.0410666 44.503863)",,,
27176298,True,Piazza dieci Aprile,residential,False,42.646,,,"LINESTRING (12.0410377 44.5037064, 12.0410274 44.503627, 12.0410292 44.5035934, 12.0410476 44.5035707, 12.0410824 44.5035572, 12.0412487 44.5035419, 12.0413826 44.5035313)",,,
27568310,True,Via Martiri della Libertà,residential,False,4.063,,,"LINESTRING (12.0431033 44.5057737, 12.0431223 44.5057832, 12.0431393 44.5057991)",,roundabout,
27568308,True,Via Giuseppe Mazzini,residential,False,6.602,,,"LINESTRING (12.0430178 44.5057783, 12.043022 44.505719)",,,
27568310,True,Via Martiri della Libertà,residential,False,7.059,,,"LINESTRING (12.0430178 44.5057783, 12.0430549 44.5057678, 12.0431033 44.5057737)",,roundabout,
27568310,True,Via Martiri della Libertà,residential,False,10.600000000000001,,,"LINESTRING (12.0430012 44.5058633, 12.0429845 44.5058374, 12.0429866 44.5058092, 12.0429973 44.5057933, 12.0430178 44.5057783)",,roundabout,
27568306,True,Via Martiri della Libertà,residential,False,127.605,,,"LINESTRING (12.0414064 44.506016, 12.0430012 44.5058633)",,,
28345663,False,Corso Giacomo Matteotti,residential,False,190.038,,,"LINESTRING (12.0414064 44.506016, 12.0416458 44.5077165)",,,
27568312,False,Corso Giacomo Matteotti,residential,True,108.72099999999999,,,"LINESTRING (12.0414064 44.506016, 12.0413942 44.5059233, 12.0412767 44.5051079, 12.0412673 44.5050433)",,,
27569209,False,Piazza Antonio Gramsci,residential,False,84.473,,,"LINESTRING (12.0414064 44.506016, 12.0409052 44.5060476, 12.0407566 44.506057, 12.040346 44.5060879)",,,
27011827,True,Via Giuseppe Mazzini,residential,False,8.864,,,"LINESTRING (12.043022 44.505719, 12.0431033 44.5057737)",,,
27568309,False,Via Giuseppe Mazzini,residential,False,12.526,,,"LINESTRING (12.043022 44.505719, 12.0429405 44.5056225)",,,
28345665,True,Via U. Pasini,residential,False,75.995,,,"LINESTRING (12.0440487 44.5058022, 12.0441265 44.5057893, 12.0445276 44.5057273, 12.0445829 44.5057185, 12.0447215 44.5056847, 12.0448224 44.5056544, 12.0449594 44.5056021)",,,
"[206333305, 1206862687]",False,Via U. Pasini,residential,True,66.693,,,"LINESTRING (12.0440487 44.5058022, 12.0434698 44.5058472, 12.0433231 44.5058626, 12.0432139 44.5058741)",,,
27568311,True,Via Mario Angeloni,residential,False,87.205,,,"LINESTRING (12.0426135 44.5036049, 12.0420349 44.5036609, 12.0415211 44.5036926)",,,
28345668,False,Via Giuseppe Mazzini,residential,False,80.118,,,"LINESTRING (12.0426135 44.5036049, 12.0425267 44.5041106, 12.0424922 44.5043202)",,,
"[27176299, 1008727436]",False,Via Giuseppe Mazzini,residential,False,219.784,,,"LINESTRING (12.0426135 44.5036049, 12.0426523 44.50355, 12.0426394 44.5030292, 12.0426372 44.5028605, 12.0426368 44.5028315, 12.0426225 44.5027667, 12.0425907 44.5027148, 12.0425512 44.5026666, 12.0424977 44.5026229, 12.0422779 44.5025003, 12.0416015 44.5021539, 12.0415462 44.5021256, 12.0413992 44.5020694)",,,
27569034,False,Corso della Repubblica,residential,False,25.108,,,"LINESTRING (12.0403134 44.5058633, 12.040346 44.5060879)",,,
27569033,False,Corso della Repubblica,residential,True,83.06700000000001,,,"LINESTRING (12.0403134 44.5058633, 12.0402585 44.5054919, 12.0401936 44.5051212)",,,
27569066,False,Via don Giovanni Minzoni,residential,True,208.373,,,"LINESTRING (12.0403134 44.5058633, 12.0387824 44.5059941, 12.0377017 44.506068)",,,
27569034,False,Corso della Repubblica,residential,True,180.44,,,"LINESTRING (12.040674 44.5083813, 12.0406031 44.5077118, 12.0404595 44.506766)",,,
872005993,False,Via Reale,tertiary,False,307.927,2,50,"LINESTRING (12.040674 44.5083813, 12.0395113 44.5085955, 12.0393279 44.5086378, 12.0392433 44.5086648, 12.0391676 44.5086911, 12.0388616 44.5088359, 12.0383805 44.5090942, 12.037923 44.5093573, 12.0373383 44.5096985)",,,
872005993,False,Via Reale,tertiary,True,63.253,2,50,"LINESTRING (12.040674 44.5083813, 12.0409239 44.5083154, 12.0411243 44.5082563, 12.0413493 44.5081811, 12.0414083 44.5081602)",,,
27569034,False,Corso della Repubblica,residential,True,75.937,,,"LINESTRING (12.0404595 44.506766, 12.040346 44.5060879)",,,
27569051,True,Piazza della Resistenza,residential,False,41.591,,,"LINESTRING (12.0404595 44.506766, 12.0399388 44.5068108)",,,
27569034,False,Corso della Repubblica,residential,False,180.44,,,"LINESTRING (12.0404595 44.506766, 12.0406031 44.5077118, 12.040674 44.5083813)",,,
27569051,True,Piazza della Resistenza,residential,False,73.426,,,"LINESTRING (12.0399388 44.5068108, 12.0398437 44.506827, 12.0397638 44.5068562, 12.0397087 44.5068979, 12.0395932 44.5070121, 12.0394709 44.5071311, 12.0393838 44.5071965, 12.039258 44.50721)",,,
27569051,True,Piazza della Resistenza,residential,False,70.557,,,"LINESTRING (12.039258 44.50721, 12.038521 44.5072699, 12.0383737 44.50728)",,,
69178898,True,Piazza della Resistenza,residential,False,74.624,,,"LINESTRING (12.0381102 44.5072982, 12.0380258 44.5066298)",,,
27569051,True,Piazza della Resistenza,residential,False,12.271,,,"LINESTRING (12.0381102 44.5072982, 12.0380308 44.5073029, 12.0379558 44.5073053)",,,
27569068,False,Via Agide Samaritani,residential,False,88.591,,,"LINESTRING (12.0379558 44.5073053, 12.0372444 44.506691)",,,
28345673,False,Via Agide Samaritani,residential,True,29.942,,,"LINESTRING (12.0379558 44.5073053, 12.0380937 44.507455, 12.0381628 44.5075305)",,,
27569052,False,Via Augusto Murri,residential,False,53.056,,,"LINESTRING (12.0368853 44.5064098, 12.0373817 44.5060899)",,,
27569053,False,Via Augusto Murri,residential,False,75.027,,,"LINESTRING (12.0368853 44.5064098, 12.0361678 44.5068496)",,,
27569068,False,Via Agide Samaritani,residential,True,42.292,,,"LINESTRING (12.0368853 44.5064098, 12.0372444 44.506691)",,,
28346622,False,Via Agide Samaritani,residential,False,58.773,,,"LINESTRING (12.0368853 44.5064098, 12.0363778 44.5060246)",,,
27569052,False,Via Augusto Murri,residential,True,53.056,,,"LINESTRING (12.0373817 44.5060899, 12.0368853 44.5064098)",,,
27569066,False,Via don Giovanni Minzoni,residential,False,25.493,,,"LINESTRING (12.0373817 44.5060899, 12.0377017 44.506068)",,,
31857047,False,Via Augusto Murri,residential,False,20.693,,,"LINESTRING (12.0373817 44.5060899, 12.0375802 44.5059691)",,,
27569053,False,Via Augusto Murri,residential,False,69.275,,,"LINESTRING (12.0361678 44.5068496, 12.035516 44.5072644)",,,
27569053,False,Via Augusto Murri,residential,True,75.027,,,"LINESTRING (12.0361678 44.5068496, 12.0368853 44.5064098)",,,
27569053,False,Via Augusto Murri,residential,False,65.607,,,"LINESTRING (12.035516 44.5072644, 12.0349008 44.5076589)",,,
27569053,False,Via Augusto Murri,residential,True,69.275,,,"LINESTRING (12.035516 44.5072644, 12.0361678 44.5068496)",,,
27569053,False,Via Augusto Murri,residential,True,65.607,,,"LINESTRING (12.0349008 44.5076589, 12.035516 44.5072644)",,,
27569034,False,Corso della Repubblica,residential,False,75.937,,,"LINESTRING (12.040346 44.5060879, 12.0404595 44.506766)",,,
27569034,False,Corso della Repubblica,residential,True,25.108,,,"LINESTRING (12.040346 44.5060879, 12.0403134 44.5058633)",,,
27569209,False,Piazza Antonio Gramsci,residential,True,84.473,,,"LINESTRING (12.040346 44.5060879, 12.0407566 44.506057, 12.0409052 44.5060476, 12.0414064 44.506016)",,,
872005993,False,Via Reale,tertiary,True,7.882,2,50,"LINESTRING (12.0372639 44.5097455, 12.0373383 44.5096985)",,,
872005993,False,Via Reale,tertiary,False,7.882,2,50,"LINESTRING (12.0373383 44.5096985, 12.0372639 44.5097455)",,,
872005993,False,Via Reale,tertiary,True,307.927,2,50,"LINESTRING (12.0373383 44.5096985, 12.037923 44.5093573, 12.0383805 44.5090942, 12.0388616 44.5088359, 12.0391676 44.5086911, 12.0392433 44.5086648, 12.0393279 44.5086378, 12.0395113 44.5085955, 12.040674 44.5083813)",,,
28345664,True,Via U. Pasini,residential,False,31.308,,,"LINESTRING (12.0445803 44.5058273, 12.0441864 44.5058083)",,,
872005991,False,Via Reale,tertiary,False,28.54,2,50,"LINESTRING (12.0445803 44.5058273, 12.0443057 44.5059932)",,,
872005991,False,Via Reale,tertiary,True,39.126,2,50,"LINESTRING (12.0445803 44.5058273, 12.0449594 44.5056021)",,,
28345666,False,Via Attilio Boari,residential,True,178.238,,,"LINESTRING (12.0448448 44.5047711, 12.0429405 44.5056225)",,,
28345667,True,Via Aurelio Saffi,residential,False,84.161,,,"LINESTRING (12.0448448 44.5047711, 12.044394 44.5040859)",,,
31857067,False,Via Aurelio Saffi,residential,True,5.717,,,"LINESTRING (12.0448448 44.5047711, 12.0448814 44.5048154)",,,
28345669,True,Via Giovanni Bovio,residential,False,53.807,,,"LINESTRING (12.0424922 44.5043202, 12.0418182 44.5043758)",,,
28345668,False,Via Giuseppe Mazzini,residential,False,73.024,,,"LINESTRING (12.0424922 44.5043202, 12.0424508 44.5045443, 12.0424454 44.5047593, 12.0424706 44.5049742)",,,
28345668,False,Via Giuseppe Mazzini,residential,True,80.118,,,"LINESTRING (12.0424922 44.5043202, 12.0425267 44.5041106, 12.0426135 44.5036049)",,,
27568312,False,Corso Giacomo Matteotti,residential,False,69.171,,,"LINESTRING (12.0411702 44.5044251, 12.0412673 44.5050433)",,,
27568312,False,Corso Giacomo Matteotti,residential,True,63.04,,,"LINESTRING (12.0411702 44.5044251, 12.0410666 44.503863)",,,
27568312,False,Corso Giacomo Matteotti,residential,True,69.171,,,"LINESTRING (12.0412673 44.5050433, 12.0411702 44.5044251)",,,
27568312,False,Corso Giacomo Matteotti,residential,False,108.72099999999999,,,"LINESTRING (12.0412673 44.5050433, 12.0412767 44.5051079, 12.0413942 44.5059233, 12.0414064 44.506016)",,,
28345670,True,Via dei Mille,residential,False,50.83,,,"LINESTRING (12.0412673 44.5050433, 12.0413486 44.5050381, 12.0419057 44.5050025)",,,
28345668,False,Via Giuseppe Mazzini,residential,False,82.434,,,"LINESTRING (12.0424706 44.5049742, 12.0425102 44.5051228, 12.0425907 44.5052654, 12.0427066 44.5054054, 12.0429405 44.5056225)",,,
28345668,False,Via Giuseppe Mazzini,residential,True,73.024,,,"LINESTRING (12.0424706 44.5049742, 12.0424454 44.5047593, 12.0424508 44.5045443, 12.0424922 44.5043202)",,,
28345669,True,Via Giovanni Bovio,residential,False,51.681,,,"LINESTRING (12.0418182 44.5043758, 12.0411702 44.5044251)",,,
28345671,True,Via Fernando de Rosa,residential,False,70.031,,,"LINESTRING (12.0418182 44.5043758, 12.0419057 44.5050025)",,,
28345670,True,Via dei Mille,residential,False,44.909,,,"LINESTRING (12.0419057 44.5050025, 12.0424706 44.5049742)",,,
27569068,False,Via Agide Samaritani,residential,False,42.292,,,"LINESTRING (12.0372444 44.506691, 12.0368853 44.5064098)",,,
27569068,False,Via Agide Samaritani,residential,True,88.591,,,"LINESTRING (12.0372444 44.506691, 12.0379558 44.5073053)",,,
28345672,True,Piazza della Resistenza,residential,False,62.338,,,"LINESTRING (12.0372444 44.506691, 12.0380258 44.5066298)",,,
28345674,True,Piazza della Resistenza,residential,False,74.854,,,"LINESTRING (12.0391346 44.5065426, 12.039258 44.50721)",,,
28345672,True,Piazza della Resistenza,residential,False,73.67000000000002,,,"LINESTRING (12.0391346 44.5065426, 12.0391981 44.5065514, 12.0392977 44.5066039, 12.0394951 44.5067446, 12.0396226 44.506789, 12.0397746 44.5068116, 12.0399388 44.5068108)",,,
28345672,True,Piazza della Resistenza,residential,False,88.462,,,"LINESTRING (12.0380258 44.5066298, 12.0391346 44.5065426)",,,
31857047,False,Via Augusto Murri,residential,True,112.609,,,"LINESTRING (12.0401936 44.5051212, 12.0387809 44.5052237)",,,
27569033,False,Corso della Repubblica,residential,False,83.06700000000001,,,"LINESTRING (12.0401936 44.5051212, 12.0402585 44.5054919, 12.0403134 44.5058633)",,,
27569033,False,Corso della Repubblica,residential,True,91.241,,,"LINESTRING (12.0401936 44.5051212, 12.0401095 44.5043795, 12.0400982 44.5043035)",,,
28345823,True,Via Terzo Lori,residential,False,85.588,,,"LINESTRING (12.0401936 44.5051212, 12.0406145 44.5050889, 12.0411363 44.5050525, 12.0412673 44.5050433)",,,
28346622,False,Via Agide Samaritani,residential,True,130.69,,,"LINESTRING (12.0353078 44.5051307, 12.0363778 44.5060246)",,,
27176314,False,Via degli Orsini,residential,False,94.482,,,"LINESTRING (12.0353078 44.5051307, 12.0360752 44.5046603, 12.0362093 44.5045752)",,,
30409770,False,Via Spello,residential,False,56.868,,,"LINESTRING (12.0362574 44.5037528, 12.0357091 44.5040824)",,,
100975846,False,Via Mario Pasi,residential,False,108.083,,,"LINESTRING (12.0362574 44.5037528, 12.0353534 44.5030254)",,,
100975846,False,Via Mario Pasi,residential,True,65.506,,,"LINESTRING (12.0362574 44.5037528, 12.0367951 44.5042)",,,
30409778,False,Via Giuseppe Bendazzi,residential,True,35.672,,,"LINESTRING (12.040703 44.5034063, 12.0407493 44.5037254)",,,
100975846,False,Via Mario Pasi,residential,True,108.083,,,"LINESTRING (12.0353534 44.5030254, 12.0362574 44.5037528)",,,
30409770,False,Via Spello,residential,True,56.868,,,"LINESTRING (12.0357091 44.5040824, 12.0362574 44.5037528)",,,
206333306,False,Via Giuseppe Mazzini,residential,True,10.225,,,"LINESTRING (12.0431393 44.5057991, 12.0432139 44.5058741)",,,
27568310,True,Via Martiri della Libertà,residential,False,19.227,,,"LINESTRING (12.0431393 44.5057991, 12.0431484 44.505822, 12.0431455 44.5058424, 12.0431272 44.505866, 12.0431058 44.5058781, 12.0430832 44.5058841, 12.0430538 44.5058848, 12.0430284 44.505879, 12.0430012 44.5058633)",,roundabout,
31857047,False,Via Augusto Murri,residential,False,112.609,,,"LINESTRING (12.0387809 44.5052237, 12.0401936 44.5051212)",,,
31857047,False,Via Augusto Murri,residential,True,102.34,,,"LINESTRING (12.0387809 44.5052237, 12.0378095 44.5058296)",,,
31857048,False,Via Alcide De Gasperi,residential,True,164.153,,,"LINESTRING (12.0387809 44.5052237, 12.0386776 44.5051366, 12.0382914 44.5048143, 12.0373044 44.5054346)",,,
28346622,False,Via Agide Samaritani,residential,False,130.69,,,"LINESTRING (12.0363778 44.5060246, 12.0353078 44.5051307)",,,
28346622,False,Via Agide Samaritani,residential,True,58.773,,,"LINESTRING (12.0363778 44.5060246, 12.0368853 44.5064098)",,,
31857048,False,Via Alcide De Gasperi,residential,False,98.507,,,"LINESTRING (12.0363778 44.5060246, 12.0373044 44.5054346)",,,
31857066,False,Via 25a Brigata Garibaldi,residential,False,168.254,,,"LINESTRING (12.0452915 44.5053121, 12.0468282 44.5042688)",,,
31857067,False,Via Aurelio Saffi,residential,False,64.095,,,"LINESTRING (12.0452915 44.5053121, 12.0448814 44.5048154)",,,
31857066,False,Via 25a Brigata Garibaldi,residential,True,45.208999999999996,,,"LINESTRING (12.0452915 44.5053121, 12.0449304 44.5055503, 12.0449594 44.5056021)",,,
31857066,False,Via 25a Brigata Garibaldi,residential,True,168.254,,,"LINESTRING (12.0468282 44.5042688, 12.0452915 44.5053121)",,,
28345663,False,Corso Giacomo Matteotti,residential,True,190.038,,,"LINESTRING (12.0416458 44.5077165, 12.0414064 44.506016)",,,
33173229,True,Corso Giacomo Matteotti,residential,False,41.015,,,"LINESTRING (12.0416458 44.5077165, 12.0417735 44.5077274, 12.0419472 44.5077235, 12.042156 44.5076875)",,,
872005993,False,Via Reale,tertiary,False,27.478,2,50,"LINESTRING (12.042156 44.5076875, 12.0419216 44.5078695)",,,
872005993,False,Via Reale,tertiary,True,161.204,2,50,"LINESTRING (12.042156 44.5076875, 12.0427598 44.5071994, 12.0432352 44.5067761, 12.0433261 44.506692, 12.0434549 44.506573)",,,
58882192,True,Via U. Pasini,residential,False,22.632,,,"LINESTRING (12.0443057 44.5059932, 12.0441864 44.5058083)",,,
872005991,False,Via Reale,tertiary,True,28.54,2,50,"LINESTRING (12.0443057 44.5059932, 12.0445803 44.5058273)",,,
872005991,False,Via Reale,tertiary,False,55.629000000000005,2,50,"LINESTRING (12.0443057 44.5059932, 12.0440449 44.5061673, 12.0437932 44.5063348)",,,
28345664,True,Via U. Pasini,residential,False,10.941,,,"LINESTRING (12.0441864 44.5058083, 12.0440487 44.5058022)",,,
193451753,False,Via Giovanni Falcone,residential,False,63.327,,,"LINESTRING (12.0386784 44.5081334, 12.0380516 44.5084863)",,,
595919657,False,Via F. Morvillo,residential,True,96.965,,,"LINESTRING (12.0386784 44.5081334, 12.0397596 44.5077261)",,,
28345673,False,Via Agide Samaritani,residential,False,78.53899999999999,,,"LINESTRING (12.0386784 44.5081334, 12.0384909 44.5079029, 12.038251 44.5076263, 12.0381628 44.5075305)",,,
100975395,False,Via G. Donati,residential,True,121.297,,,"LINESTRING (12.0373012 44.5047042, 12.0367654 44.5050194, 12.0362093 44.5045752)",,,
27176314,False,Via degli Orsini,residential,False,62.44,,,"LINESTRING (12.0362093 44.5045752, 12.0367951 44.5042)",,,
27176314,False,Via degli Orsini,residential,True,94.482,,,"LINESTRING (12.0362093 44.5045752, 12.0360752 44.5046603, 12.0353078 44.5051307)",,,
100975395,False,Via G. Donati,residential,False,121.297,,,"LINESTRING (12.0362093 44.5045752, 12.0367654 44.5050194, 12.0373012 44.5047042)",,,
31857047,False,Via Augusto Murri,residential,False,102.34,,,"LINESTRING (12.0378095 44.5058296, 12.0387809 44.5052237)",,,
31857047,False,Via Augusto Murri,residential,True,23.901,,,"LINESTRING (12.0378095 44.5058296, 12.0375802 44.5059691)",,,
100975348,False,,residential,True,59.444,,,"LINESTRING (12.0378095 44.5058296, 12.0373044 44.5054346)",,,
31857048,False,Via Alcide De Gasperi,residential,True,98.507,,,"LINESTRING (12.0373044 44.5054346, 12.0363778 44.5060246)",,,
100975348,False,,residential,False,59.444,,,"LINESTRING (12.0373044 44.5054346, 12.0378095 44.5058296)",,,
31857048,False,Via Alcide De Gasperi,residential,False,164.153,,,"LINESTRING (12.0373044 44.5054346, 12.0382914 44.5048143, 12.0386776 44.5051366, 12.0387809 44.5052237)",,,
872005991,False,Via Reale,tertiary,False,238.611,2,50,"LINESTRING (12.0472455 44.5042071, 12.047012 44.5043549, 12.0461157 44.5048994, 12.0455457 44.5052379, 12.0449594 44.5056021)",,,
595919657,False,Via F. Morvillo,residential,False,96.965,,,"LINESTRING (12.0397596 44.5077261, 12.0386784 44.5081334)",,,
193451749,False,Via Paolo Borsellino,residential,False,69.883,,,"LINESTRING (12.037507 44.5079922, 12.0380516 44.5084863)",,,
193451749,False,Via Paolo Borsellino,residential,True,69.883,,,"LINESTRING (12.0380516 44.5084863, 12.037507 44.5079922)",,,
193451753,False,Via Giovanni Falcone,residential,False,63.282,,,"LINESTRING (12.0380516 44.5084863, 12.0374317 44.5088447)",,,
193451753,False,Via Giovanni Falcone,residential,True,63.327,,,"LINESTRING (12.0380516 44.5084863, 12.0386784 44.5081334)",,,
193451747,False,Via R. Livatino,residential,False,51.021,,,"LINESTRING (12.0370244 44.5084895, 12.0374317 44.5088447)",,,
193451747,False,Via R. Livatino,residential,True,51.021,,,"LINESTRING (12.0374317 44.5088447, 12.0370244 44.5084895)",,,
193451753,False,Via Giovanni Falcone,residential,False,27.909,,,"LINESTRING (12.0374317 44.5088447, 12.0371617 44.5090057)",,,
193451753,False,Via Giovanni Falcone,residential,True,63.282,,,"LINESTRING (12.0374317 44.5088447, 12.0380516 44.5084863)",,,
193451753,False,Via Giovanni Falcone,residential,True,27.909,,,"LINESTRING (12.0371617 44.5090057, 12.0374317 44.5088447)",,,
193455548,False,Via G. Stefani,residential,False,75.264,,,"LINESTRING (12.0458209 44.5062676, 12.0464433 44.5067786)",,,
193455548,False,Via G. Stefani,residential,True,100.715,,,"LINESTRING (12.0458209 44.5062676, 12.0449594 44.5056021)",,,
193455546,False,Via Mario Gordini,residential,True,157.453,,,"LINESTRING (12.0458209 44.5062676, 12.0443279 44.5071448, 12.0442885 44.507168)",,,
193455548,False,Via G. Stefani,residential,True,75.264,,,"LINESTRING (12.0464433 44.5067786, 12.0458209 44.5062676)",,,
193455547,False,Via A. Guerrini,residential,True,180.953,,,"LINESTRING (12.0464433 44.5067786, 12.0448507 44.5078853, 12.044809 44.5079143)",,,
25340880,False,Via Raspona,tertiary,False,92.683,2,50,"LINESTRING (12.0442885 44.507168, 12.044809 44.5079143)",SP15,,
