osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,junction
23445036,SP8,Corso Vittorio Emanuele III,tertiary,False,True,125.447,"LINESTRING (14.4562364 40.9248492, 14.4561967 40.9247235, 14.4558895 40.9237519)",,
161919840,SP445,Corso Umberto I,tertiary,False,False,110.036,"LINESTRING (14.4562364 40.9248492, 14.4564215 40.92483, 14.4573805 40.9247106, 14.4575295 40.9246924)",,
161919840,SP445,Corso Umberto I,tertiary,False,True,68.441,"LINESTRING (14.4562364 40.9248492, 14.4560531 40.9248847, 14.4554533 40.9250185)",,
981346612,SP276,Via Pietro Giannone,residential,True,False,76.34299999999999,"LINESTRING (14.4562364 40.9248492, 14.4563031 40.9249683, 14.4563109 40.9251694, 14.4563368 40.9254121, 14.4563631 40.9255229)",20,
22954896,,,residential,False,False,44.137,"LINESTRING (14.4595127 40.9244318, 14.4595477 40.9245085, 14.4596188 40.9248197)",,
40854295,,Via Aniello Alise,residential,False,True,168.839,"LINESTRING (14.4595127 40.9244318, 14.4594818 40.9243609, 14.4591279 40.9235489, 14.458983 40.9232854, 14.4588499 40.9231295, 14.4587291 40.9230547)",,
161919840,SP445,Corso Umberto I,tertiary,False,False,76.63600000000001,"LINESTRING (14.4595127 40.9244318, 14.4596292 40.9244151, 14.4604139 40.9243256)",,
161919840,SP445,Corso Umberto I,tertiary,False,True,105.566,"LINESTRING (14.4595127 40.9244318, 14.4593437 40.9244616, 14.4584553 40.9245838, 14.4582806 40.9246164)",,
40855102,,Via San Pietro,residential,False,False,25.72,"LINESTRING (14.4511012 40.923608, 14.4511808 40.9236543, 14.4513814 40.9236886)",,
161919836,,Via Pontecitra,residential,False,False,90.39200000000001,"LINESTRING (14.4511012 40.923608, 14.4512579 40.9235262, 14.4514533 40.9234382, 14.4518349 40.9232669, 14.4519031 40.9232363, 14.452032 40.9232066)",,
161919840,SP445,Corso Umberto I,tertiary,False,True,13.673,"LINESTRING (14.4618437 40.924131, 14.4616824 40.9241147)",,
40847697,SP219,Via San Francesco,unclassified,False,False,110.175,"LINESTRING (14.4618437 40.924131, 14.461856 40.9242406, 14.461901 40.9246466, 14.4619863 40.9251156)",30,
40847697,SP219,Via San Francesco,unclassified,False,True,84.90899999999999,"LINESTRING (14.462806 40.9288261, 14.4626919 40.9282385, 14.4626749 40.9281512, 14.4626592 40.9280706)",30,
40854294,,Via Casafalco,residential,True,False,141.516,"LINESTRING (14.4586415 40.922397, 14.4602746 40.9220855)",,
1218987852,,Via Forno Vecchio,residential,False,False,47.953,"LINESTRING (14.4586415 40.922397, 14.4585196 40.9219757)",,
40854295,,Via Aniello Alise,residential,False,False,73.517,"LINESTRING (14.4586415 40.922397, 14.4587072 40.9229407, 14.4587291 40.9230547)",,
40854295,,Via Aniello Alise,residential,False,False,168.83900000000003,"LINESTRING (14.4587291 40.9230547, 14.4588499 40.9231295, 14.458983 40.9232854, 14.4591279 40.9235489, 14.4594818 40.9243609, 14.4595127 40.9244318)",,
40854295,,Via Aniello Alise,residential,False,True,73.517,"LINESTRING (14.4587291 40.9230547, 14.4587072 40.9229407, 14.4586415 40.922397)",,
40854298,,Via Sant'Antonio,residential,True,False,212.16299999999995,"LINESTRING (14.4587291 40.9230547, 14.4582728 40.9232341, 14.4581018 40.9232864, 14.4580374 40.923346, 14.4580054 40.9235255, 14.4579942 40.9237187, 14.4580376 40.9241452, 14.4580251 40.9242508, 14.457963 40.9243931, 14.4579555 40.9244838, 14.4579699 40.9245575, 14.4579852 40.9246362)",,
1218987852,,Via Forno Vecchio,residential,False,False,44.137,"LINESTRING (14.4581161 40.9213712, 14.457659 40.9211756)",,
40855125,,,residential,True,False,245.374,"LINESTRING (14.4581161 40.9213712, 14.4575904 40.9215275, 14.4568555 40.9217389, 14.4559316 40.9220073, 14.4558278 40.9220376, 14.4556638 40.9220837, 14.455491 40.9221307, 14.4554623 40.9221391, 14.4553883 40.9221592)",,
1218987852,,Via Forno Vecchio,residential,False,True,77.191,"LINESTRING (14.4581161 40.9213712, 14.4582653 40.9214628, 14.4583283 40.9215509, 14.4583829 40.9216604, 14.4585196 40.9219757)",,
23445036,SP8,Corso Vittorio Emanuele III,tertiary,False,False,53.983,"LINESTRING (14.4557453 40.9232788, 14.4558895 40.9237519)",,
23445036,SP8,Corso Vittorio Emanuele III,tertiary,False,True,54.778,"LINESTRING (14.4557453 40.9232788, 14.455593 40.9227998)",,
40855108,,Via Guglielmo Marconi,residential,False,False,64.617,"LINESTRING (14.4557453 40.9232788, 14.456485 40.9231197)",,
161919840,SP445,Corso Umberto I,tertiary,False,False,13.673,"LINESTRING (14.4616824 40.9241147, 14.4618437 40.924131)",,
161919840,SP445,Corso Umberto I,tertiary,False,True,109.18700000000001,"LINESTRING (14.4616824 40.9241147, 14.4615485 40.9241374, 14.4609961 40.9242416, 14.4604643 40.9243223, 14.4604139 40.9243256)",,
40855102,,Via San Pietro,residential,False,False,8.66,"LINESTRING (14.4513814 40.9236886, 14.4514826 40.9237034)",,
40855102,,Via San Pietro,residential,False,True,25.72,"LINESTRING (14.4513814 40.9236886, 14.4511808 40.9236543, 14.4511012 40.923608)",,
23556038,SP445,Corso Umberto I,tertiary,False,False,22.877,"LINESTRING (14.4526902 40.925604, 14.4529546 40.9255548)",,
23556038,SP445,Corso Umberto I,tertiary,False,True,76.294,"LINESTRING (14.4526902 40.925604, 14.4518052 40.9257578)",,
40855102,,Via San Pietro,residential,False,True,274.555,"LINESTRING (14.4526902 40.925604, 14.4525615 40.9250141, 14.4525285 40.9246418, 14.4523662 40.923833, 14.4514826 40.9237034)",,
161919840,SP445,Corso Umberto I,tertiary,False,False,109.18700000000001,"LINESTRING (14.4604139 40.9243256, 14.4604643 40.9243223, 14.4609961 40.9242416, 14.4615485 40.9241374, 14.4616824 40.9241147)",,
161919840,SP445,Corso Umberto I,tertiary,False,True,76.63600000000001,"LINESTRING (14.4604139 40.9243256, 14.4596292 40.9244151, 14.4595127 40.9244318)",,
23445036,SP8,Corso Vittorio Emanuele III,tertiary,False,False,54.778,"LINESTRING (14.455593 40.9227998, 14.4557453 40.9232788)",,
23445036,SP8,Corso Vittorio Emanuele III,tertiary,False,True,42.498,"LINESTRING (14.455593 40.9227998, 14.4554742 40.9224283)",,
40855107,,Via Raffaele De Biasio,residential,False,False,70.01100000000001,"LINESTRING (14.455593 40.9227998, 14.4556464 40.9227708, 14.4562698 40.9224325)",,
40855109,,Via E. Fiore,residential,False,True,87.657,"LINESTRING (14.4576067 40.9220987, 14.4578633 40.9228628)",,
40855107,,Via Raffaele De Biasio,residential,False,True,118.988,"LINESTRING (14.4576067 40.9220987, 14.4568456 40.922234, 14.4565723 40.9223106, 14.4562698 40.9224325)",,
266416207,,Via Raffaele De Biasio,residential,True,False,78.19800000000001,"LINESTRING (14.4576067 40.9220987, 14.4579461 40.9220252, 14.4582599 40.9219897, 14.4585196 40.9219757)",,
1218987852,,Via Forno Vecchio,residential,False,True,47.953,"LINESTRING (14.4585196 40.9219757, 14.4586415 40.922397)",,
1218987852,,Via Forno Vecchio,residential,False,False,77.191,"LINESTRING (14.4585196 40.9219757, 14.4583829 40.9216604, 14.4583283 40.9215509, 14.4582653 40.9214628, 14.4581161 40.9213712)",,
40855108,,Via Guglielmo Marconi,residential,False,True,31.576,"LINESTRING (14.4582266 40.9227901, 14.4578633 40.9228628)",,
40855108,,Via Guglielmo Marconi,residential,False,False,31.576,"LINESTRING (14.4578633 40.9228628, 14.4582266 40.9227901)",,
