osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,junction,bridge,tunnel
"[24549596, 271119582]",False,Via Sandro Pertini,unclassified,"[False, True]",114.44999999999999,"LINESTRING (9.3183744 45.3589559, 9.3184566 45.3588534, 9.3188788 45.3583269, 9.319014 45.3581584, 9.3190314 45.3581391, 9.3190514 45.3581198, 9.3190748 45.3581034, 9.3190875 45.3580954, 9.3191076 45.3580866, 9.3191275 45.3580804)",,,,,
42783190,False,Via 23 marzo 1848,residential,False,34.881,"LINESTRING (9.32162 45.360202, 9.3220246 45.3603346)",,,,,
42783190,False,Via 23 marzo 1848,residential,True,45.149,"LINESTRING (9.32162 45.360202, 9.3214879 45.3601622, 9.3214072 45.3601379, 9.3212856 45.3600996, 9.3211646 45.3600605, 9.3210926 45.3600362)",,,,,
199998393,True,Via Clateo Castellini,residential,False,126.61,"LINESTRING (9.32162 45.360202, 9.3222427 45.3593258, 9.3223439 45.3591833)",30,,,,
41197471,False,Via Guglielmo Marconi,unclassified,True,8.248,"LINESTRING (9.3242379 45.3611105, 9.3242341 45.3610918, 9.3242308 45.3610777, 9.3242221 45.3610572, 9.3242133 45.3610386)",,,,,
42782924,False,Via Vittorio Veneto,unclassified,False,10.845999999999998,"LINESTRING (9.3242379 45.3611105, 9.3242354 45.3611233, 9.3242302 45.3611382, 9.3242222 45.3611539, 9.3242115 45.3611693, 9.3241995 45.3611839, 9.3241853 45.3611996)",,,,,
199998398,False,Via Camillo Benso Cavour,residential,False,41.653999999999996,"LINESTRING (9.3242379 45.3611105, 9.324268 45.3611049, 9.3242957 45.3610986, 9.3243245 45.3610905, 9.3243493 45.3610805, 9.3243751 45.3610675, 9.3243969 45.3610526, 9.3244217 45.3610319, 9.3246066 45.3608548)",50,,,,
199998398,False,Via Camillo Benso Cavour,residential,True,126.536,"LINESTRING (9.3255281 45.359919, 9.3246066 45.3608548)",50,,,,
199998398,False,Via Camillo Benso Cavour,residential,False,66.83,"LINESTRING (9.3255281 45.359919, 9.3259758 45.3594898, 9.3259885 45.3594749, 9.3259972 45.3594598, 9.3260027 45.3594446, 9.3260071 45.3594253)",50,,,,
60445568,False,Via Emilia,tertiary,False,87.886,"LINESTRING (9.3295372 45.3613828, 9.3302925 45.3607971)",,2,,,
24515420,False,Via Cesare Battisti,unclassified,True,291.3069999999999,"LINESTRING (9.3295372 45.3613828, 9.3295324 45.3613492, 9.3295296 45.3613292, 9.3294877 45.361038, 9.3294637 45.3608707, 9.3292245 45.3592833, 9.3292218 45.3592602, 9.3292204 45.3592389, 9.3292204 45.3592138, 9.3292217 45.3591907, 9.3292274 45.3591364, 9.3292353 45.3590618, 9.3292405 45.3589891, 9.3292432 45.3589213, 9.3292419 45.3588878, 9.3292392 45.3588591, 9.3292343 45.3588274, 9.329228 45.3587999, 9.3292217 45.3587761)",50,2,,,
60445568,False,Via Emilia,tertiary,True,37.834,"LINESTRING (9.3295372 45.3613828, 9.329325 45.3615474, 9.3292063 45.3616311)",,2,,,
956535669,False,Via Cesare Battisti,unclassified,False,37.315,"LINESTRING (9.3295372 45.3613828, 9.329557 45.3614923, 9.3295974 45.3617157)",,,,,
"[41197465, 270319636]",True,"['Piazza Risorgimento', 'Via Conciliazione']",unclassified,False,59.93,"LINESTRING (9.3248052 45.3576537, 9.3247869 45.357634, 9.3247604 45.3576068, 9.3247462 45.3575947, 9.3247293 45.3575825, 9.3247115 45.3575711, 9.3246928 45.3575601, 9.3246718 45.3575488, 9.324651 45.3575386, 9.3246239 45.3575264, 9.3241852 45.357347)",30,1,,,
41197470,False,Via Roma,unclassified,False,67.65899999999999,"LINESTRING (9.3248052 45.3576537, 9.3248122 45.3576668, 9.3248199 45.3576866, 9.3248237 45.3577064, 9.324824 45.3577258, 9.3248212 45.3577408, 9.3248155 45.357761, 9.3248069 45.3577817, 9.3247956 45.3578042, 9.324783 45.3578221, 9.3247677 45.3578418, 9.324622 45.3580017, 9.3244418 45.358183)",,,,,
270319114,False,Via Paolo Frisi,unclassified,True,55.817,"LINESTRING (9.3248052 45.3576537, 9.3248479 45.3576327, 9.32487 45.3576224, 9.3248931 45.3576121, 9.3249166 45.3576027, 9.3249411 45.3575934, 9.3249742 45.3575824, 9.3249931 45.3575766, 9.3250133 45.3575715, 9.3250389 45.3575651, 9.3250911 45.357556, 9.3251457 45.3575478, 9.3251971 45.3575421, 9.325251 45.3575372, 9.3252805 45.3575353, 9.3253365 45.3575319, 9.3253899 45.3575295, 9.3254373 45.3575281, 9.3254821 45.3575275)",30,,,,
41197470,False,Via Roma,unclassified,True,6.917999999999999,"LINESTRING (9.3232355 45.3594015, 9.3232369 45.3593884, 9.3232398 45.3593758, 9.3232489 45.3593602, 9.3232626 45.3593433)",,,,,
41197471,False,Via Guglielmo Marconi,unclassified,False,12.925,"LINESTRING (9.3232355 45.3594015, 9.3232384 45.3594181, 9.3232438 45.3594342, 9.3232536 45.3594524, 9.3232874 45.3595113)",,,,,
199998393,True,Via Clateo Castellini,residential,False,40.927,"LINESTRING (9.3223679 45.3591496, 9.3226019 45.3588203)",30,,,,
42783154,True,Via Solferino,residential,False,73.66199999999999,"LINESTRING (9.3223679 45.3591496, 9.3230672 45.3593741, 9.3230989 45.3593826, 9.3231334 45.359391, 9.3231586 45.3593951, 9.3231865 45.3593991, 9.3232106 45.3594011, 9.3232244 45.3594015, 9.3232355 45.3594015)",,,,,
42783206,False,Via Pio IV,unclassified,False,170.412,"LINESTRING (9.3203911 45.3597606, 9.3192547 45.3610687)",,,,,
42783190,False,Via 23 marzo 1848,residential,False,62.819,"LINESTRING (9.3203911 45.3597606, 9.3207705 45.3599167, 9.32084 45.3599443, 9.3209108 45.3599718, 9.3209563 45.3599889, 9.3210031 45.3600059, 9.3210926 45.3600362)",,,,,
199998388,True,Via San Francesco,unclassified,False,181.203,"LINESTRING (9.3203911 45.3597606, 9.3184641 45.3589917, 9.3183744 45.3589559)",,,,,
42783206,False,Via Pio IV,unclassified,True,170.412,"LINESTRING (9.3192547 45.3610687, 9.3203911 45.3597606)",,,,,
42791490,True,,unclassified,False,17.373,"LINESTRING (9.3192547 45.3610687, 9.3192895 45.3610943, 9.3193098 45.3611267, 9.3193139 45.3611473, 9.319307 45.3611823, 9.3192886 45.3612086)",,,roundabout,,
"[42782889, 238165113]",False,Viale Lombardia,unclassified,False,251.366,"LINESTRING (9.3192886 45.3612086, 9.3199645 45.3614591, 9.3203513 45.3616064, 9.3203814 45.3616257, 9.3204142 45.3616468, 9.3204567 45.3617167, 9.3204598 45.3617843, 9.3204351 45.3618744, 9.3202734 45.3623972, 9.3201682 45.3627371, 9.3200968 45.3629681)",,2,,,
42791490,True,,unclassified,False,15.852,"LINESTRING (9.3192886 45.3612086, 9.3192534 45.3612339, 9.3192055 45.3612496, 9.3191553 45.3612524, 9.3191077 45.3612433)",,,roundabout,,
42791490,True,,unclassified,False,19.491999999999997,"LINESTRING (9.3191077 45.3612433, 9.3190589 45.3612174, 9.3190332 45.361187, 9.3190245 45.361161, 9.3190284 45.3611257, 9.3190487 45.3610939)",,,roundabout,,
42791492,False,Via Lazio,residential,True,167.523,"LINESTRING (9.3191077 45.3612433, 9.3190856 45.3612712, 9.3190071 45.3613703, 9.3181798 45.3624153, 9.3181664 45.3624349, 9.3181601 45.3624483, 9.3181557 45.3624689, 9.3181576 45.3624908, 9.3181621 45.3625109, 9.3181753 45.3625313, 9.3181911 45.3625498, 9.3182125 45.3625665)",,,,,
"[238165113, 42782889]",False,Viale Lombardia,unclassified,True,251.36599999999999,"LINESTRING (9.3200968 45.3629681, 9.3201682 45.3627371, 9.3202734 45.3623972, 9.3204351 45.3618744, 9.3204598 45.3617843, 9.3204567 45.3617167, 9.3204142 45.3616468, 9.3203814 45.3616257, 9.3203513 45.3616064, 9.3199645 45.3614591, 9.3192886 45.3612086)",,2,,,
1227338056,False,Via Toscana,residential,False,117.546,"LINESTRING (9.3200968 45.3629681, 9.3197047 45.3629296, 9.3195947 45.3629192, 9.3194643 45.3629085, 9.3192371 45.3628905, 9.3191899 45.3628853, 9.3191443 45.3628788, 9.3190987 45.3628713, 9.31905 45.3628612, 9.3189795 45.3628451, 9.3189392 45.3628348, 9.3188307 45.3628049, 9.3187641 45.3627852, 9.3187015 45.3627655, 9.3186377 45.362743)",,,,,
256620921,True,Via Monte Grappa,unclassified,False,107.23,"LINESTRING (9.3210927 45.3589318, 9.3210458 45.3589872, 9.3203911 45.3597606)",,,,,
722583955,False,Via Sandro Pertini,unclassified,True,80.77600000000001,"LINESTRING (9.3210927 45.3589318, 9.3209277 45.3588639, 9.3208802 45.358844, 9.3208533 45.3588322, 9.3208264 45.3588204, 9.3207969 45.3588072, 9.3207742 45.358795, 9.3207561 45.3587838, 9.3207351 45.3587697, 9.3207026 45.3587463, 9.3206632 45.3587143, 9.3205683 45.3586311, 9.3205309 45.3586028, 9.3205047 45.3585861, 9.3204781 45.3585712, 9.3204475 45.3585562, 9.3202857 45.3584903)",,,,,
41210340,False,Viale Sofia Predabissi,unclassified,True,198.96499999999997,"LINESTRING (9.3241546 45.355246, 9.3239557 45.3555184, 9.3236906 45.3558813, 9.3236135 45.3559899, 9.3233663 45.3563384, 9.3232047 45.3565627, 9.3230034 45.356842)",,,,,
42875297,True,Via Giacomo Frassi,residential,False,46.272,"LINESTRING (9.3241546 45.355246, 9.324135 45.3552374, 9.3241114 45.3552254, 9.3240863 45.355211, 9.3240593 45.3551932, 9.3240298 45.3551729, 9.3240043 45.3551535, 9.3239834 45.3551326, 9.3239666 45.3551127, 9.323951 45.3550917, 9.3239383 45.3550683, 9.3239277 45.3550436, 9.3239204 45.3550197, 9.323895 45.3548934)",,,,,
44722692,False,,unclassified,True,34.571999999999996,"LINESTRING (9.3241546 45.355246, 9.3242103 45.3552549, 9.3242368 45.3552581, 9.3242884 45.3552626, 9.3243399 45.3552653, 9.3243746 45.3552653, 9.32441 45.3552643, 9.3244949 45.3552558, 9.3245462 45.3552461, 9.3245894 45.3552354)",,,,,
42875297,True,Via Giacomo Frassi,residential,False,8.86,"LINESTRING (9.323895 45.3548934, 9.3238149 45.354837)",,,,,
256354135,False,Via Zuavi,residential,False,11.909,"LINESTRING (9.3203546 45.355907, 9.3202185 45.3558588)",30,,,,
42791487,False,Via Armando Diaz,residential,False,85.754,"LINESTRING (9.3203546 45.355907, 9.3198777 45.3565272, 9.3198329 45.3565855)",30,,,,
42875004,True,Via Zuavi,residential,False,105.074,"LINESTRING (9.3215495 45.3563405, 9.3204067 45.3559259, 9.3203546 45.355907)",30,,,,
41197471,False,Via Guglielmo Marconi,unclassified,False,20.333,"LINESTRING (9.3238604 45.3604735, 9.3239584 45.3606429)",,,,,
41197471,False,Via Guglielmo Marconi,unclassified,True,40.42,"LINESTRING (9.3238604 45.3604735, 9.3237804 45.3603358, 9.3236647 45.360137)",,,,,
42782974,True,Via Giuseppe Mazzini,residential,False,54.06,"LINESTRING (9.3238604 45.3604735, 9.3239144 45.3603928, 9.3241547 45.3600335)",,,,,
270297217,True,Via Trento e Trieste,residential,False,99.183,"LINESTRING (9.3246333 45.3592863, 9.3255281 45.359919)",,,,,
24515412,False,,residential,False,15.041,"LINESTRING (9.3246333 45.3592863, 9.3245674 45.3592357, 9.3245513 45.3592208, 9.3245324 45.3592015, 9.3245148 45.3591803)",,,,,
270298334,False,Via San Pietro,residential,False,91.099,"LINESTRING (9.3246333 45.3592863, 9.3250838 45.3585796, 9.3251099 45.3585386)",,,,,
41197471,False,Via Guglielmo Marconi,unclassified,True,20.333,"LINESTRING (9.3239584 45.3606429, 9.3238604 45.3604735)",,,,,
41197471,False,Via Guglielmo Marconi,unclassified,False,48.307,"LINESTRING (9.3239584 45.3606429, 9.3241165 45.3608987, 9.3242133 45.3610386)",,,,,
42783069,False,Via Fiume,residential,False,56.861999999999995,"LINESTRING (9.3239584 45.3606429, 9.3239993 45.3606413, 9.3240248 45.3606412, 9.3240447 45.3606419, 9.3240676 45.3606443, 9.3240944 45.3606489, 9.3241214 45.360656, 9.3241496 45.3606649, 9.3246066 45.3608548)",,,,,
199998398,False,Via Camillo Benso Cavour,residential,False,126.536,"LINESTRING (9.3246066 45.3608548, 9.3255281 45.359919)",50,,,,
42783069,False,Via Fiume,residential,True,56.862,"LINESTRING (9.3246066 45.3608548, 9.3241496 45.3606649, 9.3241214 45.360656, 9.3240944 45.3606489, 9.3240676 45.3606443, 9.3240447 45.3606419, 9.3240248 45.3606412, 9.3239993 45.3606413, 9.3239584 45.3606429)",,,,,
199998398,False,Via Camillo Benso Cavour,residential,True,41.653999999999996,"LINESTRING (9.3246066 45.3608548, 9.3244217 45.3610319, 9.3243969 45.3610526, 9.3243751 45.3610675, 9.3243493 45.3610805, 9.3243245 45.3610905, 9.3242957 45.3610986, 9.324268 45.3611049, 9.3242379 45.3611105)",50,,,,
41197471,False,Via Guglielmo Marconi,unclassified,False,39.075,"LINESTRING (9.3234745 45.359812, 9.3236647 45.360137)",,,,,
42783103,True,Via Nino Bixio,residential,False,58.575,"LINESTRING (9.3234745 45.359812, 9.3241547 45.3600335)",,,,,
41197471,False,Via Guglielmo Marconi,unclassified,True,36.492999999999995,"LINESTRING (9.3234745 45.359812, 9.3233472 45.3596074, 9.3232874 45.3595113)",,,,,
