osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,junction,bridge,tunnel
42782974,True,Via Giuseppe Mazzini,residential,False,91.112,"LINESTRING (9.3241547 45.3600335, 9.3246333 45.3592863)",,,,,
256620921,True,Via Monte Grappa,unclassified,False,174.922,"LINESTRING (9.3223643 45.3574243, 9.3212229 45.3587776)",,,,,
24536056,False,Piazza 4 novembre,unclassified,True,83.02000000000001,"LINESTRING (9.3223643 45.3574243, 9.3226603 45.3570982, 9.3226814 45.3570788, 9.3227034 45.3570613, 9.3227359 45.3570413, 9.3227681 45.3570244, 9.3227925 45.3570128, 9.322817 45.3570029, 9.3228391 45.356993, 9.3228784 45.3569732, 9.3229127 45.3569534, 9.3229359 45.3569351, 9.322954 45.3569169, 9.3229641 45.3569043, 9.3230034 45.356842)",,,,,
"[722583954, 42783437]",False,Via Martiri della Libertà,residential,False,218.68,"LINESTRING (9.3223643 45.3574243, 9.3211758 45.3570314, 9.3209989 45.3569727, 9.3199845 45.3566358, 9.3198329 45.3565855)",,,,,
42791487,False,Via Armando Diaz,residential,True,85.754,"LINESTRING (9.3198329 45.3565855, 9.3198777 45.3565272, 9.3203546 45.355907)",30,,,,
"[256354140, 256354141]",True,"['Piazza Venticinque Aprile', 'Via Armando Diaz']",residential,False,97.234,"LINESTRING (9.3198329 45.3565855, 9.3197346 45.3565506, 9.3197216 45.3565441, 9.3197106 45.3565333, 9.3197028 45.3565204, 9.3197013 45.3565042, 9.319705 45.3564886, 9.3197125 45.3564754, 9.3198662 45.356266, 9.3198918 45.356233, 9.3199187 45.3561981, 9.3199461 45.3561662, 9.3199749 45.3561324, 9.3202185 45.3558588)",30,,,,
"[722583954, 42783437]",False,Via Martiri della Libertà,residential,True,218.68,"LINESTRING (9.3198329 45.3565855, 9.3199845 45.3566358, 9.3209989 45.3569727, 9.3211758 45.3570314, 9.3223643 45.3574243)",,,,,
42791491,False,Via Campania,unclassified,False,75.232,"LINESTRING (9.3190487 45.3610939, 9.3182203 45.360749)",,,,,
42791490,True,,unclassified,False,18.124,"LINESTRING (9.3190487 45.3610939, 9.3191054 45.3610593, 9.3191538 45.3610496, 9.3191839 45.3610496, 9.3192323 45.3610592, 9.3192547 45.3610687)",,,roundabout,,
42782924,False,Via Vittorio Veneto,unclassified,False,85.249,"LINESTRING (9.3234623 45.3617978, 9.3234172 45.3618335, 9.3233446 45.3618952, 9.3228803 45.362334, 9.3228021 45.3624079)",,,,,
42782924,False,Via Vittorio Veneto,unclassified,True,87.267,"LINESTRING (9.3234623 45.3617978, 9.3241545 45.3612262, 9.3241853 45.3611996)",,,,,
34089964,False,Via Emilia,tertiary,True,4.279,"LINESTRING (9.3254942 45.3631094, 9.3254461 45.3631278)",,2,,,
34089964,False,Via Emilia,tertiary,False,158.252,"LINESTRING (9.3254942 45.3631094, 9.3256348 45.3630607, 9.3262001 45.362865, 9.326715 45.3626868, 9.3273112 45.3624804)",,2,,,
45361662,False,Via Carmine,residential,False,69.068,"LINESTRING (9.3254942 45.3631094, 9.3254929 45.3630808, 9.3254777 45.3627463, 9.3254757 45.3627227, 9.3254716 45.3627012, 9.3254664 45.3626835, 9.3254566 45.3626592, 9.3254429 45.3626348, 9.3254286 45.3626114, 9.3253994 45.3625742, 9.3253741 45.3625447, 9.3253424 45.3625108)",,,,,
462425285,True,,residential,False,17.099,"LINESTRING (9.3254942 45.3631094, 9.3255257 45.3631402, 9.3255555 45.3631693, 9.3255713 45.3631902, 9.3255817 45.3632112, 9.3255871 45.3632451)",,,,,
60651123,False,,residential,True,55.211,"LINESTRING (9.3258553 45.3617331, 9.3261248 45.3612741)",,,,,
270300505,False,Via Edmondo De Amicis,residential,False,70.022,"LINESTRING (9.3258553 45.3617331, 9.3266843 45.3619724)",,,,,
270300504,True,Via Dante Alighieri,residential,False,100.16000000000001,"LINESTRING (9.3258553 45.3617331, 9.3256311 45.3623413, 9.3256238 45.3623563, 9.3256073 45.3623796, 9.3255869 45.3624009, 9.3255625 45.3624185, 9.3255341 45.3624343, 9.3255143 45.3624431, 9.3253424 45.3625108)",,,,,
270288303,True,Via Giuseppe Castelli,residential,False,53.56999999999999,"LINESTRING (9.3237181 45.3628804, 9.323598 45.3630682, 9.323584 45.3630839, 9.3235624 45.3631015, 9.3235328 45.3631211, 9.3235037 45.3631364, 9.3234666 45.3631536, 9.3234432 45.3631628, 9.3232767 45.3632193)",,,,,
270300505,False,Via Edmondo De Amicis,residential,True,70.022,"LINESTRING (9.3266843 45.3619724, 9.3258553 45.3617331)",,,,,
270301052,False,Via Alessandro Manzoni,residential,False,59.137,"LINESTRING (9.3266843 45.3619724, 9.3269473 45.3624711)",,,,,
270301169,False,Via Alessandro Manzoni,residential,False,53.138000000000005,"LINESTRING (9.3266843 45.3619724, 9.3267435 45.3619031, 9.3267718 45.3618689, 9.3267973 45.3618376, 9.3268258 45.3617978, 9.3268516 45.3617608, 9.3269909 45.3615464)",,,,,
270301792,False,,residential,False,39.92099999999999,"LINESTRING (9.3266843 45.3619724, 9.3267118 45.3619688, 9.3267475 45.3619674, 9.3267804 45.3619687, 9.3268173 45.3619741, 9.3268514 45.3619822, 9.3270753 45.3620605, 9.3270947 45.3620671, 9.3271165 45.3620726, 9.3271389 45.3620759, 9.3271617 45.3620773)",,,,,
41197471,False,Via Guglielmo Marconi,unclassified,False,8.248,"LINESTRING (9.3242133 45.3610386, 9.3242221 45.3610572, 9.3242308 45.3610777, 9.3242341 45.3610918, 9.3242379 45.3611105)",,,,,
41197471,False,Via Guglielmo Marconi,unclassified,True,48.307,"LINESTRING (9.3242133 45.3610386, 9.3241165 45.3608987, 9.3239584 45.3606429)",,,,,
270285964,True,Via 23 marzo 1848,residential,False,108.989,"LINESTRING (9.3242133 45.3610386, 9.3241076 45.3610014, 9.3236554 45.3608423, 9.3235559 45.3608086, 9.3234794 45.3607841, 9.3234146 45.3607638, 9.3233457 45.3607434, 9.3229451 45.3606321)",,,,,
34089964,False,Via Emilia,tertiary,True,158.252,"LINESTRING (9.3273112 45.3624804, 9.326715 45.3626868, 9.3262001 45.362865, 9.3256348 45.3630607, 9.3254942 45.3631094)",,2,,,
462425288,True,,residential,False,28.041999999999998,"LINESTRING (9.3273112 45.3624804, 9.3272608 45.3625195, 9.3272392 45.3625408, 9.3272199 45.3625647, 9.327191 45.3625987, 9.3271267 45.3626948)",,,,,
"[60445512, 974578523, 60445568]",False,Via Emilia,tertiary,False,176.936,"LINESTRING (9.3273112 45.3624804, 9.3274148 45.3624451, 9.3277763 45.3623219, 9.3279156 45.3622745, 9.3281797 45.3621809, 9.32836 45.3621114, 9.3285082 45.3620476, 9.3286292 45.3619878, 9.3287675 45.3619146, 9.328946 45.3618112, 9.3291182 45.3616931, 9.3292063 45.3616311)",,2,,yes,
199998391,False,Via Carlo Porro,residential,True,71.436,"LINESTRING (9.3232767 45.3632193, 9.3225525 45.3628271)",,,,,
270289587,True,Via Giuseppe Castelli,residential,False,111.59899999999999,"LINESTRING (9.3232767 45.3632193, 9.3225427 45.3634682, 9.3225153 45.3634764, 9.3224933 45.3634808, 9.3224701 45.3634828, 9.3224468 45.3634818, 9.3224212 45.363479, 9.3223917 45.3634724, 9.322368 45.3634619, 9.322031 45.3632752)",,,,,
60651123,False,,residential,False,55.211,"LINESTRING (9.3261248 45.3612741, 9.3258553 45.3617331)",,,,,
60651097,True,Via Edmondo De Amicis,residential,False,45.755,"LINESTRING (9.3241853 45.3611996, 9.324715 45.3613751)",,,,,
42782924,False,Via Vittorio Veneto,unclassified,False,87.267,"LINESTRING (9.3241853 45.3611996, 9.3241545 45.3612262, 9.3234623 45.3617978)",,,,,
42782924,False,Via Vittorio Veneto,unclassified,True,10.846,"LINESTRING (9.3241853 45.3611996, 9.3241995 45.3611839, 9.3242115 45.3611693, 9.3242222 45.3611539, 9.3242302 45.3611382, 9.3242354 45.3611233, 9.3242379 45.3611105)",,,,,
270301052,False,Via Alessandro Manzoni,residential,True,59.137,"LINESTRING (9.3269473 45.3624711, 9.3266843 45.3619724)",,,,,
270301935,True,Via Carmine,residential,False,44.383,"LINESTRING (9.3248577 45.362298, 9.32439 45.3621608, 9.3243341 45.3621432)",,,,,
60651109,True,Via Giuseppe Castelli,residential,False,94.587,"LINESTRING (9.3242057 45.3621018, 9.3237181 45.3628804)",,,,,
270301935,True,Via Carmine,residential,False,67.316,"LINESTRING (9.3242057 45.3621018, 9.3236781 45.3619022, 9.3236301 45.3618821, 9.3235674 45.3618535, 9.3235073 45.361824, 9.3234623 45.3617978)",,,,,
60445568,False,Via Emilia,tertiary,True,87.886,"LINESTRING (9.3302925 45.3607971, 9.3295372 45.3613828)",,2,,,
60651104,False,Via P. D'Ivoy,residential,False,11.842,"LINESTRING (9.3228021 45.3624079, 9.3229243 45.3624709)",,,,,
42782924,False,Via Vittorio Veneto,unclassified,True,85.249,"LINESTRING (9.3228021 45.3624079, 9.3228803 45.362334, 9.3233446 45.3618952, 9.3234172 45.3618335, 9.3234623 45.3617978)",,,,,
"[542478488, 60651099, 60651108, 212879119]",False,"['Via Giuseppe Dezza', 'Via Paolo Frisi']",unclassified,True,307.55,"LINESTRING (9.3254821 45.3575275, 9.3258893 45.3575197, 9.3260042 45.3575175, 9.3265898 45.3575117, 9.3266224 45.3575123, 9.3266574 45.3575146, 9.326695 45.3575178, 9.3267297 45.3575232, 9.3267702 45.3575305, 9.3268081 45.3575378, 9.326853 45.3575489, 9.3268906 45.3575601, 9.3269202 45.3575709, 9.3269521 45.3575847, 9.3271855 45.3576969, 9.32779 45.3579788, 9.3282471 45.358193, 9.32882 45.358469, 9.3289803 45.3585462)",30,2,,yes,
171200707,True,Via Stefano Bersani,residential,False,118.44000000000001,"LINESTRING (9.3254821 45.3575275, 9.3254962 45.3576905, 9.3255033 45.3577808, 9.3255031 45.3578041, 9.3254989 45.3578321, 9.3254932 45.3578575, 9.3254835 45.3578876, 9.3254654 45.3579253, 9.3254512 45.3579531, 9.3251877 45.3583691, 9.325149 45.3584339, 9.3251389 45.3584537, 9.3251287 45.3584764, 9.3251219 45.3584955, 9.3251151 45.3585175, 9.3251099 45.3585386)",,,,,
270319114,False,Via Paolo Frisi,unclassified,False,55.81699999999999,"LINESTRING (9.3254821 45.3575275, 9.3254373 45.3575281, 9.3253899 45.3575295, 9.3253365 45.3575319, 9.3252805 45.3575353, 9.325251 45.3575372, 9.3251971 45.3575421, 9.3251457 45.3575478, 9.3250911 45.357556, 9.3250389 45.3575651, 9.3250133 45.3575715, 9.3249931 45.3575766, 9.3249742 45.3575824, 9.3249411 45.3575934, 9.3249166 45.3576027, 9.3248931 45.3576121, 9.32487 45.3576224, 9.3248479 45.3576327, 9.3248052 45.3576537)",30,,,,
24515412,False,,residential,True,15.041,"LINESTRING (9.3245148 45.3591803, 9.3245324 45.3592015, 9.3245513 45.3592208, 9.3245674 45.3592357, 9.3246333 45.3592863)",,,,,
45361662,False,Via Carmine,residential,True,69.068,"LINESTRING (9.3253424 45.3625108, 9.3253741 45.3625447, 9.3253994 45.3625742, 9.3254286 45.3626114, 9.3254429 45.3626348, 9.3254566 45.3626592, 9.3254664 45.3626835, 9.3254716 45.3627012, 9.3254757 45.3627227, 9.3254777 45.3627463, 9.3254929 45.3630808, 9.3254942 45.3631094)",,,,,
270301935,True,Via Carmine,residential,False,45.363,"LINESTRING (9.3253424 45.3625108, 9.3253262 45.3624944, 9.3253073 45.362477, 9.3252865 45.3624614, 9.3252595 45.362444, 9.3252284 45.3624267, 9.3252008 45.3624132, 9.3251496 45.3623915, 9.3251196 45.3623801, 9.3250842 45.3623683, 9.3248577 45.362298)",,,,,
42783190,False,Via 23 marzo 1848,residential,True,0.859,"LINESTRING (9.3223461 45.3604404, 9.3223357 45.3604379)",,,,,
270283109,False,Via Biagio Miracoli,residential,True,134.574,"LINESTRING (9.3223461 45.3604404, 9.3216053 45.361533)",,,,,
270283109,False,Via Biagio Miracoli,residential,False,134.574,"LINESTRING (9.3216053 45.361533, 9.3223461 45.3604404)",,,,,
270641633,False,,residential,False,22.066,"LINESTRING (9.3216053 45.361533, 9.3213505 45.3614474)",,,,,
"[270642280, 60668950]",True,"['Via dei Mille', 'Via B. Fugazza']",residential,False,195.724,"LINESTRING (9.3216053 45.361533, 9.3220861 45.3617852, 9.3221007 45.3617911, 9.3221236 45.3617937, 9.3221518 45.3617914, 9.3221693 45.3617855, 9.3221888 45.3617714, 9.3221978 45.3617612, 9.3229123 45.3606817, 9.3229451 45.3606321)",,,,,
"[270283109, 270283110]",False,Via Biagio Miracoli,residential,"[False, True]",109.153,"LINESTRING (9.3216053 45.361533, 9.3213551 45.3619126, 9.3213432 45.3619266, 9.3213223 45.3619432, 9.3212993 45.3619511, 9.3212812 45.3619541, 9.3212537 45.3619543, 9.3212213 45.3619487, 9.320612 45.3618068)",,,,,
270285963,True,Via 23 marzo 1848,residential,False,51.434,"LINESTRING (9.3229451 45.3606321, 9.3228905 45.3606168, 9.3228612 45.3606084, 9.3228239 45.3605966, 9.3223461 45.3604404)",,,,,
270286113,False,Via Bernardino De Bustis,residential,False,79.74199999999999,"LINESTRING (9.3229451 45.3606321, 9.3231261 45.3604552, 9.3231631 45.3604216, 9.3232041 45.3603872, 9.3232464 45.3603553, 9.3233085 45.3603113, 9.3233376 45.3602912, 9.3233607 45.3602764, 9.3233929 45.3602568, 9.3234318 45.3602353, 9.323468 45.3602177, 9.323494 45.3602059, 9.3235193 45.3601948, 9.3236647 45.360137)",,,,,
270297702,True,Via Guglielmo Oberdan,residential,False,65.486,"LINESTRING (9.3251099 45.3585386, 9.3244418 45.358183)",,,,,
270298334,False,Via San Pietro,residential,True,91.099,"LINESTRING (9.3251099 45.3585386, 9.3250838 45.3585796, 9.3246333 45.3592863)",,,,,
24515409,True,Via Monastero,residential,False,126.933,"LINESTRING (9.3260071 45.3594253, 9.3260034 45.3594063, 9.3259989 45.3593927, 9.3259941 45.3593835, 9.3259823 45.3593713, 9.3259709 45.3593622, 9.3258192 45.3592369, 9.3258051 45.359224, 9.3257854 45.3592036, 9.3257697 45.3591841, 9.325754 45.3591614, 9.3257423 45.3591397, 9.3257322 45.3591153, 9.325708 45.3590456, 9.3256517 45.3588665, 9.3256432 45.3588471, 9.3256351 45.3588337, 9.3256146 45.3588053, 9.32559 45.3587779, 9.3255642 45.3587554, 9.3255343 45.3587338, 9.3255018 45.3587142, 9.325464 45.358695, 9.3251099 45.3585386)",,,,,
