osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,junction,bridge,width,tunnel
161306755,Piazza Giuseppe Garibaldi,residential,False,False,32.379999999999995,"LINESTRING (9.4089263 45.5302064, 9.4089916 45.530182, 9.4090127 45.5301709, 9.409028 45.5301623, 9.4090422 45.5301537, 9.4090587 45.5301408, 9.4090771 45.5301243, 9.409169 45.5299825)",,,,,,
565804374,Via Alzaia Martesana,residential,True,False,103.536,"LINESTRING (9.4089263 45.5302064, 9.4089641 45.5302584, 9.4090669 45.5304, 9.4090771 45.5304165, 9.4090905 45.530443, 9.4091039 45.5304777, 9.4091093 45.5305055, 9.4091147 45.5305415, 9.4091171 45.530564, 9.4091448 45.5311087)",30,,,,,
440495539,Via Giacomo Matteotti,tertiary,True,False,190.902,"LINESTRING (9.4030572 45.5358193, 9.4029693 45.5358177, 9.4027603 45.5357673, 9.4026972 45.5357507, 9.4026358 45.5357313, 9.4025762 45.5357092, 9.4025188 45.5356845, 9.4024637 45.5356573, 9.4024112 45.5356277, 9.4023614 45.5355959, 9.4023147 45.5355619, 9.4022711 45.5355259, 9.4022308 45.535488, 9.4022 45.5354552, 9.4021716 45.5354213, 9.401715 45.5347365, 9.4017054 45.5347127, 9.4016861 45.5346476, 9.4016609 45.5345464)",50,1,,,,
"[969814160, 699857513, 602726975]",Piazza Europa,tertiary,False,True,63.185,"LINESTRING (9.4030572 45.5358193, 9.4033594 45.5358949, 9.4035117 45.5359359, 9.4036895 45.5359839, 9.403817 45.5360183)",50,2,,,,
440495534,Largo Volontari del Sangue,tertiary,True,False,32.943,"LINESTRING (9.4016471 45.5343939, 9.4016556 45.5343865, 9.401665 45.5343795, 9.4016752 45.5343732, 9.4016861 45.5343674, 9.4016976 45.5343622, 9.4017096 45.5343578, 9.4017221 45.534354, 9.4017351 45.5343509, 9.4017483 45.5343486, 9.4017618 45.534347, 9.4017754 45.5343462, 9.401789 45.5343462, 9.4018026 45.534347, 9.4018161 45.5343485, 9.4018293 45.5343507, 9.4018423 45.5343537, 9.4018549 45.5343575, 9.4018669 45.5343619, 9.4018785 45.534367, 9.4018894 45.5343728, 9.4018996 45.5343791, 9.4019091 45.534386, 9.4019177 45.5343934, 9.4019254 45.5344013, 9.4019323 45.5344095, 9.4019381 45.5344182, 9.4019429 45.5344271, 9.4019467 45.5344363, 9.4019494 45.5344457, 9.401951 45.5344552, 9.4019515 45.5344647)",,,roundabout,,,
895236989,Via Giuseppe Di Vittorio,tertiary,True,False,75.664,"LINESTRING (9.4016471 45.5343939, 9.4015182 45.5342731, 9.4014979 45.5342566, 9.4014763 45.534242, 9.4014522 45.5342293, 9.4014326 45.534221, 9.4014108 45.5342138, 9.4008779 45.534074, 9.4008322 45.534062)",50,1,,,,
43321084,Via Giuseppe Di Vittorio,tertiary,True,False,94.962,"LINESTRING (9.4008322 45.534062, 9.4007652 45.5340449, 9.4007009 45.5340279, 9.400638 45.5340098, 9.4005817 45.5339927, 9.4005244 45.5339744, 9.3997536 45.5337238, 9.3997205 45.5337122)",50,2,,,,
219684779,Via Roma,residential,False,True,102.848,"LINESTRING (9.4008322 45.534062, 9.4006226 45.5344742, 9.4003891 45.5349333)",50,2,,,,
219684780,Via Roma,residential,True,False,208.64699999999996,"LINESTRING (9.4008322 45.534062, 9.4008458 45.534021, 9.4009297 45.5337656, 9.4009374 45.5337447, 9.4009543 45.5337038, 9.4009726 45.5336658, 9.4009919 45.5336282, 9.4010126 45.5335935, 9.4010347 45.5335598, 9.4011476 45.5333954, 9.401181 45.5333497, 9.4012198 45.5333002, 9.4012546 45.5332593, 9.401283 45.5332277, 9.4018496 45.5326287, 9.4020542 45.5324123)",,,,,,
181743631,Ponte di Milano,tertiary,False,True,30.674,"LINESTRING (9.40332 45.5300549, 9.4030069 45.5298876)",,1,,yes,,
43321090,Via Italia,tertiary,True,False,25.964999999999996,"LINESTRING (9.40332 45.5300549, 9.403403 45.5300954, 9.4036031 45.5301779)",30,1,,,,
440495535,Via Luigi Restelli,tertiary,False,False,21.366999999999997,"LINESTRING (9.40332 45.5300549, 9.4031955 45.5301158, 9.4031356 45.530146, 9.4030982 45.5301678)",50,2,,,,
133353099,Via Giuseppe Mazzini,residential,True,False,73.991,"LINESTRING (9.4012599 45.5320474, 9.4013005 45.5320672, 9.4013488 45.5320882, 9.4020542 45.5324123)",30,1,,,,
440495535,Via Luigi Restelli,tertiary,False,True,84.763,"LINESTRING (9.4012599 45.5320474, 9.4013165 45.5319897, 9.4016573 45.5316422, 9.4018761 45.5314191)",50,2,,,,
602726974,Via Luigi Restelli,tertiary,False,False,220.56100000000004,"LINESTRING (9.4012599 45.5320474, 9.4012162 45.5320949, 9.4006351 45.5327263, 9.4006063 45.5327576, 9.400312 45.5330713, 9.4001658 45.5332296, 9.3997205 45.5337122)",50,2,,,,
115751136,Via Argentia,tertiary,False,False,5.12,"LINESTRING (9.4100721 45.5346108, 9.4100121 45.534592)",50,2,,,,
115751136,Via Argentia,tertiary,False,True,56.726,"LINESTRING (9.4100721 45.5346108, 9.4107449 45.5348061)",50,2,,,,
115751136,Via Argentia,tertiary,False,False,56.726,"LINESTRING (9.4107449 45.5348061, 9.4100721 45.5346108)",50,2,,,,
115751136,Via Argentia,tertiary,False,True,10.834,"LINESTRING (9.4107449 45.5348061, 9.4108734 45.5348434)",50,2,,,,
181743631,Ponte di Milano,tertiary,False,False,30.674,"LINESTRING (9.4030069 45.5298876, 9.40332 45.5300549)",,1,,yes,,
440495542,Via Milano,tertiary,False,True,18.905,"LINESTRING (9.4030069 45.5298876, 9.4028197 45.5297794)",50,2,,,,
"[43321066, 133353103]",Via Giuseppe Parini,residential,True,False,235.94799999999998,"LINESTRING (9.4030069 45.5298876, 9.403147 45.5298205, 9.4037488 45.5295462, 9.4038431 45.5295046, 9.4039428 45.5294623, 9.4040325 45.5294246, 9.4041469 45.5293784, 9.4044878 45.5292447, 9.404516 45.5292329, 9.4045542 45.5292156, 9.4045889 45.5291982, 9.4046202 45.5291774, 9.404648 45.5291566, 9.4046708 45.5291374, 9.4048373 45.528987, 9.4052136 45.5285723, 9.4052528 45.5285297)",30,1,,,,
43321080,Via Lazzaretto,residential,True,False,173.57700000000003,"LINESTRING (9.4011355 45.5293832, 9.4026292 45.5300928, 9.4028 45.530174, 9.4029744 45.5302646)",40,,,,,
219695989,Via Alessandro Volta,unclassified,False,False,84.739,"LINESTRING (9.3999425 45.5314095, 9.4003573 45.530705)",50,2,,,,
175405391,Via Giuseppe Mazzini,residential,True,False,124.74600000000001,"LINESTRING (9.3999425 45.5314095, 9.4006612 45.5317583, 9.4012599 45.5320474)",50,,,,,
27895367,Via Lazzaretto,residential,False,False,71.953,"LINESTRING (9.3987772 45.5281932, 9.399524 45.528574)",40,,,,,
