osmid,oneway,name,highway,reversed,length,geometry,junction,access
48821048,True,Via Giuseppe Garibaldi,residential,False,33.846000000000004,"LINESTRING (14.9006552 37.5674283, 14.9005316 37.5674461, 14.9004556 37.5674441, 14.9002746 37.5674265)",,
175723945,False,Via Giovan Battista Nicolosi,residential,True,44.608,"LINESTRING (14.9008608 37.5695078, 14.9009055 37.5691082)",,
175723946,True,Via Giovan Battista Nicolosi,residential,False,35.968,"LINESTRING (14.9008608 37.5695078, 14.9008527 37.5695907, 14.9008293 37.5698303)",,
1151262582,False,Via Emanuele Bellia,residential,False,54.408,"LINESTRING (14.9008608 37.5695078, 14.9008142 37.5695123, 14.900751 37.5695185, 14.9003074 37.5697126)",,
167854008,True,Via Emanuele Bellia,residential,False,35.053,"LINESTRING (14.9035456 37.5696078, 14.903149 37.5695842)",,
174744874,True,Via Giuseppe Parini,residential,False,38.402,"LINESTRING (14.9034089 37.5715145, 14.9034336 37.5711697)",,
141389943,False,Via Fontana del Lupo,tertiary,False,10.026,"LINESTRING (14.9103663 37.5709143, 14.9102793 37.5709724)",,
"[175723945, 1124318966]",False,Via Giovan Battista Nicolosi,residential,"[False, True]",93.995,"LINESTRING (14.9011011 37.567361, 14.9010895 37.5674654, 14.9010743 37.5676003, 14.9010068 37.568203)",,
1180974941,False,,tertiary,False,4.677,"LINESTRING (14.9011011 37.567361, 14.9010758 37.5673546, 14.9010533 37.5673435)",circular,
1180974942,False,,tertiary,True,12.612000000000002,"LINESTRING (14.9011011 37.567361, 14.9011297 37.5673621, 14.9011576 37.5673571, 14.9011829 37.5673465, 14.9012037 37.5673309, 14.9012185 37.5673115)",circular,
"[48821056, 1124318965]",True,Via Vittorio Emanuele,tertiary,False,17.361,"LINESTRING (14.9014116 37.5673423, 14.9013457 37.5673315, 14.9012185 37.5673115)",,
1162910266,True,,residential,False,20.346000000000004,"LINESTRING (14.9014116 37.5673423, 14.9016034 37.5673278, 14.9016414 37.5673249)",,
48821074,False,,unclassified,True,45.447,"LINESTRING (14.9033133 37.563628, 14.9038231 37.5636892)",,
259263192,True,Via Circumvallazione,tertiary,False,30.927,"LINESTRING (14.9033133 37.563628, 14.9033021 37.56353, 14.9032817 37.563351)",,
48821068,True,Via Fiume,residential,False,27.889,"LINESTRING (14.9053973 37.5632528, 14.9050817 37.5632707)",,
167902400,False,Via Asmara,residential,False,50.015,"LINESTRING (14.9053973 37.5632528, 14.9053097 37.5628084)",,
167902400,False,Via Asmara,residential,True,18.479,"LINESTRING (14.9053973 37.5632528, 14.9054296 37.563417)",,
48821068,True,Via Fiume,residential,False,14.301,"LINESTRING (14.9050817 37.5632707, 14.9049197 37.5632779)",,
48822587,False,Via Padova,residential,True,67.114,"LINESTRING (14.9050817 37.5632707, 14.9050998 37.5638741)",,
48821068,True,Via Fiume,residential,False,30.731,"LINESTRING (14.9049197 37.5632779, 14.9045716 37.5632935)",,
48822529,False,Via Zara,residential,False,46.245,"LINESTRING (14.9049197 37.5632779, 14.9048411 37.5628667)",,
48821068,True,Via Fiume,residential,False,39.965,"LINESTRING (14.9045716 37.5632935, 14.9041189 37.5633137)",,
167902401,True,Via Monfalcone,residential,False,55.288999999999994,"LINESTRING (14.9045716 37.5632935, 14.9046475 37.5637487, 14.9046739 37.5637805)",,
48821068,True,Via Fiume,residential,False,30.942,"LINESTRING (14.9041189 37.5633137, 14.9037684 37.5633293)",,
167902399,False,Via Pola,residential,False,70.346,"LINESTRING (14.9041189 37.5633137, 14.9040214 37.5626858)",,
167902399,False,Via Pola,residential,True,32.121,"LINESTRING (14.9041189 37.5633137, 14.9041556 37.5636011)",,
48821068,True,Via Fiume,residential,False,42.967,"LINESTRING (14.9037684 37.5633293, 14.9032817 37.563351)",,
48822531,False,Via Gorizia,residential,False,65.929,"LINESTRING (14.9037684 37.5633293, 14.9036657 37.562742)",,
48822531,False,Via Gorizia,residential,True,40.308,"LINESTRING (14.9037684 37.5633293, 14.9038231 37.5636892)",,
259263192,True,Via Circumvallazione,tertiary,False,60.144000000000005,"LINESTRING (14.9032817 37.563351, 14.903248 37.5629943, 14.9032206 37.5628124)",,
48822585,True,Via Fratelli Bandiera,residential,False,41.572,"LINESTRING (14.9048787 37.5645415, 14.9044583 37.564711)",,
48821073,True,Via Milazzo,residential,False,140.112,"LINESTRING (14.9048787 37.5645415, 14.9050124 37.5650176, 14.905099 37.5653294, 14.9049671 37.5657702)",,
48821073,True,Via Milazzo,residential,False,24.396,"LINESTRING (14.9048274 37.5643259, 14.9048787 37.5645415)",,
48822586,False,Via Francesco Baracca,residential,False,58.843,"LINESTRING (14.9048274 37.5643259, 14.9041718 37.564226)",,
48822586,False,Via Francesco Baracca,residential,True,81.509,"LINESTRING (14.9048274 37.5643259, 14.905169 37.564378, 14.9057355 37.5644644)",,
48821064,True,Via Altarino,residential,False,39.08,"LINESTRING (14.9046739 37.5637805, 14.9048752 37.5638393, 14.9050998 37.5638741)",,
48821073,True,Via Milazzo,residential,False,27.645,"LINESTRING (14.9046739 37.5637805, 14.9047003 37.5638122, 14.9047514 37.5640189)",,
48821074,False,,unclassified,False,45.843,"LINESTRING (14.9046739 37.5637805, 14.9046086 37.5637695, 14.9041583 37.5637279)",,
48821074,False,,unclassified,False,29.857,"LINESTRING (14.9041583 37.5637279, 14.9038231 37.5636892)",,
48822528,False,,residential,True,28.702,"LINESTRING (14.9041583 37.5637279, 14.904154 37.563986)",,
48821074,False,,unclassified,True,45.843,"LINESTRING (14.9041583 37.5637279, 14.9046086 37.5637695, 14.9046739 37.5637805)",,
48821074,False,,unclassified,False,45.447,"LINESTRING (14.9038231 37.5636892, 14.9033133 37.563628)",,
48821074,False,,unclassified,True,29.857,"LINESTRING (14.9038231 37.5636892, 14.9041583 37.5637279)",,
48822531,False,Via Gorizia,residential,False,40.308,"LINESTRING (14.9038231 37.5636892, 14.9037684 37.5633293)",,
48822587,False,Via Padova,residential,False,67.114,"LINESTRING (14.9050998 37.5638741, 14.9050817 37.5632707)",,
48821064,True,Via Altarino,residential,False,38.798,"LINESTRING (14.9050998 37.5638741, 14.9051872 37.5638864, 14.9055332 37.5639351)",,
48821064,True,Via Altarino,residential,False,30.512999999999998,"LINESTRING (14.9055332 37.5639351, 14.9058064 37.5640323, 14.905849 37.5640475)",,
"[167902091, 48822533]",False,"['Via Cuneo', 'Via Asmara']",residential,False,98.762,"LINESTRING (14.9055332 37.5639351, 14.9054444 37.5634931, 14.9059759 37.5636221)",,
48821052,False,Via Goffredo Mameli,residential,False,57.009,"LINESTRING (14.907759 37.562639, 14.9077972 37.5631508)",,
48822573,False,Via Abate Meli,residential,False,39.754,"LINESTRING (14.907759 37.562639, 14.9073087 37.5626591)",,
48822573,False,Via Abate Meli,residential,True,40.46,"LINESTRING (14.907759 37.562639, 14.9082173 37.5626185)",,
48821052,False,Via Goffredo Mameli,residential,False,57.277,"LINESTRING (14.9077972 37.5631508, 14.9078357 37.563665)",,
48821052,False,Via Goffredo Mameli,residential,True,57.009,"LINESTRING (14.9077972 37.5631508, 14.907759 37.562639)",,
48821068,True,Via Fiume,residential,False,40.057,"LINESTRING (14.9077972 37.5631508, 14.9073434 37.5631702)",,
48821050,False,Via Rosolino Pilo,residential,False,56.35,"LINESTRING (14.9082173 37.5626185, 14.9082567 37.5631243)",,
48822573,False,Via Abate Meli,residential,False,40.46,"LINESTRING (14.9082173 37.5626185, 14.907759 37.562639)",,
48822573,False,Via Abate Meli,residential,True,46.216,"LINESTRING (14.9082173 37.5626185, 14.9087408 37.5625952)",,
48821050,False,Via Rosolino Pilo,residential,False,31.674,"LINESTRING (14.9082567 37.5631243, 14.9082809 37.5634085)",,
48821050,False,Via Rosolino Pilo,residential,True,56.35,"LINESTRING (14.9082567 37.5631243, 14.9082173 37.5626185)",,
48821068,True,Via Fiume,residential,False,40.608,"LINESTRING (14.9082567 37.5631243, 14.9077972 37.5631508)",,
48821051,False,Via Edmondo De Amicis,residential,False,56.914,"LINESTRING (14.9073434 37.5631702, 14.9073087 37.5626591)",,
48821051,False,Via Edmondo De Amicis,residential,True,57.402,"LINESTRING (14.9073434 37.5631702, 14.9073918 37.563685)",,
48821068,True,Via Fiume,residential,False,39.9,"LINESTRING (14.9073434 37.5631702, 14.9068917 37.5631938)",,
48821068,True,Via Fiume,residential,False,56.336,"LINESTRING (14.9068917 37.5631938, 14.906253 37.5632128)",,
167263757,False,Via Como,residential,False,57.091,"LINESTRING (14.9068917 37.5631938, 14.9069546 37.5637048)",,
167263757,False,Via Como,residential,True,28.322,"LINESTRING (14.9068917 37.5631938, 14.9068695 37.5629397)",,
48821068,True,Via Fiume,residential,False,14.348,"LINESTRING (14.906253 37.5632128, 14.9060905 37.5632204)",,
48821051,False,Via Edmondo De Amicis,residential,True,56.914,"LINESTRING (14.9073087 37.5626591, 14.9073434 37.5631702)",,
48822573,False,Via Abate Meli,residential,False,40.778,"LINESTRING (14.9073087 37.5626591, 14.9068468 37.5626797)",,
48822573,False,Via Abate Meli,residential,True,39.754,"LINESTRING (14.9073087 37.5626591, 14.907759 37.562639)",,
48822575,True,Via Pietro Lupo,residential,False,48.607,"LINESTRING (14.905849 37.5640475, 14.9059759 37.5636221)",,
257732173,False,Via Vesuvio,residential,False,28.031,"LINESTRING (14.905849 37.5640475, 14.9059026 37.5640657, 14.9061413 37.5641468)",,
48822579,False,Via Lecco,residential,True,98.777,"LINESTRING (14.9067288 37.5643384, 14.9070153 37.5651972)",,
257732173,False,Via Vesuvio,residential,False,4.642,"LINESTRING (14.9067288 37.5643384, 14.9067809 37.5643445)",,
257732173,False,Via Vesuvio,residential,True,21.885,"LINESTRING (14.9067288 37.5643384, 14.9064964 37.5642691)",,
167263755,False,Via Bergamo,residential,False,70.207,"LINESTRING (14.9067809 37.5643445, 14.9067676 37.5637132)",,
257732173,False,Via Vesuvio,residential,False,21.471,"LINESTRING (14.9067809 37.5643445, 14.9070228 37.5643673)",,
257732173,False,Via Vesuvio,residential,True,4.642,"LINESTRING (14.9067809 37.5643445, 14.9067288 37.5643384)",,
257732173,False,Via Vesuvio,residential,False,26.611,"LINESTRING (14.9070228 37.5643673, 14.9073226 37.5643956)",,
257732173,False,Via Vesuvio,residential,True,21.471,"LINESTRING (14.9070228 37.5643673, 14.9067809 37.5643445)",,
