osmid,name,highway,junction,oneway,reversed,length,geometry,lanes,ref,bridge,width
37743686,Piazza Dante Alighieri,tertiary,roundabout,True,False,5.369,"LINESTRING (12.9792362 45.9630361, 12.9792709 45.9630355, 12.9793048 45.9630408)",,,,
67504992,Via Cesare Battisti,unclassified,,False,False,57.583,"LINESTRING (12.9767195 45.9653068, 12.9768223 45.9647939)",,,,
160206778,Piazzale Guglielmo Oberdan,unclassified,roundabout,True,False,15.712,"LINESTRING (12.9767195 45.9653068, 12.9767971 45.9653292, 12.9768292 45.9653831, 12.9768157 45.9654058)",,,,
52708610,Via Circonvallazione Ovest,secondary,,False,False,68.475,"LINESTRING (12.973399 45.9579309, 12.9735449 45.9573235)",2,,,
52708610,Via Circonvallazione Ovest,secondary,,False,True,17.177,"LINESTRING (12.973399 45.9579309, 12.9733627 45.9580833)",2,,,
53023556,Via della Veneranda,unclassified,,True,False,22.28,"LINESTRING (12.973399 45.9579309, 12.9734782 45.9579891, 12.9735433 45.9580316, 12.9736123 45.9580645)",,,,
52720640,Via Friuli,tertiary,,False,False,109.88499999999999,"LINESTRING (12.9841238 45.9581278, 12.9843849 45.9576877, 12.9845783 45.9573328, 12.9846468 45.957209)",2,,,
52720640,Via Friuli,tertiary,,False,True,92.248,"LINESTRING (12.9841238 45.9581278, 12.9838255 45.9586325, 12.983678 45.9588973)",2,,,
52720640,Via Friuli,tertiary,,False,False,51.616,"LINESTRING (12.9829211 45.9601924, 12.983185 45.959766)",2,,,
52720640,Via Friuli,tertiary,,False,True,22.04,"LINESTRING (12.9829211 45.9601924, 12.9827822 45.9603655)",2,,,
52822928,Via Friuli,tertiary,,True,False,27.491999999999997,"LINESTRING (12.9829211 45.9601924, 12.9829154 45.9602711, 12.9829346 45.9603321, 12.9829578 45.9603642, 12.983029 45.9604138)",,,,
52720640,Via Friuli,tertiary,,False,False,22.04,"LINESTRING (12.9827822 45.9603655, 12.9829211 45.9601924)",2,,,
585940727,,tertiary,roundabout,True,False,5.85,"LINESTRING (12.9827822 45.9603655, 12.9828084 45.9603716, 12.9828279 45.9603803, 12.9828451 45.9603928)",,,,
52720638,Via Pietro Zorutti,tertiary,,True,False,157.948,"LINESTRING (12.9827598 45.960506, 12.9827515 45.9606505, 12.9827142 45.9609652, 12.9826522 45.9613371, 12.9825922 45.9619213)",,,,
52720641,,tertiary,roundabout,True,False,4.895,"LINESTRING (12.9827598 45.960506, 12.9827263 45.9605012, 12.9827009 45.9604913)",,,,
53024184,Via Valentino Ostermann,tertiary,,False,False,30.088,"LINESTRING (12.9833134 45.9604278, 12.9836881 45.9603545)",2,SC97,,
242876126,Viale Francesco Antonio Duodo,tertiary,,False,False,8.976,"LINESTRING (12.9833134 45.9604278, 12.9831973 45.9604261)",,,,
52720636,Viale Francesco Antonio Duodo,tertiary,,False,True,29.589,"LINESTRING (12.9833134 45.9604278, 12.9834882 45.9604443, 12.9836898 45.960475)",2,,,
52720636,Viale Francesco Antonio Duodo,tertiary,,False,False,30.64,"LINESTRING (12.9842317 45.9605995, 12.9838572 45.9605092)",2,,,
52720636,Viale Francesco Antonio Duodo,tertiary,,False,True,27.01,"LINESTRING (12.9842317 45.9605995, 12.9844798 45.9606581, 12.9845607 45.9606811)",2,,,
52720643,Via Chino Ermacora,unclassified,,False,False,104.212,"LINESTRING (12.9825922 45.9619213, 12.9839403 45.9619088)",,,,
52720642,Via Pietro Zorutti,tertiary,,True,False,155.038,"LINESTRING (12.9825922 45.9619213, 12.9825221 45.9624572, 12.9824787 45.9629511, 12.9824474 45.9633118)",,,,
52720637,Via Ventinove Ottobre,tertiary,,False,True,20.165,"LINESTRING (12.9824474 45.9633118, 12.9827052 45.963284)",2,,,
377002528,Via Alessandro Manzoni,tertiary,,False,False,37.072,"LINESTRING (12.9824474 45.9633118, 12.9819767 45.9633758)",2,,,
52720643,Via Chino Ermacora,unclassified,,False,True,104.212,"LINESTRING (12.9839403 45.9619088, 12.9825922 45.9619213)",,,,
52720639,Via Pier Silverio Leicht,unclassified,,True,False,147.334,"LINESTRING (12.9839403 45.9619088, 12.9840248 45.9615753, 12.9840885 45.9612911, 12.9841698 45.9608785, 12.9842317 45.9605995)",1,,,
52720637,Via Ventinove Ottobre,tertiary,,False,False,75.779,"LINESTRING (12.9836797 45.9632178, 12.9833526 45.9632262, 12.9830482 45.9632458, 12.9827052 45.963284)",2,,,
52720637,Via Ventinove Ottobre,tertiary,,False,True,48.634,"LINESTRING (12.9836797 45.9632178, 12.9838964 45.9632242, 12.9841951 45.9632536, 12.9843044 45.9632655)",2,,,
52720639,Via Pier Silverio Leicht,unclassified,,True,False,146.966,"LINESTRING (12.9836797 45.9632178, 12.983728 45.9629107, 12.9837984 45.9625531, 12.9839149 45.9620092, 12.9839403 45.9619088)",1,,,
52720637,Via Ventinove Ottobre,tertiary,,False,False,11.034,"LINESTRING (12.9851279 45.9633457, 12.984986 45.9633349)",2,,,
377049995,Vicolo dell'Essicatoio,residential,,False,False,116.442,"LINESTRING (12.9851279 45.9633457, 12.9853689 45.962312)",,,,
53023552,Via Piave,unclassified,,False,True,21.321,"LINESTRING (12.9748402 45.9620173, 12.9750735 45.961915)",,,,
"[799796712, 799796713, 52822925]",Piazza Giardini Pubblici,tertiary,,True,False,104.06200000000001,"LINESTRING (12.9748402 45.9620173, 12.9749668 45.9620152, 12.9750922 45.9620132, 12.9752147 45.9620223, 12.9754798 45.962042, 12.9757105 45.9621036, 12.9757953 45.9621537, 12.9758149 45.962172, 12.975874 45.9622309, 12.9759291 45.962328, 12.9759503 45.9623668)",,,,
52822927,Via Piave,tertiary,,False,True,39.150999999999996,"LINESTRING (12.9748402 45.9620173, 12.9746228 45.9620612, 12.9743503 45.9621063)",,,,
52822927,Via Piave,tertiary,,False,False,39.150999999999996,"LINESTRING (12.9743503 45.9621063, 12.9746228 45.9620612, 12.9748402 45.9620173)",,,,
83889718,Via Monte Canin,residential,,False,True,48.992,"LINESTRING (12.9744232 45.9627878, 12.9737895 45.9627789)",,,,
377143573,Piazza Giardini Pubblici,tertiary,,True,False,76.166,"LINESTRING (12.9744232 45.9627878, 12.9743991 45.9627127, 12.9743716 45.9625717, 12.9743716 45.9624444, 12.9743578 45.9622541, 12.9743519 45.9621624, 12.9743503 45.9621063)",,,,
52720641,,tertiary,roundabout,True,False,10.46,"LINESTRING (12.9828451 45.9603928, 12.9828628 45.9604196, 12.9828647 45.9604431, 12.9828593 45.9604591, 12.9828418 45.9604805)",,,,
52822929,Viale Francesco Antonio Duodo,tertiary,,True,False,14.405999999999999,"LINESTRING (12.9828451 45.9603928, 12.982931 45.960402, 12.983029 45.9604138)",,,,
242876129,Viale Francesco Antonio Duodo,tertiary,,True,False,13.081,"LINESTRING (12.983029 45.9604138, 12.9831973 45.9604261)",,,,
52720641,,tertiary,roundabout,True,False,7.161,"LINESTRING (12.9828418 45.9604805, 12.9828173 45.9604953, 12.9827904 45.9605035, 12.9827598 45.960506)",,,,
242876126,Viale Francesco Antonio Duodo,tertiary,,False,True,8.976,"LINESTRING (12.9831973 45.9604261, 12.9833134 45.9604278)",,,,
216980765,Viale Francesco Antonio Duodo,tertiary,,True,False,28.447,"LINESTRING (12.9831973 45.9604261, 12.9830247 45.9604387, 12.9829388 45.9604512, 12.9828671 45.960468, 12.9828418 45.9604805)",,,,
52822933,Via Foro Boario,tertiary,,True,False,29.076,"LINESTRING (12.9761742 45.9627646, 12.9761575 45.9628687, 12.976128 45.9629549, 12.9761005 45.9630203)",,,,
