osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction,bridge
"[26651217, 26651298]","['Via Giuseppe Garibaldi', 'Via Luigi Valentini']",tertiary,False,False,274.754,"LINESTRING (9.9038889 44.1124889, 9.9040174 44.1125822, 9.9041527 44.1127325, 9.9041698 44.1127515, 9.9042459 44.1128235, 9.9043592 44.1129209, 9.9044719 44.1130319, 9.904476 44.1130383, 9.9046278 44.1132772, 9.9046686 44.1133592, 9.9046718 44.1133657, 9.9047075 44.113582, 9.9047335 44.1136488, 9.9047466 44.113673, 9.9047756 44.1137266, 9.9047901 44.1137594, 9.9047865 44.1137914, 9.9047648 44.1138156, 9.9047215 44.113826, 9.9046878 44.1138286, 9.9046276 44.1138165, 9.9045855 44.1138044, 9.9045132 44.1137707, 9.9044097 44.1136903, 9.9043628 44.1136575, 9.9043351 44.1136428, 9.9043038 44.1136367, 9.9042833 44.1136367, 9.9042617 44.1136462, 9.9042521 44.1136609, 9.9042508 44.1136868, 9.9042617 44.1137162, 9.9042942 44.1137491, 9.9043399 44.113775, 9.9044133 44.1138087, 9.9044988 44.1138398, 9.9046071 44.1138744, 9.9046613 44.1138813, 9.9047131 44.1138942, 9.9047431 44.1139176, 9.904754 44.1139331, 9.9047516 44.1139539)",,,,,
242920745,Via Morucciola,residential,False,False,73.345,"LINESTRING (9.9080758 44.1165901, 9.9084858 44.1166818, 9.9085564 44.11674, 9.9085966 44.1168055, 9.9086368 44.1169056, 9.9086449 44.1170038)",,,,,
"[856117833, 373091331, 374756517]",,residential,False,"[False, True]",62.298,"LINESTRING (9.9080758 44.1165901, 9.9080742 44.1165164, 9.9080681 44.1163162, 9.9080853 44.1162754, 9.9081492 44.1161844, 9.9082093 44.1161132, 9.9082296 44.1160891, 9.9082601 44.1160681)",,,,,
856537335,Via Romana,unclassified,False,False,20.134999999999998,"LINESTRING (9.9080758 44.1165901, 9.9079099 44.11665, 9.9078884 44.1166952)",1,,,,
852720784,,primary,True,False,6.07,"LINESTRING (9.9121895 44.1162004, 9.9121573 44.1161848, 9.9121322 44.1161651)",2,SS1,50,roundabout,
953319465,Via Aurelia,primary,True,False,20.987000000000002,"LINESTRING (9.9121895 44.1162004, 9.912156 44.1162492, 9.9121305 44.1162994, 9.9120973 44.1163767)",,SS1,30,,
113531426,,primary,True,False,7.5280000000000005,"LINESTRING (9.9121322 44.1161651, 9.9121099 44.1161339, 9.9121017 44.1161018)",2,SS1,50,roundabout,
238811809,Via Luigi Valentini,tertiary,True,False,24.116,"LINESTRING (9.9121322 44.1161651, 9.9120054 44.1161903, 9.9119421 44.1162065, 9.9118388 44.1162078)",,,,,
238811810,Via Luigi Valentini,tertiary,True,False,24.092999999999996,"LINESTRING (9.9118388 44.1162078, 9.9119065 44.1161782, 9.9119969 44.1161468, 9.9121017 44.1161018)",,,,,
"[320865645, 374756533]",Via Luigi Valentini,tertiary,False,True,288.05899999999997,"LINESTRING (9.9118388 44.1162078, 9.9117285 44.1162009, 9.9116193 44.1161855, 9.9112567 44.1161342, 9.9107067 44.1160564, 9.9105955 44.1160407, 9.910415 44.1160392, 9.9101846 44.1160372, 9.9099462 44.1160327, 9.9097629 44.1160304, 9.9095446 44.1160257, 9.9093501 44.1160333, 9.9090664 44.1160638, 9.9089247 44.1160796, 9.9088899 44.1160814, 9.9087855 44.1160867, 9.9085364 44.1160897, 9.90841 44.1160813, 9.9083479 44.1160743, 9.9082882 44.1160703, 9.9082601 44.1160681)",2,,,,
1116520102,,residential,False,True,20.724,"LINESTRING (9.904986 44.114034, 9.9047516 44.1139539)",,,,,
242920745,Via Morucciola,residential,False,False,60.418,"LINESTRING (9.9086449 44.1170038, 9.9085403 44.1171636, 9.9084598 44.1172811, 9.9083859 44.1175109)",,,,,
242920745,Via Morucciola,residential,False,True,73.345,"LINESTRING (9.9086449 44.1170038, 9.9086368 44.1169056, 9.9085966 44.1168055, 9.9085564 44.11674, 9.9084858 44.1166818, 9.9080758 44.1165901)",,,,,
242920746,,residential,False,False,55.346000000000004,"LINESTRING (9.9086449 44.1170038, 9.9088909 44.1171801, 9.9090242 44.1174091)",,,,,
242920746,,residential,False,True,72.521,"LINESTRING (9.9089023 44.117904, 9.9088637 44.1178307, 9.9091862 44.1176872, 9.9090242 44.1174091)",,,,,
"[242920745, 242921637]",Via Morucciola,residential,False,False,90.343,"LINESTRING (9.9083859 44.1175109, 9.9083713 44.1175564, 9.9082531 44.1180496, 9.9081905 44.1183111)",,,,,
242920745,Via Morucciola,residential,False,True,60.418000000000006,"LINESTRING (9.9083859 44.1175109, 9.9084598 44.1172811, 9.9085403 44.1171636, 9.9086449 44.1170038)",,,,,
242920747,,residential,False,False,38.923,"LINESTRING (9.9083859 44.1175109, 9.9085866 44.1176888, 9.9084707 44.1177768)",,,,,
242920747,,residential,False,True,38.923,"LINESTRING (9.9084707 44.1177768, 9.9085866 44.1176888, 9.9083859 44.1175109)",,,,,
242921636,,residential,False,False,65.877,"LINESTRING (9.9090242 44.1174091, 9.9098493 44.1173986)",,,,,
242920746,,residential,False,False,72.521,"LINESTRING (9.9090242 44.1174091, 9.9091862 44.1176872, 9.9088637 44.1178307, 9.9089023 44.117904)",,,,,
242920746,,residential,False,True,55.346000000000004,"LINESTRING (9.9090242 44.1174091, 9.9088909 44.1171801, 9.9086449 44.1170038)",,,,,
242921636,,residential,False,True,65.877,"LINESTRING (9.9098493 44.1173986, 9.9090242 44.1174091)",,,,,
"[242920745, 242921637]",Via Morucciola,residential,False,True,90.34299999999999,"LINESTRING (9.9081905 44.1183111, 9.9082531 44.1180496, 9.9083713 44.1175564, 9.9083859 44.1175109)",,,,,
"[479922426, 374756524]",Via Colombriera,residential,False,False,93.659,"LINESTRING (9.9071031 44.115836, 9.9073747 44.1158049, 9.9075197 44.1157877, 9.9076664 44.1157747, 9.9077523 44.115785, 9.9079889 44.1159485, 9.9080649 44.1160039, 9.9080986 44.1160557)",,,,,
373093561,,primary,True,False,12.303,"LINESTRING (9.9120973 44.1163767, 9.912056 44.1162701)",1,SS1,30,,
