osmid,lanes,name,highway,oneway,reversed,length,geometry,junction,maxspeed
30898987,2,Via Alessandro Volta,tertiary,False,False,223.52500000000003,"LINESTRING (9.2732566 45.635147, 9.2740359 45.6354816, 9.274219 45.6355602, 9.274828 45.6358087, 9.2748833 45.6358322, 9.2751797 45.6359581, 9.2754692 45.6360453, 9.2757684 45.6361113)",,
188180742,1,Via Pessina,unclassified,True,False,21.106,"LINESTRING (9.2804323 45.6356827, 9.2804399 45.6357854, 9.280442 45.6358312, 9.2804507 45.6358719)",,
1081543499,2,Via Pessina,unclassified,False,False,20.873,"LINESTRING (9.2804323 45.6356827, 9.2804389 45.6356205, 9.2804522 45.6354955)",,
329499179,,Via Pitagora,residential,False,False,79.135,"LINESTRING (9.2804522 45.6354955, 9.2812508 45.6356615, 9.2814281 45.6356976)",,
1081543499,2,Via Pessina,unclassified,False,True,20.873,"LINESTRING (9.2804522 45.6354955, 9.2804389 45.6356205, 9.2804323 45.6356827)",,
470690789,2,Via delle Brughiere,residential,False,False,109.13900000000001,"LINESTRING (9.275268 45.6353808, 9.2754713 45.6354644, 9.2758662 45.6356429, 9.275914 45.635735, 9.2757684 45.6361113)",,
30898987,2,Via Alessandro Volta,tertiary,False,False,7.983,"LINESTRING (9.2757684 45.6361113, 9.2758671 45.6361311)",,
30898987,2,Via Alessandro Volta,tertiary,False,True,223.525,"LINESTRING (9.2757684 45.6361113, 9.2754692 45.6360453, 9.2751797 45.6359581, 9.2748833 45.6358322, 9.274828 45.6358087, 9.274219 45.6355602, 9.2740359 45.6354816, 9.2732566 45.635147)",,
470690789,2,Via delle Brughiere,residential,False,True,109.13900000000001,"LINESTRING (9.2757684 45.6361113, 9.275914 45.635735, 9.2758662 45.6356429, 9.2754713 45.6354644, 9.275268 45.6353808)",,
177535564,,Via Enrico Fermi,unclassified,False,True,66.867,"LINESTRING (9.2776383 45.6350815, 9.2772518 45.6356187)",,
470690786,,Via Thomas Alva Edison,unclassified,False,False,444.28200000000004,"LINESTRING (9.2776383 45.6350815, 9.2778299 45.6349739, 9.2781677 45.634498, 9.2782181 45.6344681, 9.278266 45.634454, 9.2783265 45.634454, 9.2790096 45.634632, 9.2790651 45.6346602, 9.2791231 45.6347078, 9.2794457 45.6352436, 9.2794457 45.6353071, 9.2794155 45.6353529, 9.2794003 45.6353917, 9.2793928 45.6356596, 9.2793625 45.6357089, 9.2793172 45.6357336, 9.2792491 45.6357407, 9.2772518 45.6356187)",,
177535564,,Via Enrico Fermi,unclassified,False,False,66.867,"LINESTRING (9.2772518 45.6356187, 9.2776383 45.6350815)",,
470690786,,Via Thomas Alva Edison,unclassified,False,True,444.28200000000004,"LINESTRING (9.2772518 45.6356187, 9.2792491 45.6357407, 9.2793172 45.6357336, 9.2793625 45.6357089, 9.2793928 45.6356596, 9.2794003 45.6353917, 9.2794155 45.6353529, 9.2794457 45.6353071, 9.2794457 45.6352436, 9.2791231 45.6347078, 9.2790651 45.6346602, 9.2790096 45.634632, 9.2783265 45.634454, 9.278266 45.634454, 9.2782181 45.6344681, 9.2781677 45.634498, 9.2778299 45.6349739, 9.2776383 45.6350815)",,
400414566,,Via Enrico Fermi,unclassified,False,True,47.53,"LINESTRING (9.2772518 45.6356187, 9.2771504 45.6357597, 9.2771189 45.6358134, 9.2771051 45.6358619, 9.2771076 45.6359086, 9.2771134 45.6359335, 9.2771184 45.6359551, 9.277124 45.6359791, 9.277158 45.6360161)",,
