osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,bridge,width,access,junction,tunnel
28119524,True,1,Via Vittorio Emanuele II,primary,False,77.897,"LINESTRING (15.5577576 38.1968762, 15.5577832 38.19695, 15.5577933 38.1969811, 15.5577946 38.1969971, 15.5578232 38.1971864, 15.557834 38.1972605, 15.5578492 38.1973648, 15.5578401 38.1975704)",,,,,,
241098854,True,2,Viale Boccetta,primary,False,60.194,"LINESTRING (15.5528301 38.1981727, 15.5527045 38.1981745, 15.5521414 38.1981835)",,,,,,
241098854,True,2,Viale Boccetta,primary,False,79.44999999999999,"LINESTRING (15.5521414 38.1981835, 15.5517984 38.1981884, 15.5513356 38.1981949, 15.5512977 38.1981954, 15.5512326 38.1981999)",,,,,,
42922299,True,1,Via San Domenico Savio,residential,False,72.876,"LINESTRING (15.5517788 38.1907967, 15.5510781 38.191152)",,,,,,
146603990,True,1,Via Ventiquattro Maggio,residential,False,73.777,"LINESTRING (15.5517788 38.1907967, 15.5519369 38.1914232, 15.5519431 38.1914475)",,,,,,
146603990,True,1,Via Ventiquattro Maggio,residential,False,127.306,"LINESTRING (15.5520682 38.1919434, 15.5523019 38.1928784, 15.5523504 38.1930666)",,,,,,
1263711103,True,1,Via della Zecca,residential,False,80.61099999999999,"LINESTRING (15.5520682 38.1919434, 15.5521278 38.1919127, 15.5522138 38.1918685, 15.5525031 38.1917196, 15.5528399 38.1915463)",,,,,,
146603990,True,1,Via Ventiquattro Maggio,residential,False,86.257,"LINESTRING (15.5523504 38.1930666, 15.552545 38.1938271)",,,,,,
146603990,True,1,Via Ventiquattro Maggio,residential,False,85.89599999999999,"LINESTRING (15.5528601 38.1946892, 15.5530706 38.1951167, 15.5532149 38.1954096)",,,,,,
28233097,True,1,Via Enrico Martinez,residential,False,47.924,"LINESTRING (15.5535731 38.1961623, 15.5541179 38.196113)",,,,,,
146603990,True,1,Via Ventiquattro Maggio,residential,False,49.999,"LINESTRING (15.5535731 38.1961623, 15.5537734 38.1965835)",,,,,,
