osmid,oneway,lanes,highway,reversed,length,geometry,name,bridge,junction,est_width,ref,maxspeed,tunnel,access,width
23229482,True,1,trunk_link,False,283.894,"LINESTRING (9.1620103 45.5448708, 9.1621495 45.5450455, 9.1623248 45.5454244, 9.1633493 45.5471252, 9.1633873 45.547165, 9.1634469 45.5472094)",,,,,,,,,
"[51835536, 1092670929, 29137507]",True,1,tertiary,False,72.98,"LINESTRING (9.1635554 45.5472887, 9.1631854 45.5472255, 9.1627152 45.547153, 9.1626731 45.5471474, 9.1626421 45.5471418)",Via Enrico Fermi,yes,,,,,,,
23229483,True,1,tertiary,False,9.079999999999998,"LINESTRING (9.1643769 45.5471661, 9.1643978 45.5471804, 9.1644151 45.5471968, 9.1644285 45.5472149, 9.1644376 45.5472343)",,,roundabout,,,,,,
23229483,True,1,tertiary,False,23.557000000000002,"LINESTRING (9.1644376 45.5472343, 9.1644427 45.5472643, 9.1644375 45.5472944, 9.1644223 45.5473227, 9.164398 45.5473477, 9.1643659 45.547368, 9.1643279 45.5473824, 9.1642861 45.5473902)",,,roundabout,,,,,,
50323113,True,1,unclassified,False,34.08,"LINESTRING (9.1644376 45.5472343, 9.1645248 45.5472998, 9.1645803 45.5473318, 9.1646574 45.547365, 9.1647886 45.547412)",Via Enrico Fermi,,,,,,,,
23229483,True,1,tertiary,False,8.648,"LINESTRING (9.1642861 45.5473902, 9.1642491 45.5473911, 9.1642126 45.5473868, 9.1641781 45.5473774)",,,roundabout,,,,,,
23229483,True,1,tertiary,False,26.153,"LINESTRING (9.1641781 45.5473774, 9.1641468 45.5473631, 9.1641204 45.5473447, 9.1640998 45.5473229, 9.1640861 45.5472986, 9.1640797 45.5472728, 9.164081 45.5472467, 9.1640898 45.5472213, 9.1641059 45.5471978, 9.1641286 45.547177)",,,roundabout,,,,,,
29137507,True,1,tertiary,False,49.486999999999995,"LINESTRING (9.1641781 45.5473774, 9.1637918 45.5473248, 9.1636948 45.54731, 9.1635554 45.5472887)",Via Enrico Fermi,,,,,,,,
23229483,True,1,tertiary,False,3.811,"LINESTRING (9.1641286 45.547177, 9.1641666 45.5471554)",,,roundabout,,,,,,
1092670929,True,1,tertiary,False,23.141,"LINESTRING (9.1623 45.5470756, 9.1621315 45.5470472, 9.1620132 45.5470215)",Via Enrico Fermi,,,,,,,,
27549396,True,1,tertiary,False,30.208,"LINESTRING (9.1644982 45.5444491, 9.1645539 45.5445085, 9.1646266 45.5445663, 9.1647499 45.5446547)",Via Fabio Filzi,,,,,,,,
188398081,True,1,tertiary,False,23.382,"LINESTRING (9.1644982 45.5444491, 9.1645034 45.544472, 9.1645036 45.5445025, 9.1644992 45.5445241, 9.1644893 45.5445483, 9.1644741 45.5445718, 9.1644521 45.5445953, 9.1644254 45.5446159, 9.1643943 45.5446333)",,,roundabout,,,,,,
114457614,True,1,tertiary,False,5.379,"LINESTRING (9.1643943 45.5446333, 9.1643644 45.5446454, 9.1643324 45.5446545)",,,roundabout,,,,,,
