osmid,name,highway,oneway,reversed,length,tunnel,geometry,ref,junction,lanes,access
"[201039482, 799177795, 799177796]",Via Ettore Leopardi,residential,False,True,69.58,building_passage,"LINESTRING (13.5518299 43.399146, 13.5519254 43.3991189, 13.5520546 43.399109, 13.5521198 43.3991189, 13.552161 43.3991253, 13.5525351 43.3991825, 13.5526669 43.3992116)",,,,
302228876,Via del Passero Solitario,secondary,False,False,256.285,,"LINESTRING (13.5518299 43.399146, 13.5518764 43.39921, 13.5518968 43.3992616, 13.5519053 43.3993169, 13.5519034 43.3993782, 13.5518906 43.3994477, 13.5518835 43.3994763, 13.5518016 43.3998063, 13.5517066 43.400175, 13.5515855 43.4008022, 13.5515423 43.40104, 13.5515072 43.4012087, 13.5514573 43.4013261, 13.551384 43.401393)",,,,
"[754638720, 563970322, 127786149]",Via Porta Cerasa,residential,False,False,84.836,,"LINESTRING (13.5487408 43.4021343, 13.5486926 43.4022416, 13.5486104 43.4023632, 13.5485702 43.4024658, 13.5485828 43.4025794, 13.5486123 43.4026598, 13.5486364 43.4026967, 13.548756 43.4028427)",,,,
302228876,Via del Passero Solitario,secondary,False,True,230.77200000000002,,"LINESTRING (13.5487408 43.4021343, 13.5488662 43.4020957, 13.5490072 43.4020556, 13.5492192 43.4020018, 13.5494545 43.4019454, 13.5496293 43.4018829, 13.5498908 43.4017726, 13.5501393 43.4017057, 13.5504197 43.4016736, 13.550785 43.4016197, 13.5508272 43.4016083, 13.5509632 43.4015714, 13.5511595 43.4014957, 13.551384 43.401393)",,,,
302228877,Viale Filippo Corridoni,secondary,False,False,41.909,,"LINESTRING (13.5487408 43.4021343, 13.5486264 43.4021915, 13.5485378 43.4022554, 13.548403 43.4024127)",SR77,,,
31358596,Via Castelfidardo,tertiary,False,False,72.214,,"LINESTRING (13.5482858 43.4062395, 13.5483164 43.4062849, 13.5483237 43.4063834, 13.5483324 43.4068836)",,,,
405210261,Piazzale del Pozzo,tertiary,True,False,7.552,,"LINESTRING (13.5482858 43.4062395, 13.5482637 43.406245, 13.5482404 43.406246, 13.5482176 43.4062423, 13.548197 43.4062342)",,roundabout,,
1096797450,Viale Cesare Battisti,tertiary,False,False,28.939,,"LINESTRING (13.5466787 43.4075389, 13.5469267 43.407561, 13.5470344 43.4075522)",,,,
1096797449,Viale Cesare Battisti,tertiary,False,False,14.739999999999998,,"LINESTRING (13.5470344 43.4075522, 13.5471221 43.4075338, 13.5471869 43.4074872)",SP105,,,
1096797450,Viale Cesare Battisti,tertiary,False,True,28.939,,"LINESTRING (13.5470344 43.4075522, 13.5469267 43.407561, 13.5466787 43.4075389)",,,,
31358596,Via Castelfidardo,tertiary,False,False,51.463,,"LINESTRING (13.5483324 43.4068836, 13.5483595 43.407346)",,,,
31358596,Via Castelfidardo,tertiary,False,True,72.214,,"LINESTRING (13.5483324 43.4068836, 13.5483237 43.4063834, 13.5483164 43.4062849, 13.5482858 43.4062395)",,,,
127786157,Via Camerano,residential,True,False,75.384,,"LINESTRING (13.5483324 43.4068836, 13.548588 43.4069204, 13.5490109 43.4070069, 13.5492319 43.4070611)",,,,
25915888,Viale Cesare Battisti,tertiary,False,True,195.12,,"LINESTRING (13.5481486 43.4051261, 13.548114 43.405209, 13.5480955 43.4052794, 13.5480528 43.405399, 13.5479817 43.40556, 13.5479349 43.4056663, 13.5478394 43.4058509, 13.5476869 43.4061625, 13.5475223 43.4064948, 13.547403 43.4067936)",SP105,,,
405210255,Via Castelfidardo,tertiary,True,False,113.80100000000002,,"LINESTRING (13.5481486 43.4051261, 13.5482355 43.4051955, 13.5482546 43.4053989, 13.5482748 43.4059217, 13.5482647 43.4061243)",SP105,,,
405210259,Viale Cesare Battisti,tertiary,False,False,113.037,,"LINESTRING (13.5481486 43.4051261, 13.5485737 43.4046285, 13.5488704 43.4043196, 13.548911 43.4042741)",,,,
31865557,Viale Cesare Battisti,tertiary,True,False,359.4859999999999,,"LINESTRING (13.5535633 43.4023695, 13.5534026 43.4024115, 13.5533838 43.4024165, 13.55317 43.4024577, 13.5523424 43.4025512, 13.5520786 43.4025931, 13.5515441 43.4027028, 13.5510162 43.4028151, 13.5505869 43.4029395, 13.5502373 43.4030612, 13.5500848 43.4031143, 13.5499273 43.4032024, 13.549824 43.4032702, 13.5496458 43.4034064, 13.5496059 43.4034523, 13.5495342 43.4035349)",,,1,
446355917,Viale Cesare Battisti,tertiary,False,True,28.322000000000003,,"LINESTRING (13.5535633 43.4023695, 13.5537277 43.4023137, 13.5537838 43.4022876, 13.5538663 43.4022434)",,,,
31865557,Viale Cesare Battisti,tertiary,True,False,96.39000000000001,,"LINESTRING (13.5495342 43.4035349, 13.5492351 43.4038931, 13.5489883 43.4041854, 13.5489365 43.4042452, 13.548911 43.4042741)",,,1,
89897675,Via Paolina Leopardi,tertiary,False,False,43.03,,"LINESTRING (13.5547815 43.4072954, 13.5544995 43.4069671)",,,,
127786068,,residential,True,False,49.293,,"LINESTRING (13.5547815 43.4072954, 13.5546231 43.407235, 13.5544406 43.4071533, 13.5542429 43.4070884)",,,1,
89897675,Via Paolina Leopardi,tertiary,False,False,25.27,,"LINESTRING (13.5544995 43.4069671, 13.5543668 43.4067613)",,,,
89897675,Via Paolina Leopardi,tertiary,False,True,43.03,,"LINESTRING (13.5544995 43.4069671, 13.5547815 43.4072954)",,,,
127786060,,residential,True,False,27.788,,"LINESTRING (13.5544995 43.4069671, 13.5544693 43.4070315, 13.5544085 43.4070712, 13.5543641 43.4070827, 13.5542429 43.4070884)",,,1,
89897675,Via Paolina Leopardi,tertiary,False,True,25.27,,"LINESTRING (13.5543668 43.4067613, 13.5544995 43.4069671)",,,,
575555559,,unclassified,True,False,13.011,,"LINESTRING (13.5505691 43.4062561, 13.5505456 43.4062324, 13.5505357 43.406204, 13.5505409 43.406175, 13.5505604 43.4061494)",,roundabout,,
42748315,Via dei Fanti,residential,False,False,15.791,,"LINESTRING (13.5532591 43.4069012, 13.553187 43.4070332)",,,,
564433372,Via Offagna,unclassified,False,True,43.636,,"LINESTRING (13.5532591 43.4069012, 13.5537849 43.4069911)",,,,
564433372,Via Offagna,unclassified,False,False,82.368,,"LINESTRING (13.5532591 43.4069012, 13.552494 43.4067642, 13.5522733 43.4067131)",,,,
"[265109016, 572151907, 252811263]","['Via Antonio Calcagni', 'Via Cavour']",tertiary,True,False,160.186,,"LINESTRING (13.5504722 43.4024045, 13.5503302 43.4024257, 13.5501093 43.4024721, 13.5499951 43.4024875, 13.5498419 43.4025406, 13.5497969 43.402577, 13.5497227 43.4026223, 13.5495193 43.4027732, 13.5494859 43.402798, 13.5494101 43.4028486, 13.5492371 43.4029478, 13.5490122 43.4030785, 13.5488881 43.4031461, 13.5488458 43.4031691)",,,,
127785890,Piazzale Giordani,residential,False,False,24.919,,"LINESTRING (13.5514998 43.4022714, 13.5513752 43.4020664)",,,,
265109016,Via Antonio Calcagni,tertiary,True,False,84.912,,"LINESTRING (13.5514998 43.4022714, 13.5512443 43.4023443, 13.5510963 43.4023544, 13.5504722 43.4024045)",,,,
252812178,Via Roma,tertiary,True,False,55.077,,"LINESTRING (13.5520752 43.4020668, 13.5522251 43.4015836)",,,,
265109016,Via Antonio Calcagni,tertiary,True,False,51.754,,"LINESTRING (13.5520752 43.4020668, 13.5514998 43.4022714)",,,,
"[201039482, 799177795, 799177796]",Via Ettore Leopardi,residential,False,False,69.58,building_passage,"LINESTRING (13.5526669 43.3992116, 13.5525351 43.3991825, 13.552161 43.3991253, 13.5521198 43.3991189, 13.5520546 43.399109, 13.5519254 43.3991189, 13.5518299 43.399146)",,,,
127786068,,residential,True,False,18.922,,"LINESTRING (13.5542429 43.4070884, 13.5540221 43.4070316)",,,1,
564433372,Via Offagna,unclassified,False,False,19.684,,"LINESTRING (13.5540221 43.4070316, 13.5537849 43.4069911)",,,,
127786131,,residential,True,False,23.997999999999998,,"LINESTRING (13.5540221 43.4070316, 13.5541653 43.4069987, 13.5542465 43.4069723, 13.554297 43.4069517)",,,1,
127786193,Via Sirolo,unclassified,False,True,92.22,,"LINESTRING (13.5515296 43.4039066, 13.5514918 43.4047355)",,,,
405210257,Via Campo Boario,residential,True,False,15.621,,"LINESTRING (13.5515296 43.4039066, 13.5516864 43.4038244)",,,,
564433372,Via Offagna,unclassified,False,False,135.39499999999998,,"LINESTRING (13.5522733 43.4067131, 13.551617 43.4065283, 13.5510107 43.4063571, 13.5508331 43.40629, 13.5507401 43.4062332)",,,,
564433372,Via Offagna,unclassified,False,True,82.368,,"LINESTRING (13.5522733 43.4067131, 13.552494 43.4067642, 13.5532591 43.4069012)",,,,
528662105,Via Antici,residential,True,False,72.431,,"LINESTRING (13.5526027 43.3998607, 13.5526357 43.3996604, 13.5526454 43.399594, 13.5526572 43.3995024, 13.5526619 43.399361, 13.5526669 43.3992116)",,,,
"[1096797433, 127724527]",Via Porta Pesa,tertiary,True,False,54.12400000000001,,"LINESTRING (13.5526027 43.3998607, 13.5528065 43.3997596, 13.5529524 43.3996768, 13.5531348 43.3995657)",,,1,
220843218,Viale Dalmazia,tertiary,False,False,33.838,,"LINESTRING (13.5542722 43.4023967, 13.5546374 43.4025457)",,,,
220843218,Viale Dalmazia,tertiary,False,True,36.97,,"LINESTRING (13.5542722 43.4023967, 13.5540528 43.4023168, 13.5539634 43.4022842, 13.5538663 43.4022434)",,,,
563940115,Viale Adriatico,residential,True,False,395.67499999999995,,"LINESTRING (13.5542722 43.4023967, 13.55412 43.402623, 13.554064 43.4026709, 13.5539756 43.4027121, 13.5537225 43.4027589, 13.5527726 43.4029234, 13.5526367 43.4029481, 13.5524256 43.4029865, 13.5522091 43.4030259, 13.5519674 43.4030699, 13.5518968 43.4030827, 13.5517177 43.4031153, 13.5513419 43.4032009, 13.5513176 43.4032064, 13.550912 43.4033102, 13.550563 43.4033934, 13.5504341 43.4034242, 13.5501782 43.4035198, 13.5499848 43.4036211, 13.5498682 43.4036963)",,,,
220843218,Viale Dalmazia,tertiary,False,True,33.838,,"LINESTRING (13.5546374 43.4025457, 13.5542722 43.4023967)",,,,
405210257,Via Campo Boario,residential,True,False,188.049,,"LINESTRING (13.5527026 43.4033352, 13.5527623 43.4033176, 13.5534904 43.4031516, 13.5538774 43.4030596, 13.5541816 43.4029732, 13.5544015 43.4028592, 13.5544986 43.4027683, 13.5545739 43.4026752, 13.5546374 43.4025457)",,,,
560367715,,residential,False,True,52.765,,"LINESTRING (13.5527026 43.4033352, 13.5527752 43.403424, 13.553034 43.4037441)",,,,
127724523,Via Emanuela Loi,residential,True,False,55.589,,"LINESTRING (13.5498682 43.4036963, 13.5503363 43.4038828, 13.5504811 43.4039214)",,,,
405210257,Via Campo Boario,residential,True,False,69.335,,"LINESTRING (13.5516864 43.4038244, 13.5522676 43.4035015, 13.552378 43.4034565)",,,,
560367713,,residential,False,True,51.508,,"LINESTRING (13.5516864 43.4038244, 13.5520389 43.4041291, 13.552122 43.4041045)",,,,
560795097,,residential,True,False,33.066,,"LINESTRING (13.5504811 43.4039214, 13.5504893 43.4038995, 13.5505068 43.4038807, 13.5505318 43.403867, 13.5505618 43.4038598, 13.5505933 43.4038602, 13.550623 43.403868, 13.5506475 43.4038824, 13.5506642 43.4039018, 13.5506714 43.4039241, 13.5506681 43.4039469, 13.5506548 43.4039677, 13.5506329 43.4039842, 13.5506047 43.4039946)",,roundabout,,
127724523,Via Emanuela Loi,residential,True,False,113.856,,"LINESTRING (13.548911 43.4042741, 13.5489861 43.4043059, 13.5490126 43.4042885, 13.5495123 43.4037719, 13.5495721 43.4036987, 13.5496924 43.4036866, 13.5497506 43.4036792, 13.5498682 43.4036963)",,,,
405210259,Viale Cesare Battisti,tertiary,False,True,113.037,,"LINESTRING (13.548911 43.4042741, 13.5488704 43.4043196, 13.5485737 43.4046285, 13.5481486 43.4051261)",,,,
127786014,Vicolo Ripetta,living_street,False,False,62.377,,"LINESTRING (13.5524345 43.4004907, 13.552526 43.4004936, 13.5526337 43.4007358, 13.55265 43.400851, 13.55265 43.4009751)",,,,
570697400,Via Roma,tertiary,True,False,71.36,,"LINESTRING (13.5524345 43.4004907, 13.5524512 43.4004225, 13.5526027 43.3998607)",,,,
127786014,Vicolo Ripetta,living_street,False,True,62.377,,"LINESTRING (13.55265 43.4009751, 13.55265 43.400851, 13.5526337 43.4007358, 13.552526 43.4004936, 13.5524345 43.4004907)",,,,
302228876,Via del Passero Solitario,secondary,False,False,230.772,,"LINESTRING (13.551384 43.401393, 13.5511595 43.4014957, 13.5509632 43.4015714, 13.5508272 43.4016083, 13.550785 43.4016197, 13.5504197 43.4016736, 13.5501393 43.4017057, 13.5498908 43.4017726, 13.5496293 43.4018829, 13.5494545 43.4019454, 13.5492192 43.4020018, 13.5490072 43.4020556, 13.5488662 43.4020957, 13.5487408 43.4021343)",,,,
302228876,Via del Passero Solitario,secondary,False,True,256.285,,"LINESTRING (13.551384 43.401393, 13.5514573 43.4013261, 13.5515072 43.4012087, 13.5515423 43.40104, 13.5515855 43.4008022, 13.5517066 43.400175, 13.5518016 43.3998063, 13.5518835 43.3994763, 13.5518906 43.3994477, 13.5519034 43.3993782, 13.5519053 43.3993169, 13.5518968 43.3992616, 13.5518764 43.39921, 13.5518299 43.399146)",,,,
