osmid,name,highway,oneway,reversed,length,geometry,junction,lanes,ref,maxspeed,access
750303734,via Nicolò Copernico,residential,False,False,51.327,"LINESTRING (14.9530357 40.6173725, 14.9527719 40.6169566)",,,,,
145399067,,residential,True,False,22.323999999999998,"LINESTRING (14.952006 40.6165137, 14.9521911 40.6165458, 14.9522657 40.6165447)",,,,,
145401231,,residential,False,True,38.387,"LINESTRING (14.9448979 40.6219585, 14.9449904 40.6219038, 14.9452394 40.6217308)",,,,,
750097809,viale della Repubblica,residential,False,True,146.83,"LINESTRING (14.9448979 40.6219585, 14.9459072 40.6229377, 14.9459699 40.6229985)",,,,,
220775278,,residential,True,False,17.618,"LINESTRING (14.9462409 40.6230045, 14.9462817 40.6229617, 14.9463371 40.6229298, 14.9464025 40.6229117)",roundabout,,,,
145401222,Via Paolo Borsellino,residential,True,False,38.808,"LINESTRING (14.9464025 40.6229117, 14.9466457 40.6227748, 14.9467684 40.6227004)",,,,,
220775278,,residential,True,False,29.457,"LINESTRING (14.9464025 40.6229117, 14.9464754 40.6229185, 14.9465362 40.6229406, 14.9466005 40.6229728, 14.9466417 40.6230098, 14.94668 40.6230518)",roundabout,,,,
220775303,viale della Repubblica,residential,True,False,9.955,"LINESTRING (14.94668 40.6230518, 14.9467964 40.6230373)",,,,,
220775278,,residential,True,False,18.2,"LINESTRING (14.94668 40.6230518, 14.9466829 40.6231073, 14.9466709 40.6231628, 14.9466353 40.6232071)",roundabout,,,,
220775277,,residential,True,False,29.651,"LINESTRING (14.9467964 40.6230373, 14.9470326 40.6232347)",,,,,
95064037,Via Genova,residential,True,False,47.519,"LINESTRING (14.9535385 40.6221148, 14.9532673 40.6217403)",,,,,
145401597,via Alessandro Volta,residential,False,True,34.092,"LINESTRING (14.9535385 40.6221148, 14.953155 40.6222111)",,,,,
95064041,via Trieste,residential,False,False,16.573,"LINESTRING (14.9468264 40.616891, 14.9468314 40.61704)",,,,,
95064041,via Trieste,residential,False,True,45.474,"LINESTRING (14.9473487 40.6187037, 14.9471965 40.6183114)",,,,,
106954936,Corso Giuseppe Garibaldi,residential,False,False,66.249,"LINESTRING (14.9473487 40.6187037, 14.9465951 40.6188703)",,,,,
95064041,via Trieste,residential,False,False,9.914,"LINESTRING (14.9473487 40.6187037, 14.9473678 40.6187528, 14.947382 40.6187892)",,,,,
145399048,,residential,True,False,28.061,"LINESTRING (14.952262 40.6166747, 14.952006 40.6165137)",,,,,
145399070,,residential,True,False,14.931000000000001,"LINESTRING (14.952262 40.6166747, 14.9522456 40.6166322, 14.9522461 40.6165879, 14.9522657 40.6165447)",roundabout,,,,
750085250,via Trento,residential,False,False,21.563,"LINESTRING (14.9439796 40.6189036, 14.9437401 40.6188361)",,,,,
145399071,via Ludovico Ariosto,residential,True,False,117.328,"LINESTRING (14.9439796 40.6189036, 14.9443215 40.6186243, 14.9450588 40.6182489)",,,,,
