osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,junction,tunnel,bridge
95694276,True,Piazza Giacomo Matteotti,secondary,False,53.018,"LINESTRING (12.5933543 37.6534114, 12.5938075 37.6537254)",,,,,
"[34225360, 34225361]",True,"['Corso Umberto I', 'Via Tenente Gaspare Romano']",residential,False,43.7,"LINESTRING (12.5933543 37.6534114, 12.5932503 37.6532477, 12.5930181 37.6533487)",,,,,
34225367,False,Corso Vittorio Veneto,secondary,False,65.287,"LINESTRING (12.5933543 37.6534114, 12.5932492 37.6534636, 12.5927347 37.653734)",,,,,
86111865,True,Corso Vittorio Veneto,tertiary,False,35.704,"LINESTRING (12.5933543 37.6534114, 12.5934646 37.65335, 12.5936912 37.6532327)",,,,,
34225366,True,Via Mario Rapisardi,secondary,False,76.945,"LINESTRING (12.5933308 37.6506006, 12.5929806 37.6499666)",,,,,
48371101,False,Corso Armando Diaz,secondary,False,21.32,"LINESTRING (12.5933308 37.6506006, 12.5935697 37.6505692)",,,,,
137078660,False,Corso Armando Diaz,residential,True,30.964,"LINESTRING (12.5933308 37.6506006, 12.592983 37.650642)",,,,,
35915330,False,Via Filippo Castelli,residential,False,19.378,"LINESTRING (12.5935697 37.6505692, 12.5935224 37.650399)",,,,,
48371101,False,Corso Armando Diaz,secondary,False,70.094,"LINESTRING (12.5935697 37.6505692, 12.5943547 37.650464)",,,,,
48371101,False,Corso Armando Diaz,secondary,True,21.32,"LINESTRING (12.5935697 37.6505692, 12.5933308 37.6506006)",,,,,
33881216,False,Via Giangiacomo Adria,secondary,False,69.244,"LINESTRING (12.5887101 37.6563249, 12.5882147 37.6558412)",,,,,
76902543,False,Corso Vittorio Veneto,secondary,False,20.123,"LINESTRING (12.5887101 37.6563249, 12.5888647 37.6561916)",,,,,
33881217,True,Via Santa Maria di Gesù,secondary,False,92.413,"LINESTRING (12.5887101 37.6563249, 12.5887431 37.6563776, 12.5887471 37.6564313, 12.5883315 37.65707)",,,,,
33997889,False,Molo Comandante Giuseppe Caito,secondary,False,75.904,"LINESTRING (12.5872886 37.6544395, 12.5872885 37.6542581, 12.5871778 37.6537646)",,,,,
37972121,False,Via Pescatori,residential,True,76.833,"LINESTRING (12.5872886 37.6544395, 12.5875332 37.654393, 12.5880352 37.6541033)",2,,,,
102777356,False,Piazza Regina,secondary,True,26.944,"LINESTRING (12.5872886 37.6544395, 12.5872746 37.6545673, 12.5872654 37.6546811)",,,,,
"[33997883, 102777358]",True,Molo Comandante Giuseppe Caito,secondary,False,183.24,"LINESTRING (12.5871778 37.6537646, 12.5870635 37.6531552, 12.5870139 37.6528164, 12.5869491 37.6524968, 12.5867382 37.6521699)",,,,,
33997889,False,Molo Comandante Giuseppe Caito,secondary,True,75.904,"LINESTRING (12.5871778 37.6537646, 12.5872885 37.6542581, 12.5872886 37.6544395)",,,,,
33997885,True,Via San Giovanni,secondary,False,5.713,"LINESTRING (12.5869977 37.651989, 12.587031 37.6520331)",,,,,
33997885,True,Via San Giovanni,secondary,False,56.159,"LINESTRING (12.5866517 37.6515647, 12.5869977 37.651989)",,,,,
"[34225388, 102777364]",False,"['Piazzale Monsignore Giovan Battista Quinci', 'Lungomare Giuseppe Mazzini']",secondary,False,298.621,"LINESTRING (12.5866517 37.6515647, 12.5866661 37.6515525, 12.5870063 37.6512864, 12.5870498 37.6512622, 12.5871987 37.6511795, 12.5872989 37.6511238, 12.5873628 37.6510883, 12.5874935 37.6510156, 12.587671 37.6509582, 12.5885311 37.6507278, 12.588547 37.6507236, 12.5892292 37.6505443, 12.5895603 37.650453, 12.5896655 37.6504239)",,30,,,
102777370,False,Corso Vittorio Veneto,secondary,True,16.846,"LINESTRING (12.5904179 37.6549749, 12.5905707 37.6548837)",,,,,
180591391,False,Corso Vittorio Veneto,secondary,False,25.948,"LINESTRING (12.5904179 37.6549749, 12.5902649 37.6550585, 12.5901731 37.6551048)",,,,,
36191246,False,Via Partanna,residential,True,9.076,"LINESTRING (12.5941139 37.6581831, 12.5941842 37.6581234)",,,,,
33341532,False,Via Marsala,secondary,True,29.37,"LINESTRING (12.5941139 37.6581831, 12.5940308 37.6580869, 12.593917 37.65797)",,,,,
34225359,False,,unclassified,False,17.27,"LINESTRING (12.5894308 37.6556896, 12.5892677 37.6556033)",,,,,
33881222,True,Corso Vittorio Veneto,secondary,False,78.092,"LINESTRING (12.5894308 37.6556896, 12.5894199 37.6557703, 12.5890175 37.6561225, 12.5889397 37.6561828, 12.5888647 37.6561916)",,,,,
